fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.2128461238961379,1.7177426030541785,1,0.45925727438135244,117.29699350699494,0.7319243427978782,4.719060009253333,6.447469681380043,0.8825713470908829,0.9999999999999739,1.0000002842472009,0.35,0.2333333333333333,1.5,0.0,0.7247250588422398,0.6729196969294081,0.6823226993959526,0.0,0.7371774463716619,0.7148025676335863,0.6661017754787681,-5.90674375714729,-1.6259785401826878,-1.9319795382480622,-1.8764384121303603,-5.806967152934809,-1.5262019359702066,-1.656132121853111,-1.9389360222180456,0.7980017164407939,1.1261261261261257,1.9972842200036731,0.3773773773773774,0.6363636363636364,1.103917068691863,0.88647803825135,0.8692737030313737,0.22616878070512514,-0.4404517200157915
1,1.0,1.0,1,0.6317452121933981,-0.7331170665482833,1,0.654651259129267,108.39742076941911,0.03314007253456695,6.3662556551038305,192.10143998518618,0.9537235828194326,0.999999999999975,1.0000004299445795,0.2333333333333333,0.15,1.5555555555555554,0.0,0.44445515348165066,0.4853350766100541,0.6055972266191653,0.0,0.4460691866930353,0.4460691866930353,0.6049088999697229,-4.765649789627988,-2.647532180939084,-2.4527127838822,-1.8795854939910699,-4.748406013855641,-2.6302884051667377,-2.6302884051667377,-1.8760529554046088,0.8741053607967184,0.9499499499499499,1.6306163126774824,0.48748748748748744,0.5909090909090909,0.9683638326073918,0.9127774276306101,0.8714326082560897,0.1972140170810583,-0.5658905617625275
1,1.0,2.0,1,0.8298776554357082,-0.03772636351425129,2,0.6628561362477986,102.01529560559158,2.376734608091302,5.166156227973467,2.173636135219271,0.9435177034444149,0.9999999999999755,1.00000078406715,0.26666666666666666,0.5,0.5333333333333333,0.0,0.29819775433329515,0.6154964965765575,0.6686809403402648,0.0,0.3059731246660389,0.67570587120763,0.67570587120763,-5.921149057671178,-4.155475705600926,-2.2767025569669834,-1.961789537892742,-5.770681179915508,-4.005007827845256,-1.871398025779225,-1.871398025779225,0.7461343100033441,0.9499499499499499,2.154434690031882,0.2672672672672673,0.5454545454545454,1.060782079813043,0.9306865018655398,0.8887163609087749,0.16559697252790406,-0.5247107202839987
1,1.0,3.0,1,0.7483248947142987,0.18417950614517853,1,0.049227348674822924,105.67441938661575,0.1802538786540528,1.8406073382085275,10.211194077776609,0.6188927232726621,0.9999999999999601,1.0000004173183512,0.3833333333333333,0.2833333333333333,1.352941176470588,0.0,0.4547658294420946,0.4591262999489751,0.6767735748498056,0.0,0.46970957691454124,0.46970957691454124,0.7476104431784141,-6.073643269768456,-3.3115578504568086,-3.2850739081096703,-1.963162001724796,-5.880411120112589,-3.1183257008009413,-3.1183257008009413,-1.4841543565339421,0.8210233755816647,0.8398398398398399,1.8046618049350174,0.3553553553553552,0.5454545454545454,1.074572161990989,0.9215681894758074,0.8027616660540542,0.18152918533560342,-0.7572609288055802
1,1.0,4.0,1,1.7248534798346689,2.106681110452919,2,0.6794155052415431,110.69039501064971,0.35366650162791313,4.424095553725972,12.509229834779468,0.9358348769203844,0.9999999999999752,1.0000007055252957,0.2,0.3,0.6666666666666667,0.0,0.4527657331343291,0.6040026481048097,0.6393625447600152,0.0,0.467024781313271,0.5616650635173779,0.6458077030067352,-5.61443211564091,-3.072409642669831,-2.223300250189111,-2.024774510802382,-5.443014106923676,-2.900991633952597,-2.385863242832406,-1.9278736690980405,0.8475715891596837,0.8178178178178177,1.6306163126774824,0.24524524524524513,0.5909090909090909,1.088515927356471,0.9185856354692693,0.9398345585645619,0.17055731061978577,-0.40363913039430005
1,1.0,5.0,1,1.179929701824153,0.49888767413642165,1,0.8047840875643081,108.86517825976598,1.7468000343799464,5.580446995564771,3.1946684713374403,0.873371844138905,0.9999999999999711,1.0000007593679086,0.25,0.15,1.6666666666666667,0.0,0.07719523781167711,0.265092852793903,0.5613910521360802,0.0,0.07908420478259069,0.3589481024001163,0.5492574262347731,-5.42933050889954,-5.010212049106846,-3.9900537955343873,-2.3813529421139075,-5.299648152812395,-4.880529693019701,-3.3973495049721043,-2.388777048448789,0.719586096425325,0.7517517517517519,1.2654403332856807,0.11311311311311288,0.45454545454545453,0.9739420403812588,0.9351979246864344,0.9489760106334274,0.13031198033550065,-0.3493180328493568
1,1.0,6.0,1,0.902783903654249,-0.11165316949583426,1,0.3979703232922236,108.79192110217902,0.2503076629761535,2.8337835452819076,11.321201722665114,0.43125563386788823,0.9999999999999436,1.000000608696076,0.4,0.4,1.0,0.0,0.6465513032589857,0.6320028153499121,0.7446416591138318,0.0,0.6706369849615361,0.6706369849615361,0.7523675233217545,-5.762416119427566,-2.036718467491086,-2.120552908731629,-1.4714810197527344,-5.5554610549106,-1.82976340297412,-1.82976340297412,-1.3757125801170504,0.9011950518452154,0.9279279279279278,1.1144152514667882,0.44344344344344305,0.5909090909090909,1.1035350338282803,0.8818273040121636,0.7938890141058794,0.23413638270704978,-0.5308391321035832
1,1.0,7.0,1,-0.12048255745158637,-1.1981235650128752,1,-0.12691450474121613,101.96938648361277,0.022121601899863154,1.3220126460963566,59.76116250896526,0.47366383518658184,0.9999999999998014,1.0000004766121096,0.8,0.45,1.777777777777778,0.0,0.42681378707244955,0.7549063019004765,0.7490242336138202,0.0,0.4168221796473419,0.8929789845712124,0.7674350020651615,-5.643053431849473,-3.2345204259496163,-1.3830768341851947,-1.4162696598165834,-5.778322564163041,-3.3697895582631845,-0.6184019482918046,-1.3438355752014086,0.7893814929974908,0.7297297297297298,0.9334897216723712,0.20120120120120072,0.5,0.9017616698550022,0.8997506175870316,0.6135867788100613,0.18330054029569273,-0.7814517764580615
1,1.0,8.0,1,1.356956537597948,1.889250543179104,2,0.3371519789025752,99.2575554565536,0.03762699241995146,6.3445231260117785,168.61627034127866,0.9508941859713589,0.9999999999999845,1.0000002644214459,0.45,0.5833333333333333,0.7714285714285716,0.0,0.4154023651083437,0.3667519877852964,0.6044367372370286,0.0,0.42193667570042664,0.40073262590174374,0.6587186668527462,-6.254889141363215,-3.656593398550438,-3.96089611539159,-2.474204356978314,-6.158022974654985,-3.559727231842208,-3.690302257658226,-2.101618290341671,0.9011950518452154,0.8838838838838833,1.3650078065460138,0.5315315315315318,0.5909090909090909,1.091037848648961,0.9285645101139264,0.9382851072089169,0.1432603193022993,-0.5414523712090646
1,1.0,9.0,1,0.8636073385233781,-0.42214700877554945,1,0.7845246872787195,106.05074450707836,1.0487025530239433,6.820169807972484,6.503435877319515,0.7899032487758134,0.9999999999999788,1.0000006305581581,0.13333333333333333,0.21666666666666665,0.6153846153846154,0.0,0.39423716616742954,0.4414556629074864,0.5121250356114676,0.0,0.39279202249370515,0.4452778131022194,0.482801186647267,-5.5285282728678835,-3.3489769534959355,-3.087928159266211,-2.697230534246413,-5.548868598539007,-3.3693172791670594,-3.078080523789981,-2.8698682546146173,0.7847276096517843,0.8838838838838833,2.325444274683707,0.5315315315315318,0.5,0.9860300743891426,0.9335394634834691,0.9338694572557689,0.12338724931042165,-0.4990089696654929
1,1.0,10.0,1,0.9478833137659127,-0.07773714435359436,1,0.26331605149634085,104.29554534885011,0.061703830809209465,4.863078055861142,78.81322751091355,0.7580175634861976,0.9999999999999782,1.0000006269290405,0.4833333333333333,0.26666666666666666,1.8124999999999998,0.0,0.636657653617529,0.5008430902736745,0.4620931514849935,0.0,0.6439006401454874,0.45686341794274227,0.4898227257730353,-5.2761282466341495,-1.9170408169468844,-2.6336158709096784,-2.838065517507982,-5.21677914301854,-1.857691713331275,-2.83342359308668,-2.6614821634292793,0.8342974823706741,0.861861861861862,0.4473533054498463,0.24524524524524513,0.5454545454545454,1.0525060240551471,0.9115621230331304,0.8435930070154466,0.18978348406469306,-0.4512928381595878
1,1.0,11.0,1,1.4802978253619619,1.6196620566660416,2,0.49749900143831394,105.4485387830512,1.6626307666975757,4.6502802382018595,2.7969410474933922,0.8870937252837976,0.9999999999999888,1.0000007469548708,0.4833333333333333,0.35,1.380952380952381,0.0,0.41512842030614705,0.3485113007977428,0.5813496194976707,0.0,0.4272359680755806,0.4272359680755806,0.580840374552222,-5.456000996540794,-3.1910599216580504,-3.554522992082581,-2.2841568932228915,-5.301382009302321,-3.036440934419577,-3.036440934419577,-2.2221252973747494,0.7847276096517842,0.7517517517517519,1.1144152514667882,0.42142142142142086,0.5,1.0290077410077567,0.9288494958397215,0.9535985718571811,0.13840422464807817,-0.5519391820557676
1,1.0,12.0,1,1.0639488419079866,-0.10856559530157206,1,0.7011958915906356,110.27907563896632,0.4183748314248749,5.3447216799832695,12.774959865010402,0.8445158917977493,0.9999999999999936,1.0000003599850666,0.38333333333333336,0.2333333333333333,1.6428571428571432,0.0,0.5371579577911466,0.6035868697304462,0.555385143198363,0.0,0.5619361907192895,0.6304981367044579,0.6026844157993114,-5.748371068540666,-2.6605878047376508,-2.2787297692311457,-2.5558111794818816,-5.494900159127662,-2.4071168953246462,-2.030375847420642,-2.1832094668482633,0.76107722317139,0.9499499499499499,2.325444274683707,0.5755755755755753,0.45454545454545453,1.023357544741887,0.953222007307483,0.9692228475815201,0.10947526350437518,-0.41121396791650633
