fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.1208463029082472,0.5165725087962127,1,0.7120013571702729,116.00266602966299,0.7066098041514649,9.04070450175672,12.794479284947489,0.9999999999999863,1.000003931983058,0.0,0.0,0.5566361953518308,0.5516982684142989,0.0,0.0,0.5682993097014979,0.6054598039324794,-5.433519644303673,-5.433519644303673,-2.409025942129043,-2.4358562651462594,-5.322008403922329,-5.322008403922329,-2.2975147017476987,-2.0997462391565076,0.9182490619437732,1.1261261261261257,2.776153294436798,0.5315315315315318,0.6428571428571429,1.1153876564936631,0.8663288348527055,0.9052015015245705,0.2521895197668156,-0.5087557663622583
1,1.0,1.0,1,0.25343165073775,-1.161750475964729,1,0.647507925900686,111.58639647121382,0.5983170693959291,5.886224089141982,9.837967843847096,0.999999999999986,1.0000010310877157,0.0,0.0,0.6552701206350086,0.5824204882023263,0.0,0.0,0.6376331341089182,0.5897045800295193,-5.150432863942338,-5.150432863942338,-1.7755080998643296,-2.150715240871736,-5.29289427343579,-5.29289427343579,-1.917969509357782,-2.1716502787786895,0.8310026385347145,0.9499499499499499,1.5499930850548158,-0.1291291291291294,0.7142857142857143,0.9758890560244735,0.8980793917783626,0.8531296077447168,0.2102264865576977,-0.5173880115795033
1,1.0,2.0,1,0.7025801421885852,-0.5128910380131266,2,0.7140464651833488,100.90310663630937,1.88157491889931,6.449482587923603,3.427704378466334,0.999999999999989,1.0000004899686616,0.0,0.0,0.5939376944853537,0.6418250691269284,0.0,0.0,0.6027441579244416,0.6247424381052601,-6.014456795180882,-6.014456795180882,-2.4422441926693796,-2.154227646852988,-5.926581876483829,-5.926581876483829,-2.3543692739723268,-2.223994665338874,0.8101433278662709,0.9499499499499499,1.5499930850548158,0.4654654654654652,0.6428571428571429,1.088714879310997,0.9424363410484885,0.9011221268220538,0.11905610738626338,-0.6544832237507217
1,1.0,3.0,1,0.46703884003575136,-0.3282223341576489,1,0.07276511656181217,109.75292478554391,0.27044736204205505,2.592692959266211,9.586682375785356,0.9999999999999774,1.0000004124568909,0.0,0.0,0.49046490913530144,0.6775828657865799,0.0,0.0,0.4979635996259191,0.7244439435451892,-6.45291199841199,-6.45291199841199,-3.287985101452757,-2.080529393859387,-6.355739454323155,-6.355739454323155,-3.190812557363922,-1.7513624998875397,0.9182490619437732,0.8398398398398399,1.4005083955986373,0.3113113113113108,0.7142857142857143,1.0837971871805898,0.9447583404406972,0.8887560126303403,0.12182074567834227,-0.7549065963743613
1,1.0,4.0,1,1.3042975127176264,0.3275927743658502,1,0.8223380217823145,109.25760732854908,1.782164934398484,5.99891634809778,3.366083706569243,0.9999999999999853,1.000000904990012,0.0,0.0,0.9005202088823719,0.786514862865077,0.0,0.0,0.8993081386993308,0.8093661665580628,-5.656063041757147,-5.656063041757147,-0.562663969942137,-1.2074853941132941,-5.663686174553687,-5.663686174553687,-0.5702871027386776,-1.0796902068672702,0.8891669208074203,0.8178178178178177,1.3650078065460138,0.24524524524524513,0.6428571428571429,1.0358823932074064,0.8999859739601218,0.900062169005928,0.20025084704082818,-0.3784206911444355
1,1.0,5.0,1,0.7813405135283203,-0.6252819770908262,1,0.7950676565700889,108.02844727961994,1.2597961685535273,6.917021294071407,5.490587657536213,0.999999999999974,1.0000010304965936,0.0,0.0,0.4517117914208153,0.6252576914839698,0.0,0.0,0.4683303703999699,0.6001713453491074,-5.6472138703929184,-5.6472138703929184,-3.0963007764612573,-2.116249962474788,-5.446823984003206,-5.446823984003206,-2.895910890071545,-2.1777963056442164,0.8310026385347145,0.7077077077077075,0.6711611767496287,-0.3713713713713717,0.5714285714285714,0.9903953447645721,0.9319312284381456,0.8563637973790932,0.14996401642296106,-0.4542480078561868
1,1.0,6.0,1,0.750062453508203,-0.9287927561308531,1,0.42233607793465944,111.76629806626715,0.3772398340455663,3.3788727667953675,8.956829215408991,0.9999999999998951,1.0000013352479673,0.0,0.0,0.6483326713106121,0.708478134772167,0.0,0.0,0.6518159909431209,0.6267743476572679,-6.010529399380749,-6.010529399380749,-2.1137068178892586,-1.7522007415142022,-5.978408992165301,-5.978408992165301,-2.0815864106738107,-2.2312955960725502,0.8891669208074202,0.9059059059059056,1.2975171686575868,0.44344344344344305,0.5,1.1477786225985311,0.9071393189016552,0.8669593888590306,0.21493358318171493,-0.5705390897275121
1,1.0,7.0,1,-0.32186008909244185,-1.0690227286697682,1,-0.15434677322280876,103.14920183389995,0.07638026903076099,1.3041637545073825,17.07461587994866,0.9999999999997502,1.000000876393569,0.0,0.0,0.7572798558887419,0.8133531660097184,0.0,0.0,0.7514458638623356,0.8184722147149439,-5.855810047604302,-5.855810047604302,-1.4213230586426695,-1.0929684058338234,-5.901272735961227,-5.901272735961227,-1.4667857469995944,-1.071244970122125,0.8101433278662709,0.8178178178178177,1.8046618049350174,0.3773773773773774,0.6428571428571429,0.9629804339428738,0.9118633308032108,0.7718009733040064,0.15484817130418202,-0.7973667077233452
1,1.0,8.0,1,1.3717265706428006,1.758707385630128,2,0.26620281854237104,99.49085933312865,0.07256252006650782,8.492578004475655,117.03807966828754,0.9999999999999784,1.000001444133471,0.0,0.0,0.5351438898526583,0.565668356094458,0.0,0.0,0.5493228132093014,0.5396309171152662,-6.441450733736447,-6.441450733736447,-2.9943477317904654,-2.7977258863203107,-6.2751863186002,-6.2751863186002,-2.8280833166542183,-2.888901770424803,0.8310026385347145,0.971971971971972,2.920555512182745,0.5975975975975976,0.5,1.06227032039878,0.906806383188703,0.8664689151366727,0.1968716879203832,-0.6079032716265359
1,1.0,9.0,1,0.38348480712293526,-1.110969939403282,1,0.8323454858539235,106.30148896782015,0.6092151435509245,8.394571067358662,13.779321076014842,0.99999999999996,1.0000004993571163,0.0,0.0,0.5290795602128853,0.4076567336569793,0.0,0.0,0.5260584552266941,0.4372288877833428,-6.121492342400364,-6.121492342400364,-2.8827358660366347,-3.6260247689912206,-6.156647505965955,-6.156647505965955,-2.9178910296022256,-3.464783364458369,0.8101433278662709,0.9279279279279278,1.6306163126774824,0.5755755755755753,0.42857142857142855,1.0117821379959584,0.9112116123591932,0.8771189263384771,0.16163724684668962,-0.45142290741051244
