fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,best_precision_t+0,best_precision_t+1,best_precision_t+2,best_precision_t+3,best_precision_t+4,best_precision_t+5,best_precision_t+6,best_precision_t+7,best_precision_t+8,best_precision_t+9,best_precision_t+10,best_precision_t+11,best_precision_t+12,best_precision_t+13,best_precision_t+14,best_precision_t+15,best_precision_t+16,best_precision_t+17
1,1.0,0.0,1,0.25406385007658333,0.06555707031459168,0.8,0.631854109037973,0.021248506830663143,9.336364121767342e-09,7.129537958276558e-09,0.0004906090327239102,0.8320686822524788,0.9999999999999949,6.679753931514328e-13,0.9999999999999996,0.2352941176470592,0.11090573012939,0.1253731343283582,0.6149732620320856,0.06705298013245031,0.18012357355494912,0.22442455242966752,0.0,0.913981629005331,0.05617564473018247,0.0732099057678566,0.07790765441717265,0.07297128156787079,0.05654276103776896,0.06472759567743196,0.07729133231309508,0.088602966115815,0.376085156381708,0.3591765915557339,0.3779860209279705,0.34938253376714656,0.4030609723518305,0.34223947010594175,0.39938254355921676,0.4063899289119375,0.45579897029436145,0.03916449086161876,1.2983630123514358e-08,0.046874999999999986,0.2931034482758622,0.8260321464841767,0.7975722054691574,0.9666879315000706,0.08896549155878808,0.7422568959641725,0.337031709061855,0.3374452601185323,0.33749237486517114,0.33749656721489885,0.33749758566207433,0.33749775482890926,0.33749787144034993,0.3374978772066129,0.3374978802295844,0.3374978820090657,0.33749788197942154,0.3374978820025424,0.33749788200799224,0.3374978820090657,0.3374978820090657,0.3374978820090657,0.3374978820090657,0.3374978820090657
1,1.0,1.0,1,0.23045979664608107,0.04551023062742316,0.2,0.7445061393643349,0.021248505758256625,1.6596403945826523e-09,5.929105362783135e-09,0.003041671973193289,0.8303734212253228,0.9999999999999926,4.556497018614377e-13,0.9999999999999978,0.29044117647058865,0.09565619223659887,0.15401254596582306,0.6791443850267382,0.13245033112582788,0.10730992746874896,0.11253196930946283,0.02300503235082669,0.3290128208564735,0.05160744707331409,0.07441936447832292,0.09707521211246982,0.1322146716289841,0.05081959772530405,0.06664977092375905,0.09604437568908591,0.15120207413004066,0.4377377515320445,0.43699336256605115,0.4747119755701671,0.4757127216635803,0.4543132770878937,0.397345398732512,0.4774856600612227,0.5194941271927535,0.5413337905324003,0.023498694516971244,8.033615606853637e-08,0.04062499999999994,0.44827586206896586,0.8432563075494575,0.8211746955062487,0.9616004409279982,0.1613995591138483,0.7292043912297724,0.32194644953152485,0.3220881446816268,0.322105586157641,0.32211143941909487,0.32211471753418963,0.3221147142519341,0.32211478257427706,0.32211478215223854,0.32211478257427706,0.3221147825684968,0.322114782570396,0.3221147825734513,0.32211478257427706,0.32211478257427706,0.32211478257427706,0.32211478257427706,0.32211478257427706,0.32211478257427706
1,1.0,2.0,1,0.25974364458479327,0.06450297320007614,0.2,0.5321049274434998,0.021248501409862817,1.5754591476177455e-08,5.7359791983056405e-09,0.00013101521360365015,0.7831371548674544,0.9999999999999881,1.4366032320044459e-12,0.9999999999999947,0.3529411764705884,0.08733826247689452,0.17942035852483615,0.806149732620321,0.22268211920529812,0.07297628276688992,0.42327365728900246,0.23867721063982736,0.13593578449215685,0.10649725969347895,0.17067739186500294,0.23074996956438537,0.3000789335200948,0.10404111087550072,0.15765906640564742,0.22675012532888505,0.3256967343334544,0.4003250289670253,0.4137195879842736,0.4719039474491193,0.49637212295045907,0.41799527960680394,0.3841278794519333,0.47751184399070445,0.539421836593913,0.6513472064906467,0.023498694516971244,3.105087211642753e-07,0.07499999999999993,0.27586206896551724,0.923183116075109,0.8209668443995297,0.9675392307957639,0.15551027852787014,0.6379991154443176,0.19653438580613575,0.1999518366797129,0.20034964827944435,0.20041064042442058,0.20041718861936375,0.20041963767125642,0.20041962136278402,0.20041963419940978,0.2004196361256262,0.20041963758381004,0.20041963761939968,0.20041963766712773,0.20041963767125642,0.20041963767125642,0.20041963767125642,0.20041963767125642,0.20041963767125642,0.20041963767125642
1,1.0,3.0,1,0.24435884057775287,0.05503573509977663,0.2,0.3421873269402041,0.021248501558402022,6.686709057631068e-09,5.24019420480664e-09,0.0005149032341915321,0.731514787265121,0.9999999999999869,2.8391651195721268e-12,0.9999999999999964,0.2352941176470592,0.11090573012939,0.1253731343283582,0.5909090909090909,0.13327814569536436,0.09529469635498494,0.559462915601023,0.03306973400431334,0.9234730374391844,0.06476639173800514,0.10475422053059551,0.12043647369162165,0.13136421531250203,0.06543332278485142,0.09773835705884032,0.1216118677855688,0.1627042489222763,0.4540205828092559,0.4641823117002939,0.5001311447319432,0.48872611365111956,0.47949379010083004,0.42964231252829804,0.5123575887393812,0.5503006815764715,0.5069706399230824,0.010443864229764996,5.634520767073543e-08,0.046874999999999986,0.3275862068965517,0.8856541246248835,0.8584984369807924,0.9682165022783246,0.12531700270083534,0.6286133764641992,0.10460036844182609,0.10513251559810831,0.10516709687386662,0.10517064104868358,0.10517227498751756,0.1051723333711883,0.10517241526523542,0.10517241381002425,0.10517241624060598,0.10517241723521635,0.10517241735238962,0.10517241735032525,0.10517241735238962,0.10517241735238962,0.10517241735238962,0.10517241735238962,0.10517241735238962,0.10517241735238962
1,1.0,4.0,1,0.3351265801371421,0.12583755830096802,0.6000000000000001,0.3839272842622832,0.02124850412414047,5.7742819658884925e-09,4.5850934821610546e-09,0.000527739228732562,0.7281716856344915,0.9999999999999812,3.1059859037215008e-12,0.9999999999999964,0.3455882352941181,0.088724584103512,0.17537313432835822,0.6497326203208558,0.09271523178807953,0.14361798480193416,0.26790281329923266,0.06613946800862683,0.3147620811583753,0.07396499511789738,0.11069439359460224,0.13377375333487984,0.16182441913369278,0.06848414337185901,0.09651404525977601,0.12246752720137015,0.174962220893613,0.42508482681279725,0.4279110249142033,0.4642526251337096,0.46072504750653076,0.43069203896882036,0.380553288020675,0.4521276748322538,0.48815744929418076,0.536399822044026,0.0026109660574412663,1.813847009649786e-07,0.065625,0.4310344827586209,0.9171352733392775,0.8549969720209822,0.9780067401778093,0.17101903955022646,0.664472978173952,0.0962435144950735,0.09640948736941972,0.09648567968591328,0.09648854413672871,0.09648965145194964,0.09649003536280411,0.0964901062518115,0.09649011285092131,0.09649011152510444,0.096490112509393,0.09649011285092131,0.0964901128329201,0.09649011284869179,0.09649011285092131,0.09649011285092131,0.09649011285092131,0.09649011285092131,0.09649011285092131
1,1.0,5.0,1,0.34643959200835134,0.11993460795396081,0.4000000000000001,0.669030037273199,0.021248506539944045,5.9588298606678276e-09,6.48326188505988e-09,0.000786344011654492,0.8850006535232802,0.9999999999999907,3.951365452827156e-12,0.9999999999999989,0.2352941176470592,0.11783733826247687,0.11799824407374891,0.570855614973262,0.14652317880794702,0.08434598060941165,0.24296675191815847,0.054636951833213564,0.3354081719547493,0.06545605195378873,0.08385417285220183,0.1025295177010709,0.11722940726029653,0.07019668519023997,0.08431466617630444,0.10978148073121691,0.15616037231364086,0.48847573213034956,0.49496731776780367,0.5359897151160069,0.5288461386948378,0.5256970162671695,0.4673486581539711,0.561183323473676,0.6086978221783735,0.6960010098256308,0.0052219321148825465,4.754489158298927e-08,0.03124999999999999,0.4137931034482759,0.8575973059011428,0.8827637843819747,0.9889908439064717,0.08303132079895115,0.7717587820236824,1.0000056338554941e-12,0.0003877826142827945,0.0004411182074994524,0.0004426780480664,0.0004430410463396317,0.0004430559223914665,0.0004430534859469759,0.00044305487105235353,0.00044305580331896466,0.0004430559149597446,0.0004430559199967987,0.00044305592222630696,0.0004430559223914665,0.0004430559223914665,0.0004430559223914665,0.0004430559223914665,0.0004430559223914665,0.0004430559223914665
1,1.0,6.0,1,0.25632765616064684,0.05930383583223293,0.4000000000000001,0.5678398073921914,0.02124850498246234,1.48703857385869e-09,7.038171071203462e-09,0.004073566479536993,0.7115375014556374,0.9999999999999855,2.9850937734578024e-12,0.9999999999999964,0.3455882352941181,0.05175600739371526,0.30063965884861404,0.7379679144385028,0.10678807947019865,0.14030372684610926,0.3024296675191815,0.13299784327821704,0.18653496131146505,0.07569141644185849,0.11072998764315223,0.1289214609245068,0.15979099988157563,0.0783425955303685,0.1022670193000757,0.12506258534688092,0.19070578221976986,0.45939032848948874,0.46739335500474744,0.5048417485359684,0.5043425338696295,0.4856803608239776,0.43201174646113744,0.5144354178402728,0.5643162407149318,0.5115651189286754,0.026109660574412524,1.0189454759994338e-07,0.04374999999999996,0.18965517241379326,0.9027457922472144,0.8475514046397072,0.9657515927406549,0.19210822491405488,0.681805080337555,0.26695159094619253,0.2674485756457719,0.2674460698896921,0.2674548909440032,0.267457395546434,0.2674577361959895,0.2674578258696321,0.2674578379919881,0.2674578379919881,0.267457837986373,0.26745783799083206,0.2674578379919881,0.2674578379919881,0.2674578379919881,0.2674578379919881,0.2674578379919881,0.2674578379919881,0.2674578379919881
1,1.0,7.0,1,0.189962666827321,0.023504309770582904,0.2,0.4073600038495064,0.02124850144477081,2.5877315797495613e-09,4.8761517209015336e-09,0.001522143424387379,0.6713534081995671,0.9999999999999756,1.0445053804893686e-12,0.9999999999999958,0.2352941176470592,0.14001848428835487,0.09930545293335305,0.570855614973262,0.1456953642384107,0.08483084846465652,0.25191815856777483,0.08770668583752689,0.2361937634146913,0.08236078813580315,0.10805875306741551,0.11794715366975526,0.12583477748941135,0.0838736881001931,0.09743496848637845,0.11624593312464461,0.15054393803284885,0.47398109710147024,0.4797716111412942,0.5143388927097272,0.5022647043831374,0.4922045626294876,0.4338525593870287,0.515287259755399,0.5507392751394223,0.4926857418194315,0.015665796344647542,5.1833512842810954e-08,0.05000000000000002,0.36206896551724144,0.9271064213248192,0.8965215724766824,0.9905972265311679,0.14874851876996587,0.6358243270349445,0.13794707174477244,0.13829991768162486,0.1383501246617017,0.13835641352171102,0.1383605119920268,0.1383608152299466,0.13836076893469368,0.1383608269420722,0.13836082916952053,0.13836083047700581,0.13836083103900815,0.13836083129490667,0.13836083129176885,0.13836083129490667,0.13836083129490667,0.13836083129490667,0.13836083129490667,0.13836083129490667
1,1.0,8.0,1,0.3169261722714325,0.10821030272427676,0.4000000000000001,0.6164939433962013,0.02124849634107085,3.4767346560027274e-09,8.12872910710568e-09,0.0019074522706046674,0.8302803011224864,0.9999999999999934,1.7625535718570695e-12,0.9999999999999982,0.2352941176470592,0.09519408502772639,0.14606578756701927,0.5895721925133691,0.1970198675496689,0.06330791346925022,0.2525575447570332,0.10136592379583031,0.2071745123540206,0.06274583707309328,0.0871997261436295,0.12466786927134095,0.1496091665316534,0.062114108159870195,0.08411602943669554,0.13180034660436557,0.18710410558505663,0.44124386166928864,0.441258700013319,0.48721504097562107,0.4828245653577179,0.47752562206585514,0.42308530256216037,0.5166734900628577,0.5614848365832958,0.41010832949005405,0.03133159268929507,1.813847009649786e-07,0.05000000000000002,0.22413793103448276,0.9151697119367692,0.8868671873779506,0.9751594581908881,0.17427772150741405,0.693578902963194,0.21607863118023352,0.21638878201643352,0.21651935608550132,0.21654493881181025,0.21654532951136574,0.21654521951786188,0.21654532374667168,0.21654532865184734,0.2165453292829646,0.21654532948874033,0.21654532951136574,0.21654532951070515,0.21654532951136574,0.21654532951136574,0.21654532951136574,0.21654532951136574,0.21654532951136574,0.21654532951136574
1,1.0,9.0,1,0.32934324051662484,0.10210083176395067,0.8,0.6857380407190867,0.021248505311722454,1.5273044159792773e-08,8.205455506047283e-09,0.0002842360757582572,0.8695649784028212,0.9999999999999916,2.995966876209624e-12,0.9999999999999987,0.29044117647058865,0.132162661737523,0.11147061893330551,0.6564171122994653,0.23841059602649003,0.05605950597861347,0.24424552429667507,0.057512580877066795,0.3244625368491246,0.04990510811200654,0.08143869026494856,0.10881483872631154,0.1264402989141109,0.054137042958047076,0.07139463994326221,0.11646482150622352,0.1670920618992728,0.47656437441563654,0.48751632563749436,0.5319820379543595,0.5259615520840417,0.5113017336374356,0.4542763587838058,0.5537858521810164,0.6017740322705638,0.4657585685825696,0.028720626631853804,1.0189454759994338e-07,0.04374999999999996,0.24137931034482774,0.8369188019909066,0.8483045320974374,0.9837053315619998,0.13927185869558267,0.745879378380461,0.06471423264944011,0.06524340953843637,0.06544665007007729,0.06546104831247025,0.06546372956984335,0.0654640958614371,0.06546419377189049,0.06546419329964671,0.06546419366892008,0.0654641937674315,0.06546419377106479,0.06546419377189049,0.06546419377189049,0.06546419377189049,0.06546419377189049,0.06546419377189049,0.06546419377189049,0.06546419377189049
1,1.0,10.0,1,0.2504819315723286,0.05741861254184917,0.4000000000000001,0.5658384647242644,0.02124850158408314,1.0231141529117964e-09,7.315680528271241e-09,0.006241481310765675,0.7079325651490016,0.99999999999999,2.9056350289149643e-12,0.9999999999999971,0.29044117647058865,0.11829944547134927,0.12453358208955223,0.6310160427807487,0.18543046357615905,0.07168532922140985,0.19053708439897687,0.04601006470165354,0.3135526413669755,0.10125567975007645,0.1307851556973425,0.1570727518302371,0.16882581292817128,0.09461824090195481,0.11897111095138012,0.1574490098380517,0.19744127217542737,0.4682119438841132,0.4734696882417857,0.5153490334779278,0.504664473255771,0.4824685834097602,0.4292051329677949,0.5172307915095893,0.553015079286959,0.5037303408503679,0.020887728459530075,6.085690249865985e-08,0.04062499999999994,0.4137931034482759,0.9131160013562081,0.9076193293454247,0.9922864732440481,0.08882368475347435,0.6893594834709666,0.10246986806113627,0.1032075806797695,0.10343854697768305,0.1034778357182028,0.10348160021272039,0.10348185299189615,0.10348187563953369,0.10348187594101334,0.10348187800554216,0.10348187797498952,0.10348187799332108,0.10348187799819296,0.10348187800331259,0.10348187800554216,0.10348187800554216,0.10348187800554216,0.10348187800554216,0.10348187800554216
1,1.0,11.0,1,0.33648147937655903,0.12301854150602601,0.4000000000000001,0.457689114397749,0.02124850452929474,1.0425847381376485e-08,4.312257774483423e-09,0.00017984582901903876,0.7299842839510151,0.9999999999999919,2.1306594404519328e-12,0.9999999999999953,0.29411764705882326,0.12523105360443612,0.11808118081180811,0.6149732620320856,0.09354304635761601,0.1365357426702316,0.4840153452685422,0.08770668583752689,0.4226184804799658,0.10775135015002929,0.1285223761968619,0.15135969352331052,0.1642493061871675,0.11134895300856307,0.12005374799866562,0.1515805259470472,0.19098916544830857,0.46879284178759634,0.46924671723348177,0.508938875995264,0.4985926557576458,0.49534993766214264,0.43471747290689167,0.5205449002639386,0.5569341896792696,0.55883472106584,0.0052219321148825465,1.1352187287277443e-07,0.046874999999999986,0.36206896551724144,0.8896134688129174,0.8825366943808066,0.9796183270694513,0.10520748138217484,0.6523402839757168,0.044663757128922774,0.04566838362184471,0.045733201812733756,0.04573264825074462,0.04573346860497475,0.04573383441226882,0.045733890167178895,0.045733891382841355,0.04573389356371764,0.045733894090047786,0.045733894080221396,0.04573389408790081,0.045733894090047786,0.045733894090047786,0.045733894090047786,0.045733894090047786,0.045733894090047786,0.045733894090047786
1,1.0,12.0,1,0.3270660044113362,0.10504313231041684,0.4000000000000001,0.4574188504175847,0.02124850773399118,3.548816581890978e-09,6.871904481108701e-09,0.0015522861203223748,0.7749811007126087,0.9999999999999953,9.259062836103685e-13,0.9999999999999964,0.3455882352941181,0.08826247689463951,0.1762913182777213,0.9385026737967915,0.11920529801324502,0.155262755312991,0.46739130434782605,0.12437095614665702,0.3015217837887423,0.11378723895838865,0.13644344741415712,0.168089533574138,0.21023297010280323,0.12220999181244087,0.12964465549557694,0.16862099251561985,0.24763122651972372,0.43217293967761033,0.4253105131849289,0.4660618594543588,0.4712953399781686,0.46678572004518126,0.4053220761159873,0.4871841790951155,0.5396934290819717,0.5878192424788451,0.01827676240208881,2.495247829146412e-07,0.065625,0.48275862068965536,0.9301867746904002,0.889147669978755,0.9868027905913709,0.11724774900126267,0.6979576305812057,0.1662552814458127,0.16878538221772948,0.16926430975839352,0.169411694711823,0.16941266946988076,0.1694122176043879,0.16941266946988076,0.16941266386806497,0.16941266925370063,0.16941266946988076,0.16941266946988076,0.1694126694659172,0.16941266946922018,0.16941266946988076,0.16941266946988076,0.16941266946988076,0.16941266946988076,0.16941266946988076
1,1.0,13.0,1,0.1987030205086982,0.03267894286084568,0.0,0.6166546555442354,0.02124850352511707,3.970830216055901e-09,6.327273885578318e-09,0.0012452064212529433,0.8266232228538866,0.9999999999999869,2.5749237489528518e-12,0.9999999999999938,0.2352941176470592,0.087800369685767,0.15836606441476828,0.6524064171122995,0.06622516556291402,0.19023634773448708,0.23081841432225053,0.09849029475197693,0.1968472962259685,0.053974221400324644,0.11223154934434136,0.1347005953880548,0.15110988057178582,0.05459339418925105,0.10148531692620433,0.12952928674362402,0.1573854125060193,0.4137904315539455,0.42794938597517823,0.46390065565076843,0.4533213304819967,0.4171995130132496,0.3776756392150005,0.4492586385961903,0.46987650337782444,0.45368840331589677,0.026109660574412524,4.754489158298927e-08,0.05000000000000002,0.48275862068965536,0.8377642355247741,0.8206712926060358,0.9686846043622749,0.08590945490401408,0.6250272600027231,0.20208951323640412,0.20278665633123638,0.20285321066768375,0.2028652068852126,0.20287143959808274,0.20287140720425428,0.2028714323262381,0.20287143959808274,0.202871439449944,0.2028714395856966,0.20287143959808274,0.20287143959808274,0.20287143959808274,0.20287143959808274,0.20287143959808274,0.20287143959808274,0.20287143959808274,0.20287143959808274
1,1.0,14.0,1,0.1792405627577489,0.022302378922131872,0.0,0.5588913837726345,0.02124850226336583,6.097002955238635e-09,6.551612009636682e-09,0.0007738896162611841,0.6839288083986188,0.9999999999999812,1.0888640131282963e-12,0.9999999999999942,0.29044117647058865,0.154343807763401,0.09545088926624364,0.7807486631016044,0.10513245033112588,0.1489832359341684,0.22058823529411764,0.03235082674335011,0.43411232682196477,0.10464321223223957,0.12791710595735867,0.13515571514523175,0.13794777156986304,0.11064250510170608,0.10840866094852736,0.12947775265502875,0.15183830732431913,0.4276465594830248,0.4209826503657253,0.4465567970083914,0.42646429471287123,0.4362097936355917,0.36913176661071734,0.433634564106988,0.44829656446714605,0.6187826895606929,0.007832898172323813,1.0189454759994338e-07,0.03437500000000003,0.4655172413793104,0.809266056418058,0.82430378648777,0.9472286053402897,0.11111668048780854,0.6599197177528616,0.19603921233025268,0.19770566385477806,0.19787164035233018,0.19793271312399924,0.1979503654650938,0.19795044652959715,0.1979515011231186,0.1979518091444165,0.19795180390274958,0.19795182023467317,0.19795182261868288,0.19795182256038518,0.19795182264246436,0.19795182266533745,0.19795182266855788,0.19795182266855788,0.19795182266855788,0.19795182266855788
1,1.0,15.0,1,0.2458315302733211,0.05018692464360863,0.2,0.7472049835364553,0.021248505759654108,2.687948627512335e-09,8.145133241475904e-09,0.002530378206576185,0.9127747553469278,0.9999999999999921,3.0423411203082994e-12,0.9999999999999962,0.29411764705882326,0.087800369685767,0.16842105263157894,0.6804812834224601,0.1183774834437087,0.11954970803381071,0.22122762148337582,0.12149532710280378,0.15343343855488017,0.0661961201667263,0.13256981620602556,0.15653855989407106,0.20888019485027526,0.07101655051137902,0.11842347749496637,0.15517142100916823,0.2354896785742074,0.40175301249052436,0.41846423705378333,0.45395397321763203,0.4654282543070439,0.4291248903515279,0.389604878125004,0.4675211504669208,0.5196907406768645,0.4435570147284733,0.023498694516971244,1.7389335358020808e-07,0.06875000000000002,0.15517241379310354,0.9302490438338515,0.8772309479335578,0.9803135206325412,0.16337874595757118,0.70635574064122,0.296587161165946,0.298364222962001,0.2984226670757861,0.29842484681831793,0.2984269804298376,0.2984270737549266,0.29842709591735617,0.29842710432047204,0.2984271078126321,0.29842710870765765,0.2984271089194613,0.2984271090494337,0.29842710904935105,0.2984271090494337,0.2984271090494337,0.2984271090494337,0.2984271090494337,0.2984271090494337
