fid,iid,rep,eval,raw_y
1,6.0,0.0,1,54.2405806133
1,6.0,0.0,2,31.6594279636
1,6.0,0.0,6,12.918696873
1,6.0,0.0,20,8.2435545331
1,6.0,0.0,31,5.605482589
1,6.0,0.0,36,5.1853095898
1,6.0,0.0,43,3.3754947337
1,6.0,0.0,46,3.098051626
1,6.0,0.0,54,1.9065543381
1,6.0,0.0,70,0.8382606917
1,6.0,0.0,89,0.2682642627
1,6.0,0.0,114,0.1540714519
1,6.0,0.0,119,0.1256784014
1,6.0,0.0,131,0.1015395652
1,6.0,0.0,133,0.0646451324
1,6.0,0.0,155,0.0315458878
1,6.0,0.0,173,0.024696752
1,6.0,0.0,178,0.0192402771
1,6.0,0.0,184,0.0189045543
1,6.0,0.0,193,0.0168739405
1,6.0,0.0,194,0.0063172847
1,6.0,0.0,204,0.0032361242
1,6.0,0.0,227,0.0014328368
1,6.0,0.0,251,0.0006839193
1,6.0,0.0,262,0.0003653442
1,6.0,0.0,278,0.0003544473
1,6.0,0.0,289,0.0003189765
1,6.0,0.0,291,0.0001094532
1,6.0,0.0,295,0.00010447
1,6.0,0.0,304,6.16916e-05
1,6.0,0.0,327,5.46123e-05
1,6.0,0.0,329,2.35885e-05
1,6.0,0.0,340,1.23829e-05
1,6.0,0.0,353,9.3419e-06
1,6.0,0.0,367,2.8315e-06
1,6.0,0.0,371,1.6449e-06
1,6.0,0.0,385,1.6251e-06
1,6.0,0.0,402,1.594e-06
1,6.0,0.0,403,1.339e-06
1,6.0,0.0,412,1.0974e-06
1,6.0,0.0,415,1.0028e-06
1,6.0,0.0,426,3.679e-07
1,6.0,0.0,433,3.4e-07
1,6.0,0.0,448,2.359e-07
1,6.0,0.0,450,2.356e-07
1,6.0,0.0,455,1.008e-07
1,6.0,0.0,479,3.38e-08
1,6.0,0.0,480,1.56e-08
1,6.0,0.0,503,1.39e-08
1,6.0,0.0,506,3.2e-09
1,6.0,0.0,537,2.7e-09
1,6.0,0.0,538,1.5e-09
1,6.0,0.0,553,8e-10
1,6.0,0.0,555,8e-10
1,6.0,0.0,564,5e-10
1,6.0,0.0,565,2e-10
1,6.0,0.0,575,1e-10
1,6.0,0.0,595,1e-10
1,6.0,0.0,601,1e-10
1,6.0,0.0,631,0.0
1,6.0,0.0,670,0.0
1,6.0,0.0,672,0.0
1,6.0,0.0,673,0.0
1,6.0,0.0,680,0.0
1,6.0,0.0,681,0.0
1,6.0,0.0,684,0.0
1,6.0,0.0,689,0.0
1,6.0,0.0,695,0.0
1,6.0,0.0,697,0.0
1,6.0,0.0,700,0.0
1,6.0,0.0,715,0.0
1,6.0,0.0,721,0.0
1,6.0,0.0,729,0.0
1,6.0,0.0,762,0.0
1,6.0,0.0,789,0.0
1,6.0,0.0,799,0.0
1,6.0,0.0,811,0.0
1,6.0,0.0,1000,0.0
1,6.0,1.0,1,44.7839771953
1,6.0,1.0,3,30.1260087823
1,6.0,1.0,4,13.5920311662
1,6.0,1.0,8,5.6506417315
1,6.0,1.0,17,1.7826682579
1,6.0,1.0,38,1.7343311356
1,6.0,1.0,59,1.0247069374
1,6.0,1.0,60,0.7753198511
1,6.0,1.0,69,0.7055156042
1,6.0,1.0,73,0.5650256919
1,6.0,1.0,86,0.4442088424
1,6.0,1.0,97,0.2761584184
1,6.0,1.0,107,0.2280012858
1,6.0,1.0,124,0.1519185005
1,6.0,1.0,136,0.084194124
1,6.0,1.0,150,0.0704934612
1,6.0,1.0,160,0.0525092187
1,6.0,1.0,164,0.0410465493
1,6.0,1.0,167,0.0397454767
1,6.0,1.0,195,0.0154866307
1,6.0,1.0,205,0.0072271884
1,6.0,1.0,226,0.0022088361
1,6.0,1.0,241,0.0010995042
1,6.0,1.0,266,0.0009808385
1,6.0,1.0,267,0.0006901136
1,6.0,1.0,282,0.0005746753
1,6.0,1.0,287,0.0004954298
1,6.0,1.0,289,0.0004795253
1,6.0,1.0,291,6.99533e-05
1,6.0,1.0,305,6.58576e-05
1,6.0,1.0,322,4.40725e-05
1,6.0,1.0,365,3.7204e-05
1,6.0,1.0,371,2.85187e-05
1,6.0,1.0,380,2.62684e-05
1,6.0,1.0,388,1.01102e-05
1,6.0,1.0,402,8.6361e-06
1,6.0,1.0,419,8.6212e-06
1,6.0,1.0,423,7.8214e-06
1,6.0,1.0,425,3.7147e-06
1,6.0,1.0,433,2.0422e-06
1,6.0,1.0,467,1.0448e-06
1,6.0,1.0,478,9.409e-07
1,6.0,1.0,487,7.652e-07
1,6.0,1.0,496,4.548e-07
1,6.0,1.0,504,3.584e-07
1,6.0,1.0,509,2.587e-07
1,6.0,1.0,514,1.336e-07
1,6.0,1.0,534,4.24e-08
1,6.0,1.0,539,1.17e-08
1,6.0,1.0,586,7e-09
1,6.0,1.0,595,1.3e-09
1,6.0,1.0,636,1.1e-09
1,6.0,1.0,637,4e-10
1,6.0,1.0,670,2e-10
1,6.0,1.0,721,2e-10
1,6.0,1.0,724,1e-10
1,6.0,1.0,725,1e-10
1,6.0,1.0,733,0.0
1,6.0,1.0,760,0.0
1,6.0,1.0,796,0.0
1,6.0,1.0,798,0.0
1,6.0,1.0,806,0.0
1,6.0,1.0,849,0.0
1,6.0,1.0,853,0.0
1,6.0,1.0,867,0.0
1,6.0,1.0,873,0.0
1,6.0,1.0,915,0.0
1,6.0,1.0,925,0.0
1,6.0,1.0,933,0.0
1,6.0,1.0,943,0.0
1,6.0,1.0,960,0.0
1,6.0,1.0,1000,0.0
1,6.0,2.0,1,51.4592413049
1,6.0,2.0,4,37.7683994715
1,6.0,2.0,5,34.7760576419
1,6.0,2.0,13,17.583819779
1,6.0,2.0,21,17.0263129542
1,6.0,2.0,23,7.0579563228
1,6.0,2.0,41,4.6615806467
1,6.0,2.0,46,1.5981003769
1,6.0,2.0,356,1.302071941
1,6.0,2.0,359,1.2442508753
1,6.0,2.0,364,1.0022532296
1,6.0,2.0,365,0.9313483111
1,6.0,2.0,368,0.1821735067
1,6.0,2.0,371,0.1270706919
1,6.0,2.0,376,0.1230307039
1,6.0,2.0,377,0.0290760555
1,6.0,2.0,383,0.0
1,6.0,2.0,1194,46.6074657847
1,6.0,3.0,1,83.8642788067
1,6.0,3.0,2,22.7675298825
1,6.0,3.0,8,19.1991222095
1,6.0,3.0,15,13.5637394655
1,6.0,3.0,17,6.7834797069
1,6.0,3.0,26,3.3690002752
1,6.0,3.0,35,2.9399252383
1,6.0,3.0,41,2.3338194707
1,6.0,3.0,63,2.3263932997
1,6.0,3.0,78,1.1598984917
1,6.0,3.0,84,0.8151926422
1,6.0,3.0,90,0.4301888549
1,6.0,3.0,103,0.4068409226
1,6.0,3.0,359,0.3526198496
1,6.0,3.0,364,0.3414186045
1,6.0,3.0,365,0.2705136859
1,6.0,3.0,368,0.2447478509
1,6.0,3.0,371,0.1896450362
1,6.0,3.0,376,0.1677999343
1,6.0,3.0,377,0.073845286
1,6.0,3.0,383,0.0
1,6.0,3.0,1194,91.2304992146
1,6.0,4.0,1,27.6724780541
1,6.0,4.0,9,24.1822638688
1,6.0,4.0,14,19.7093895839
1,6.0,4.0,18,12.2827557483
1,6.0,4.0,29,3.6704583672
1,6.0,4.0,43,2.1931375048
1,6.0,4.0,52,1.8842031452
