fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,optimal_budget
1,1,0,1,0.11383736563085559,0.005129070843038784,0.14285714285714285,0.9104861602356984,2.2321722879252483e-07,3.531831749235345e-09,1.1336712893988603e-08,0.0015330341135823327,0.0,0.9999999999999999,0.1619718309859156,0.22134387351778642,0.15952732644017736,0.059160757735719216,0.06752313520992892,0.08660493424743565,0.12831236001241952,0.06269307525197615,0.07355259413672599,0.0819346567075393,0.11564985722210652,0.1679863529409341,0.16916885508043988,0.18465005482941677,0.211546376309235,0.14300880979360608,0.13834996356989548,0.15230504187574612,0.1466093403572536,0.8560667593532805,0.12561576354679813,4.1531561174141435e-07,0.15229885057471268,0.5294117647058827,0.8142725766518826,0.8305353954297168,0.9599948031318393,0.25211094222389996,0.6752685055444843,0.0,0.26732673267326723,1.0,0.26732673267326734,0.27461139896373055,0.11643835616438364,0.5840590894057989,2.4468413608526606e-05,0.006948937495018915,1.1565073603705777e-09,8.548298481118473e-09,0.001363954173006439,0.0031223324750212795,0.02168514989398678,9.703814667117347e-05,0.006030292677584616,0.0032405880175844677,0.5026042426385304,0.49367606998771,True
1,1,1,1,0.10403366268406694,0.0036750153195606503,0.14285714285714285,0.9043399744253331,2.2295861000445277e-07,9.625623824844306e-09,1.1240532663169784e-08,0.0005109845931316099,0.0,0.9999999999999999,0.10211267605633807,0.15019762845849796,0.1389821404592454,0.10232325233599243,0.10183960958796434,0.09940665781182456,0.09494233474092872,0.12200922863113034,0.10840517619081991,0.09794756949603012,0.09076620540528046,0.20780202404066705,0.2023204272825675,0.19881110460511253,0.18439641791510042,0.1983951887335581,0.1734026539980965,0.16994930567102107,0.12602870466841298,0.6872187512485417,0.1182266009852217,3.185355125333887e-07,0.14655172413793102,0.3764705882352941,0.826722752980416,0.9148953168070975,0.9789321316196054,0.13433962591321835,0.6986200413089322,0.0,0.5148514851485149,1.0,0.514851485148515,0.22279792746113994,0.08904109589041104,0.5453669116761055,2.6726984465406346e-11,2.3273475741280147e-10,0.00017838472101910495,7.283825788618959e-09,4.4047088470849355e-08,0.00017888232053905187,5.789180069388917e-07,0.0004385029139050356,0.0017921656764221768,0.004434958941490581,0.48261211647031393,0.4676260117511884,True
1,1,2,1,0.11399386768509734,0.005404154049503335,0.14285714285714285,0.886498190042631,2.2547620411977326e-07,9.098476217853417e-09,9.527812489513882e-09,0.0004524475238736202,0.0,0.9999999999999999,0.147887323943662,0.1067193675889328,0.3572445279978515,0.08872776636247875,0.09394511126545413,0.1170976747449044,0.1427886006305331,0.10879728543439454,0.11060056563319709,0.12710667930901487,0.15997315099940468,0.18871848253906043,0.18700234989884001,0.20609349518683417,0.21914376916600242,0.18958621220830973,0.17883839375268873,0.19984584430160746,0.19542047761985737,0.7957468123070757,0.12561576354679813,3.939485875992776e-07,0.1551724137931035,0.44705882352941195,0.8218002831367315,0.8647409370398016,0.9620087826243449,0.22603603893984725,0.6837198703439944,0.0,0.27722772277227703,1.0,0.27722772277227725,0.3212435233160622,0.15068493150684936,0.5898764447987246,2.3501510898846044e-11,2.3273475741280147e-10,1.1565073603705777e-09,7.971389951480564e-09,6.510442542127278e-08,0.005605462860642278,1.1324304085789125e-07,3.956613930760512e-05,0.0018319336396539537,0.0036606530401619825,0.5648682775699893,0.5235440958083499,True
1,1,3,1,0.12088042899818777,0.007092155993553173,0.14285714285714285,0.9153173107246875,2.2449597153951983e-07,1.1384231061241262e-09,1.166874646640076e-08,0.005050419661363074,0.0,0.9999999999999999,0.08802816901408454,0.1067193675889328,0.18466496575802333,0.0698958945879336,0.116007106397089,0.14538948062016654,0.18924037804813565,0.08891677149978022,0.12548888268067027,0.1567980344266524,0.2110095741736333,0.1840080093488199,0.21940557543202321,0.24395685029452896,0.27307242703155,0.18433380996217252,0.20617739014479974,0.24021114242258135,0.2570117277084162,0.6967664700153224,0.12807881773399024,2.7120891187595756e-07,0.1408045977011495,0.4352941176470586,0.8491490519640141,0.8153650991754837,0.944049491477605,0.30763111872598914,0.7440439759632091,0.0,0.24752475247524716,1.0,0.24752475247524755,0.22797927461139897,0.2534246575342465,0.2610780295414122,0.003683807979895595,2.3660660739320344e-10,0.01423995736101718,0.015379076455401168,0.006048672859413685,0.053800377033950166,0.13260071868983958,0.012483033182373331,0.01714200929951555,0.003378285569581739,0.5419973240072193,0.5267685156309332,True
1,1,4,1,0.11714248543139463,0.006184631988679806,0.0,0.8987539293554463,2.2177776612258212e-07,2.0599805850797082e-08,1.266584112358904e-08,0.0002334172779165125,0.0,0.9999999999999999,0.15845070422535223,0.11857707509881424,0.352518718484185,0.027720609026239795,0.049110595334016405,0.05109004497736014,0.036019506466150375,0.02984752383915268,0.06119260953919503,0.051733443453874206,0.046544558259917435,0.17781061305346935,0.1939888653356927,0.19526465157784811,0.17142315344922987,0.15629071743580936,0.17445038314500183,0.17386503102770356,0.13216465202233285,0.6931234048178134,0.11330049261083752,3.359799091648694e-07,0.1436781609195403,0.24705882352941178,0.8071819887433351,0.9229853430151813,0.9763091910474193,0.18176758602283127,0.6604106589650003,0.0,0.5148514851485149,1.0,0.514851485148515,0.19170984455958537,0.08904109589041104,0.4745150018074466,2.6683006953970762e-11,2.3273475741280147e-10,1.1565073603705777e-09,9.179765053331712e-09,2.8331987285928565e-08,0.0012951873102310114,0.0013671313339212868,0.003190922530022448,0.0028322436830492165,0.008038336824473078,0.4253937336155357,0.4261420590436763,True
1,1,5,1,0.11773030415973931,0.006908202026009757,0.0,0.9022381850681125,2.2397898384227775e-07,1.723268287909491e-08,1.1300900146290763e-08,0.00025456105311446144,0.0,0.9999999999999999,0.07042253521126766,0.051383399209486175,0.27949706380372535,0.05779543554552474,0.0859490164080643,0.1129363311164504,0.10253891370883939,0.05794176699355541,0.08156679196866345,0.116037848914477,0.10784839004139424,0.1866479774093065,0.2074073808260718,0.22978665078745786,0.21043000063034245,0.158381527713792,0.16786797512384988,0.20511792541712437,0.16212214183926132,0.6867765504625427,0.13054187192118227,3.939485875992776e-07,0.14655172413793102,0.3529411764705883,0.781695398451606,0.9514498991866738,0.981162825600892,0.07286808346949997,0.7326811763219088,0.0,0.40594059405940575,1.0,0.40594059405940586,0.16062176165803108,0.17808219178082202,0.2474093264248704,2.3501510898846044e-11,2.3273475741280147e-10,1.1565073603705777e-09,9.058801939335237e-09,4.2509516748786224e-08,1.2593801622289985e-07,4.4411456577413074e-07,6.953484390697599e-05,0.0017225125341250372,0.0028706399792682853,0.4266924677164501,0.4448028624804663,True
1,1,6,1,0.11445373660309519,0.0055155513917695175,0.0,0.9102444065005366,2.227405123670731e-07,2.6940863701324493e-09,1.215983338393814e-08,0.0021824029959962364,0.0,0.9999999999999999,0.0845070422535212,0.07905138339920939,0.24261447562776967,0.05142165639614177,0.07830961994589902,0.09566420537812037,0.11593854658435976,0.06739448777493834,0.10190882108554655,0.10606730914524942,0.1297888757128116,0.18657901896082418,0.20668541673065133,0.2208086410264659,0.22786597528829133,0.1818599802372195,0.20311176396058805,0.21366808793606917,0.20016270797937963,0.7787758932395072,0.11083743842364539,2.7120891187595756e-07,0.1408045977011495,0.3647058823529412,0.7515759295423772,0.905184562943905,0.9720125245887106,0.1241793650579468,0.7421915037797777,0.0,0.3366336633663367,1.0,0.3366336633663366,0.24870466321243526,0.1438356164383563,0.4673371939449356,0.006446165022572479,0.000718867905700847,0.006110314477656349,7.270375434628834e-09,4.4594465461776186e-08,1.1864170665251361e-07,0.00019655670822106935,4.1669664897068064e-05,0.001544462780274523,0.0035567504894696224,0.4661154647055429,0.48116898804421177,True
1,1,7,1,0.10921552066049542,0.004198648773368544,0.14285714285714285,0.9273134911187302,2.2433751384980808e-07,3.3788064282678473e-09,1.0032260810762006e-08,0.0014162903496048838,0.0,0.9999999999999999,0.07746478873239436,0.07905138339920939,0.2193500738552438,0.08760176703778416,0.11577296548572613,0.12116398029627129,0.1038718351009208,0.09601194368192084,0.1290819731339402,0.1292765269241578,0.11075577539862747,0.21067957092599132,0.23189310187058498,0.2356542246702048,0.21035404283787174,0.19595643968520626,0.21552098162057143,0.22210679576208536,0.170469915261253,0.693764596140888,0.12315270935960597,4.1531561174141435e-07,0.1551724137931035,0.4823529411764711,0.8744685886478853,0.8959889479770062,0.9836008588130651,0.1511889007065199,0.7542583236757621,0.0,0.4752475247524752,1.0,0.47524752475247534,0.15025906735751307,0.06849315068493145,0.42875647668393785,2.6726984465406346e-11,2.3273475741280147e-10,0.0015432880258351887,8.37449514992748e-09,5.047413112400883e-08,1.5204566131324586e-07,5.218337616701507e-06,7.927768039674558e-05,0.0015604076187462625,0.0030789188110271755,0.48850856616092403,0.5471787900437899,True
1,1,8,1,0.10089355919936474,0.0038981430870755444,0.14285714285714285,0.8945121867415562,2.2519798579895586e-07,2.3570675751445056e-08,1.2792795118265013e-08,0.00019733609204890395,0.0,0.9999999999999999,0.1338028169014085,0.16205533596837937,0.19305118489499734,0.09978505786062647,0.11438649552075764,0.13004508676353388,0.1467090588473402,0.10731394331718308,0.11668044544500222,0.12268607535863607,0.14315148319479154,0.17401534008607533,0.17780519842344478,0.18996969553279408,0.19561137487691982,0.15172395160227548,0.14213589720048003,0.15286516188487043,0.13561728618384727,0.746554052247991,0.11330049261083752,3.7363802194933025e-07,0.1551724137931035,0.44705882352941195,0.8262016510451282,0.8790776715517978,0.952473755809975,0.25760592848915587,0.7139262380712839,0.0,0.3564356435643563,1.0,0.3564356435643564,0.06735751295336789,0.06164383561643838,0.2383419689119171,1.8509203362989275e-05,2.3273475741280147e-10,0.005381530435867223,8.277018632847315e-09,0.001030269855133708,0.0071474883417410925,0.0316910038801148,0.0005376925659189987,0.0026093435209141934,0.0036788585928701685,0.5237853257319213,0.5600673329772308,True
1,1,9,1,0.10172372295669149,0.003496774301264627,0.0,0.9115252046967857,2.2525876598868323e-07,1.7388053232555306e-09,1.1120000023173825e-08,0.003127604974748936,0.0,0.9999999999999999,0.02816901408450706,0.0553359683794466,0.10635155096011822,0.1259786504507035,0.1422311605740667,0.16015006833956924,0.19907086056388545,0.1316823867928883,0.14855195388679332,0.16929780740863354,0.21226440784656608,0.22356355699725905,0.23271454944882786,0.24714568286622818,0.2725490946598018,0.2083678957142906,0.2118231700936679,0.2362794218937293,0.243358997721972,0.8517280509809484,0.12068965517241383,3.939485875992776e-07,0.15804597701149437,0.3529411764705883,0.8741906344339689,0.8018133678437138,0.9434890916785026,0.34689916180565616,0.7484611884437936,0.0,0.28712871287128683,1.0,0.28712871287128716,0.20207253886010365,0.21232876712328774,0.27163849486112296,0.010928015717733474,3.157469370813959e-05,0.009578242760458103,0.02330614977958098,0.01988638146200516,0.0869430719768645,0.18348555694684798,0.039278025508441616,0.0283949662460825,0.0142059967784727,0.6102391182119957,0.6092221770778133,True
