fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,optimal_budget
1,1,0,1,0.07130031328327568,0.004421470058719278,0.1111111111111111,0.9217717025544724,2.237705983948343e-07,5.752134144555242e-08,1.8794300362438737e-08,7.707244959663547e-05,0.9988498545098179,1.0,0.11185308848080129,0.03130755064456721,0.4573804573804574,0.06609232653088626,0.08249952798862545,0.07962394453459173,0.08694331168047076,0.05520720924251399,0.07135258776450618,0.06788358810421169,0.08308802941874044,0.3156338264605276,0.33370404284264066,0.32871797742717,0.34312090907098525,0.32037505553218015,0.3322276312210095,0.3276821018594195,0.36570326224096794,0.7662710086939026,0.109375,4.939382144118526e-07,0.11076923076923086,0.28906250000000044,0.7869442646640188,0.8838975337794004,0.9843584012036706,0.10440052280448703,0.7789587218681873,0.0,0.3333333333333333,0.10152284263959395,0.4460055986218777,0.21867321867321868,0.09501187648456061,0.2572666769849868,0.0013138970759713614,0.00385119598314002,0.5267604980296597,0.5251173588531173,True
1,1,1,1,0.08155671181154929,0.005801537023142556,0.0,0.9415189118261151,2.27953967077772e-07,1.0337947811831824e-09,1.6177869739573397e-08,0.006289217007868211,0.9989956256337847,1.0,0.09015025041736228,0.058931860036832526,0.24440503852268555,0.07612716532539518,0.0947718745514742,0.10028710460398291,0.11000007103367715,0.07798211373005601,0.09389155862764928,0.09997591539054573,0.11525830617021926,0.34555690748627077,0.36610626687522263,0.36724866446459614,0.3833159728129064,0.37102545508267476,0.38695879850603687,0.3887621586190422,0.4263597738734516,0.8049725986899459,0.11197916666666667,5.229033918209967e-07,0.11692307692307694,0.39843749999999956,0.8457831866550674,0.8706908446899462,0.9912854729886602,0.16363806703165346,0.7700516458793776,0.0,0.23076923076923062,0.13705583756345202,0.28388047138047134,0.12285012285012278,0.059382422802850436,0.24001609657947687,0.0024938240275090796,0.004202401302346092,0.5176435090143988,0.5578251310368121,True
1,1,2,1,0.07868696452414513,0.005502168549257984,0.2222222222222222,0.9173212419449326,2.275386929161652e-07,1.897758352039187e-08,1.4959562279277717e-08,0.0002653369749048525,0.9993722010250059,1.0,0.05676126878130214,0.04235727440147334,0.20050036999189533,0.03797142365392528,0.04993550858516968,0.05783821242419443,0.05343572104089289,0.041233478919971256,0.04784482363069717,0.05571655088337368,0.06265488064977759,0.3111474974770334,0.32674738105055245,0.3293811062960902,0.3356835252746041,0.3395840352317919,0.3481858895054747,0.3511989691193127,0.3839381369356014,0.720306634483189,0.11197916666666667,4.153557668114377e-07,0.11076923076923086,0.29687499999999956,0.8390413936625745,0.9541685682234338,0.9952527330025243,0.05383558878287015,0.7862812807360808,0.0,0.4256410256410256,0.07106598984771566,0.6387922012922013,0.1081081081081082,0.06888361045130634,0.19825620389000675,0.0011631699904820624,0.001984566021663781,0.39540473228179207,0.4066752921371898,True
1,1,3,1,0.07340701076727954,0.005570057846324582,0.1111111111111111,0.9298992959970851,2.2852249770529452e-07,1.6304677754757385e-08,1.649088384065088e-08,0.0003553425987229241,0.9990388597858134,1.0,0.08180300500834721,0.058931860036832526,0.2196404549345725,0.059971266915640004,0.0931844444929539,0.09902285642443168,0.10841367116452383,0.04471294144266033,0.07230909862947851,0.07261189682102898,0.08313000368152568,0.27627195603611765,0.30556075472591304,0.30670144500271534,0.3225807060980872,0.2574552535363813,0.2718266396839498,0.2699090160362029,0.3045233053712354,0.7388586487559321,0.11197916666666667,4.664051740868482e-07,0.12000000000000002,0.25,0.8095348004607796,0.8591011565166333,0.9831403201893467,0.12877515921110722,0.8112760249894191,0.0,0.25641025641025644,0.21319796954314735,0.21286583786583788,0.11547911547911563,0.04275534441805225,0.28289738430583505,0.0028115778467809245,0.00411603989876656,0.5225572079860806,0.5539645570526569,True
1,1,4,1,0.07635273740973729,0.00495478756165282,0.1111111111111111,0.9242818941322966,2.2480906144829737e-07,3.3162191757487484e-08,1.7805974811439818e-08,0.0001624207629647926,0.9992961076301176,1.0,0.13522537562604348,0.060773480662983534,0.3695200216939347,0.070758994335087,0.08500632292364527,0.09788384660893676,0.10863509945477379,0.06772233818725143,0.07986249584751551,0.09200526859297514,0.11352871497684047,0.3349074397543541,0.3521427900869032,0.35834385566689875,0.3751408233046939,0.3525837938763956,0.3645823804418825,0.37048018371746294,0.4122570520975438,0.7716252830116077,0.11197916666666667,4.664051740868482e-07,0.11692307692307694,0.35937499999999956,0.8350973898702154,0.9159022548677349,0.9909136230519797,0.12002363748874528,0.7977653170833666,0.0,0.3589743589743591,0.12182741116751282,0.42284547603696543,0.13022113022113022,0.08076009501187645,0.19757187190942266,0.0013680454772571318,0.003042950831098324,0.49782223242943624,0.520353402494473,True
1,1,5,1,0.07692359666945935,0.0054385548040579365,0.2222222222222222,0.9224202505872477,2.28347952204112e-07,4.602456539879571e-08,1.4815396552165348e-08,7.566586703653061e-05,0.9993114785663573,1.0,0.10350584307178638,0.04051565377532232,0.37027743924295664,0.04982409579873373,0.04916116330793216,0.05261872393380754,0.06262904465716329,0.039908366756200964,0.037363786980047914,0.03741783278049776,0.05405905184620713,0.33276628796548435,0.340421529806211,0.3400475989850946,0.35635957941233076,0.32963354461304295,0.3310111741247077,0.328888932140595,0.3681419006077723,0.6320183751840087,0.11197916666666667,3.275520832025085e-07,0.10769230769230778,0.10937499999999956,0.807240413005772,0.9080610730110124,0.9909604186205447,0.08304395000474502,0.7620276118157518,0.0,0.30256410256410277,0.040609137055837755,0.6139689909851199,0.2162162162162162,0.09976247030878865,0.2445719090663384,0.0014125042338762543,0.00716833271936387,0.4109421544503198,0.42096149235227537,True
1,1,6,1,0.07749318403714693,0.005130940924104039,0.1111111111111111,0.9091257384386975,2.2432701100703975e-07,1.2499414394126763e-08,1.5702314269143476e-08,0.00045518493059932934,0.9991768510141977,1.0,0.17028380634390644,0.06629834254143648,0.4433471933471933,0.029841051575994648,0.041592399697017474,0.04157271421978245,0.04074316638906905,0.02407416555175587,0.03531199691360884,0.0330250151601591,0.038542748428426477,0.32678123040479345,0.34318249203951345,0.34049909597022576,0.34953817351126737,0.33580526509136344,0.3481021918477717,0.3444660403409131,0.3766051116318786,0.7271219056793883,0.11197916666666667,2.724495712471151e-07,0.11076923076923086,0.42187499999999956,0.8398185550154551,0.9603202816289169,0.9930017626996408,0.07166868796324466,0.7258064321272572,0.0,0.3333333333333333,0.040609137055837755,0.6557171174106655,0.18918918918918928,0.04513064133016629,0.38060179257362353,0.0008202565965842104,0.0017605152185107237,0.3277836207938523,0.35765599339610465,True
1,1,7,1,0.07424317368515573,0.004399244259135807,0.1111111111111111,0.9429972305897542,2.293910167563481e-07,4.8872143208639136e-09,1.55885338008073e-08,0.0012407104252025072,0.9987877861359868,1.0,0.11853088480801337,0.08839779005524871,0.22482922482922488,0.03292558593699099,0.05895367921295133,0.06705321356288704,0.07995964063427852,0.03240376921023613,0.05853226720249452,0.06655263761054064,0.0908887963136788,0.29050472995585386,0.3153656281628813,0.31814331389105943,0.33655165607354687,0.32111172938501,0.3411998507565245,0.34444386861836584,0.38846228023438567,0.7760251409590402,0.11979166666666664,4.153557668114377e-07,0.11692307692307694,0.39843749999999956,0.8240235687338231,0.9255640242941823,0.9919916342628818,0.07126348129444365,0.8133790988458869,0.0,0.4102564102564102,0.07106598984771566,0.6213031213031213,0.30712530712530717,0.059382422802850436,0.4736177062374247,0.0012430440650426082,0.0030974120601226863,0.4355552364301118,0.4699308340950856,True
1,1,8,1,0.07387377552606887,0.004708316738232762,0.1111111111111111,0.9274570394380097,2.3006783231573335e-07,2.141806762881961e-09,1.4174035806135991e-08,0.002637322597575856,0.9993041783039511,1.0,0.051752921535893115,0.055248618784530495,0.140994140994141,0.04386622951409208,0.05623139047918699,0.06150320011713009,0.08579578470551547,0.0370838656779601,0.0461129284621308,0.04934010814947626,0.08141944053283179,0.2846947408406708,0.29920873692912286,0.2998911248225471,0.3266910922343762,0.2925668457608066,0.2974869140284787,0.2976269708282019,0.3477391173271185,0.7444695550677389,0.11197916666666667,4.664051740868482e-07,0.11692307692307694,0.37499999999999956,0.830892568625849,0.891620487270611,0.9878676219297633,0.12971018047007005,0.7931777764242691,0.0,0.37435897435897453,0.07614213197969537,0.5626993620414672,0.15970515970515983,0.04513064133016629,0.338128772635815,0.0010799172676389556,0.0023059734762163543,0.4733243368501455,0.48143221548682774,True
1,1,9,1,0.07935826613185822,0.0055135396647689825,0.1111111111111111,0.9230872083969557,2.289293889086538e-07,1.139990704743714e-09,1.8164308521746843e-08,0.006392868803790935,0.9992747705219693,1.0,0.09682804674457433,0.05156537753222845,0.294243762993763,0.061897531620644514,0.08058024346149253,0.09436297816694864,0.09293473150389381,0.06135214556237581,0.07832843659352148,0.08887195446498963,0.0999812659756415,0.32599152714881663,0.34618828916307176,0.3530206849120582,0.36133283286216245,0.34773859535580187,0.3627941397470268,0.3676427874367506,0.4026837243845218,0.5936860678470239,0.11718749999999996,5.53375199236368e-07,0.11384615384615385,0.34374999999999956,0.8390850513098584,0.9002028506105368,0.9909713701027103,0.10355840885734419,0.7874386248031401,0.0,0.3282051282051281,0.1878172588832488,0.28891343995510665,0.15970515970515983,0.049881235154394334,0.3195083544746742,0.0017033472603527702,0.003390248040225365,0.479169435763867,0.4949066874142952,True
