fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.076788597224005,0.004453440391706677,0.1111111111111111,0.917386743089657,2.2341854449687332e-07,3.1624616078956982e-09,1.8572615896353128e-08,0.00027742942237406713,0.0,0.9999999999999999,0.12331406551059725,0.06498951781970659,0.41944485240123347,0.04631872276724383,0.05145527603411848,0.058673224350218545,0.0734670199930505,0.04144297999610172,0.04352314103330368,0.059688614718530486,0.08006393689249547,0.2754472254522259,0.2916310751331561,0.3065145878140564,0.3047787715926378,0.24396412596353734,0.27141540524661967,0.29206603425080424,0.3261457225581459,0.6332431931657219,0.10594315245478038,4.77956494955233e-07,0.1303030303030302,0.1875,0.7492134932275647,0.891226801950836,0.9806456539130206,0.07060561319508452,0.7543856264609616,0.0,0.43979057591623033,0.07633587786259577,0.8523742360131642,0.11452513966480432,0.046376811594202816,0.35788577337144944,0.32947627859054807,0.35497223683111123,0.3437622883074145,0.3583072195641557,0.3481640248605158,0.3453575911896629
1,1,1,1,0.08750915346951015,0.0058296201731782675,0.0,0.9385231578085765,2.2723181979648524e-07,2.1906271559866546e-09,1.6026790450155102e-08,0.00034720610514830133,0.0,0.9999999999999999,0.028901734104046242,0.020964360587002184,0.25076054801418285,0.06212323758843488,0.06501819788543711,0.06646066933152267,0.1124760732887442,0.061229353354504606,0.06874070451742414,0.07880753548826169,0.13332521320873114,0.31168206221239847,0.32804139384366393,0.3390627574646029,0.35970128787467903,0.2935947189807031,0.32957190180406026,0.3465533558607977,0.40280983851722374,0.8228163413554594,0.11627906976744184,3.3910340567483075e-07,0.1272727272727273,0.44642857142857073,0.8208436249014959,0.8708067821460368,0.9888496496044343,0.1502434260571085,0.7535383679160376,0.0,0.16753926701570687,0.053435114503817105,0.47205390269223924,0.23463687150837984,0.1246376811594202,0.3008423607889631,0.328434714801622,0.36787692694054175,0.3448855976148637,0.3733784532466857,0.34800832295074713,0.3474888904192539
1,1,2,1,0.08491774541392388,0.0055901053806883625,0.2222222222222222,0.915831712769414,2.2720193362636948e-07,1.5828900282149782e-08,1.4627237464060718e-08,3.9593605347564486e-05,0.0,0.9999999999999999,0.0828516377649325,0.050314465408805006,0.3407255103539432,0.04759376910622973,0.050738723207337355,0.046757831522432736,0.057025422243452306,0.04779455976827149,0.05116599860295301,0.056727932752600185,0.07374820931695969,0.28898136836772315,0.30463414747925066,0.3116549121927269,0.3064048128975577,0.2699077672906528,0.3010502641108549,0.31460017147580466,0.3458850388233695,0.7387445138991389,0.10852713178294575,3.3910340567483075e-07,0.12121212121212116,0.17857142857142838,0.8122901959101032,0.9523430624870421,0.9938938377639683,0.0344627650203031,0.7723457452379066,0.0,0.44502617801047145,0.12977099236641237,0.6938398915666857,0.08938547486033507,0.046376811594202816,0.30752387324372,0.21599534940430587,0.23848607207648076,0.2282630371176555,0.24201854196712458,0.23011686649871232,0.2318731708977264
1,1,3,1,0.08020718046210358,0.0059123976943046535,0.1111111111111111,0.9249827525309925,2.2768729094651478e-07,1.1409404136626685e-08,1.6542918253748458e-08,6.489083876475017e-05,0.0,0.9999999999999999,0.034682080924855474,0.05870020964360596,0.12689087971802027,0.06305767614807614,0.06364800594082676,0.07202123550049605,0.11645957125482498,0.05038142843261725,0.046907779141572736,0.05827766999567058,0.1069270994519178,0.25454650878012597,0.2647246660070688,0.280084063987905,0.30192819041626673,0.19876238165792737,0.21525385219053084,0.23094831847793829,0.28858442425845343,0.7385415151650525,0.11627906976744184,3.59413972026196e-07,0.1303030303030302,0.34821428571428603,0.7851027338036509,0.8605708350790557,0.978316431078003,0.130926297841932,0.7883368125462555,0.0,0.2827225130890052,0.10687022900763377,0.5256927066745529,0.06703910614525141,0.049275362318840416,0.25293102757680463,0.4685177567485508,0.5079939295846472,0.4855873691924617,0.512876632920721,0.487256004574262,0.4916632690533602
1,1,4,1,0.08216530998810818,0.004968070941085151,0.1111111111111111,0.9223230277943364,2.2406826532288517e-07,4.6582549248429424e-09,1.7903572828023743e-08,0.00018005844246665582,0.0,0.9999999999999999,0.07129094412331415,0.041928721174004216,0.3353886058083643,0.05490574378798749,0.06580445351837344,0.07624647795836587,0.11250462670179573,0.05335121467155654,0.06339273733463013,0.08404052096449,0.12770210481310673,0.29734436128031805,0.31875645908486183,0.33600557442824985,0.3500884758808408,0.2730441242188657,0.3089238549366965,0.3329760738482095,0.38263327846910744,0.8038005522493612,0.10594315245478038,3.59413972026196e-07,0.12424242424242424,0.4553571428571428,0.8114609814455456,0.9092841879074811,0.9883834099815587,0.12183914077103708,0.7816418650564538,0.0,0.30890052356020953,0.12213740458015304,0.5285499795259111,0.14525139664804462,0.08405797101449258,0.2821845524247366,0.2501326751051154,0.2781951960446549,0.2672895825329742,0.28192273256809286,0.26967433006275576,0.2658844564774947
1,1,5,1,0.08291712690513164,0.005545671126961063,0.2222222222222222,0.9202282541410952,2.2769439936432737e-07,2.6327610779352e-08,1.3985814948860077e-08,2.059938345665152e-05,0.0,0.9999999999999999,0.055876685934489426,0.03773584905660392,0.29100803116618085,0.03010268126933588,0.03751800368499769,0.04328161772960526,0.06313601392363932,0.02360434179513618,0.02432856506669545,0.03851646929788055,0.06244972278366423,0.2899745673980203,0.30966977809469565,0.3238739500838608,0.3254587066754362,0.24505967340960533,0.27305615383307813,0.2927638260721782,0.3292220458361098,0.6452318400375385,0.10852713178294575,4.0325943223521896e-07,0.11515151515151507,0.3571428571428572,0.7756068662537086,0.9085843233503255,0.9887901350885464,0.04225751741177569,0.7336149367412201,0.0,0.35602094240837706,0.1145038167938931,0.6113063578426856,0.17039106145251384,0.06666666666666651,0.3789591925738327,0.20513572045905182,0.22774820341644575,0.21638101940093435,0.23102816375087487,0.21897951813561245,0.2185517699879569
1,1,6,1,0.08326193010412329,0.0051397672018982255,0.1111111111111111,0.9059923214940387,2.2425299254723693e-07,3.458097006414539e-08,1.4893192525326852e-08,1.5703545978608243e-05,0.0,0.9999999999999999,0.11946050096339118,0.052410901467505336,0.47110442061976804,0.02842369366634337,0.037210815821141774,0.02979693382341203,0.04358644799456601,0.032088500695377525,0.033911973131008244,0.03617239714759418,0.055813866960158776,0.2960658652123018,0.31721038345388075,0.32241225114738814,0.31946317088361775,0.27293127044985976,0.30454067678164887,0.3164633493798946,0.3494381139387318,0.7466489715284843,0.10852713178294575,3.807809969062349e-07,0.11818181818181812,0.526785714285714,0.8144234399310815,0.959991812655062,0.9910429856448246,0.08460561456827531,0.7058380229485517,0.0,0.3141361256544502,0.0839694656488551,0.6302920601114331,0.223463687150838,0.03188405797101433,0.6784432646606482,0.17278999647564208,0.19092350734317987,0.18574056735470523,0.19369454886376136,0.18671582059389902,0.18500763414508903
1,1,7,1,0.07955311794817209,0.004324893875629019,0.1111111111111111,0.9399865923030497,2.2856563750200587e-07,4.432327127934866e-09,1.5204827451286843e-08,0.00016057727647707227,0.0,0.9999999999999999,0.09055876685934493,0.05870020964360596,0.33132618593038626,0.06750999459466714,0.06570314989478215,0.0697572059460127,0.09954204878203943,0.07019614615760675,0.06802240915902968,0.08177409664276242,0.11983287345435822,0.28766574333953665,0.2984109249329654,0.31085918538475743,0.32053486310445467,0.2750153443025666,0.30101136313698196,0.31990455348742275,0.3661322876508305,0.7366658826456325,0.11886304909560724,3.807809969062349e-07,0.1272727272727273,0.47321428571428514,0.805847379687636,0.9017423137926244,0.9885257599424353,0.08181416147065801,0.8072254060398344,0.0,0.3141361256544502,0.12213740458015304,0.5356931616543062,0.19273743016759778,0.10144927536231865,0.30373013312110386,0.39674790740399346,0.4325941505019322,0.4138290488845491,0.43675998324444487,0.41301909506768775,0.41880647295930995
1,1,8,1,0.08018173144330125,0.004790685771626984,0.1111111111111111,0.9251150144204995,2.2912181077289848e-07,1.871307546477832e-08,1.4698675114707675e-08,3.2882575435330395e-05,0.0,0.9999999999999999,0.04238921001926775,0.060796645702306126,0.14855770476791097,0.06317685291759498,0.06924742648965565,0.06568321549364209,0.10750852988846515,0.06189140547947805,0.06341423775789073,0.06896015788008414,0.11703399943472936,0.27105575869331133,0.2866635316016545,0.2931971553932603,0.31229878407706135,0.24471807538616785,0.2701645068444247,0.2823328772646089,0.3372305055246334,0.6897205565363307,0.11111111111111105,3.59413972026196e-07,0.1303030303030302,0.27678571428571397,0.8133190788769955,0.8827621279146847,0.9842792749607394,0.1319767938893227,0.7838211815041393,0.0,0.2984293193717277,0.1374045801526717,0.48341805607832256,0.1284916201117318,0.08985507246376803,0.242409497320999,0.4161136324447696,0.44747689758612585,0.42985909598432936,0.4517468214333993,0.42924898324670835,0.43411934789162054
1,1,9,1,0.08508556497735026,0.0055322952110891796,0.1111111111111111,0.9184851278242746,2.2828914477011072e-07,1.2587505748501315e-08,1.7802479237085326e-08,6.309687119365534e-05,0.0,0.9999999999999999,0.06743737957610794,0.029350104821802975,0.3882541697032505,0.09324741606912187,0.07620738356512152,0.0792880161550209,0.09377024473267981,0.08881314981066132,0.07095661382625057,0.08643626614653716,0.10616243691991867,0.32314791886664873,0.3242787014238998,0.33621503290320154,0.3345476829670124,0.29694185224976755,0.3131042517214142,0.33341265356377126,0.3663796969208716,0.750914514698863,0.10852713178294575,3.59413972026196e-07,0.12424242424242424,0.28571428571428514,0.8236775246693995,0.8904415028684696,0.9880576806937942,0.14458227847177374,0.7789661157863574,0.0,0.36649214659685875,0.15267175572519098,0.5400411855585467,0.1648044692737429,0.0869565217391304,0.3033788608875283,0.3329475178050625,0.3678350212821577,0.3476742903228345,0.37261642216570867,0.3489507534382428,0.35245570165479045
