fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,0,1,6.577768186907156,54.94818346364377,6,0.693936871859679,100.81679200275778,0.7034392368958461,5.344354295626278,7.597464024341286,0.8704838470146158,0.9999999999999928,1.0000001478146443,0.9999999999999988,0.1027633378932968,0.0929411764705882,1.1056814836620548,0.2616142270861833,0.0529411764705882,4.941602067183463,0.4127906976744186,0.0419562243502052,9.838604499510923,1.417569122162821e-05,2.1349728403397483e-05,3.136428649413727e-05,9.890465612551111e-05,0.0002575621896723,0.0003932213908965,0.0005750598574079,0.0016446598497404,-0.8296446885856786,-0.8296387365994616,-0.8296304279567523,-0.8295743926534834,-0.0447643043306747,-0.0447582300764076,-0.0447500881068902,-0.0447021958720924,0.5855122947817172,0.7297297297297298,1.6758078645307688e-05,-2.683683683683684,0.5070257611241218,0.9407440100945949,0.9347518693129204,0.9887342070134556,0.1409058157573123,-0.1003624209017361,0.0008603217,0.010466697,0.0045778705,1.0080039414,-0.0128763731,0.0054476751,-0.0002810067,461.7687224976,7.777621948,2.4530164105,7.559424365598295e-11,4.213038991262833e-06,9.574441986903825e-11,4.599110043650245e-06,1.9374728037003184e-10,6.430780282005365e-06
1,1,1,1,6.024521381829526,42.271011827703866,9,0.8024954487732928,101.50073051093436,0.0224695004544254,4.209358841251871,187.33655649308463,0.8690986054078538,0.9999999999999912,1.000000123781327,0.9999999999999976,0.1412995896032831,0.0658823529411764,2.1447259136212624,0.2581258549931601,0.0458823529411764,5.625819916517592,0.4023255813953488,0.0488782489740082,8.231178281556115,6.202026907956642e-06,6.202026907956642e-06,6.202026907956642e-06,2.2482660920751632e-05,0.0001114344694449,0.0001114344694449,0.0001114344694449,0.0003569932913379,-0.7238900368925416,-0.7238900368925416,-0.7238900368925416,-0.7238782514306916,-0.0391118944939793,-0.0391118944939793,-0.0391118944939793,-0.0391022891528793,0.5195374816845245,0.7517517517517519,1.30051125217341e-05,-2.397397397397397,0.4155844155844156,0.9471768737555916,0.9404943996788252,0.9880005077815824,0.2660358389760699,-0.0923831375538983,0.0001607486,0.0071973318,0.0031527697,1.96516673,-0.2648324743,0.007969689,-0.0014942912,543.7605332285,8.3466792518,2.7810953245,0.0,5.888995932080528e-07,0.0,6.592513121411147e-07,0.0,8.319170207340348e-07
1,1,2,1,6.011633699210955,45.42735871950839,7,0.6630217251486892,94.88216242799813,1.978362545960537,4.659072027450448,2.3550142702425507,0.8319526644350612,0.999999999999989,1.0000002084977009,0.9999999999999962,0.0934610123119015,0.0788235294117647,1.1856994099271083,0.2569630642954856,0.0293980848153214,8.740809678920428,0.3755813953488372,0.0406976744186046,9.228571428571428,6.145912904466141e-06,9.26196116452332e-06,1.2833780058472628e-05,6.225377004156782e-05,4.412203652831988e-05,6.577324865636198e-05,9.53144926098124e-05,0.0003500533613098,-1.0007139898052066,-1.0007108715129551,-1.0007072971218511,-1.000657841542549,-0.1359804700733128,-0.1359775258014027,-0.1359735085919159,-0.1359388675523709,0.5463970689310848,0.6196196196196196,1.2362095437367693e-05,-2.2432432432432425,0.4724501758499413,0.9609017177405792,0.945554293612923,0.9917013350897754,0.1963479551747247,-0.1004770694793167,0.0005402253,0.0069464312,0.0030308778,1.1476799185,0.0530664566,0.0041661922,8.05978e-05,497.0371004603,8.0378939854,2.6381815641,0.0,1.542897298305086e-06,0.0,1.7641469008751803e-06,3.6162674759010345e-11,2.3810067917109744e-06
1,1,3,1,6.261013278421047,47.34395538347936,9,0.3645988617935456,92.79534073076216,1.5277762169641866,4.048768236594033,2.6501055531805955,0.7439245063139954,0.999999999999987,1.0000003922680347,0.9999999999999968,0.1062106703146374,0.0552941176470588,1.9208312716476992,0.2755677154582763,0.0376196990424076,7.325090909090909,0.3895348837209302,0.0314090287277701,12.402003484320558,8.849719677726614e-06,8.849719677726614e-06,1.5289112884844283e-05,9.190487198512407e-05,9.837362925603376e-05,9.837362925603376e-05,0.0001631342087517,0.0008758998015142,-0.6823930472253464,-0.6823930472253464,-0.6823886529893058,-0.6823363704653022,-0.0609859553178932,-0.0609859553178932,-0.0609820054435222,-0.0609385324763363,0.5642208684653323,0.7297297297297298,0.0001273811323186,-2.617617617617617,0.4765807962529274,0.9623587946809686,0.9484488210512452,0.989089239046874,0.2172149744085468,-0.1058744037953217,0.0003090147,0.0077147269,0.003404891,1.4035253807,0.450293977,0.0060564069,0.0021050414,514.2280143792,9.3011199816,2.9664358874,0.0,9.343879715138541e-07,0.0,1.2478526509707539e-06,1.581167051260214e-11,1.6726307016073452e-06
1,1,4,1,8.011861398668227,86.97232245700273,7,0.4192553924368309,97.44013920291084,0.0176135673913784,4.072252381263192,231.1997502139449,0.7103184811760339,0.9999999999999828,1.000000417988947,0.999999999999997,0.0957592339261285,0.06,1.595987232102143,0.2709165526675786,0.0494117647058823,5.482834994462901,0.4255813953488372,0.040875512995896,10.411646586345382,8.999031527433067e-06,1.2453197376913547e-05,1.9073034930184405e-05,0.0001004748112038,9.517926459829112e-05,0.0001295516329825,0.0001977326951868,0.0008742008546065,-0.7695333055330714,-0.7695306474134869,-0.7695255531821693,-0.7694629112404804,-0.072403090901479,-0.0724006019988744,-0.0723956650093308,-0.072346681961522,0.5781741440035593,0.6196196196196196,1.30051125217341e-05,-2.617617617617617,0.4730679156908665,0.9675429062387898,0.9464761651895192,0.9924388941515926,0.1753127597906394,-0.1045324500987469,0.0005258345,0.0095823363,0.0042306568,1.490203255,0.00062288,0.0057310351,2.62246e-05,484.3008260991,7.4231864098,2.2937297179,0.0,1.9856138693292793e-06,3.415711335242662e-11,2.2667378150710537e-06,5.7234237507072936e-11,2.85907805028285e-06
1,1,5,1,9.000735967530133,98.66879555269468,8,0.7065630196186502,102.32902165428062,0.4518993784588507,4.965174692418916,10.987345699283887,0.9007589403395588,0.9999999999999886,1.0000005078149383,0.9999999999999982,0.0864295485636114,0.0811764705882353,1.0647118301314458,0.2546374829001368,0.0446922024623803,5.697581879400062,0.3790697674418605,0.0373324213406292,10.153902528398682,9.22683968730226e-06,9.22683968730226e-06,1.384413134507492e-05,4.633463661010343e-05,0.0001157260961086,0.0001157260961086,0.0001767745317671,0.0004950588718172,-0.6089264836719791,-0.6089264836719791,-0.6089236720548635,-0.6089038875431912,-0.0473237402907858,-0.0473237402907858,-0.0473208509160955,-0.0473057867673332,0.5714528767470327,0.641641641641642,2.1594061521035675e-05,-2.771771771771772,0.4577464788732394,0.9579621892945912,0.9521791798209824,0.9947903590429196,0.2386900394510588,-0.0830278617668332,0.0003254715,0.0064812099,0.0028182063,1.2919020158,0.083132246,0.005325755,0.000513798,520.4041297716,10.0512555526,3.1220740071,0.0,9.6156765724942e-07,0.0,1.2392587053483247e-06,0.0,1.4740163742688278e-06
1,1,6,1,6.565448915580104,51.29495537364412,8,0.6368085205696574,100.65013228822724,0.3052120861869805,5.2805468661291695,17.301237746182096,0.7627969932066949,0.9999999999999856,1.000000402657571,0.9999999999999968,0.1494938440492476,0.0694117647058823,2.15372487189594,0.266265389876881,0.0270451436388508,9.845220030349012,0.4023255813953488,0.0372093023255813,10.8125,7.320965046805283e-06,7.320965046805283e-06,7.320965046805283e-06,2.5045112368732783e-05,9.69959915739242e-05,9.69959915739242e-05,9.69959915739242e-05,0.0002635832007926,-0.6994712270782746,-0.6994712270782746,-0.6994712270782746,-0.6994588294564359,-0.0525642848364914,-0.0525642848364914,-0.0525642848364914,-0.0525555274495445,0.5282536781142916,0.641641641641642,1.4393226447194064e-05,-2.3533533533533526,0.4117647058823529,0.9649489685088634,0.9465468812299384,0.9886961943079609,0.2621731658957161,-0.1133392017385696,0.0001591616,0.010484969,0.0045735164,1.9592687301,-0.3191476061,0.0088841834,-0.0013584854,529.5478930404,7.8067882712,2.5422025033,0.0,6.295817168493814e-07,0.0,7.789082044826851e-07,0.0,9.594346394162592e-07
1,1,7,1,5.155019117187734,27.91601211072607,8,0.4394721930204784,95.83848145916444,0.1958002920545988,4.128358675582617,21.08453788430216,0.6926465892798712,0.9999999999999792,1.0000001939353875,0.9999999999999964,0.136484268125855,0.0752941176470588,1.8126816860465125,0.2813816689466484,0.0658823529411764,4.270971760797343,0.4151162790697674,0.0491108071135431,8.452646239554316,2.5068632742019595e-05,3.155397676686269e-05,5.428972268555042e-05,0.0001960942061598,0.0003767009852017,0.0004745534731588,0.0007995281389844,0.0028342357872244,-0.6454805066199119,-0.6454763203518211,-0.6454616445031237,-0.6453701101786493,-0.042911654759373,-0.0429074541648243,-0.0428935037090085,-0.0428061581337066,0.5629695713217949,0.5975975975975976,1.854676923084701e-05,-2.5295295295295293,0.5374707259953162,0.9756322364883582,0.9568046032272736,0.9956801176641368,0.1370784052206162,-0.1137212579485643,0.0014597138,0.0084767313,0.0037052279,1.6336457302,-0.2962942949,0.0075171725,-0.0014360141,449.2102001405,7.9042519968,2.5023364321,7.071194014524696e-11,4.8239473232066366e-06,1.4083060628262305e-10,6.038408788766672e-06,1.8998798059398183e-10,7.293272778012442e-06
1,1,8,1,8.083077616963607,85.04110253058633,10,0.6819115555272003,88.89817439275429,0.3935605207027037,5.956833700527549,15.1357501252707,0.8565407836207803,0.9999999999999912,1.0000002695552246,0.9999999999999978,0.0829001367989056,0.0870588235294117,0.9522313010685104,0.266265389876881,0.0505745554035567,5.264809304841764,0.3744186046511628,0.041860465116279,8.944444444444445,8.602593732078164e-06,8.602593732078164e-06,1.1993966449230387e-05,4.5758864540677056e-05,7.801540165070674e-05,7.801540165070674e-05,0.0001052633578274,0.0003471016637753,-0.7253842694309892,-0.7253842694309892,-0.7253818093614055,-0.72535731662477,-0.0800420258076457,-0.0800420258076457,-0.0800398446558708,-0.0800204859176651,0.569504023311829,0.7297297297297298,1.2683603979550896e-05,-2.265265265265265,0.4496487119437939,0.9719294967127312,0.9517499192166956,0.9911294634857198,0.2235666496813563,-0.1053751938349945,0.0004350104,0.0077582262,0.0034088752,2.8178258304,0.2278799096,0.009918584,0.0002490994,500.7949750339,6.6941883267,2.1253301169,0.0,1.388487134135911e-06,0.0,1.459923044607264e-06,0.0,1.7293120933219808e-06
1,1,9,1,8.602350330110616,86.97913009944352,6,0.7357936542806705,101.1883716345436,1.8776744096635207,5.611519893371476,2.988547889075753,0.891496874401493,0.9999999999999892,1.000000407149509,0.999999999999998,0.1272913816689466,0.06,2.121523027815777,0.2604514363885089,0.0458823529411764,5.676505664877759,0.3581395348837209,0.047688098495212,7.510040160642571,7.150154966474743e-06,7.150154966474743e-06,7.150154966474743e-06,2.9635181137241084e-05,4.872294656063625e-05,4.872294656063625e-05,4.872294656063625e-05,0.0001863713461929,-0.632828448911899,-0.632828448911899,-0.632828448911899,-0.6328142196459222,-0.0894585995502965,-0.0894585995502965,-0.0894585995502965,-0.0894462851172396,0.5570908832954421,0.5975975975975976,1.951148346846616e-05,-2.287287287287288,0.4260355029585799,0.9493213194042032,0.9457126510464744,0.992970355898622,0.2584585491560952,-0.0946439779394014,0.0001684176,0.006827955,0.0030168568,2.1139229022,-0.5630443162,0.0063142651,-0.0014089927,543.3549706947,7.0452966774,2.2776375807,0.0,5.1452653529312e-07,0.0,6.217095987655886e-07,0.0,7.958095971135807e-07
