fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,0,1,6.769014849926784,58.20531448095444,6,0.6946626649803762,100.79525683726264,0.699363279256316,5.347564692222263,7.646333244588876,0.870940914813394,0.9999999999999928,1.0000001478111051,0.9999999999999988,0.0994871794871794,0.0866666666666666,1.14792899408284,0.2653724053724053,0.0466666666666666,5.6865515436944,0.4164835164835164,0.0363492063492063,11.45784346657709,8.134487316889509e-06,1.134636273330428e-05,1.664867423801464e-05,6.209170310549009e-05,0.0001790550336136,0.0002483046556943,0.0003660564243006,0.0012038722036021,-0.7877198365181705,-0.7877173064396117,-0.7877131296696841,-0.7876773330032262,-0.0348712888669035,-0.0348688736108643,-0.0348647667195671,-0.0348355457713519,0.5906831739141786,0.7297297297297298,1.0617591834829993e-05,-2.74974974974975,0.4944567627494456,0.9407075096240508,0.934750627982652,0.9888027465419248,0.2082263004079664,-0.0916960697073335,0.000487766,0.0074183755,0.0032462018,1.3999824821,-0.1593037871,0.0058770821,-0.0002947343,498.2072060157,10.3333689089,3.2581354256,0.0,1.2057659703605912e-06,2.5000449001774724e-11,2.043908395124534e-06,4.0510298038759275e-11,2.393044815745126e-06
1,1,1,1,6.202119366934387,44.85219753910257,9,0.8030752561636907,101.49794840271124,0.0209232552851934,4.210248702012344,201.2234064262352,0.8695535449764022,0.9999999999999912,1.0000001237523866,0.9999999999999976,0.1912820512820512,0.0477777777777777,4.003577817531306,0.2510622710622711,0.0366666666666666,6.847152847152848,0.4076923076923077,0.0472649572649572,8.625678119349004,5.488879055458474e-06,5.488879055458474e-06,5.488879055458474e-06,1.3239707054556996e-05,0.0001048349603112,0.0001048349603112,0.0001048349603112,0.0002284824988739,-0.6878277986705325,-0.6878277986705325,-0.6878277986705325,-0.6878224674063093,-0.0330399176563102,-0.0330399176563102,-0.0330399176563102,-0.03303583192349,0.52231887499739,0.7077077077077075,1.514189325304352e-05,-2.309309309309309,0.4155092592592592,0.9471334747153516,0.9404943329136342,0.9880780185631068,0.3320953255592456,-0.0814101464002713,0.0001254854,0.0051833505,0.0023007234,2.0278141963,0.1321794368,0.0039201854,0.0001297209,565.8144748502,6.7783063193,2.3010195543,0.0,2.4493119016112296e-07,0.0,2.683130051300238e-07,0.0,4.27835544288743e-07
1,1,2,1,6.183876530819861,48.09367299036602,8,0.6642623339830052,94.86907570424432,1.9793976114189216,4.666947165434047,2.357761340374948,0.8325960503404237,0.9999999999999892,1.000000208292955,0.9999999999999962,0.0984493284493284,0.0522222222222222,1.885199906476502,0.2565811965811965,0.0299877899877899,8.556188925081432,0.3879120879120879,0.045079365079365,8.605092091007585,4.9414487801611406e-06,4.9414487801611406e-06,7.341436066494946e-06,3.251624719440172e-05,4.298843782753599e-05,4.298843782753599e-05,6.003008649166357e-05,0.0002501099675783,-0.95147799775055,-0.95147799775055,-0.9514757142041682,-0.951451760806918,-0.1040266623066918,-0.1040266623066918,-0.1040248894446485,-0.1040051152189843,0.5425493547049332,0.6196196196196196,1.2362095437367693e-05,-2.1331331331331325,0.4709821428571428,0.9607552105105546,0.9455543487381044,0.9917787118535408,0.242339071142158,-0.1046174828268429,0.000296242,0.0050729821,0.0021792016,2.3709542265,-0.2735580809,0.0067991174,-0.0008396298,534.9182928356,6.6486271641,2.1225211992,0.0,6.926266682122729e-07,0.0,6.757461739791009e-07,0.0,9.104086050279155e-07
1,1,3,1,6.443719232978408,50.18573325402249,9,0.3651341152687656,92.75753325713733,1.5255719415144309,4.052484545960652,2.6563706605260204,0.7443487339997221,0.999999999999987,1.000000392277788,0.9999999999999968,0.1381196581196581,0.0411111111111111,3.35966735966736,0.2741514041514041,0.0322222222222222,8.508147025388405,0.3912087912087912,0.033015873015873,11.849112426035504,7.226684320306733e-06,7.226684320306733e-06,7.226684320306733e-06,4.981674335755925e-05,0.0001005042695899,0.0001005042695899,0.0001005042695899,0.0005702275714303,-0.6481029953564524,-0.6481029953564524,-0.6481029953564524,-0.6480753924121403,-0.0455912484618025,-0.0455912484618025,-0.0455912484618025,-0.0455698310374974,0.533930044046361,0.7297297297297298,8.932045998580959e-05,-2.617617617617617,0.4579124579124579,0.9622700060608548,0.948448995826944,0.989157703753182,0.2583517937078774,-0.104838580114443,0.0001876478,0.0054676519,0.0024116865,1.3159864417,-0.3892072933,0.0033931997,-0.0011888071,548.0813351176,5.9991655644,1.9751694023,0.0,4.90619060954766e-07,0.0,5.035277201986416e-07,0.0,7.476991174564291e-07
1,1,4,1,8.234844051811534,91.87855080179185,7,0.4199445278953474,97.41645408516018,0.0254022027128921,4.081257930822836,160.6655130246448,0.710617867330196,0.9999999999999828,1.000000417975108,0.999999999999997,0.0994749694749694,0.0577777777777777,1.7216821639898563,0.2653724053724053,0.0344322344322344,7.707092198581559,0.4164590964590965,0.0385836385836385,10.79367088607595,7.420339890926483e-06,7.420339890926483e-06,1.0236008338410642e-05,5.506304932821357e-05,0.0001155532119619,0.0001155532119619,0.0001544144746802,0.0007548957125215,-0.7309152345818534,-0.7309152345818534,-0.7309131765516182,-0.7308804115413101,-0.0457874868392895,-0.0457874868392895,-0.0457857072740998,-0.0457582095698768,0.5765567612862051,0.6196196196196196,1.514189325304352e-05,-2.5295295295295293,0.4634146341463415,0.9673964908400244,0.9464754935533256,0.9924892590270123,0.2365851187688241,-0.1075871117472677,0.000281105,0.0068711489,0.0030229387,1.4421304881,-0.4216862638,0.0040126818,-0.0011815165,522.9458435413,8.2326909256,2.7280523644,0.0,8.49935399287632e-07,0.0,1.0025531220692739e-06,0.0,1.2979567605035488e-06
1,1,5,1,9.254256026839949,104.3487088221421,8,0.7070995778995672,102.32568096311766,0.4495278009404247,4.969107516190798,11.054060518159911,0.9010116182026762,0.9999999999999886,1.0000005077863068,0.9999999999999982,0.1426373626373626,0.0677777777777777,2.10448567825617,0.2543711843711843,0.0433211233211233,5.871758737316797,0.3802075702075702,0.0408180708180708,9.314687406521088,7.717753704368783e-06,7.717753704368783e-06,7.717753704368783e-06,2.7197210981560192e-05,0.0001130305650485,0.0001130305650485,0.0001130305650485,0.0003273769661807,-0.5783745351306254,-0.5783745351306254,-0.5783745351306254,-0.578363268621626,-0.0375310973403501,-0.0375310973403501,-0.0375310973403501,-0.0375230517753098,0.5712347037215456,0.6636636636636631,1.6758078645307688e-05,-2.793793793793794,0.4525959367945824,0.9579276953715018,0.9521792406307608,0.9948212258270698,0.2813441067004955,-0.0807532199914732,0.0001693767,0.0047337192,0.0020464618,0.6760996337,0.092516164,0.0017000636,0.0003997216,559.8100521978,7.7463244827,2.5043490184,0.0,3.3751320013557813e-07,0.0,4.085912671396736e-07,0.0,6.319080741192326e-07
1,1,6,1,6.755807302507364,54.35860566351519,8,0.6375882228181471,100.64829280434024,0.3101883117626618,5.284741028292146,17.0372023312591,0.7634980951457893,0.9999999999999856,1.0000004026313687,0.9999999999999968,0.1968253968253968,0.0544444444444444,3.615160349854228,0.2609523809523809,0.03,8.698412698412698,0.4076678876678876,0.0472893772893772,8.620707461915828,6.623991299131289e-06,6.623991299131289e-06,6.623991299131289e-06,1.3638787767637866e-05,9.554262296482656e-05,9.554262296482656e-05,9.554262296482656e-05,0.0001592377049436,-0.6644790160683877,-0.6644790160683877,-0.6644790160683877,-0.6644743548524564,-0.0444014954006965,-0.0444014954006965,-0.0444014954006965,-0.0443986669735716,0.5209090660044365,0.6856856856856854,1.6758078645307688e-05,-2.419419419419419,0.4132420091324201,0.9648273148523892,0.946546768354727,0.9887690235641742,0.3230191660194275,-0.1085699809778802,0.0001209662,0.0077535947,0.0034013292,2.2849635968,0.5221422114,0.0069666883,0.0016875993,552.1846470157,6.7251799286,2.3070988339,0.0,4.656871890125764e-07,0.0,4.5115619959042564e-07,0.0,5.899783987172856e-07
1,1,7,1,5.311798858891168,29.72725540669871,9,0.4400464328406849,95.83263559027846,0.2026558747637228,4.13553511793395,20.40668755719805,0.6932376251120558,0.9999999999999792,1.000000193967233,0.9999999999999964,0.1269597069597069,0.0633333333333333,2.0046269519953728,0.2807570207570207,0.0633333333333333,4.433005590900328,0.4175579975579976,0.0506837606837606,8.238496747771622,1.0639981645666632e-05,1.667145544241382e-05,2.544986469560725e-05,0.0001287496926622,0.0001970005689132,0.0003024547660437,0.0004679689174683,0.0022875264056466,-0.6129936731795553,-0.6129899758849388,-0.6129845947183504,-0.6129212719036128,-0.0328905851619014,-0.0328871160282287,-0.0328816710982815,-0.0328218129956793,0.5850065745001953,0.6636636636636631,1.6758078645307688e-05,-2.661661661661662,0.4977827050997783,0.9755091871915044,0.9568043323236995,0.9957068691542404,0.1507037678154136,-0.1067624056965916,0.0006268866,0.0058969624,0.0025604018,1.4952602806,0.2843568654,0.0049910512,0.0011483636,498.039005934,9.2289579722,2.7815411528,0.0,1.7862012865030886e-06,2.5000449001774724e-11,2.052857019201876e-06,5.970117086590814e-11,2.8748649082491297e-06
1,1,8,1,8.311760218160364,89.92978180228488,10,0.6827018424223545,88.89120405595668,0.3935318295742063,5.959878630565424,15.144591066531758,0.8569558277735382,0.9999999999999912,1.0000002695558745,0.9999999999999978,0.1348840048840049,0.0722222222222222,1.8676246830092988,0.2664713064713064,0.0422222222222222,6.3111625216888365,0.3747252747252747,0.045091575091575,8.310316815597076,7.577037968889702e-06,7.577037968889702e-06,7.577037968889702e-06,2.6355084057223632e-05,7.347561581227468e-05,7.347561581227468e-05,7.347561581227468e-05,0.0002194828309006,-0.6891286464310316,-0.6891286464310316,-0.6891286464310316,-0.6891157058434968,-0.0693923392642772,-0.0693923392642772,-0.0693923392642772,-0.0693822067375791,0.55253949411316,0.7297297297297298,1.951148346846616e-05,-2.287287287287288,0.4244444444444444,0.9717954432956988,0.951749814103336,0.9911863574709407,0.2542248578217961,-0.1039352758611925,0.000249208,0.0054152914,0.0023837994,1.4221990114,-0.4696762175,0.0036121603,-0.0012327418,537.2797341361,8.7561767174,2.7392708538,0.0,7.363939432151215e-07,0.0,7.726634218501267e-07,0.0,9.473661797482959e-07
1,1,9,1,8.846042197249286,92.03377515112642,7,0.7363956575481478,101.18817662000455,1.8777116416303,5.611652566490747,2.988559287845976,0.891805431562765,0.9999999999999892,1.0000004071572235,0.999999999999998,0.1747252747252747,0.0477777777777777,3.65704063378482,0.2565567765567765,0.05,5.131135531135531,0.3637118437118437,0.0428693528693528,8.484192537738535,6.252429960894416e-06,6.252429960894416e-06,6.252429960894416e-06,1.7530008772420537e-05,5.838238462438415e-05,5.838238462438415e-05,5.838238462438415e-05,0.000135475004342,-0.6018555508634162,-0.6018555508634162,-0.6018555508634162,-0.6018487633475698,-0.0617539142661525,-0.0617539142661525,-0.0617539142661525,-0.0617491532171625,0.5681956228455283,0.5535535535535532,1.0617591834829993e-05,-2.1331331331331325,0.4460093896713615,0.9493005782930148,0.94571271447905,0.9930106290946,0.3400550250299764,-0.08411866831349,7.00833e-05,0.0047598463,0.0020982696,0.7229493874,0.1654280282,0.0018272272,0.0004004728,593.0128533244,10.1375671499,3.2972376254,0.0,7.071067812853855e-08,0.0,5.00000000069889e-08,0.0,2.4216742009999427e-07
