fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,0,1,1.5691191581004624,3.363795816122021,3,0.4321702167977891,110.88042842287584,0.6388076674716698,4.528057360124056,7.08829525801656,0.7055651880898264,0.9999999999999802,1.0000001652573602,0.2466666666666666,0.1566666666666666,1.574468085106383,0.2166666666666666,0.1633333333333333,1.326530612244898,0.1733057944663585,0.1982339726545255,0.3941589561579393,0.5366327015363515,0.18078138374288,0.18078138374288,0.4351152816380596,0.5540572909679596,-4.819697410150392,-4.6743640147436585,-3.532104725572029,-2.7014706930382,-4.578614399790012,-4.578614399790012,-3.157141762146604,-2.492374646445569,0.862274892455259,1.1261261261261255,1.850407019542302,0.4874874874874874,0.5370370370370371,1.0496934839788512,0.9145105358997528,0.9419501463115496,0.1633278147848875,-0.444380624912945,1.6289880128,1.7362094208,0.76867592,1.0300625813,0.0517008472,0.8117281686,0.0443806139,-63.1784115724,6.7984813688,2.2561604616,7.938119348677127,1.2980982028289774,6.802646184945989,1.325205241546005,12.198332548415454,1.682936374463922
1,1,1,1,1.195666828340358,0.918780358758279,1,0.6048421735637012,104.08755857837944,0.0212403034760068,4.430183815907136,208.574412362398,0.7548052574913031,0.9999999999999756,1.0000001493191315,0.1533333333333333,0.1266666666666666,1.2105263157894737,0.3066666666666667,0.2366666666666666,1.295774647887324,0.4409966309434995,0.4135580208014405,0.4903307692691617,0.6095400217166234,0.4682794402253337,0.4682794402253337,0.5214733003463424,0.6359835029915023,-2.3418640471029226,-2.456814149644553,-2.1351857849760387,-1.6357758031365384,-2.097784577720597,-2.097784577720597,-1.887920096575523,-1.4361456961226295,0.862274892455259,0.8838838838838833,0.822081575524054,0.0030030030030028,0.5925925925925926,0.969173669222926,0.9111446098606756,0.9290398105784076,0.1719597429606428,-0.4321135366250029,1.2575865123,1.7169190976,0.7584108693,3.2960589234,-0.0510203514,2.5172769246,-0.0234113751,-57.7093545283,7.3575368194,2.4017905779,5.1337992499637926,1.0246516389347564,5.357066807875152,1.0142062488782828,7.38561692065676,1.1008254332429175
1,1,2,1,1.553568681944394,2.027591891859584,2,0.5400887176381859,100.863101205595,2.917921851338685,3.6649181975579137,1.256002862405832,0.8361108191138306,0.9999999999999792,1.0000003542605242,0.3233333333333333,0.1599999999999999,2.020833333333334,0.2166666666666666,0.1033333333333333,2.096774193548387,0.1698121140979117,0.3925430928417467,0.404369051038734,0.566594429748127,0.174077232851962,0.4770825149657561,0.4443375291536678,0.5887567074459494,-4.22371705965616,-3.090536666868302,-3.030370164523932,-2.205021937695125,-4.099062669261824,-2.59524452802008,-2.7577582088226102,-2.0410044323072665,0.8238183882130201,0.9059059059059056,1.5499930850548158,0.2452452452452451,0.5370370370370371,1.0183087742257495,0.9296092442999077,0.9147480408670724,0.1474230869935428,-0.4298672655621376,1.3636426913,1.6246719046,0.7194591122,1.2092298428,0.3031641107,0.9711920358,0.19103311,-57.0369414961,7.9215242253,2.6192322504,3.1367513533944353,0.9114656446665288,4.213882641902918,1.062612637155788,9.902476769193823,1.512684936796758
1,1,3,1,1.3051660881282,1.6016190207257504,1,0.3078744166810965,100.93084882617111,1.1347419513572994,3.0869900202994742,2.7204335017375816,0.7297539950838774,0.9999999999999718,1.0000004381869834,0.3833333333333333,0.11,3.484848484848484,0.2833333333333333,0.1433333333333333,1.976744186046512,0.2278353458322935,0.2598182335567861,0.398922848556562,0.5193882853603131,0.2338886752515548,0.2785861216805018,0.4080287695567435,0.513710041278417,-3.7766032820902633,-3.6201772166143247,-2.939826280157245,-2.3506382597578126,-3.650019938524181,-3.4370658084957,-2.8203561601965004,-2.3168539452418284,0.852474151711875,0.8398398398398399,1.6719497597319883,0.4214214214214208,0.4814814814814814,1.055102947428597,0.929397592046405,0.9366145272750076,0.1653380919924588,-0.5136823665921034,1.2898830084,1.6600350887,0.7369905814,1.2828948624,0.328737346,1.0373159078,0.2862562393,-52.5078057516,7.1612011466,2.1889336361,2.575845114660748,1.059905739715879,4.316318839303883,1.0613568005890877,6.1417406112746935,1.3477352849320983
1,1,4,1,2.6607377745534206,7.87120175620737,3,0.41402205913302,106.5905939444686,1.1240957549578805,3.1772024908626504,2.826451818583462,0.8306243923921386,0.9999999999999684,1.0000006081985875,0.3133333333333333,0.1733333333333333,1.807692307692308,0.4666666666666667,0.33,1.414141414141414,0.3585226403816102,0.3351546096624217,0.410153521292944,0.5545070485635988,0.3870914205406548,0.3789158164946615,0.4192828393209269,0.5744246628877152,-3.1035171223473608,-3.2165734638769887,-2.853722923771863,-2.1553293844858814,-2.7464490950720526,-2.783084053508419,-2.60219904548692,-1.907007078491299,0.8517783789748314,0.8178178178178177,1.3312624876018004,0.1571571571571572,0.6666666666666666,1.0398501969880214,0.9256800324209988,0.9594565394421904,0.1693121227915824,-0.4377077198567535,1.3228676942,1.6780502755,0.7444788288,1.029536664,-0.1279348521,0.8942620115,-0.0616617505,-68.2447000217,9.4173482179,3.1223233505,2.6480224779128245,0.8060653925713748,8.16286034803514,1.1147013975910023,6.84565841772809,1.3022300153510564
1,1,5,1,2.195139655769293,4.852147077781008,3,0.6388526710874758,105.42533523443376,0.9831267180709488,4.162730121280884,4.234174542065974,0.8721943286427072,0.9999999999999802,1.0000006056098905,0.3933333333333333,0.15,2.6222222222222222,0.31,0.15,2.066666666666667,0.0970536389674144,0.2859012787312375,0.3725489157573698,0.4623593829587598,0.1050805201158223,0.3680824676831477,0.4481165498447964,0.5005365784196832,-3.899302407800043,-3.0837788194483133,-2.709597855587062,-2.321758459896327,-3.5694272700031924,-2.520431975105536,-2.201212378461558,-1.992132697333415,0.8203317883258383,0.7737737737737733,0.8434619515486134,0.1351351351351351,0.4444444444444444,0.992919837061818,0.9306138107822954,0.971699125184978,0.1372520685225313,-0.331531278655383,1.1296868714,1.6071647819,0.7135850184,1.1907917631,-0.4181194229,0.9794437347,-0.3333317431,-47.6399024222,7.4208319272,2.2313444706,1.5795064178387719,0.6462413542808767,2.095585517156273,0.8046663143703734,5.459820026557229,1.1218533273411375
1,1,6,1,1.3538962589657095,1.4574521863911771,2,0.4301008181938346,102.28486795173804,0.916181440931242,4.281299958632867,4.672982629162615,0.6196462082968025,0.9999999999999672,1.00000042584621,0.3,0.1633333333333333,1.8367346938775515,0.3566666666666667,0.22,1.621212121212121,0.2539933476469977,0.3569974369548089,0.4160799351186971,0.5274086028233973,0.265464236449611,0.4159816906831645,0.4379147123520281,0.5579605754221633,-3.385197785040032,-2.91779013676363,-2.649688047743135,-2.144505475795937,-3.1891181920581664,-2.535619784848782,-2.440393654438345,-1.9191931019317845,0.8605442640102317,0.9279279279279278,1.5892828656229765,0.2892892892892895,0.5925925925925926,1.0488771271449824,0.9283297682149214,0.9446105635699702,0.1797024628499934,-0.4401249579944619,1.2931816156,1.7157606305,0.7597976286,2.4663902474,-0.7637973299,2.0197590591,-0.6617025529,-53.3931687778,6.8232994446,2.2860089292,3.080370178874134,0.8745324598972493,2.800643196411657,0.9610141221218024,6.368982670573889,1.2026953869474202
1,1,7,1,0.3688631728009208,-1.1281665453103342,1,0.1587057006732716,97.9123145818074,0.1108021120107397,2.508096511369318,22.63581863066126,0.6383381051414401,0.9999999999999388,1.0000002483563295,0.37,0.0833333333333333,4.44,0.4133333333333333,0.1933333333333333,2.1379310344827585,0.2879722331462304,0.2654579055300549,0.3231379661709382,0.4358682327591907,0.2920025873792704,0.2727846188407604,0.3310347885816481,0.4234334909601932,-3.234286085884773,-3.3365542556554644,-3.0745506846597395,-2.562489288099983,-3.1715903475559184,-3.257680384651892,-2.9967392105735327,-2.582824092570875,0.7852822910828616,0.8838838838838833,1.05931476351837,0.1791791791791794,0.5925925925925926,1.0120024033745991,0.9550318284123116,0.9578574228455482,0.1108672083166328,-0.5722078908413681,1.2661481212,1.7056063451,0.7557696378,1.2585405092,-0.4032234943,0.9289109619,-0.3035803977,-48.991439071,6.4350778556,2.0419113199,2.86202753526426,0.8686521254172499,3.2260688773758655,0.8553915413995148,7.992805708141061,1.3108448073418473
1,1,8,1,2.0386368067568315,5.274055878997727,2,0.4593519132731717,93.03761356776316,0.2908994542756046,4.768570947065953,16.392505647494627,0.7428076973868364,0.999999999999984,1.0000003749779085,0.3566666666666667,0.19,1.8771929824561404,0.2999999999999999,0.1399999999999999,2.142857142857143,0.2449970943498839,0.2892000527435869,0.3627591255463496,0.4395250667145369,0.2591200384224687,0.2760596376706787,0.3640927033260577,0.47743306001227,-3.719218649900828,-3.501470524683894,-3.1391112895205904,-2.7609547050448446,-3.450729136496116,-3.371831107506505,-2.961807513420809,-2.433912454246575,0.7721252293344691,0.94994994994995,0.8873348085093646,0.0910910910910906,0.4259259259259259,1.0319134284752074,0.9537163292748572,0.9547526073110052,0.1342679211064204,-0.4534128416148284,1.2624605052,1.5571429174,0.6845742685,1.0029630633,0.0601214617,0.7526260767,0.0475734035,-46.6868429716,7.261754675,2.2856132868,1.1716314724901318,0.7882353917874713,2.5912893997216253,0.8188433314797023,10.33678136715714,1.3666883197332294
1,1,9,1,2.0158416543301447,3.504911173050334,1,0.6323987272875928,104.1755638682267,1.441206327437111,5.591634764792978,3.879829458379184,0.8037821852102938,0.9999999999999798,1.0000004433320504,0.3066666666666667,0.2133333333333333,1.4375000000000002,0.3766666666666666,0.2033333333333333,1.8524590163934425,0.2055758942205474,0.3412154658271857,0.4517454245037239,0.5257196365308808,0.225740403844488,0.3608980526109597,0.5267163611126597,0.5789885867731465,-3.588106018801871,-2.9754746047639387,-2.47625358780337,-2.1421407210363896,-3.1846546248681733,-2.628729411454352,-1.946691958279937,-1.7316878614261135,0.7934066532720108,0.8398398398398399,1.2975171686575868,0.2012012012012007,0.4814814814814814,0.9823227478985992,0.9160817920712008,0.9532287773888752,0.157177392706232,-0.3334454721169097,1.2051443712,1.61388951,0.7152435059,1.6054091944,0.2332447253,1.1106352639,0.1987164439,-53.7602980202,8.0639715203,2.7771851848,2.429278759516518,0.91011835218643,2.8458141733137223,0.9792700167838955,4.646163835268098,1.161344590299798
