fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,optimal_budget
1,1,0,1,0.22519274752671667,0.0635672115840106,0.6363636363636364,0.8166033769503829,0.000318427264338796,2.5252539387972552e-08,1.3961060275639542e-08,0.00010254574200988028,0.8860201669286414,1.0,1.2705494208814505e-20,0.5317725752508361,0.04844961240310064,0.3024667453626502,5.343801696837117e-07,9.636643623340265e-07,1.7380456021856816e-06,7.821017395930777e-06,3.2143176553064913e-06,1.5476210275943575e-05,2.081676008550986e-05,7.365318100644958e-05,0.7282161821689463,0.7973682398878279,0.8270993529716177,0.7589504479325863,0.7775981781501523,0.8958416173052167,0.8195074505353296,0.7674965442463881,0.4506050861358455,0.06285714285714289,2.769761935036891e-10,0.21323529411764702,0.6933333333333336,0.5976444472702636,0.9450534906354872,0.9765490214069035,0.010702467946176228,0.8563397213582116,1.0,0.1939655172413793,0.06583850931677018,0.07599147748356634,0.4956896551724138,0.05641025641025646,0.14044011912417784,0.35721752186431016,0.3765015271012103,0.3617651654253452,True
1,1,1,1,0.19822878877534147,0.04560424077291733,0.4545454545454545,0.7572907738157441,0.00031842042747576467,9.932278704334012e-10,1.048281157839254e-08,0.003933770192767504,0.8774927080074467,1.0,6.776263578034403e-21,0.5050167224080268,0.06589147286821691,0.2269421197914385,2.013302810637829e-06,3.7027373826326316e-06,7.20323123543546e-06,2.5122980673403524e-05,8.350708362028836e-06,4.188514776152748e-05,6.146489888240789e-05,0.00015604100736968192,0.7285234794804021,0.7977048507217733,0.827448875443608,0.7592751556696178,0.776205085733052,0.8942368028578774,0.8180396028139284,0.7661207745532691,0.47641345953980263,0.0514285714285715,2.45126006203334e-09,0.23774509803921556,0.6457142857142857,0.6056632224020178,0.9631360936730137,0.9834833116902759,0.011365592638127892,0.8505913067908942,1.0,0.1724137931034483,0.08198757763975151,0.055627872591084884,0.4676724137931034,0.06666666666666661,0.11464108810587388,0.33310155035626765,0.31366234071506244,0.32801032271938824,True
1,1,2,1,0.2219659122023221,0.06073145955232773,0.4545454545454545,0.5813588741860134,0.00031841519815437887,1.878697580447403e-09,1.90423216719334e-08,0.0037113840856642455,0.7479864607882796,1.0,1.1011428314305904e-19,0.5250836120401338,0.062015503875968894,0.2469716578163021,2.831932316524024e-07,5.247931201967944e-07,1.0389356312930502e-06,6.238660222052742e-06,1.4018923187362651e-06,6.870392402665288e-06,1.0214896501557482e-05,4.164936552348297e-05,0.7314872805401097,0.8009499446653541,0.8308147757291388,0.7623827285405201,0.7770376694254737,0.8951958599944647,0.818916683346971,0.7669421819802722,0.4143727352522242,0.060000000000000005,5.089870193519686e-10,0.2034313725490195,0.681904761904762,0.6066617223424866,0.9629584359641551,0.9806200524672684,0.000830303612180297,0.833597479584311,1.0,0.1982758620689655,0.05838509316770183,0.0865961253156439,0.5150862068965518,0.03076923076923077,0.24110837758529097,0.2757654313014028,0.2717813970261703,0.2788646739116223,True
1,1,3,1,0.20307022886942375,0.04966748343525698,0.4545454545454545,0.41071781651991884,0.0003184148431470706,1.742431802410237e-09,1.1655805320639492e-08,0.0024484697018422492,0.6304983474606946,1.0,1.5246593050577406e-20,0.5836120401337791,0.0639534883720929,0.26568593085922093,3.0803549925969805e-07,5.670762809608852e-07,1.2597164845046034e-06,1.186992264360668e-05,1.699164982825387e-06,8.48448643747401e-06,1.366234417914583e-05,6.949287122672208e-05,0.7316549088903881,0.8011334927671141,0.8310052006432758,0.7625594046908156,0.7774533223054299,0.8956747206430661,0.8193547623746256,0.7673533550623689,0.3939105297220429,0.04571428571428573,2.7954159990658767e-08,0.2181372549019608,0.6590476190476191,0.6530348219271433,0.9786965750248132,0.9942613356569396,0.003949308009916372,0.8336893312538366,1.0,0.1939655172413793,0.05217391304347829,0.09404569197507293,0.5107758620689654,0.03760683760683769,0.20365611822950955,0.29281195244603836,0.2921782070611296,0.306480861996313,True
1,1,4,1,0.2991004380268615,0.11790662190082514,0.6363636363636364,0.6384907471314701,0.0003184226203245434,7.642847957139785e-10,1.4806050271277414e-08,0.0072125103753416225,0.8511597169743294,1.0,1.5246593050577406e-20,0.5150501672240803,0.050387596899224646,0.28518599658239496,1.843528744142522e-06,3.152466005262708e-06,6.446111607231556e-06,2.6388274819770634e-05,7.870848215959836e-06,3.691133776358924e-05,5.602826913733546e-05,0.00017917708505414405,0.7446393920158889,0.8153510757761872,0.8457539731174986,0.7761858867482211,0.7771481966037945,0.8953232667102075,0.8190334309256108,0.767052987931404,0.4379250593263817,0.040000000000000084,4.15545533471888e-10,0.21078431372549017,0.6666666666666667,0.6423074480631215,0.9626390213298334,0.9896946564614464,0.014978868012578125,0.8091727723809039,1.0,0.18318965517241373,0.0670807453416149,0.07092988539657163,0.4849137931034483,0.082051282051282,0.09843201006869788,0.24497360959602374,0.22106512286290506,0.23995791189303592,True
1,1,5,1,0.292467078678552,0.10535049247410626,0.7272727272727273,0.6960054585646139,0.00031842332670842705,8.062159190810272e-09,9.460210641967428e-09,0.00034521569806638617,0.8808406611124692,1.0,1.6940658945086007e-20,0.5384615384615384,0.062015503875968894,0.25276170914449797,1.2287500224284756e-06,2.0009953289982893e-06,3.436501791113233e-06,2.7355470637526355e-05,4.411898672477064e-06,1.861245295254161e-05,2.4146035477939484e-05,0.00010497043651818296,0.7526111450507577,0.8240797796254618,0.854808418469237,0.7845508726483554,0.7766890603764622,0.8947942606429188,0.8185493464238315,0.7665983935641781,0.3965438608867011,0.04571428571428573,1.1805165285688057e-08,0.22794117647058815,0.6304761904761906,0.6217106479370458,0.9656884139922822,0.9901351380272363,0.0053171747354706506,0.8596742362180537,1.0,0.20043103448275856,0.04844720496894406,0.10355661848651382,0.49784482758620696,0.052991452991452914,0.14889203535697848,0.27403262988996246,0.2707722133860938,0.2767845383238027,True
1,1,6,1,0.21574061728512833,0.05622994372002191,0.6363636363636364,0.6429171883433825,0.0003184209453280971,9.193028250588483e-09,1.2245936214632008e-08,0.0004013075533614815,0.7726945257059569,1.0,1.8634724839594607e-20,0.5384615384615384,0.062015503875968894,0.25276170914449797,8.424708226410853e-07,1.511964477683054e-06,2.9089834769170756e-06,1.2430661384438476e-05,4.015784815862536e-06,1.9100325027001966e-05,2.8352298480728796e-05,8.219742025789687e-05,0.7409708409172574,0.8113341075312464,0.841586804297481,0.7723348366473816,0.7772708525450458,0.8954645295014059,0.8191625345053536,0.7671731059023605,0.4920793605707995,0.060000000000000005,2.913831704832789e-10,0.22794117647058815,0.7028571428571431,0.6320033022504163,0.9653789753755383,0.9780647642282934,0.011162156604269002,0.8060187704333112,1.0,0.17672413793103448,0.07080745341614902,0.06529870238418622,0.4741379310344827,0.042735042735042764,0.17063296449735169,0.28191294110371473,0.26261451357625154,0.2622420867095555,True
1,1,7,1,0.20487186485111716,0.04912166107387993,0.4545454545454545,0.5230419113868191,0.00031841934178871817,4.203733393203513e-09,1.0122758054918324e-08,0.0008188490508827107,0.7109082071615531,1.0,2.710505431213761e-20,0.5785953177257525,0.060077519379844874,0.27702564299171895,1.720719153897254e-06,3.0275325308732163e-06,4.504499175458551e-06,1.753574774677495e-05,8.024618014403884e-06,3.658946311857228e-05,4.1725639674642904e-05,0.00010999977258178365,0.7540778473648478,0.825685804675904,0.856474413032143,0.7860887820036868,0.7776172470825073,0.8958636244243676,0.8195276131599285,0.7675156884863357,0.45179198173557145,0.0514285714285715,3.5690493456752303e-10,0.196078431372549,0.6857142857142857,0.6241349445706372,0.9762035151011056,0.9908029199823365,0.008553127238706576,0.8287747628312568,1.0,0.20258620689655166,0.08074534161490679,0.06529870238418622,0.5237068965517242,0.041025641025641074,0.19417143911132168,0.24056248112383938,0.24157824799833058,0.2712440740613469,True
1,1,8,1,0.28367237356783137,0.10390414747786432,0.5454545454545454,0.5340357135964054,0.00031841586011477027,1.9645350556217255e-08,1.2519954862445905e-08,0.0001355478826857765,0.8751724236870713,1.0,1.2790197503539935e-19,0.528428093645485,0.06976744186046512,0.22583797046838713,8.78518955376384e-07,1.5951245243467634e-06,2.865111910567683e-06,1.303859724092481e-05,2.4974682445561896e-06,1.2324480126326445e-05,1.6326453834368973e-05,4.710755839531305e-05,0.7330054539393461,0.8026123314542365,0.8325393283241578,0.7639766402191202,0.7744196719282355,0.8921798042351289,0.8161576262139449,0.7643544163659544,0.4368508815709289,0.06285714285714289,5.354620899273614e-10,0.22058823529411753,0.6685714285714286,0.6104282795056313,0.9594694373320835,0.9844903540604748,0.004749429107968148,0.8353080146778097,1.0,0.19181034482758624,0.07577639751552796,0.06596989389475337,0.4849137931034483,0.03760683760683769,0.1937738777111581,0.22586246912012592,0.2140123105582533,0.23067931512716172,True
1,1,9,1,0.2375809711370189,0.07147077566207115,0.7272727272727273,0.6660075154793936,0.000318419616223899,1.9227958012527295e-08,9.812417767641645e-09,8.886068719316994e-05,0.8348730083321863,1.0,1.8634724839594607e-20,0.5066889632107022,0.05426356589147284,0.2654567879012518,3.525578885457178e-06,5.966826185540834e-06,1.2281593581139714e-05,5.2447821711697784e-05,7.85651020885515e-06,3.514021097726476e-05,5.333771924419734e-05,0.00018462737616994378,0.7244927990514118,0.793291485854897,0.8228710914857287,0.7550495605946281,0.771827032582663,0.8891930557899216,0.8134257826312979,0.7617955840017425,0.4761032896598696,0.04285714285714296,5.2446887494951196e-09,0.2598039215686275,0.6799999999999999,0.6296737249620987,0.9674979292455465,0.9921952111565753,0.009929798092324527,0.8492494427165911,1.0,0.18318965517241373,0.06086956521739136,0.07760388007791731,0.482758620689655,0.07350427350427353,0.10828220322687782,0.22862925010682375,0.21534312581427964,0.2465776562037651,True
