fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,optimal_budget
1,1,0,1,0.34655017613350514,0.06283969905756365,0.25,0.7294657905010252,4.403101537942175e-06,1.9280973690277553e-08,1.1639016232319812e-08,0.00010451433431633503,0.8245038504653397,1.0,1.3891340334970526e-19,0.2238805970149254,0.016666666666666677,0.47959183673469385,0.03632911368661086,0.08329583668578824,0.15461541143503457,0.16297913980571888,0.034992916456637366,0.06925060949611624,0.13163312083023623,0.17786449007581714,0.19042027927910443,0.29215211223180454,0.30282531631829135,0.30106276509272023,0.1871286136454725,0.1939450489710134,0.258023104392274,0.3123653038851486,0.6736598557181341,0.060150375939849676,1.7449161698421007e-07,0.06666666666666665,0.44999999999999973,0.837697715198139,0.8065477289216663,0.9485417450490959,0.24928176972234817,0.6925898110447142,1.0,0.3529411764705882,0.045454545454545456,0.24610051993067578,0.764705882352941,0.09302325581395349,0.44029850746268656,0.3739532577084901,0.3614596963982579,0.36965287908307604,0.3499282061488316,0.32912338526691537,0.2940552108272062,0.2646128941150498,0.2890532765951655,0.28050679756934505,0.2866378709872511,0.28566396672661426,0.3240990353012629,0.3120088595878616,0.30313239852234264,0.2932984569879515,0.27854054911046366,0.313133203237955,0.3166550834369099,0.3332193764762597,True
1,1,1,1,0.32738754650773894,0.04026337785261147,0.0,0.6325954735389522,4.396934975582668e-06,7.526418416340551e-09,8.658902984416836e-09,0.0002586609285905283,0.7973317114862835,1.0,5.421010862427522e-20,0.3432835820895521,0.1166666666666667,0.2736549165120593,0.11427771277806449,0.19141107607143015,0.2796352666655575,0.29211014682003367,0.11320390465814223,0.16639712748392851,0.2503059055351629,0.31314178588832065,0.2845552735554653,0.4343441691231195,0.46302145437078307,0.4790482883987399,0.2851818620941761,0.29683884692056284,0.4046700148880989,0.5056220779278857,0.6921841894008003,0.020050125313283262,3.2215671474395154e-07,0.060317460317460256,0.44999999999999973,0.8172352645898685,0.8496673488136937,0.9417731719839934,0.19979957408934357,0.6464837670475494,1.0,0.47058823529411764,0.045454545454545456,0.29809358752166376,0.8235294117647058,0.16279069767441862,0.2963752665245204,0.27746216873170737,0.2762346003725341,0.2739194708202675,0.307330176265956,0.2751932834868966,0.29400275389395697,0.3264189701896367,0.2933670919137706,0.30789029523572,0.27261417241296454,0.2783710040845089,0.27859071775140676,0.2742144139767367,0.2780385651303533,0.2765903059843484,0.26661949744490265,0.26599466117987886,0.2647198090289738,0.27375343313852774,True
1,1,2,1,0.34928882893973734,0.06098990143988437,0.25,0.5979253678832902,4.396540917311854e-06,2.723101760670567e-09,1.3377348515786811e-08,0.00126819225159555,0.740688224956787,1.0,2.371692252312041e-20,0.41791044776119407,0.049999999999999836,0.5976676384839651,0.09895525693787606,0.14863130538022254,0.19891861485931336,0.2025833609781832,0.09908604410456602,0.11211160293031606,0.1770344316402889,0.22490836934104777,0.24744612266696692,0.36379377679709457,0.36138490205403834,0.3613418125882658,0.2541534968197646,0.244615166295269,0.3257444051424962,0.39810674959395276,0.7232423205062168,0.037593984962406,3.328402276961471e-07,0.07301587301587292,0.44999999999999973,0.8291824113678147,0.8442463652752101,0.9514512817339261,0.20742108550636063,0.5643769620471704,1.0,0.3529411764705882,0.02272727272727273,0.3760831889081455,0.8235294117647055,0.11627906976744162,0.39689308559244607,0.28699967604299637,0.24113208266338895,0.2559219440606688,0.2803942068765979,0.2888500856741764,0.264702651148827,0.2767957574366153,0.26651065586301736,0.25847597954511603,0.26889760034446736,0.26475473071232175,0.2967456942481872,0.2750045255462179,0.2757973622061753,0.2962362054079167,0.26755408956251725,0.29749785706311216,0.2989047960532043,0.2963117274352653,True
1,1,3,1,0.33670943649816437,0.04976470873921875,0.25,0.41703362381125364,4.3962473556451844e-06,2.439397804035917e-09,7.482936309233406e-09,0.0007976799785146718,0.6313897232220074,1.0,3.7947076036992655e-19,0.4179104477611939,0.10000000000000003,0.3877551020408164,0.12909080557760957,0.19318251620978685,0.2880338539766402,0.3254800021579196,0.1293453033629206,0.1617691052966846,0.2682253342541287,0.3554570421311911,0.2765535564283521,0.4105952557487099,0.4411882113731639,0.47177415428016545,0.2818958556006045,0.2821265866606064,0.39735974819276465,0.5115712418146797,0.7598191206032594,0.02506265664160401,3.013179181292212e-07,0.06984126984126973,0.44999999999999973,0.9348359080959455,0.9138268071108238,0.9722587438628828,0.18910272724789534,0.5667375967045878,1.0,0.4117647058823529,0.07954545454545454,0.17677642980935873,0.8529411764705879,0.13953488372093026,0.3523454157782516,0.29800524982961496,0.3414312477578462,0.2861334189449547,0.31550150268074817,0.3417115330724576,0.2912567669584958,0.3262544296657683,0.32076065137892296,0.33781125708783627,0.3341240140613032,0.270223953681522,0.27604499031096025,0.31945951749998547,0.3273040281921931,0.2780352044156568,0.24541733257130727,0.2557777806290405,0.24464154803688767,0.23824025608120752,True
1,1,4,1,0.4503938078944354,0.14703812225087431,0.5,0.5333022196150562,4.398522562992236e-06,5.3914282839280885e-09,1.018548004282871e-08,0.0004579853721524546,0.8127256557917693,1.0,2.473336205982557e-19,0.3432835820895523,0.08333333333333334,0.3571428571428572,0.09698109084050416,0.14405715264618815,0.22348576673252532,0.23718595676420784,0.09684835263583956,0.11890420224072616,0.21641481613590646,0.261828744099196,0.2888266342604805,0.4251579342793709,0.45100498859892385,0.4691430120418789,0.29046717759177687,0.28635363779673095,0.4058820553278995,0.4994280059140968,0.6524877518204233,0.020050125313283262,2.0371621038038541e-07,0.03492063492063493,0.40000000000000013,0.9187668471756524,0.8542963513159645,0.9739757018811074,0.28839007517757176,0.5368168898442526,1.0,0.3529411764705882,0.09090909090909091,0.14211438474870014,0.6764705882352938,0.3023255813953488,0.12366737739872072,0.24549733444837366,0.328772240189973,0.24396066367223943,0.274863188325212,0.2517965279456272,0.3012108162895122,0.2959163615912002,0.2929861418274476,0.3082392875570911,0.28660222280787695,0.28337044101674674,0.257798370364615,0.2771920319147381,0.30809852751968536,0.26861789660439156,0.25304753256753976,0.2549878474089971,0.21228932828980399,0.23259176091364733,True
1,1,5,1,0.4200529773596298,0.109451440134871,0.5,0.6579482987339662,4.399891690107927e-06,1.867071306071297e-08,7.946855167763585e-09,5.8716987001200366e-05,0.8551366264352742,1.0,5.421010862427522e-20,0.40298507462686567,0.016666666666666677,0.8469387755102042,0.07416233601904942,0.12427399342886968,0.18875006494900756,0.1878059700258085,0.07949061390499985,0.09443442112218246,0.1875395625424285,0.2367524862272211,0.2923432989928651,0.43680300875524536,0.45691850298450665,0.4686942628396081,0.3089828774354939,0.30243800923484215,0.43049168800432874,0.5375041033210346,0.7203306538075489,0.03258145363408525,2.1947823292685127e-07,0.038095238095238,0.2749999999999997,0.8369980134278411,0.8949758641110694,0.9833964048119251,0.18594446080881577,0.7263246890466701,1.0,0.47058823529411764,0.07954545454545454,0.19410745233968804,0.8823529411764705,0.13953488372093026,0.3643390191897656,0.2230230241325011,0.22588527107501397,0.24906098688443276,0.24293100226709627,0.22134410975204546,0.19575968225023727,0.22367264854249366,0.21828632371436146,0.2296224933548181,0.21997834863444804,0.21668975558702352,0.24081104771755762,0.2269267341974616,0.20775200546440387,0.22418941469338502,0.2594464009640726,0.25723943674384964,0.24557046992184492,0.26383536201601815,True
1,1,6,1,0.34446334200936635,0.05494982618726013,0.25,0.504176789087926,4.396798906960411e-06,4.347098172749788e-09,9.536251131893599e-09,0.0005436995668531355,0.657858557422488,1.0,1.0164395367051604e-20,0.3283582089552239,0.10000000000000003,0.29591836734693877,0.09309972562979758,0.17089634937931542,0.22365176246056373,0.2433912796122839,0.0925904122498105,0.14059202045008637,0.20426072878821636,0.2613491998020647,0.2794673476951417,0.431276289548436,0.4390178243309947,0.45952230078180933,0.28080148708356023,0.2901220876846795,0.3884047245409794,0.48483387725113086,0.7374184489903695,0.040100250626566414,2.911626344666864e-07,0.05396825396825386,0.2999999999999998,0.8848494871289158,0.8784418302103347,0.9433966044708392,0.25328189673133195,0.4296890722844706,1.0,0.4117647058823529,0.11363636363636365,0.12911611785095317,0.7941176470588232,0.11627906976744162,0.38318611026500166,0.24546620944549477,0.324183542940392,0.30537000215464305,0.2812009571595924,0.250147737809632,0.2925590717404424,0.25687019477037254,0.29162115224923135,0.2794589477577143,0.27553858272038156,0.2573174696878735,0.2704304975048792,0.26366472923655004,0.2930804240994197,0.30665910816791125,0.28684911431799914,0.3045601355006388,0.2672200187173712,0.2938373719548908,True
1,1,7,1,0.321075292277515,0.04060154873149596,0.25,0.38859307827991063,4.3945370846588174e-06,2.351954689666358e-09,7.474450085442939e-09,0.0008286051057555556,0.6003804109123325,1.0,9.147955830346444e-20,0.3731343283582089,0.10000000000000003,0.34183673469387754,0.1121910705850264,0.1355686133053581,0.19799499132888085,0.2404511878854394,0.11296454000869381,0.11601982587611387,0.18787255654149712,0.2666683728073652,0.3183673755494336,0.4538875884133815,0.47424072300429454,0.5131542329090231,0.3194849111683672,0.3064302474903895,0.42269591150407293,0.5438091822344786,0.6589683825995516,0.020050125313283262,2.0371621038038541e-07,0.03492063492063493,0.575,0.8320367167151849,0.916228332837167,0.9768689405889396,0.12923574984048675,0.5311422835961433,1.0,0.4117647058823529,0.03409090909090909,0.32928942807625644,0.8235294117647055,0.11627906976744187,0.396893085592446,0.26387126547980183,0.31054905807814154,0.3156492388455869,0.2757513825422273,0.3044626493944118,0.30565900970990323,0.3394113442420008,0.34189717639166955,0.32036960288150496,0.27855931231927306,0.29838370664448616,0.23526770815129475,0.2581281013360909,0.29725094430379984,0.22273123910169107,0.2062500893177364,0.25421832941932426,0.24030956315033028,0.24157364421816244,True
1,1,8,1,0.43302890947104056,0.12608941455980788,0.5,0.395975557643126,4.39484268065546e-06,1.3044673244882964e-08,8.781299322399977e-09,0.00012638247746225146,0.8266314999946627,1.0,5.421010862427522e-20,0.4029850746268655,0.08333333333333334,0.4251700680272108,0.07869995021548845,0.1436972814995958,0.24547745998609807,0.28339677654008627,0.08364012054347503,0.1332612106467949,0.24638576669096823,0.3332892790699884,0.2676494261537167,0.40867590297956646,0.4468892578485414,0.47955452714246455,0.28672940045206097,0.29652225733033105,0.42667551904181705,0.5500993676582517,0.4714638452542579,0.045112781954887285,2.4478231954124896e-07,0.05396825396825386,0.42500000000000004,0.8403493100438574,0.8202537541487862,0.9689046799935107,0.2512846661110676,0.6100962599231069,1.0,0.6470588235294118,0.045454545454545456,0.3760831889081455,0.7647058823529408,0.20930232558139536,0.21496414033727462,0.2518554649324188,0.2947541174412905,0.254713627456569,0.29621163275702744,0.3030256721456929,0.311538849412547,0.3459649167444265,0.38606488254504934,0.3014623205365067,0.26945598527895387,0.2782190837394427,0.2694353420824217,0.28221355140102944,0.33104562625349343,0.264288378872192,0.23982900679523517,0.2426215627909399,0.25376880865457946,0.2762563704367524,True
1,1,9,1,0.3746323595305445,0.07912964674282413,0.5,0.6126308246366396,4.39756828713322e-06,1.5924848123177298e-08,8.316140501617044e-09,8.515270633497642e-05,0.838359686968674,1.0,7.792703114739563e-20,0.208955223880597,0.08333333333333334,0.20408163265306126,0.0999244196640076,0.18960847391156896,0.25156744637089123,0.2637436312004281,0.10050999221798507,0.14183504647498144,0.24302924318556096,0.29972365491706476,0.2656614289593159,0.4183631931319335,0.4278240527449343,0.44027688240917773,0.27179473220145794,0.2779888191353068,0.3918864259165263,0.4851722874590604,0.6022964813880758,0.035087719298245584,1.1869984357112616e-07,0.05714285714285707,0.32499999999999996,0.8639453781648779,0.8925732947331371,0.9725279039075195,0.17555363761994336,0.6362206207304133,1.0,0.3529411764705882,0.02272727272727273,0.3760831889081455,0.8529411764705879,0.11627906976744162,0.41060006091989043,0.30232149167188516,0.28728983089951754,0.3167401210199804,0.2851863642775208,0.30747285129854274,0.3029311619157448,0.32060345598475865,0.28223757698181867,0.3048244846035059,0.28601243932250164,0.30939903849257594,0.2977131072049686,0.30049321139197205,0.305674973489386,0.2879303432171661,0.28095272268853766,0.3167497141102307,0.29609121965062707,0.3069042446191376,True
