fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,optimal_budget
1,1,0,1,0.21329421552028208,0.061646189021954095,0.875,0.8079297646606588,0.000327577411979093,2.4521956492224155e-08,1.385170271157119e-08,5.479279418022904e-06,0.8796275250863189,1.0,1.5246593050577406e-20,0.42611683848797255,0.043137254901960874,0.403922296461272,0.0005041220480308062,0.0007292149653589772,0.0011394827956401343,0.0034701136258334145,0.0015959822976443516,0.002811612117826725,0.004071012511027138,0.013280186536831712,0.5702833778084194,0.6588366811910313,0.6811957809069277,0.7105062032221434,0.6466632064520169,0.7741625045741305,0.8081432984520526,0.8847847624369266,0.4150811964619394,0.0470914127423822,4.761951830712014e-08,0.10951008645533125,0.6036036036036037,0.718367047634238,0.9137568939954948,0.9736430820905272,0.029503630202482464,0.8093800177169993,1.0,0.11165048543689338,0.07730673316708228,0.1054506590666192,0.4439024390243901,0.10780669144981404,0.19436441166301716,0.2901054444788365,0.3012790581850754,0.2831913994154317,0.26705750753836777,0.2771112077212001,0.27765066481562406,0.2792051861439888,0.27556103032891593,0.2861658127730004,0.26878367425398997,0.2653171816966531,0.2733588467778155,True
1,1,1,1,0.1856392506378751,0.04331023480652705,0.5,0.7426128166221666,0.0003275705872555688,3.241615455154137e-10,1.0338414248387203e-08,0.0006188014904121598,0.8686109732090139,1.0,6.268043809681823e-20,0.36082474226804134,0.02745098039215694,0.4541839007317852,0.0011324493127322797,0.0020327522142525663,0.0030805914873767368,0.006609399207914292,0.0017743817191996684,0.003759161269209814,0.005590787995172286,0.013176178483377035,0.5737956411561442,0.6631755518289335,0.6859903157528253,0.7160319807483668,0.6113107195641947,0.7307997577566513,0.7620752233321322,0.8278308421765103,0.36237661458048787,0.024930747922437643,2.1690298888427146e-08,0.13832853025936584,0.4324324324324324,0.7253044952512554,0.9420827744376274,0.9804457026440495,0.025165179467339774,0.800483140645437,1.0,0.11650485436893215,0.11221945137157116,0.07430403582879537,0.4487804878048778,0.1561338289962825,0.14051395451576965,0.3373140371487704,0.3200654343334626,0.32342035510141975,0.3021652923106188,0.3436332859114838,0.3278142946061731,0.31026489001959406,0.3222510538096834,0.3525970651677017,0.3312983791782786,0.33100413256699135,0.33601978856064185,True
1,1,2,1,0.21048924413675651,0.05895674402533154,0.5,0.5764650956788903,0.0003275659568944627,1.9764776830318037e-09,1.8561950688041755e-08,0.00017560104252139962,0.7403452099034187,1.0,2.541098841762901e-20,0.4226804123711341,0.03921568627450977,0.42581553779641035,0.00063469375094065,0.001049148741882274,0.0014412084914568065,0.003364956983204342,0.001268144784269135,0.002505899437428906,0.0033906875064555414,0.007951191682697709,0.576549985021534,0.6663832393321858,0.6893019006903477,0.7192714410959942,0.6277155791940634,0.7508941761278818,0.7833557383358136,0.8538174149325117,0.38874024250397743,0.03878116343490301,1.520831888441305e-08,0.08933717579250713,0.572072072072072,0.7263167199214463,0.9418175613853443,0.9778146399758997,0.021684985780890467,0.7695234500137967,1.0,0.1407766990291263,0.10224438902743152,0.0917705735660848,0.5121951219512193,0.06319702602230487,0.3386689448867821,0.19496064360031473,0.21683420786751206,0.21165809965456636,0.2037266183593963,0.21779861406715098,0.22130184103010514,0.21964287523859766,0.21959751504048722,0.20553013232745307,0.19491877469156405,0.22621140520418084,0.24600357014735263,True
1,1,3,1,0.19100184437374698,0.04775118646992819,0.5,0.4092754673152626,0.0003275656794911426,2.419502282273696e-09,1.1336046667650744e-08,8.644200714263438e-05,0.6250425236643689,1.0,2.541098841762901e-20,0.5017182130584192,0.02745098039215694,0.6074610244988866,0.0005930003712736585,0.0009752360978911549,0.0014977899947328074,0.0030827696196860637,0.001088491357555749,0.002013193399344449,0.003045989244853085,0.006903743557487222,0.5770072218609869,0.6669255660132534,0.6899200187778012,0.7198609326669912,0.6189951214642775,0.740154033057431,0.771946237227124,0.839627318108265,0.44264669035451476,0.022160664819944553,2.2818708446447697e-08,0.11527377521613824,0.5405405405405406,0.7784637244135321,0.9665252243419618,0.9933514652941428,0.02995881121287146,0.7636497652508198,1.0,0.1359223300970875,0.1521197007481297,0.059083061576827176,0.5219512195121949,0.10780669144981404,0.22294571856632478,0.19580054922776338,0.20517399593787022,0.2167674317956687,0.22664527315749075,0.2129485806587024,0.20170481302547635,0.21505451112208326,0.2169324291028313,0.21951726993250756,0.21523210466869894,0.23145802143062408,0.23205240869910973,True
1,1,4,1,0.29281801474956454,0.1188724078297197,0.625,0.6248770939645913,0.0003275727462800276,1.377101423777187e-09,1.4462453586046745e-08,0.00019848435662718348,0.8447562993430576,1.0,1.1858461261560205e-20,0.41237113402061853,0.03137254901960788,0.47487008166295486,0.0008350867982217146,0.001275860475233988,0.001842655206846339,0.005429734725056672,0.0016599883797560797,0.002952549086170084,0.0041234706263909545,0.012999081727878267,0.6001627783361486,0.694658120504298,0.7197572018078141,0.7529911811088672,0.6336675054049923,0.7581938931888514,0.7911466787127897,0.8638334848224479,0.28631851556827814,0.013850415512465367,3.423652508433321e-08,0.1296829971181555,0.445945945945946,0.7678648381565686,0.9413226386324545,0.9883612188222285,0.031321894586496105,0.735864429641709,1.0,0.11165048543689338,0.08229426433915218,0.09921143088225383,0.46829268292682913,0.10037174721189593,0.216179310682019,0.21135232379463748,0.21015824848862852,0.19623767420977573,0.23183645835708813,0.24417727960338353,0.2358752195826893,0.25307325536536407,0.22165469783866587,0.21247396804976468,0.19524284126234537,0.2260358773093137,0.22451236785702125,True
1,1,5,1,0.2840240085681244,0.10434827534287662,0.75,0.6909775867356313,0.0003275735776426294,9.29457397766786e-09,9.373957349460508e-09,1.446671307083712e-05,0.8765516058456579,1.0,1.5246593050577406e-20,0.4467353951890035,0.05098039215686275,0.3771714922048998,0.0009097271288994466,0.002232973941276592,0.003696143649271791,0.007735971881383974,0.0022161215738120544,0.005897103427342759,0.010744063572582585,0.024384224934531552,0.6135969619991981,0.7109231754684271,0.7374103546803819,0.7723588829680381,0.6474788587583673,0.7753023898383211,0.8095651720394434,0.8867414894197606,0.4501476845109904,0.01108033240997229,3.0934339421909205e-08,0.10086455331412097,0.5495495495495495,0.7430140630922596,0.9460568112455219,0.9890518656485691,0.024574989087399787,0.8188117879229593,1.0,0.1310679611650487,0.1296758104738155,0.0685785536159601,0.46829268292682913,0.1226765799256505,0.18149366288123925,0.2580655490596683,0.23151702156307047,0.2354434804214727,0.22750836640048774,0.24628045496884368,0.246044811977681,0.23086569519079134,0.24331901265165917,0.2470188236073433,0.23239747928597873,0.2378627264338972,0.23867347040293796,True
1,1,6,1,0.20395664039301237,0.054267143612508645,0.5,0.6268900838466975,0.00032757106161984554,8.717830037741847e-09,1.2043857160104116e-08,2.1539387659669602e-05,0.7591044411414307,1.0,2.541098841762901e-20,0.429553264604811,0.03137254901960788,0.49231625835189313,0.0008015992350783738,0.0013702116811339859,0.0019265717980793745,0.004879547684657767,0.001633771460412513,0.003229810272078922,0.004470057958074844,0.011675334117074169,0.5935846359979953,0.6868109466951722,0.7113106681547544,0.7436078977895981,0.6326057445707488,0.7569178898456081,0.789793115263639,0.8620064612730745,0.380517278155154,0.030470914127423837,1.520831888441305e-08,0.08645533141210365,0.5585585585585584,0.7555687388463496,0.9456125104826811,0.9749178233104162,0.03680695417015235,0.7220629592588536,1.0,0.11650485436893215,0.09725685785536162,0.08606390999246076,0.4536585365853658,0.0929368029739776,0.22467442664515389,0.20865376953272496,0.179336114353191,0.18906530313971198,0.19390265472859533,0.1972620478897413,0.2102245185498186,0.2052701277962576,0.1784458823292135,0.1919560273193848,0.1792597024897934,0.18087525788998382,0.2075370704973391,True
1,1,7,1,0.19179236350259696,0.04657756034816965,0.625,0.5100763965987214,0.00032756951157662963,4.127332473146649e-09,9.836605752663354e-09,4.15906324364125e-05,0.6989579593868744,1.0,3.218725199566341e-20,0.45704467353951894,0.02745098039215694,0.5588609608654153,0.0006202443399872438,0.0010624794485372322,0.00144204483598189,0.0036455109443111707,0.0012777431900818986,0.002481797026625729,0.0031784883182193443,0.008380860117144595,0.6160972929758572,0.7137559416728965,0.7402707925569533,0.7751545824670552,0.6383836747516398,0.7639990169585196,0.7972889221496605,0.8711111090699785,0.3277456987591969,0.024930747922437643,2.7950623695275496e-08,0.10086455331412097,0.6531531531531531,0.7445080966995169,0.962624446747042,0.9895507146639962,0.012002492429880204,0.7618749495066668,1.0,0.12621359223300974,0.08728179551122195,0.10051793592940728,0.4585365853658534,0.05947955390334564,0.32322388341173636,0.19192187068172029,0.20436727584292488,0.19715176286561792,0.1860063673498722,0.2351019144380699,0.2280899497542571,0.2221037936041025,0.25023395771292045,0.25405842286473146,0.2392542277996398,0.23860517139325335,0.25547429745585454,True
1,1,8,1,0.27673005228301933,0.10431917329681982,0.5,0.5169779176173861,0.00032756628867378177,1.874952881486292e-08,1.2171681603608702e-08,7.185876415466736e-06,0.8688413736088589,1.0,1.8126505071242027e-19,0.3883161512027492,0.043137254901960874,0.3719376391982183,0.0007219627672444969,0.0012856885892779974,0.0022785955799103056,0.006209194921514992,0.0011924273995507734,0.002621426200846386,0.004491809693427293,0.013522390621728442,0.5809402155415906,0.671672921890083,0.695133771663839,0.7261453739601142,0.6201227593778875,0.74159104314187,0.773562660529747,0.842191608644003,0.37701375250547553,0.01939058171745145,4.411739233656614e-08,0.12103746397694518,0.5585585585585584,0.7312722681240243,0.9363405023922153,0.9822837470976679,0.015335811228598437,0.7774461394629852,1.0,0.1310679611650487,0.07730673316708228,0.11571072319201998,0.47804878048780464,0.06691449814126395,0.3059357112673351,0.1998097451067175,0.22188523070153768,0.1880003708378804,0.1901976556945863,0.21991403040883103,0.21690809732017663,0.21801389572879645,0.2131106772208037,0.22149828954273387,0.2086128939714852,0.20679465039566758,0.2138534862431441,True
1,1,9,1,0.22812367348951348,0.07069568642508439,0.5,0.6512957564341663,0.0003275698373707394,1.859718321378179e-08,9.600213672394275e-09,4.69350784630284e-06,0.829070631100888,1.0,1.5246593050577406e-20,0.37113402061855666,0.047058823529411827,0.33750439573320834,0.0010536711803528218,0.001797903460195172,0.002876921191852747,0.0075926842575784635,0.0013282069348968945,0.0026802054375421338,0.0041020930207473294,0.012263976820706004,0.567475736915688,0.6555729295166706,0.677830164221997,0.7074322514108704,0.5883248257983592,0.7025086330760644,0.731945080430876,0.7908138016953363,0.2510403217095081,0.036011080332409934,5.403862791174815e-08,0.13256484149855904,0.49999999999999983,0.7533613387433772,0.9489495366842333,0.9906845059788713,0.022295678723606535,0.7968321956831927,1.0,0.11165048543689338,0.07481296758104741,0.10884553322575913,0.4585365853658534,0.05947955390334564,0.32322388341173636,0.26646735751750295,0.2506031380653479,0.22417647912378003,0.24096883071328232,0.2655713603716061,0.2589591756111887,0.2533352204483996,0.23602467441426275,0.23487461174707314,0.23543082661235165,0.22501875701839627,0.2621417993394146,True
