fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,optimal_budget
1,1,0,1,0.2191442334155183,0.06437388290494604,0.5714285714285714,0.6771865858677136,0.014648843427689013,6.430022143677742e-09,7.737074548590029e-09,0.0002751700743877137,0.8610642254577038,0.9999999999999999,2.795208725939191e-20,0.4489795918367348,0.045918367346938924,0.4037514966076892,0.002689240354945539,0.0033273455314491228,0.004409238760549761,0.010743603058818,0.0037630658752133474,0.005848716041560577,0.007722407199698263,0.020532140534701197,0.4739607870205157,0.564048886274866,0.5584734211101418,0.6220524379571802,0.5765607583426181,0.7228641507975894,0.7123313444932939,0.801960956824634,0.36008191377663157,0.04999999999999996,7.43573735434741e-08,0.0360655737704918,0.46540880503144655,0.7530967096091072,0.9025439202249352,0.9777505304795795,0.04172988267947311,0.7771394812681572,1.0,0.1503267973856211,0.09061488673139158,0.13001931278667417,0.49315068493150677,0.09278350515463914,0.19721549636803873,False
1,1,1,1,0.19847343119572855,0.048147590923426624,0.2857142857142857,0.7881702532910037,0.014648843535927604,5.339801729280862e-10,6.098188979641792e-09,0.003186719581833483,0.8598099191859717,0.9999999999999999,6.3527471044072525e-21,0.39285714285714296,0.03571428571428571,0.42675491109041724,0.00488544233482206,0.007498906038964794,0.00861026518412703,0.015073042609601713,0.005789863869276639,0.010569640978224206,0.01280150848209554,0.025769965300483647,0.5091154176579855,0.6063867693249235,0.6003245822453077,0.6683507529873187,0.5752639793589458,0.7216187629918163,0.7111149359953701,0.8003520403766846,0.4122732821027466,0.038888888888888876,9.659802059918584e-08,0.019672131147541017,0.5031446540880503,0.7664886776041344,0.9155250689529952,0.9757273282089729,0.04164695269446572,0.8134163053305937,1.0,0.1503267973856211,0.14239482200647247,0.08337893296853627,0.4863013698630138,0.17525773195876282,0.11210653753026636,False
1,1,2,1,0.2040197689385121,0.05528885099622267,0.2857142857142857,0.6306581392008597,0.014648838405298495,1.5186641523308787e-08,6.460175563455162e-09,5.6132632932282076e-05,0.8188746560253136,0.9999999999999999,8.893845946170154e-21,0.27040816326530603,0.06632653061224499,0.19825432722865208,0.009775052607935375,0.013408184761873816,0.01783359265041894,0.03218373459669539,0.008603064473020871,0.012628358139742465,0.017215932892437957,0.03444520591300337,0.43786038750252027,0.5219299740805701,0.5181010672521857,0.5801752546867066,0.46294450717770086,0.5786548123268915,0.5700521454162562,0.6380550770887102,0.29180824337194444,0.02499999999999998,2.853315183133318e-07,0.09180327868852463,0.49056603773584906,0.8019898528684006,0.9269496359489271,0.9823245333028441,0.02597096554192191,0.7632699474912032,1.0,0.1503267973856211,0.12944983818770228,0.09199726402188785,0.49999999999999994,0.056701030927835,0.28665432274604746,False
1,1,3,1,0.2081299420904338,0.054994024449322526,0.42857142857142855,0.3590498905875758,0.014648837243394738,1.1744282981892904e-08,5.7311581986292725e-09,7.483614604025148e-05,0.7405767440885916,0.9999999999999999,4.235164736271502e-21,0.3112244897959184,0.07653061224489803,0.19672076626313692,0.005233718189849957,0.007503232702232589,0.009078755755435356,0.01885525343146479,0.006314164245001511,0.010443603822598966,0.012965984001679741,0.029569738100573388,0.5204560783000953,0.6197314772270357,0.6136567908742839,0.6840910271798091,0.5746458870543936,0.7206654525506194,0.7102255641581133,0.7999611152339469,0.40011986652614806,0.030555555555555475,9.414288547086432e-08,0.022950819672131167,0.5157232704402518,0.7999060567520038,0.9335527544367557,0.9784161399488882,0.024565201739444237,0.7608725212489731,1.0,0.18954248366013077,0.09061488673139158,0.15500523054639093,0.5205479452054795,0.09793814432989695,0.1976755447941889,False
1,1,4,1,0.27682658882338523,0.10746644993927042,0.5714285714285714,0.4085101877753425,0.014648840709592229,1.597683936097086e-09,5.5342390692751126e-09,0.0009293035350124556,0.7121926435401925,0.9999999999999999,8.893845946170154e-21,0.4948979591836736,0.025510204081632678,0.630105095117733,0.0035431852992372885,0.005643559416133965,0.0074955932355596,0.01657308802856756,0.003345182746957321,0.006553871576814762,0.009225144309208884,0.022072568826596254,0.4947693118596672,0.5892498389299449,0.5836296608529954,0.650745385760265,0.5442570414221832,0.6821710310028604,0.6721007490879034,0.7553224933296365,0.43857771156429526,0.01944444444444439,1.389157642064112e-07,0.042622950819672184,0.5220125786163522,0.814221834203205,0.9293578379654746,0.9859250168482079,0.0507010621943603,0.7557315966980478,1.0,0.15686274509803924,0.09061488673139158,0.13418363241329365,0.5273972602739727,0.041237113402061945,0.36644759598754767,False
1,1,5,1,0.3070761674449336,0.117123840514439,0.7142857142857142,0.6952893705543218,0.014648844222592486,4.068985457153038e-09,7.123361740498716e-09,0.0004316215479758931,0.8965999079216731,0.9999999999999999,1.4399560103323106e-20,0.3112244897959184,0.025510204081632678,0.43135559398696294,0.00330781074977096,0.004735785848910009,0.006553530818850293,0.015859796033615918,0.004642100039024996,0.007502376984541535,0.010230135349830539,0.02766054719866906,0.5419866355791869,0.6451540158593746,0.6388632130874057,0.711857780500618,0.5942359621417421,0.7453900062252503,0.7348250647014675,0.8285616007123913,0.25174440769240825,0.02499999999999998,7.636178701150906e-08,0.016393442622950782,0.4528301886792453,0.7874231237089586,0.9422344809437135,0.9917152507430109,0.03062578366465421,0.8175452434845409,1.0,0.1503267973856211,0.08414239482200647,0.13912876196990423,0.49999999999999994,0.08247422680412371,0.2187541272287035,False
1,1,6,1,0.2193384696066709,0.05964772718236877,0.5714285714285714,0.6195099618421126,0.01464884281855232,1.2481378311442156e-09,7.596633131890157e-09,0.0016549617515500066,0.7500465144713866,0.9999999999999999,1.4399560103323106e-20,0.38775510204081637,0.05102040816326535,0.33014057026295945,0.005591598730603633,0.008007381135288552,0.010192973374636437,0.01973915947547535,0.00576460868525481,0.010243771019669596,0.013352250404615811,0.029020301870690168,0.5166235741827496,0.6152082656878081,0.6093624198173911,0.6792517404425191,0.5622323425838404,0.7050522362115466,0.6948557872850758,0.7820204098867767,0.4179032398772795,0.030555555555555475,1.0176369963178245e-07,0.019672131147541017,0.5471698113207549,0.8074029724421985,0.9290180492176454,0.9773661843399253,0.05786823584795281,0.7574154939994999,1.0,0.16339869281045766,0.12297734627831718,0.10332980972515857,0.5136986301369864,0.1443298969072165,0.14052129326306798,False
1,1,7,1,0.16529119819334054,0.02993387816066791,0.2857142857142857,0.43105673083014945,0.014648838981911019,4.319646629943451e-11,5.703113056768006e-09,0.03580494677056385,0.6855569882433687,0.9999999999999999,2.456395547037471e-20,0.45918367346938777,0.07142857142857142,0.29333510709059457,0.004882811778504627,0.007803521783084162,0.009045896096258478,0.016827763043852733,0.00604237440232862,0.01158378767955322,0.01382023781514499,0.029298980385497202,0.5308543758695761,0.632280224324647,0.6259676361524915,0.6971293603345834,0.5869466987179994,0.7365313137739441,0.7259168461235266,0.8178571378977841,0.4179837892303284,0.027777777777777776,1.1892953190800784e-07,0.03278688524590159,0.5031446540880503,0.8287302294851226,0.9527529031719559,0.9936728999556745,0.0356993438503726,0.7587603019960822,1.0,0.16339869281045766,0.13592233009708737,0.09340800273597813,0.5136986301369864,0.1185567010309278,0.16683643650329805,False
1,1,8,1,0.2750965626654728,0.10192285132670496,0.42857142857142855,0.6633196719108286,0.014648833361265464,3.073464827471979e-09,8.68665830994702e-09,0.0007303838765251132,0.849059279805567,0.9999999999999999,7.199780051661553e-21,0.4234693877551022,0.056122448979591955,0.3312907409870959,0.00736551491679599,0.012489497904320378,0.015821533963017668,0.02934491512486051,0.00829179971248649,0.016949625734436504,0.02227003555368541,0.047455724455116845,0.5103660057492967,0.6085471212370924,0.6031041815769053,0.6734251391321744,0.5693503327002107,0.7147813459405484,0.7048861410083436,0.7949750649293067,0.4045655630081606,0.04444444444444434,1.8927916927245091e-07,0.016393442622950782,0.5094339622641509,0.8221059347643269,0.9411185694580271,0.9830478167344885,0.04019086237908587,0.7733730659013183,1.0,0.15686274509803924,0.14239482200647247,0.0862106703146375,0.49315068493150677,0.10824742268041238,0.1739574926015604,False
1,1,9,1,0.2921734311246742,0.10224253289789784,0.7142857142857142,0.7219651603927232,0.014648843217700179,1.465165742945071e-08,8.288208937494883e-09,9.442611926003958e-05,0.8859010584827861,0.9999999999999999,7.199780051661553e-21,0.30102040816326536,0.07653061224489803,0.19119994678728217,0.004468241887404337,0.007792277790866708,0.010965352512192127,0.027132502490872658,0.005889221785388507,0.012179487288384729,0.017626977209415605,0.04982229064900146,0.536563971303823,0.6391827256443878,0.6333063129583532,0.7074769041599827,0.5936630138711128,0.7451588190857853,0.7349833772064248,0.8306081592868693,0.2530656141842782,0.013888888888888895,5.541467481316121e-07,0.06557377049180324,0.44654088050314467,0.7692434311607106,0.9273503680002271,0.9876694059343067,0.04902624773842018,0.8043072863852412,1.0,0.1503267973856211,0.03883495145631069,0.25957592339261293,0.4863013698630138,0.06701030927835044,0.2493946731234867,False
