fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1.0,0.0,1,0.22094709178687227,0.06430688273667078,0.6666666666666666,0.6719781944093957,0.015266775947124589,6.713609900960039e-09,7.6857684269682e-09,0.0006786275133670865,0.8581412004535673,0.9999999999999961,6.581362194726112e-13,0.9999999999999998,0.11999999999999998,0.09487804878048789,0.13306542091573015,0.4846005774783447,0.10870835768556399,0.21051496758156443,0.41174318639107377,0.07445008460236881,0.21283508609572505,0.004966892228118717,0.007383742868166414,0.010325977247285695,0.021357562105062903,0.006238311306533357,0.012781347098262065,0.017108251298739465,0.0390940449549607,0.4493176139910715,0.5581425981274402,0.5519517781439767,0.6132241046563003,0.540746607474379,0.7146395244596668,0.6939592565863484,0.7773479022360611,0.23260850837605607,0.04010695187165775,9.187041000997113e-08,0.03797468354430371,0.31932773109243695,0.8178466792484409,0.8761350455773178,0.9791945780912845,0.02958629381700384,0.78566319849887,1e-12,1e-12,1e-12,1e-12,1e-12,0.2092264476611181
1,1.0,1.0,1,0.19990490752376527,0.04771358050469369,0.33333333333333337,0.7837746196269585,0.015266775933656131,6.214403797435211e-10,6.079673479306975e-09,0.007167772721615446,0.8568705807754569,0.9999999999999941,4.5341251674708375e-13,0.9999999999999984,0.11999999999999998,0.16292682926829277,0.07691331928435494,0.4629451395572665,0.10870835768556399,0.20192987588497419,0.3565026522773004,0.03929310020680579,0.3240638303528632,0.007627869917034736,0.011464292267367546,0.01414669997381214,0.021709597402860614,0.009328602929852037,0.017175196252250634,0.020432144937245295,0.03423846704057773,0.48558787111958623,0.6033705913435705,0.59659691319003,0.661608765462617,0.5433585451189732,0.7179905692024373,0.6971107052784081,0.7790667361196565,0.37506630530732,0.029411764705882276,1.296406851123241e-07,0.034810126582278514,0.41176470588235303,0.8312059216472114,0.892443989946418,0.977218237226632,0.05450804267696846,0.8211613500445321,1e-12,1e-12,1e-12,1e-12,1e-12,0.0324770228037409
1,1.0,2.0,1,0.20751706028178318,0.055953895941052156,0.33333333333333337,0.6209483260154179,0.015266770904621111,1.5166654640304142e-08,6.344515355766701e-09,0.0001306076408982117,0.8151862645344857,0.9999999999999912,1.268746250367072e-12,0.9999999999999964,0.11999999999999998,0.08731707317073174,0.14376105932170632,0.5062560153994226,0.05415936099746742,0.3735568078107009,0.23102249862813257,0.0785862004136116,0.11672793930424184,0.01342709755835348,0.01995729584394594,0.027216057908537174,0.05467256530862248,0.011388989935289742,0.01975652485741446,0.025858276958703536,0.05746630809793553,0.41698661349810295,0.5191907907546848,0.515223055401971,0.5787685639965068,0.42824806539627225,0.5682798701670274,0.548856237771322,0.6206108764630305,0.41404133987335956,0.04278074866310151,5.243412349862182e-07,0.1139240506329114,0.4369747899159666,0.868929982697211,0.9069025953029517,0.9828067204175019,0.029810588564977758,0.7582016382744754,1e-12,1e-12,1e-12,1e-12,1e-12,0.2091192853421256
1,1.0,3.0,1,0.20998544601480046,0.05481618646132557,0.5,0.356891992748801,0.015266769867390515,1.1305776732301829e-08,5.68504552729421e-09,0.00019732189752875632,0.739576677174106,0.9999999999999895,2.8265498377603266e-12,0.9999999999999976,0.1492682926829268,0.11756097560975617,0.12390417789288977,0.5206929740134747,0.07247223845704266,0.3111457090761061,0.29559173221145063,0.03365294228238392,0.3099548063716235,0.009243076880030085,0.011991551453804086,0.017370855796523664,0.034045380505450355,0.011235355292340604,0.01726073652279826,0.023688465085466803,0.050535632721638635,0.49700322029261323,0.6170716860665946,0.6109640528461384,0.6803317122450214,0.5427070767388369,0.7165660189951393,0.6963849325050125,0.7806984733938961,0.3087579172298589,0.0267379679144385,4.057987175557481e-07,0.03797468354430371,0.5042016806722689,0.8648762853550249,0.9154515648572243,0.9797904037421332,0.034956266431491134,0.7502190369298504,1e-12,1e-12,1e-12,1e-12,1e-12,0.0228688948838623
1,1.0,4.0,1,0.2809111569884183,0.1089832386073008,0.6666666666666666,0.40484338569074435,0.015266773236216379,2.0745055383561445e-09,5.4225636060921065e-09,0.0018167962520370187,0.7127702453596552,0.9999999999999847,3.0637632323715983e-12,0.9999999999999977,0.14195121951219508,0.057073170731707326,0.22925847265555438,0.5279114533205007,0.10247418663549572,0.23931235429585038,0.4949698189134809,0.04493325813122768,0.39202860747274143,0.007571654495053489,0.011237407276166601,0.015831262674921295,0.03555802281557706,0.00664705423371166,0.013918601852455522,0.01764646734622348,0.04509154587202991,0.47148133651480406,0.58586130170202,0.579919828071896,0.6471152614630169,0.5026225320034591,0.6652830933545875,0.6445636446325742,0.7243723439308931,0.44254502933424633,0.018716577540106902,1.049255971521688e-07,0.05696202531645565,0.47058823529411775,0.8801988360093898,0.9102298681359222,0.9867423418050949,0.05527924865770706,0.7497237572310711,1e-12,1e-12,1e-12,1e-12,1e-12,0.0825651467106922
1,1.0,5.0,1,0.3097418305106295,0.11734755767786527,0.8333333333333334,0.6916910846440116,0.015266776617665855,4.229426669661133e-09,7.0649223359782885e-09,0.001080229080422423,0.8952989377361991,0.9999999999999915,3.866758594496837e-12,0.9999999999999991,0.11999999999999998,0.0909756097560976,0.1384013296082439,0.47016361886429253,0.07227742061172808,0.28462131951885267,0.33747942198646436,0.07933822147020114,0.165394953595913,0.00662698452904288,0.009210843224022422,0.013651047878716368,0.030572480626028936,0.008251451285832961,0.014530962301420744,0.019691170373093262,0.04883187279876845,0.5184397979623535,0.6437272701206829,0.6370010925118772,0.7092658485385115,0.5636081940817264,0.7441120086224116,0.7235228262448621,0.8109663880538412,0.2592388794234073,0.02139037433155075,1.6849056329950706e-07,0.025316455696202472,0.40336134453781525,0.85144841741488,0.9267397358371456,0.9922686540960528,0.031334665315900095,0.8171204052647733,1e-12,1e-12,1e-12,1e-12,1e-12,0.0218930337662287
1,1.0,6.0,1,0.2213420600220486,0.05945794757272419,0.5,0.6141334127292916,0.015266775207654983,9.337188993006997e-10,7.535810745178805e-09,0.005863749169277,0.7461996674002698,0.9999999999999879,2.9313844849220526e-12,0.9999999999999976,0.13463414634146337,0.15158536585365862,0.08947054032428274,0.5279114533205007,0.07851159166179633,0.2964188789406553,0.3769892079751236,0.07369806354577926,0.1976142418124922,0.009135621529985547,0.013450499842076044,0.018119751577077875,0.030398750178966455,0.009438212492912315,0.017981956282958872,0.02268066292497054,0.04111291420548239,0.4933476697208483,0.6130349451006205,0.6067645533113085,0.6743018986805539,0.5286460898333754,0.6990323725279547,0.6785364979209776,0.7593130039785929,0.29391455000014743,0.029411764705882276,1.3664328884726334e-07,0.03797468354430371,0.41176470588235303,0.8728959785415127,0.9098147054497441,0.9787704472227077,0.06058854242348216,0.7529859681527189,1e-12,1e-12,1e-12,1e-12,1e-12,0.0496549145333008
1,1.0,7.0,1,0.16592211301606224,0.02913341996971982,0.16666666666666666,0.4276690771048017,0.015266771401983355,3.092793768885733e-10,5.61505885125558e-09,0.013240723813802185,0.6830699721798631,0.9999999999999807,1.056425534548609e-12,0.9999999999999971,0.11999999999999998,0.13268292682926833,0.09563068649481332,0.4846005774783447,0.06643288525228916,0.311258633893357,0.4993597951344433,0.0680579056213574,0.27803419475408797,0.009258545755886917,0.013105994502420617,0.015954391445739895,0.027209916913176934,0.010409221214079743,0.01878336966773044,0.021441722190057716,0.0395544391349033,0.5073068066287671,0.6301602281868494,0.6231479381151819,0.6922621166149301,0.5471006870655915,0.7228517428105491,0.701853990212542,0.7851204117995358,0.31783582041524894,0.024064171122994638,8.031107193391676e-08,0.025316455696202472,0.48739495798319354,0.8937974351847575,0.9401567402715589,0.9940736820279172,0.04536095976703036,0.755939926002279,1e-12,1e-12,1e-12,1e-12,1e-12,0.0257919181380826
1,1.0,8.0,1,0.2778296453398038,0.10242321736436218,0.5,0.6577322846569331,0.015266765816266943,3.1001688316964048e-09,8.631094303613664e-09,0.0019080858761614744,0.846831058533647,0.9999999999999946,1.7390819314407491e-12,0.9999999999999986,0.13463414634146337,0.0986585365853659,0.13740656610786592,0.4846005774783447,0.15098383011883898,0.15678501221527502,0.42820559721968177,0.05677758977251364,0.28257760477154914,0.013168995591230137,0.01949207009926309,0.023827534154809107,0.043592416315587176,0.014624940006668715,0.02723394427786389,0.030899866630363357,0.06182708448109269,0.48793109158943315,0.6067432865327504,0.6004431161703029,0.6695126763902998,0.5325690555747753,0.7044814399668824,0.6838175795119911,0.7674699450316106,0.5732982112646401,0.04010695187165775,3.138037573683189e-07,0.01265822784810125,0.5462184873949583,0.8876421343114318,0.9246879022361807,0.9841343176009838,0.056695340445959086,0.752738284061516,1e-12,1e-12,1e-12,1e-12,1e-12,0.005652242315518
1,1.0,9.0,1,0.29455950754167043,0.10215652050174907,0.8333333333333334,0.7176619626730752,0.015266775595588079,1.471980831208656e-08,8.274381502250902e-09,0.0002359416381006957,0.884155360156705,0.9999999999999922,2.959723740777239e-12,0.9999999999999989,0.11999999999999998,0.06841463414634148,0.17863814108032455,0.4846005774783447,0.2294954217806352,0.10341206651919355,0.2483994878361076,0.03440496333897347,0.26358630936306265,0.012471020310920997,0.019313731251937548,0.025306666048732798,0.05077089205581277,0.01683676662844983,0.03184765675914034,0.03899364928649699,0.08668743496818919,0.5146157283519855,0.6398819064783839,0.6336242130939146,0.7076442375917206,0.5675508910334948,0.7500055556868899,0.7298779972844378,0.8202124131577917,0.45988866437449727,0.0267379679144385,3.8548815214648414e-07,0.04430379746835439,0.4453781512605042,0.8333915440450845,0.9075535568712796,0.9885417851500282,0.05033195152198788,0.7928429300928934,1e-12,1e-12,1e-12,1e-12,1e-12,0.127194832497048
