fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,best_precision_t+0,best_precision_t+1,best_precision_t+2,best_precision_t+3,best_precision_t+4,best_precision_t+5,best_precision_t+6,best_precision_t+7,best_precision_t+8,best_precision_t+9,best_precision_t+10,best_precision_t+11,best_precision_t+12,best_precision_t+13,best_precision_t+14,best_precision_t+15,best_precision_t+16,best_precision_t+17,best_precision_t+18
1,1.0,0.0,1,0.310003773723386,0.0695647292564498,0.5,0.5905717268972532,0.0230102101128368,1.003859558189716e-08,6.480345871739682e-09,0.0001485245766421,0.8134213895791997,0.999999999999992,8.997658778524091e-13,0.9999999999999992,0.3045977011494253,0.0345528455284553,0.2201674404249025,0.7620320855614973,0.0285714285714286,0.7739086196716956,0.2314285714285713,0.131578947368421,0.1036103896103896,0.098816161561248,0.1463494915540968,0.1480904585240872,0.1094643454510806,0.0739139351723411,0.1395837080870834,0.1416042722945089,0.1427161257805309,0.2878524963207933,0.348931359412415,0.3252011990975801,0.3369801744374215,0.2286955925464999,0.3143107590473296,0.3364925050958217,0.3414662285539471,0.5426451473347664,0.0507614213197969,2.308944421672787e-07,0.072072072072072,0.4234062797335873,0.8248316377162558,0.7720622403774238,0.9544375030011444,0.1512636570221374,0.6454585627514726,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,1.0,1,0.2835187798811457,0.0445274938155915,0.25,0.7051966537236212,0.0230102080521435,2.98307058291494e-09,5.544053375585899e-09,0.0005394169458957,0.8052040004124572,0.99999999999999,5.430970174177387e-13,0.9999999999999968,0.3045977011494253,0.0558943089430895,0.1460657039946896,0.5053475935828879,0.1105590062111802,0.2148681562699916,0.0885714285714286,0.0623268698060941,0.0925974025974025,0.1545599415872525,0.2148444547486156,0.1881758976206909,0.1834971635252641,0.1428934843554537,0.2015165583943864,0.2005055794810659,0.22508400031251,0.401929715700449,0.4905266965247299,0.4563233521707208,0.5019565610260994,0.3405383926285175,0.4445064516795083,0.4806041388800752,0.5228256020522036,0.5698437679925443,0.0126903553299492,2.064315431883871e-07,0.0540540540540539,0.3273073263558517,0.8340351599544044,0.7899402051792608,0.9425572246864956,0.2589066513512373,0.6960860355221462,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,2.0,1,0.3244251804861535,0.0696772993076227,0.25,0.4961529392882729,0.0230102043671317,1.5141639296633812e-08,5.459973289256776e-09,5.8886902041150215e-05,0.7863123267378586,0.9999999999999858,2.498236738464853e-12,0.9999999999999968,0.3045977011494253,0.065040650406504,0.1271826360240562,0.6149732620320855,0.1701863354037267,0.1693012939763407,0.5599999999999999,0.149584487534626,0.2323546019198193,0.131696655839093,0.2300691789233968,0.231415575377952,0.2712618415548168,0.0913160999333126,0.211443613320681,0.2414535248909333,0.2711073947692224,0.3419052918189663,0.4446585906726348,0.4248495078791999,0.4936336467115713,0.2691123540405399,0.3999872823057761,0.4474101198888101,0.4868859006836205,0.6719299593879104,0.0304568527918782,3.986783390002824e-07,0.087087087087087,0.2552331113225501,0.8555761078240823,0.8248037876136864,0.9567987771289062,0.124113592580834,0.5666052516313353,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,3.0,1,0.3012744212361661,0.0568701215472432,0.25,0.3867473408511472,0.0230102055349943,3.085805954229712e-09,4.976420320857171e-09,0.0004639344320274,0.7563591434427127,0.9999999999999826,4.5084208989774186e-12,0.9999999999999952,0.3045977011494253,0.0782520325203253,0.1068043570519167,0.5588235294117646,0.0422360248447206,0.4823306524857088,0.3957142857142857,0.0886426592797783,0.2601720088422215,0.1075701940252505,0.1691109012319529,0.1579432363595675,0.1406562242690138,0.0805200337466936,0.1452417279612727,0.1613041234133884,0.1743250586450262,0.3701832838108198,0.4585216822944629,0.4320693897630824,0.4702211114851551,0.2971210102535264,0.4087603928101609,0.4534372600740117,0.4858073294466444,0.4760867286321368,0.0101522842639593,1.910591846182681e-07,0.09009009009009,0.2071836346336821,0.8780672582975958,0.8257088813548332,0.95602611054903,0.1826190069648244,0.5576666774563379,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,4.0,1,0.4092403762036033,0.1461324142633835,0.5,0.3659537202007885,0.0230102074961922,9.777695763830436e-09,4.003538108587137e-09,7.737137535446752e-05,0.7439599214104974,0.9999999999999762,4.707993945122558e-12,0.9999999999999958,0.5344827586206898,0.0762195121951219,0.1504747322609904,0.6898395721925135,0.0645962732919255,0.4238288623859764,0.5657142857142856,0.1745152354570637,0.2017565767565766,0.1034176438503174,0.2043934587673583,0.2056871256081349,0.2510607056158803,0.0799619448625386,0.1969291743010487,0.2110970035608916,0.2948075073290454,0.3428713679276353,0.4503976032547559,0.4309486783506454,0.5044780851673754,0.2811505020567489,0.4174694908278236,0.4583562383623619,0.5361731032628718,0.6820470412564976,0.0152284263959391,2.396166412474421e-07,0.087087087087087,0.4714557564224548,0.9151880627307248,0.8544423578524096,0.9742042151706936,0.1302088225196259,0.5456308909060186,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,5.0,1,0.3992038613097499,0.1224523281419931,0.5,0.6572394626249902,0.0230102088109457,6.699964452969043e-09,5.656815406457631e-09,0.0002137191405551,0.8883542062521845,0.9999999999999885,6.267111389037221e-12,0.9999999999999988,0.3045977011494253,0.0670731707317073,0.1235937488366552,0.7245989304812834,0.0683229813664596,0.422907362774279,0.3285714285714285,0.074792243767313,0.2491883116883116,0.1051625956857941,0.1305402462653416,0.1438179257733156,0.1255407266028786,0.0764281627440703,0.1298011641758223,0.1603399487645335,0.1898261200725074,0.4036108302593305,0.4811345212256994,0.469871819256247,0.5127097400829526,0.3323631990477241,0.4553952654846721,0.5140951863105849,0.5648272454742269,0.5732671975879402,0.0050761421319797,1.6932593832730365e-07,0.048048048048048,0.2552331113225501,0.8303057940290229,0.8714766583102715,0.9856815379019286,0.0786503011548396,0.7159718446339236,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,6.0,1,0.3122083004618832,0.0599390766522328,0.25,0.5483271674298971,0.0230102072661362,6.5258177093916836e-09,5.987598212701546e-09,0.0002362752088705,0.686256624761144,0.9999999999999816,4.827728774270423e-12,0.999999999999996,0.3045977011494253,0.065040650406504,0.1271826360240562,0.5855614973262031,0.146583850931677,0.1872039730902317,0.3014285714285715,0.074792243767313,0.2297271181199753,0.0896036190827694,0.1930379654464777,0.2065687594434842,0.2070315775302343,0.0665013965239029,0.172790394641895,0.2167137319635038,0.2571247102619561,0.3668436716400876,0.4805684609982295,0.4698624793649876,0.5184051864397742,0.2997681836297137,0.4397758283738379,0.5018820118383166,0.556019529317872,0.7223525345517023,0.0279187817258883,2.859969564124655e-07,0.072072072072072,0.447431018078021,0.8902976527827998,0.8485056003713023,0.9575569290136212,0.1874431851800097,0.5660478899682994,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,7.0,1,0.2368394203440812,0.0184146256463217,0.25,0.3584003029030939,0.0230102032968325,3.742162550046602e-09,3.9761260382895776e-09,0.000291750383674,0.6368970440587799,0.999999999999968,1.6566443803925229e-12,0.9999999999999944,0.3045977011494253,0.0436991869918699,0.1812190883928499,0.8181818181818183,0.1577639751552795,0.2314586522691943,0.2814285714285713,0.0886426592797783,0.1869473611494888,0.0784846466410347,0.1500426160205119,0.1655639153206974,0.14536467710366,0.0514685964227778,0.1417739828549678,0.1529613929272892,0.1671812373292769,0.3673423321227423,0.4643252056346862,0.4539943298493781,0.4923102033624026,0.2785495515489578,0.4074039578292151,0.4493666986868798,0.4821663655752389,0.3612800814914823,0.0228426395939086,1.190603798739229e-07,0.057057057057057,0.231208372978116,0.9220974046511587,0.884432564591334,0.9857454541388392,0.1804105885946139,0.5166502526549858,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,8.0,1,0.3734573213437931,0.114824097302822,0.25,0.5855742361498761,0.023010199312157,4.047808863876103e-09,7.115643518583341e-09,0.0005000325141732,0.8227661141328197,0.9999999999999912,2.927882788037665e-12,0.999999999999998,0.3620689655172415,0.0203252032520325,0.3562031404724855,0.6684491978609629,0.1105590062111802,0.2683606555131351,0.3114285714285714,0.1343490304709141,0.1390990898864914,0.1683238552986665,0.198405720234789,0.2042614106297305,0.1904124431536424,0.1355955297624061,0.1919740300386191,0.2352851416667584,0.2419101860293199,0.3985180783946786,0.4661630138750958,0.450334097742988,0.4886010297502542,0.3360353464914977,0.4395421073594201,0.5004715751343746,0.533523393210392,0.698163635889387,0.0304568527918782,2.226034983348048e-07,0.0510510510510509,0.3993815413891532,0.9125954330841268,0.8608592819499483,0.9641681159373156,0.2215448658753131,0.6705621603673382,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1.0,9.0,1,0.3806762072671207,0.1017226258806626,0.5,0.6618328739093273,0.0230102075254131,1.4175813462138232e-08,7.726116677338067e-09,0.0001151447255133,0.8574883380784868,0.9999999999999892,4.71353680506258e-12,0.9999999999999988,0.3045977011494253,0.0782520325203253,0.1068043570519167,0.6711229946524064,0.0695652173913044,0.392132527298207,0.4414285714285713,0.0844875346260388,0.3007171400028542,0.1030181122149549,0.141835883809849,0.1264814362769548,0.093506268386405,0.0827835919167559,0.1414653617073391,0.1438755236024735,0.155135961333346,0.3995640760231005,0.4832379204542221,0.456573179214681,0.4915015170088279,0.3387598006732316,0.4651264994711275,0.5112632041652813,0.5527256311433566,0.5175638197101207,0.0101522842639593,2.308944421672787e-07,0.048048048048048,0.231208372978116,0.7984485612566931,0.865827758656236,0.9811560869017226,0.1133565417848092,0.6849113457874723,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
