fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,6.347426909645689,51.149384417908394,6,0.6929757831121399,100.8453638477903,0.7088463764920425,5.340094805510946,7.533500886240184,0.8698773986978243,0.9999999999999927,1.0000001478193206,0.9999999999999988,0.10625,0.0775,1.3709677419354838,0.26125,0.065,4.019230769230769,0.40374999999999994,0.0475,8.499999999999998,2.9748778266742004e-05,3.629916814124265e-05,4.735555808988039e-05,0.00016695977061941864,0.00043131697898407827,0.0005158661857359189,0.000663917444729491,0.002166014483136448,-0.8845439898132921,-0.8845381955329249,-0.8845284153786991,-0.8844226170439785,-0.061838092296957935,-0.061832861679252955,-0.0618237025213343,-0.06173077562508615,0.5861644589418458,0.7737737737737733,4.391800892596086e-05,-2.5955955955955954,0.5125313283208021,0.9407930002263062,0.9347518824938253,0.988642560323099,0.1394057360471503,-0.10452653053855725
1,1.0,1.0,1,5.810525373962579,39.26054013377056,8,0.8017264642353172,101.50442703052259,0.024523905247725568,4.208176533221694,171.59487816941288,0.868495145874477,0.9999999999999912,1.0000001238198006,0.9999999999999977,0.07874999999999999,0.08499999999999999,0.926470588235294,0.2525,0.042499999999999996,5.9411764705882355,0.39249999999999996,0.041249999999999995,9.515151515151516,7.5689565045664334e-06,7.5689565045664334e-06,1.0628396079738415e-05,4.440713330131101e-05,0.000115504372882405,0.000115504372882405,0.0001607752827697973,0.0006223451284103736,-0.7713393289182315,-0.7713393289182315,-0.7713369690343008,-0.771310913968591,-0.04896958199121065,-0.04896958199121065,-0.048967364837586166,-0.04894475934415205,0.5512303778022012,0.7077077077077075,1.0617591834829991e-05,-2.441441441441442,0.46115288220551376,0.9472349719424817,0.9404944071716543,0.9878967699332395,0.22329002636433917,-0.09506075281662102
1,1.0,2.0,1,5.804398504883646,42.31914550801175,7,0.6613736178251537,94.8995687041668,1.9769858459737195,4.6485974797817535,2.3513559741709695,0.8311003774798897,0.999999999999989,1.0000002087708584,0.9999999999999962,0.09875,0.06,1.6458333333333335,0.2575,0.042499999999999996,6.058823529411765,0.3675,0.05,7.35,1.3801666738428918e-05,1.728748948642153e-05,2.4890104847859995e-05,0.00013200244873393674,8.344755961147304e-05,0.00010263187086098757,0.00014514338370202862,0.0006703925528882631,-1.064961952056996,-1.0649582397371615,-1.064950143129319,-1.064836070984099,-0.17671746011843123,-0.17671406963274533,-0.17670655647921593,-0.1766137280338008,0.5579782583225901,0.6196196196196196,2.052637752709252e-05,-2.023023023023023,0.5037593984962406,0.9610990000682781,0.9455553733269636,0.9915970733221839,0.11855257179303219,-0.1126182614195123
1,1.0,3.0,1,6.040946304922961,44.029710833504915,9,0.3638958645009919,92.84533243940207,1.530690850175885,4.043854445336015,2.6418492309347466,0.7433668065192952,0.9999999999999869,1.000000392255041,0.9999999999999968,0.11875,0.06875,1.727272727272727,0.27749999999999997,0.06499999999999999,4.269230769230769,0.3875,0.0425,9.117647058823529,1.597031343626148e-05,2.3200231727172066e-05,4.066776866137683e-05,0.00017886470966344619,0.00014811258093843312,0.0002180812272453317,0.0003741950112836444,0.0015263446442927255,-0.7272972012425839,-0.7272919428592677,-0.7272792385656512,-0.7271787267120343,-0.07637455727801443,-0.07636921266202452,-0.07635728777465775,-0.07626927982143357,0.5825182128155922,0.7297297297297298,0.00013400688963639506,-2.5295295295295293,0.5263157894736842,0.9624773788494972,0.9484503028238128,0.9889976478427445,0.12656806491201142,-0.11257393481202843
1,1.0,4.0,1,7.743744397073541,81.25114735382911,7,0.4183475275881887,97.47147718654297,0.00730796069612354,4.060336920317329,555.604646652124,0.7099285517694999,0.9999999999999828,1.000000418007377,0.999999999999997,0.10124999999999999,0.06999999999999999,1.4464285714285714,0.265,0.052500000000000005,5.0476190476190474,0.41375,0.03875,10.67741935483871,1.8323062052461067e-05,2.90658458970395e-05,4.537142604787251e-05,0.0001848915963539972,0.00016571720683814282,0.00025306026166467576,0.00039968507465412353,0.0015629057431379176,-0.8200541724666072,-0.8200453626404686,-0.8200319909364208,-0.819917574742163,-0.0924899086371562,-0.09248182894705152,-0.09246826538377836,-0.09236066137859027,0.5572825642822672,0.6196196196196196,3.2397426295281954e-05,-2.551551551551552,0.49874686716791977,0.9677391182954393,0.9464767580162072,0.9923714575617527,0.1464967327031517,-0.1154523080093875
1,1.0,5.0,1,8.695678763561803,92.04321924634914,8,0.7058534795908853,102.3334519342197,0.45504431030473863,4.95995928221132,10.89994791691755,0.9004246014606933,0.9999999999999885,1.0000005078529859,0.9999999999999981,0.10124999999999999,0.07,1.4464285714285712,0.255,0.065,3.923076923076923,0.36624999999999996,0.042499999999999996,8.617647058823529,9.052946449396481e-06,1.5151358362099106e-05,2.0963298031378296e-05,8.810343706655033e-05,9.330467687280166e-05,0.00015077040089281373,0.00020512886968351287,0.000778937286746562,-0.648959357923401,-0.6489554002660933,-0.6489516285193118,-0.6489080569033412,-0.06429945821575261,-0.0642957628560378,-0.06429226730979432,-0.06425536829660702,0.5923774674905212,0.6636636636636631,1.9511483468466162e-05,-2.85985985985986,0.49624060150375937,0.9580081210573383,0.9521805694967842,0.9947491000031166,0.15375572767614978,-0.0828910948445213
1,1.0,6.0,1,6.336208104887274,47.72177741784137,8,0.6357768736361769,100.65257138138233,0.2986136482002002,5.274985423223866,17.664917377411182,0.7618686834138275,0.9999999999999855,1.0000004026924278,0.9999999999999968,0.09,0.075,1.2,0.26375000000000004,0.03125,8.440000000000001,0.4,0.04,10.0,8.107485179251715e-06,8.107485179251715e-06,1.1145678808475668e-05,5.758344145136548e-05,8.934175664839674e-05,8.934175664839674e-05,0.00011818803489472441,0.000510196277342292,-0.7453147764054883,-0.7453147764054883,-0.745312511976524,-0.7452779009452346,-0.0671518467340729,-0.0671518467340729,-0.06714990948013959,-0.0671235830506748,0.5299917246303455,0.6636636636636631,1.4393226447194064e-05,-2.3533533533533526,0.44110275689223055,0.9651118308417626,0.9465471058278163,0.9885987261608227,0.22172168839958173,-0.11946926003357067
1,1.0,7.0,1,4.9659158574607964,25.80355546183392,7,0.43871585376199285,95.84620974175296,0.18673849044840896,4.11887207437389,22.056899273863564,0.6918669445537534,0.9999999999999792,1.000000193893036,0.9999999999999964,0.13625000000000004,0.0875,1.5571428571428576,0.28375,0.0475,5.973684210526316,0.41375,0.04375,9.457142857142857,5.9839832635617125e-05,7.492524369845984e-05,0.00011295026368356684,0.00029754206942464613,0.0006738982575764175,0.0008349508313088312,0.0012356180408384689,0.0032680271874294185,-0.6879918305227498,-0.6879814512620852,-0.6879552887934223,-0.6878282835391178,-0.06093450830532736,-0.060924688028067935,-0.060900257104704494,-0.0607763297382454,0.5860895853270143,0.6636636636636631,8.490415204088756e-05,-2.4634634634634627,0.4974937343358396,0.9757969684005384,0.9568047300797303,0.9956443403135805,0.13200257501406795,-0.12109433083875952
1,1.0,8.0,1,7.807889309411505,79.33908904471163,9,0.6808643987034935,88.90741953791478,0.39359844922907183,5.952794977473971,15.124030567532754,0.8559911220775033,0.9999999999999912,1.0000002695543693,0.9999999999999978,0.09624999999999999,0.07875,1.222222222222222,0.26375000000000004,0.04375,6.02857142857143,0.37374999999999997,0.04625,8.08108108108108,1.4270663341987446e-05,1.4270663341987446e-05,2.166775148243755e-05,8.283484451434157e-05,0.00010368222274279937,0.00010368222274279937,0.00015692016827704373,0.0005760433623997505,-0.7727950932029468,-0.7727950932029468,-0.7727893766879493,-0.7727421063840102,-0.10431424062557036,-0.10431424062557036,-0.10430868657385307,-0.10426496152261909,0.5670243802828874,0.7737737737737733,1.762975375287204e-05,-2.3753753753753752,0.5037593984962406,0.9721087957284411,0.9517514056182421,0.9910533249016968,0.13341862393864412,-0.10883507404297937
1,1.0,9.0,1,8.309061524724093,81.08283435198425,6,0.7349962846566064,101.1886308750585,1.8776249152289084,5.611343527473762,2.988532737269127,0.8910880696273141,0.9999999999999891,1.0000004071392472,0.9999999999999981,0.1,0.08,1.25,0.25875,0.0325,7.961538461538461,0.355,0.04625,7.675675675675675,8.92588765170197e-06,8.92588765170197e-06,1.7392851641363356e-05,5.56981704759005e-05,5.483717651766829e-05,5.483717651766829e-05,0.00010568485102050834,0.00030881796213077226,-0.6741887354487273,-0.6741887354487273,-0.6741830270660296,-0.6741572018210504,-0.10787855497915338,-0.10787855497915338,-0.10787306930468507,-0.10785115439643839,0.5832622346410876,0.641641641641642,1.6758078645307688e-05,-2.0450450450450446,0.46867167919799496,0.9493490230641386,0.9457126522741015,0.9929165483606538,0.213881919236176,-0.09704241695082141
1,1.0,10.0,1,6.195590347481058,46.055762745140676,9,0.6317815288075512,95.10357735360903,0.17488246840317054,5.689575097778445,32.533707636501404,0.7517119539027689,0.9999999999999889,1.00000040661378,0.9999999999999971,0.10375000000000001,0.065,1.5961538461538463,0.25875,0.08249999999999999,3.1363636363636367,0.39625000000000005,0.0375,10.566666666666668,1.727316930930551e-05,2.160342749832135e-05,3.194842116702336e-05,0.00013246478600385426,0.00010954810020131989,0.0001398157736820326,0.00019981777752634835,0.0008370256503522134,-0.7588191481530375,-0.7588158622134487,-0.758808012098569,-0.758731737038716,-0.11509226395314899,-0.11508877999642267,-0.11508187347336202,-0.11500852774178416,0.5674210638867938,0.6856856856856854,2.2717281330269027e-05,-2.551551551551552,0.49373433583959897,0.9730269959830901,0.9582976458301794,0.9963157499289431,0.13112891758219042,-0.11483542557963225
