fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1.0,0.0,1,1.0063475908748203,-0.3738636437613687,1,0.6953308980755848,111.66696469423115,0.42367221364906255,13.327841351085542,31.457907603365513,1.0,17.422894487483152,0.0,0.0,0.0,0.6180873682969769,0.0,0.0,0.0,0.6283324377423878,-6.2995426275254385,-6.2995426275254385,-6.2995426275254385,-2.4058749034036175,-6.1968274916887225,-6.1968274916887225,-6.1968274916887225,-2.3031597675669016,0.8333333333333333,1.1261261261261257,2.5736529368675245,0.2672672672672673,0.5,1.1617285985266395,0.9370695915798035,0.9511874595956348,0.15905222888617396,-0.6232201547083851
1,1.0,1.0,1,-0.0055062363561374835,-2.054735021524442,2,-0.6811788798993463,116.47917450105986,0.12261287897767542,6.7187688386866435,54.79659962890158,1.0,7.615425435822296,0.0,0.0,0.0,1.092524118703119,0.0,0.0,0.0,1.1252124671747372,-5.818391650973609,-5.818391650973609,-5.818391650973609,0.538341559775918,-5.64936258368205,-5.64936258368205,-5.64936258368205,0.7073706270674771,0.7043823975884862,0.6856856856856854,3.152376410445192,0.3773773773773774,0.6666666666666666,0.9216800840441799,0.8377495440699173,0.8598729917632966,0.274528233619204,-0.6656657702812641
1,1.0,2.0,1,0.7514967878305183,-1.2872006211744633,2,0.7644049155644532,107.7824808743135,0.8618939820263516,6.219844016190259,7.216483866805898,1.0,21.410397641046288,0.0,0.0,0.0,1.2795977619129673,0.0,0.0,0.0,1.3166885026332305,-6.04859672050288,-6.04859672050288,-6.04859672050288,1.6911741057667191,-5.878209470798081,-5.878209470798081,-5.878209470798081,1.861561355471518,0.7043823975884861,0.8838838838838833,1.3312624876018004,0.24524524524524513,0.6666666666666666,0.8501606349195937,0.8216221377058874,0.354109822159267,0.2865439633882588,-0.5209555274958304
1,1.0,3.0,1,-0.005798461459220485,-1.4319328247866066,1,-0.6681240394938137,116.06453429084115,0.8781857745721717,7.768337556112477,8.845893182336049,1.0,97.05557993360271,0.0,0.0,0.0,0.514582166860491,0.0,0.0,0.0,0.5556202523558222,-6.1504791669496015,-6.1504791669496015,-6.1504791669496015,-2.9855522699903685,-5.696205067291889,-5.696205067291889,-5.696205067291889,-2.5312781703326563,0.7420981285103055,0.8398398398398399,1.2975171686575868,-0.3493493493493495,0.5,1.1017382226118524,0.9675158180786667,0.9711999257936668,0.08901118404680512,-0.829712369629646
1,1.0,4.0,1,0.45328387660821945,-1.6169420770067455,1,0.7996246866346246,107.36432379750707,2.54213073786389,7.596156750950979,2.9881062518971397,1.0,4.491319888953529,0.0,0.0,0.0,0.5596039776413849,0.0,0.0,0.0,0.549327139421374,-6.55466044265513,-6.55466044265513,-6.55466044265513,-2.8866463868566785,-6.677285341594631,-6.677285341594631,-6.677285341594631,-3.00927128579618,0.6666666666666666,0.7077077077077075,1.2028726506001872,0.11311311311311288,0.5,1.0016041246363292,0.9995136277576724,0.9999892252857505,0.0017751552345236002,-0.4292416779534711
1,1.0,5.0,1,0.49235921138200556,-1.4219411604265302,1,0.8217401932813607,105.32709372226603,0.8219242443636263,6.7095579452814365,8.16323157674501,1.0,50.41853837012079,0.0,0.0,0.0,0.9085743638211149,0.0,0.0,0.0,0.8987225163640714,-5.607669719475743,-5.607669719475743,-5.607669719475743,-0.5126847715841398,-5.669141314611986,-5.669141314611986,-5.669141314611986,-0.5741563667203824,0.7043823975884861,0.8178178178178177,2.325444274683707,0.5315315315315318,0.3333333333333333,1.0269664221137131,0.8528728640464281,0.5895463373261431,0.2780015537465072,-0.4039541292882075
1,1.0,6.0,1,0.5598880105745524,-1.4780373811461278,1,0.35936002603451356,113.34775710459003,0.8064688880694935,4.6883159159867684,5.813387206057695,1.0,5.4447999809836745,0.0,0.0,0.0,0.6292632771113192,0.0,0.0,0.0,0.5723833001336438,-6.77559596667836,-6.77559596667836,-6.77559596667836,-2.5119622443040983,-7.448913553869863,-7.448913553869863,-7.448913553869863,-3.1852798314956017,0.6666666666666666,0.5095095095095097,1.6306163126774824,0.44344344344344305,0.3333333333333333,0.779557009850398,0.9648473478530389,0.9723307321242172,0.05519222085930111,-0.6246172095119444
1,1.0,7.0,1,-0.3171309856055135,-1.3468584728011297,1,0.8568159471771548,95.8056921617937,0.00433960039370905,2.3823021600784915,548.9680947425534,1.0,5.740673580488777,0.0,0.0,0.0,0.8204307948371659,0.0,0.0,0.0,0.7943928623723184,-6.1763228428245815,-6.1763228428245815,-6.1763228428245815,-1.109077383715066,-6.378765091087367,-6.378765091087367,-6.378765091087367,-1.311519631977851,0.7420981285103055,0.42142142142142086,1.0331266974971984,0.09109109109109068,0.3333333333333333,0.7190390026246396,0.9250124165549334,0.34972382352952963,0.12786136188844777,-0.8530770707893249
1,1.0,8.0,1,0.9782608116960944,-0.43559357523918774,1,0.9713308145681276,88.34029528346768,0.3304530180991207,14.190549562510743,42.9427143505593,1.0,17.864172670477927,0.0,0.0,0.0,0.5269252750945508,0.0,0.0,0.0,0.5631689575571401,-6.311077208828323,-6.311077208828323,-6.311077208828323,-2.9856111144235093,-5.904917254015027,-5.904917254015027,-5.904917254015027,-2.5794511596102137,0.7420981285103057,0.971971971971972,1.3650078065460138,0.7517517517517519,0.5,1.0419174848232033,0.8690210532261823,0.7335402511899966,0.23792845386660996,-0.7245962589405239
1,1.0,9.0,1,0.1549794996186986,-1.8950506571990107,2,0.8596392769607761,109.79491127523018,2.6093380416807226,13.774533100267513,5.278937753651529,1.0,28.128909598556728,0.0,0.0,0.0,0.4778171480086107,0.0,0.0,0.0,0.48365411549796816,-6.286161114925572,-6.286161114925572,-6.286161114925572,-3.2825255390692067,-6.210296738122109,-6.210296738122109,-6.210296738122109,-3.2066611622657435,0.5377157309218195,0.8838838838838833,0.7814350607844542,0.5755755755755753,0.5,0.93324773628815,0.8739784217195078,0.7475949503815096,0.17686137679797534,-0.2992798615845561
