fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4
1,1,0,1,0.2283919559768441,0.0655917933838483,0.5000000000000001,0.6947104015656661,0.0125875451349631,5.422879366722311e-09,7.98691640583011e-09,0.0004253336802998,0.8715540067146184,1.0,9.486769009248164e-20,0.6024096385542169,0.060475161987041,0.2802367819184717,2.071988270133919e-05,2.44877306554382e-05,3.8397898736389074e-05,0.0001301773383018,0.0001951017457445,0.0002563503730273,0.0003589304295127,0.0007905104634673,0.6862228010412635,0.6815309892956192,0.7488459961130635,0.7157600109334215,0.7762872338564241,0.7475424187925818,0.8572840508884174,0.7096978990855676,0.4611920209669379,0.0424929178470254,1.6835508029612075e-08,0.1888297872340424,0.6623655913978493,0.5836815252533981,0.9433151392748732,0.9818879628927732,0.0232525081960449,0.8386649650998913,1.0,0.1502057613168723,0.0810055865921787,0.0621627252533136,0.4016563146997928,0.0932038834951456,0.0732328258201479,0.07031250000092971,0.13281250000086722,0.13281250000086722,0.13281250000086722,0.13281250000086722
1,1,1,1,0.2094015098568396,0.0506050956373462,0.7000000000000001,0.802846654203204,0.0125875456766152,1.84165122419956e-10,6.231972970557458e-09,0.0118209162102937,0.8701895742082458,1.0,3.049318610115481e-19,0.5843373493975905,0.0496760259179263,0.3143801801140695,3.1901664491340465e-06,3.980077517274644e-06,7.757114213041472e-06,3.45795045475528e-05,3.345482055149372e-05,4.601035894912677e-05,7.946001057050045e-05,0.0002273917207015,0.7023138551682001,0.6978238693044909,0.7674059317705639,0.7338434783834779,0.7779775271938212,0.7491701864272862,0.8591519569191055,0.7112475218913141,0.3891542326311621,0.0396600566572238,4.7388796097176615e-09,0.2127659574468084,0.6301075268817203,0.5942419667031434,0.9509182619870716,0.980503649874988,0.015212485663159,0.851864032819742,1.0,0.1440329218106995,0.0754189944134078,0.0642352343340746,0.3871635610766045,0.0582524271844658,0.1088704563325977,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,1,0.2091847997723149,0.0544606759758101,0.6000000000000001,0.6632868122843941,0.0125875402484058,1.5130907901630198e-08,6.914809122815706e-09,6.53884794708137e-05,0.8332766501278441,1.0,2.710505431213761e-20,0.5441767068273095,0.0647948164146868,0.2415579173953989,8.529559606794781e-06,1.12119803103412e-05,1.9954794801467123e-05,0.0001029017568531,3.124423578523055e-05,4.894042570562046e-05,7.734142009466484e-05,0.0002446895837793,0.6605775348965193,0.6555624896521166,0.7192620914521599,0.6869168271646441,0.7611948833789419,0.733002480078551,0.8405904571461706,0.6957734405235283,0.4095597886671499,0.0254957507082154,1.96016347431919e-08,0.2420212765957446,0.636559139784946,0.6169704480114876,0.9576150234539736,0.9873721563383486,0.003001337878851,0.8256831063307183,1.0,0.139917695473251,0.0600558659217876,0.0781890216404636,0.3954451345755693,0.0582524271844658,0.1110519240037541,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,3,1,0.2175516006713549,0.0566169600431442,0.8,0.3674896949966963,0.01258753856013,1.1714372052815622e-08,5.977205824688128e-09,8.556576572129827e-05,0.7466735220388526,1.0,8.809142651444725e-20,0.5763052208835344,0.0518358531317494,0.3010105966239583,1.0405639548179765e-05,1.4875273194517565e-05,3.1559913242326136e-05,0.0001394284367096,6.300974586820831e-05,0.0001033517555357,0.0001937558917183,0.0005570639464317,0.7085743007731867,0.7041638047772949,0.7746300312847962,0.7408990124929915,0.7743774871353841,0.7457025115931321,0.8551719779660302,0.7079357228346915,0.4352121773377694,0.0368271954674221,6.963744730625622e-08,0.1861702127659573,0.6774193548387095,0.6192301162514885,0.9614466042047,0.982547070173862,0.0122273596926304,0.8268764117128699,1.0,0.1748971193415637,0.0698324022346367,0.0827462594041326,0.4285714285714283,0.0932038834951455,0.0778684446213553,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.2777803265608076,0.1035371152314302,0.6000000000000001,0.4216337270888713,0.0125875423621315,5.2372551899799976e-11,6.002760116502357e-09,0.038493836490711,0.7136660792813299,1.0,8.131516293641283e-20,0.6184738955823296,0.0453563714902807,0.3534716586451873,1.3228289923333472e-05,1.84174711971344e-05,3.615353864556352e-05,0.0001441220705885,7.719560781357787e-05,0.0001157208123586,0.000213531782109,0.0005701338999089,0.6953897132798694,0.690813431520387,0.7594214070641789,0.7260725989563268,0.7722604685566554,0.7436630774480985,0.8528309989408243,0.7059853346754127,0.4401584003701401,0.0226628895184136,8.934916977414643e-09,0.1861702127659573,0.6666666666666666,0.6278560092449864,0.958834796397777,0.9888095719982476,0.0214949977609088,0.8210995499254391,1.0,0.1440329218106995,0.0712290502793296,0.0679672188086633,0.4078674948240164,0.0737864077669902,0.0923016899731,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,5,1,0.3114506685045441,0.1171412566976645,0.7000000000000001,0.7075153567114961,0.0125875463579514,3.479942337093773e-09,7.397549131531751e-09,0.0006591626542784,0.9017076026853554,1.0,9.486769009248164e-20,0.5421686746987953,0.0518358531317492,0.284193699005231,6.097158373393613e-06,8.132300370483392e-06,1.5766690778650336e-05,6.865221772904728e-05,3.9003855339990587e-05,5.945535623927318e-05,0.0001027545169877,0.0002841459217883,0.7197095752011337,0.7154388527496598,0.7874735002620038,0.7534123518288078,0.7759638270760192,0.7472303662285283,0.8569251067567548,0.7093918184475886,0.4496148165015402,0.0254957507082154,6.963744730625622e-08,0.1462765957446808,0.6408602150537633,0.6119032725772139,0.9663847223979736,0.993222949951586,0.0196609910208397,0.8567579013103086,1.0,0.1460905349794238,0.0712290502793296,0.0688471175872248,0.3913043478260868,0.0932038834951456,0.0714498955119912,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,1,0.2279951418626419,0.0612710613701884,0.7000000000000001,0.6378346521386387,0.0125875449765171,2.282414932359674e-09,7.885970208069545e-09,0.0011290481409629,0.764936973488482,1.0,1.4907779871675686e-19,0.596385542168675,0.0475161987041036,0.3306874747746536,3.954363020784734e-06,4.5550013230776994e-06,7.905775105198749e-06,4.41084892963273e-05,2.797613170933722e-05,3.70163468854095e-05,5.637548979149936e-05,0.0001829208673583,0.7060131221064578,0.701569699437616,0.7716731384877713,0.7380053300236914,0.7755889257460686,0.7468690181072678,0.8565098729378994,0.7090441066757791,0.3618098369999387,0.0254957507082154,2.71289780037247e-09,0.1755319148936168,0.6473118279569893,0.6235486114009762,0.9589296875221612,0.981806604224311,0.0141298244509341,0.8111625542933991,1.0,0.1563786008230452,0.0670391061452514,0.0777137898942683,0.4120082815734987,0.0368932038834951,0.171231977801526,0.023437500000976563,0.023437500000976563,0.023437500000976563,0.023437500000976563,0.023437500000976563
1,1,7,1,0.1795272955929575,0.0336416501553443,0.6000000000000001,0.441886989422414,0.0125875410264045,1.4259744869587054e-09,6.093514433605391e-09,0.0014341082877673,0.6958372277660839,1.0,1.1519648082658485e-19,0.6184738955823296,0.0539956803455723,0.3124291287886067,4.308104436771944e-05,5.055969948176733e-05,9.087999113896728e-05,0.0002319780681436,0.0003133305830025,0.0004137252607991,0.0006613492684887,0.0011929071623411,0.7141613772458874,0.7098219992198702,0.7810781186509697,0.7471900781165589,0.7764059608041461,0.7476572865117455,0.8574180636217608,0.7098135357163755,0.4940417835685305,0.0283286118980169,9.931091813748025e-08,0.1861702127659573,0.7053763440860213,0.6410658475012546,0.9725046590004908,0.9948846994006336,0.0184497951317298,0.8165063132597632,1.0,0.2037037037037036,0.0921787709497206,0.0725552624397343,0.4389233954451345,0.0660194174757281,0.1094732302943646,0.11718750000088285,0.11718750000088285,0.08593750000091407,0.11718750000088285,0.11718750000088285
1,1,8,1,0.2800491606406007,0.1011268355383354,0.8,0.6826674309496733,0.0125875353237511,3.009554622356921e-09,8.93685686591115e-09,0.0009525617202525,0.8578466355822191,1.0,1.3552527156068805e-19,0.5542168674698796,0.0583153347732181,0.2661469487784569,7.040501219760576e-06,9.1479117464176e-06,1.698430190530035e-05,6.456412737390571e-05,3.409733312136289e-05,4.935785036948143e-05,8.247477463019547e-05,0.0002100705591173,0.7021067683690065,0.697614438622882,0.767167819703418,0.7336146702519049,0.7707065944266002,0.7421656379604499,0.8511104054156851,0.7045424111988411,0.427544477702141,0.0283286118980169,7.86857150693686e-09,0.2074468085106382,0.6236559139784944,0.6350195230277341,0.9658162901152724,0.9863628256303838,0.0120014953595643,0.8283742986099658,1.0,0.1543209876543207,0.079608938547486,0.0648370870882066,0.4057971014492752,0.0601941747572815,0.1104909751740282,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,9,1,0.2977758448073839,0.1033249452319431,0.5000000000000001,0.7364934703867505,0.0125875454170783,1.4370266076640965e-08,8.407465963778024e-09,0.0001096459724725,0.8924913797122287,1.0,6.030874584450618e-19,0.524096385542169,0.0583153347732181,0.2525116263848942,4.106089486423437e-06,5.544997126779736e-06,1.1120645203474014e-05,4.344046120749794e-05,1.6216087096860877e-05,2.534073088005618e-05,4.471541177414489e-05,0.0001128184922743,0.7161231510173046,0.7118071663226325,0.7833360506782632,0.749375713365962,0.7702385729112005,0.7417146219122063,0.8505922806794127,0.7041078429613645,0.4076704891091977,0.0056657223796034,3.322932516398982e-09,0.1968085106382978,0.6494623655913978,0.597707672450014,0.957825255891277,0.9898213660499566,0.0211186909250831,0.8481801438578709,1.0,0.1481481481481481,0.0865921787709497,0.0574084334659245,0.3975155279503104,0.0427184466019417,0.1463329684545725,1e-12,1e-12,1e-12,1e-12,1e-12
