fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12
1,1,0,1,0.2208787028970878,0.0647166588031159,0.7142857142857142,0.6813609720026682,0.0141210559128183,6.18459382225842e-09,7.77993062437248e-09,0.0012156863520517,0.863506958105898,1.0,1.905824131322176e-21,0.5066079295154186,0.051063829787234,0.4260731319554848,0.0017359812706854,0.0023571241280539,0.0030582736772458,0.0061715092381863,0.0021520502912414,0.0045732315910543,0.0085142567516927,0.0169971246845077,0.5235389838481966,0.5329119856123959,0.5617983535130395,0.6344764015927895,0.5877650703046294,0.6796384455165826,0.7268021181201594,0.8272547693372702,0.3226108700168033,0.0424929178470254,2.2637630051415282e-08,0.0222929936305731,0.5745856353591161,0.7037298699973178,0.9163352133642518,0.9761952138499596,0.0399278675588769,0.7857722968157371,1.0,0.149171270718232,0.1372549019607843,0.0529116395843503,0.4775280898876405,0.0913043478260869,0.2209788277553276,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.023437500000976563,0.07031250000092971,0.13281250000086722,0.13281250000086722,0.13281250000086722,0.13281250000086722
1,1,1,1,0.2005903086821548,0.0487854588043023,0.5714285714285714,0.7917019440488295,0.0141210561221506,4.4439285214943485e-10,6.1136074977681e-09,0.0164867026306703,0.8622324019444993,1.0,2.0117032497289637e-21,0.4669603524229074,0.0382978723404255,0.4864864864864863,0.0023571549423254,0.0033154377108186,0.0041157113220279,0.010014673430027,0.0022695053961765,0.0045113416477879,0.0080899788556344,0.0207648947062461,0.5566781090202328,0.5696684890093906,0.6005239258821793,0.6788386830767121,0.575415200095386,0.6652283865061693,0.7113300935311797,0.8096551408439475,0.3548468114894507,0.0254957507082152,3.968119604849736e-08,0.0,0.5248618784530386,0.7169898236023904,0.927606584458288,0.9741117631929396,0.0355333199506295,0.81994048791117,1.0,0.138121546961326,0.1120448179271708,0.0621771490016656,0.4719101123595506,0.1565217391304347,0.1369510191393934,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,1,0.2045984322920384,0.0550927226567235,0.4285714285714285,0.6385080468084356,0.0141210509166095,1.5178168215774985e-08,6.552890804621747e-09,0.0002024595637542,0.822091955019679,1.0,1.694065894508601e-21,0.3700440528634361,0.0425531914893616,0.3685685685685684,0.0048293172112118,0.005891293248425,0.007890666544973,0.020190979987076,0.0027595366257251,0.0048861262792238,0.0092572393242305,0.024846513895514,0.4841769855954938,0.4894069626790545,0.5164131199718303,0.5867937432889558,0.4655002448512725,0.5371701407256004,0.5743659803816593,0.6502549926926302,0.3595842954758093,0.0169971671388102,1.732913212607522e-07,0.0955414012738852,0.5082872928176796,0.7504718512801356,0.9372679885311328,0.9817026777213608,0.0339592035455348,0.7696175058938004,1.0,0.138121546961326,0.0700280112044816,0.0998575314078487,0.4831460674157304,0.0869565217391302,0.2322039166925707,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,3,1,0.2098805894101912,0.0554297667792577,0.4285714285714285,0.3610182620808197,0.014121049642258,1.2072872334689274e-08,5.7722003505891525e-09,0.0002639275022241,0.7417181532455609,1.0,9.52912065661088e-22,0.4052863436123348,0.0553191489361702,0.3279946613279946,0.0032224897194195,0.0041997826266295,0.0057051302298034,0.0108493435985618,0.0032554475800881,0.0059976031360007,0.0113970434971566,0.0220093946475768,0.568131444681191,0.5823204482095456,0.6140319444325493,0.6937295564262613,0.5807625064229935,0.671439636115725,0.7181125056920405,0.8172514553744967,0.3915152984122896,0.0226628895184135,4.071801045912216e-08,0.0222929936305731,0.5414364640883977,0.7497596691739636,0.9430786480516306,0.9769401649621052,0.0208771596553922,0.776488236075148,1.0,0.1712707182320442,0.1456582633053221,0.0550795351520646,0.550561797752809,0.0695652173913043,0.3093508915703506,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.2765587839313566,0.1065604698891335,0.5714285714285714,0.4115542544455278,0.0141210531852034,1.2047829664472996e-09,5.626008726530585e-09,0.0054748488131318,0.7121536988694429,1.0,1.694065894508601e-21,0.5506607929515418,0.0425531914893616,0.5245245245245244,0.0023456607306096,0.0030754196150345,0.0039920247734568,0.0087598408747342,0.0019388281154299,0.0036907643196183,0.0069684603424739,0.0152812947956147,0.5431708005579852,0.5546533859516919,0.584751624586401,0.6607885311178622,0.5553186019313171,0.6417720123313005,0.6862341306905786,0.7795685306219113,0.5191013039312196,0.008498583569405,5.666856445456636e-08,0.0477707006369426,0.5524861878453038,0.7631672273674508,0.9392686642332552,0.9850296663630064,0.0492573138272517,0.7627317823935498,1.0,0.143646408839779,0.1232492997198879,0.0577998109604367,0.5112359550561798,0.0695652173913043,0.2900641478509057,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,5,1,0.3077417834351275,0.1172036376070284,0.7142857142857142,0.698209177730853,0.0141210568080748,3.9238669200747585e-09,7.1711450634913415e-09,0.0019234238348658,0.8977469022485614,1.0,1.0587911840678754e-21,0.3876651982378852,0.0553191489361702,0.3153153153153151,0.0010860900491274,0.0014729976258623,0.0024186030090594,0.0073184187157053,0.0010225550672712,0.0020186712586558,0.0045147360326246,0.0142227522603893,0.589034809906884,0.6053509885940076,0.6381682449258163,0.7208930157264888,0.5880016024129513,0.6797789204262925,0.7269481194129408,0.8276507715386473,0.2618880984184923,0.0169971671388102,6.600971990529766e-08,0.0127388535031846,0.6243093922651932,0.7381658559122517,0.950446243056588,0.9911258938973506,0.0323338690390093,0.8201009987099805,1.0,0.138121546961326,0.084033613445378,0.0834913047061732,0.4606741573033708,0.0608695652173913,0.2928193969536835,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,6,1,0.2209206775738346,0.0600880913822439,0.7142857142857142,0.6238692566936889,0.0141210554092596,1.481977544013058e-09,7.647969712314011e-09,0.0059985236468568,0.7534103018982689,1.0,9.52912065661088e-22,0.4581497797356828,0.0340425531914893,0.517209517209517,0.0024302201364189,0.0039452814154893,0.0058330726753743,0.0125152382302335,0.0021337686224379,0.0048641341124631,0.0107414623781355,0.0229930672041805,0.5638114651484794,0.5777186063004578,0.6093032518916118,0.688849733985078,0.5707239984772703,0.6598900080592185,0.7059199270641894,0.8031981874217231,0.4660115934634705,0.0226628895184135,9.421603321693677e-08,0.0254777070063693,0.5524861878453038,0.7566722355952265,0.939297018333313,0.9758522447678456,0.0465090934749999,0.7626846920692592,1.0,0.149171270718232,0.1288515406162465,0.0566506929154254,0.5056179775280899,0.1217391304347824,0.1822852858893013,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.023437500000976563,0.023437500000976563,0.023437500000976563,0.023437500000976563,0.023437500000976563,0.023437500000976563
1,1,7,1,0.1681777415258613,0.0308681073048863,0.2857142857142857,0.4338688436008848,0.0141210515493133,3.40743159663459e-10,5.7771055310050595e-09,0.0203330429126499,0.6878837619793517,1.0,3.070494433796839e-21,0.5110132158590308,0.0382978723404255,0.5272415272415271,0.0019801105354588,0.0028377390689963,0.0039903252394626,0.0101608835724384,0.0019561077093051,0.0040827219756968,0.0086038932578417,0.0219190083447854,0.5781930244866074,0.593452703219759,0.6256744747564923,0.7071403137312515,0.5897019121472507,0.681859947879773,0.7292779431231479,0.8307218328217831,0.45512380655093,0.0169971671388102,5.666856445456636e-08,0.0509554140127387,0.5027624309392265,0.778108503438848,0.9594846965044548,0.9932416918780138,0.0318146220784782,0.7693277836146013,1.0,0.149171270718232,0.0924369747899159,0.0800543970988214,0.4887640449438203,0.1217391304347824,0.1769368611603796,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.11718750000088285,0.11718750000088285,0.11718750000088285,0.08593750000091407,0.11718750000088285,0.11718750000088285
1,1,8,1,0.2758546930818295,0.1017967514526051,0.4285714285714285,0.6679411477633891,0.0141210459057407,3.053308389054469e-09,8.729337757611088e-09,0.0031668335864683,0.8510409021165768,1.0,4.235164736271503e-22,0.4757709251101321,0.0723404255319148,0.3049413049413048,0.0039991647685857,0.0055257746242716,0.0076780756267278,0.0186788622421602,0.0037072040173113,0.0071297802641657,0.0142734419832974,0.0352328872423903,0.5574462382833536,0.5706400211401128,0.6019086759072665,0.6817546629648088,0.5694605272040897,0.6583813109236224,0.7043124921816363,0.8025312690918626,0.4382872141979708,0.0311614730878187,1.0972635541857385e-07,0.0796178343949044,0.5027624309392265,0.7712963331696929,0.9495015923571312,0.9819060353790404,0.0340572197278698,0.7781135461204911,1.0,0.138121546961326,0.0980392156862745,0.0714319797680965,0.4831460674157304,0.1347826086956521,0.1601206428685446,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,9,1,0.2931217524512782,0.1025734628577795,0.7142857142857142,0.7254455045514191,0.014121055817932,1.4580266352276666e-08,8.299963658336661e-09,0.0003660509608484,0.8874136730461193,1.0,1.2705494208814505e-21,0.3744493392070484,0.0765957446808508,0.2334508421464943,0.0028413646755513,0.0039274808893003,0.0053963772468298,0.0130326449628314,0.0027446698065652,0.0053583020573296,0.010888812175632,0.0254201422513919,0.5836103427718307,0.5994838116214357,0.6320884401867646,0.714664936766396,0.5864759863325478,0.6781151186675208,0.7253106016606157,0.8261842349581277,0.3091294801023179,0.0056657223796034,3.0753261028345764e-08,0.0445859872611464,0.4917127071823204,0.7201335098675763,0.9377841890832878,0.986757704992451,0.0361959510349964,0.8067453665697553,1.0,0.138121546961326,0.103641456582633,0.0674524025385312,0.4719101123595506,0.0391304347826086,0.4019272614236867,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
