fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,542.6934974039301,50,BFGS,542.6934974039301,542.6934974039301,582.2565850414936,581.6232692555983,582.1302232941835,582.2588094436412,582.2516607126129,582.2686321813374,582.2579309596117,582.2566062384847,582.2565852763825,582.2565899176795,582.2565850432486,582.2565850384825,582.2565850414936,582.2565850414326,582.2565850421867,582.2565850415023,582.2565850414964,582.2565850414929,582.2565850414936
1,6,1,284.20435641042025,50,BFGS,284.20435641042025,284.20435641042025,311.61804374646874,310.07349025000104,311.61804374646874,311.61008968707665,311.6541933617035,311.61804374646874,311.623738829599,311.61804374646874,311.6181327530571,311.6180437160473,311.6180437335838,311.61804387262987,311.61804380544845,311.61804374938055,311.61804374678314,311.6180437464755,311.618043746478,311.6180437464699,311.61804374646874
1,6,2,798.1230738085779,50,BFGS,798.1230738085779,798.1230738085779,876.6301526340658,912.2733192191416,905.8603107854428,909.0341469578714,907.0957320940984,907.1819327961967,907.101214837636,907.1030881005008,907.1030499611136,907.1032914262412,907.103011147567,907.1029909687744,907.1029917464144,907.1029910201069,907.1029910358404,907.1029910207689,907.102991020113,907.1029910201148,907.1029910201069
1,6,3,502.2208260021433,50,Non-elitist,564.170607322172,564.170607322172,556.2397359693191,563.1346594479185,567.8949845489246,564.1623115699044,564.2830774665856,564.170607322172,564.1706291888873,564.1706958559056,564.170607322172,564.1706228197165,564.1706098820059,564.1706080633944,564.1706073275091,564.1706073369203,564.1706073222433,564.1706073222863,564.1706073222006,564.1706073221746,564.170607322172
1,6,4,635.3424324549947,50,BFGS,635.3424324549947,635.3424324549947,680.936134588139,681.7844513954184,684.1636103418674,682.0379937017179,681.8186439975146,681.7830969102602,681.7844513954184,681.7844650614003,681.7844513954184,681.7844513020286,681.7844515312055,681.7844518996278,681.7844513937864,681.7844513954184,681.7844513964882,681.7844513954122,681.784451395429,681.7844513954192,681.7844513954184
1,6,5,525.0740515019617,50,Elitist,641.9346391689937,641.9346391689937,622.4178653334574,646.791444490942,640.6579140089341,641.0899116634545,640.747119407649,640.6601356259623,640.6578934049151,640.6581213474009,640.6579571156412,640.6579130809217,640.657916874275,640.6579149505726,640.657914379972,640.6579140089341,640.6579140098286,640.6579140089578,640.6579140088637,640.6579140089385,640.6579140089341
1,6,6,386.2073844875015,50,BFGS,386.2073844875015,386.2073844875015,440.07411144398,438.7317817336932,439.8575606149247,440.3750156134346,440.07411144398,440.0841065676073,440.0845556632375,440.0772182708979,440.0748646343537,440.07411221265625,440.0741162371762,440.0741118867733,440.0741116498576,440.0741115052964,440.07411144398,440.0741114438332,440.0741114440588,440.07411144398,440.07411144398
1,6,7,464.1913800543166,50,BFGS,464.1913800543166,464.1913800543166,510.0848119512284,495.0462789296583,493.4961732923216,493.5151677136919,493.5156849985677,493.5179297645534,493.51585200411455,493.5152130812133,493.5151677136919,493.5151675646946,493.51517783405234,493.5151686340998,493.5151677440834,493.51516773150087,493.5151677171177,493.5151677152682,493.51516771377953,493.5151677137186,493.5151677136919
1,6,8,834.6595729573173,50,BFGS,834.6595729573173,834.6595729573173,872.4818957131142,872.3890781702243,872.7133145676536,872.5396770504634,872.5051923032345,872.4816162685674,872.4818092258075,872.482408881869,872.4819453099221,872.4819358212721,872.4818970482702,872.4818959558141,872.4818957637038,872.4818957185812,872.4818957131192,872.4818957131356,872.481895713114,872.4818957131142,872.4818957131142
1,6,9,453.5381304729686,50,Elitist,475.9410488647727,475.9410488647727,482.65726783395183,482.8292412327274,486.0531457189575,483.6370733901621,483.68772528894846,483.66571501689833,483.6429679271984,483.6414166600566,483.6414181859263,483.6414193498368,483.64141709268426,483.64141670004113,483.6414167146503,483.6414166703075,483.64141666002143,483.6414166600852,483.6414166600667,483.64141666005736,483.6414166600566
1,6,10,352.5676833353758,50,Elitist,354.67981441046754,354.67981441046754,353.1300643178348,355.1934443026008,355.41827191432327,355.41827191432327,355.41827191432327,355.4179301648636,355.41827191432327,355.41827191432327,355.4182696285777,355.4182722617437,355.4182718914875,355.418271914945,355.4182719141653,355.41827191429456,355.41827191453007,355.41827191432327,355.41827191432446,355.41827191432327,355.41827191432327
1,6,11,427.8707095935309,50,BFGS,427.8707095935309,427.8707095935309,517.1754150097915,532.5663428591128,539.9036176027863,538.9121349589816,538.9040975187636,538.9435104825886,538.9121349589816,538.9121349589816,538.9147115115227,538.9123548843752,538.9123810640476,538.9121553768553,538.9121348919315,538.9121349589816,538.9121350221252,538.912134958688,538.9121349589816,538.9121349590964,538.9121349589816
1,6,12,647.442748154513,50,BFGS,647.442748154513,647.442748154513,697.6322086378148,709.6297976178644,703.5302741562671,703.4680811754382,703.9279440482669,703.6280542491834,703.6375714163455,703.6272943299778,703.6274441949181,703.6274324820226,703.6273753690017,703.6273509092251,703.6273509092251,703.6273509092848,703.6273509092251,703.6273509092096,703.627350909258,703.6273509092292,703.6273509092251
1,6,13,276.03267864603725,50,Elitist,304.53764968816665,304.53764968816665,306.9507006026365,318.53542615890655,319.0774845040433,319.2219453354379,319.2187169666254,319.2225818936496,319.2277091486346,319.2223782453688,319.22195384322333,319.2219476345492,319.22194984767964,319.2219476246101,319.2219454738148,319.2219453471341,319.2219453374408,319.2219453354379,319.22194533547946,319.2219453354379,319.2219453354379
1,6,14,550.3209533041875,50,BFGS,550.3209533041875,550.3209533041875,601.1302684948379,600.9506384019834,603.572587392164,601.0042324188719,601.1302684948379,601.1298738257839,601.1304428079794,601.1311004419279,601.1305164974951,601.1303384715294,601.1302684948379,601.1302684351251,601.1302695563809,601.1302684954846,601.1302684948379,601.1302684949718,601.1302684948859,601.1302684948417,601.1302684948379
1,6,15,487.5561555214698,50,Non-elitist,516.3888466204086,516.3888466204086,508.429986565832,515.0527213591596,516.6420042409612,516.3888466204086,516.5310094172108,516.4451844477893,516.3897810338542,516.3917717261405,516.3906272064403,516.3888466204086,516.3888470356716,516.3888936824122,516.3888488505181,516.388848467322,516.3888466194951,516.3888466199954,516.3888466286562,516.3888466205848,516.3888466204086
1,6,16,368.2610397979285,50,Elitist,404.6589565804903,404.6589565804903,406.1815927435314,418.33742405596126,417.71305691422606,418.26791307916847,418.3987616362635,418.3161327292168,418.3027465795233,418.3030856283542,418.30278276459705,418.3027889175729,418.3027848292307,418.30278328617015,418.3027832422367,418.3027832385381,418.3027832406664,418.3027832383701,418.30278323847847,418.3027832384154,418.3027832384154
1,6,17,318.5252406912012,50,Non-elitist,345.3311547284944,345.3311547284944,342.44201953487993,344.9967388586527,345.2422273950309,345.46320296667886,345.33330219006166,345.3311547284944,345.33301267278404,345.3311547284944,345.3311594770526,345.3311547284944,345.3311547284944,345.33115482547424,345.3311547282199,345.3311547325641,345.3311547319215,345.3311547286329,345.33115472855326,345.331154728499,345.3311547284944
1,6,18,341.4397847667276,50,BFGS,341.4397847667276,341.4397847667276,373.9253150355648,373.4008213315981,373.98940083635296,374.595855608638,374.07942012237976,374.02750082641,374.01821352509,374.0184512712008,374.01841743486295,374.018165534859,374.01816525943127,374.018165270758,374.01816526541495,374.018165268611,374.0181652669269,374.0181652669598,374.0181652668813,374.0181652668789,374.01816526687753
