fid,iid,rep,a1_budget,algname,achieved_auc
1,6,0,0,MLSL,264723.31665080856
1,6,1,0,MLSL,294086.6451092606
1,6,2,0,MLSL,245518.9617934385
1,6,3,0,MLSL,235576.7646670312
1,6,4,0,MLSL,241821.7021736584
1,6,5,0,MLSL,307305.7103298338
1,6,6,0,MLSL,295940.6317699887
1,6,7,0,MLSL,282305.04505270266
1,6,8,0,MLSL,287861.8546047451
1,6,9,0,MLSL,281932.19253985217
1,6,10,0,MLSL,313325.8803031279
1,6,11,0,MLSL,247992.91922572203
1,6,12,0,MLSL,290344.8040560446
1,6,13,0,MLSL,303183.2288182938
1,6,14,0,MLSL,250869.71466922233
1,6,15,0,MLSL,283916.4260394028
1,6,16,0,MLSL,231612.7355836539
1,6,17,0,MLSL,276208.92545787204
1,6,18,0,MLSL,297935.1800430085
1,6,19,0,MLSL,303124.3490376892
1,7,0,0,MLSL,311486.0316847021
1,7,1,0,MLSL,304235.5650784244
1,7,2,0,MLSL,314874.5794015784
1,7,3,0,MLSL,309912.97955701547
1,7,4,0,MLSL,310041.0909257763
1,7,5,0,MLSL,302077.9631779208
1,7,6,0,MLSL,312984.1657371931
1,7,7,0,MLSL,278571.03171095805
1,7,8,0,MLSL,297659.80520414165
1,7,9,0,MLSL,264635.3554604207
1,7,10,0,MLSL,282458.3611108628
1,7,11,0,MLSL,308900.6427897153
1,7,12,0,MLSL,278997.90655240475
1,7,13,0,MLSL,323192.2788927362
1,7,14,0,MLSL,307931.38040040695
1,7,15,0,MLSL,255430.6378327855
1,7,16,0,MLSL,275618.22292759444
1,7,17,0,MLSL,277426.7818219327
1,7,18,0,MLSL,272725.5969076718
1,7,19,0,MLSL,321680.6434331079
2,6,0,0,MLSL,8978231488.625559
2,6,1,0,MLSL,8866763646.815905
2,6,2,0,MLSL,8879248873.059555
2,6,3,0,MLSL,6816773271.878836
2,6,4,0,MLSL,8451900253.623549
2,6,5,0,MLSL,7857835371.949125
2,6,6,0,MLSL,6006257886.67129
2,6,7,0,MLSL,9203360487.700165
2,6,8,0,MLSL,5612926051.651944
2,6,9,0,MLSL,8399101167.660711
2,6,10,0,MLSL,10025814928.154154
2,6,11,0,MLSL,9964010647.57513
2,6,12,0,MLSL,9681839616.332676
2,6,13,0,MLSL,8833531660.6508
2,6,14,0,MLSL,8445208963.673854
2,6,15,0,MLSL,6184516862.519635
2,6,16,0,MLSL,6731678345.519911
2,6,17,0,MLSL,5815982982.948607
2,6,18,0,MLSL,7730667557.441538
2,6,19,0,MLSL,7122196729.728167
2,7,0,0,MLSL,7277267140.055937
2,7,1,0,MLSL,6938036207.269291
2,7,2,0,MLSL,7893275017.670296
2,7,3,0,MLSL,4367572610.940852
2,7,4,0,MLSL,9331715733.350182
2,7,5,0,MLSL,4947133115.793388
2,7,6,0,MLSL,7938606194.772736
2,7,7,0,MLSL,8898513697.929235
2,7,8,0,MLSL,5338522357.243979
2,7,9,0,MLSL,6282241467.152321
2,7,10,0,MLSL,7400238836.651329
2,7,11,0,MLSL,6779341743.443108
2,7,12,0,MLSL,8472371232.500384
2,7,13,0,MLSL,8726534424.038181
2,7,14,0,MLSL,7153691709.757448
2,7,15,0,MLSL,6260755202.829412
2,7,16,0,MLSL,8243949290.827282
2,7,17,0,MLSL,6894032728.539165
2,7,18,0,MLSL,7874842234.0091095
2,7,19,0,MLSL,8528774268.195772
3,6,0,0,MLSL,1813648.192376715
3,6,1,0,MLSL,1598793.3837859125
3,6,2,0,MLSL,1740605.02178534
3,6,3,0,MLSL,1910388.8146738932
3,6,4,0,MLSL,1833036.281851846
3,6,5,0,MLSL,1756791.5717396305
3,6,6,0,MLSL,1915202.6974909527
3,6,7,0,MLSL,1799738.484092841
