fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.10139945699082926,0.004720470390036025,0.0,0.9026478510842627,2.1769116094020743e-07,2.75085340748334e-09,1.5180482336515426e-08,0.0019269638096778596,0.0,1.0,0.08411214953271029,0.09352517985611512,0.16037349496273234,0.07137890991306856,0.06732462928895755,0.0823827823724278,0.12308680106495096,0.08143525625174886,0.07993795505911705,0.08720515540164431,0.14019564281320085,0.21666544493761652,0.20932109869851157,0.20599523999575464,0.23266796148589963,0.22053975616292176,0.18701750326429467,0.17047915966358818,0.22309842092599252,0.6850277901441952,0.11330049261083754,3.8552589846462757e-07,0.14749262536873162,0.31460674157303403,0.7663363449967662,0.7959873096276873,0.954806063996859,0.2954225052162028,0.707437742380596,0.0,0.19819819819819823,0.25,0.20896656534954405,0.20704845814977973,0.16071428571428567,0.41475356326841467,9.823922871525652e-12,0.5463351406425165,0.06100092990322657,0.5828258040794136,0.04892958874494609,0.055008851693826535
1,1,1,1,0.10929393133051274,0.005557549144858502,0.0,0.9288684851206304,2.2052769413226857e-07,8.299423856749604e-09,1.3959017655253584e-08,0.0005675549637236913,0.0,1.0,0.10280373831775685,0.08273381294964012,0.23467933491686477,0.05762193055955728,0.05343567637948221,0.07333180331786704,0.0745135047420673,0.08061726804261193,0.07769118369950123,0.10033549528006636,0.1057086400378946,0.23987562257796868,0.2347302525311865,0.23662315215361074,0.2299091194997387,0.2654167876353599,0.23427117200958758,0.23439284266017468,0.245388860085461,0.67786266355004,0.11576354679802957,3.459089904149881e-07,0.14159292035398233,0.12359550561797716,0.8271049182034913,0.8490853944127856,0.9824064995784934,0.19103992425052546,0.7024129193561666,0.0,0.38738738738738737,0.375,0.39389616028782337,0.05726872246696035,0.08928571428571427,0.21272984441301263,3.960420477660492e-11,0.5197931304240374,0.047032788175073614,0.5679854997901251,0.08227329852755667,0.08463230257818552
1,1,2,1,0.11199709736237302,0.0059077214192212735,0.14285714285714285,0.8992322570873337,2.206251740807277e-07,8.564297892660033e-09,1.1213204004815534e-08,0.00043724584429183106,0.0,1.0,0.1090342679127726,0.05755395683453239,0.326603325415677,0.040438569860988205,0.05243595198835449,0.0604557917246884,0.10966348695237726,0.054802278561955464,0.07029310186047544,0.08602131677228053,0.137819954781927,0.20726303470629404,0.21374354182878152,0.20489621310057826,0.23833468058024654,0.2229493656654732,0.20451896976111528,0.19703435585543216,0.2477575060921805,0.7995767122475801,0.123152709359606,3.459089904149881e-07,0.13864306784660765,0.3707865168539324,0.8104280810757567,0.8975840166764364,0.9848750055440245,0.14494141941065425,0.7432374475266585,0.0,0.1891891891891892,0.5,0.1793313069908815,0.22026431718061673,0.15476190476190468,0.4584962697950466,8.063093571023646e-12,0.4717458660301234,0.043781381616551124,0.5130871787544151,0.04483535426920488,0.14473464074903294
1,1,3,1,0.11142201213345551,0.0078631035591132,0.14285714285714285,0.8996436032103025,2.2110659617769802e-07,5.9917193063084514e-09,1.4728876744726195e-08,0.000842681101703091,0.0,1.0,0.12772585669781916,0.10791366906474821,0.23936863075626386,0.11631466942548557,0.1603018855751961,0.18288708410658372,0.2063763381484307,0.11107336546085134,0.17051560198041604,0.19302042536182784,0.22099371760072417,0.23489671941405543,0.268474038303108,0.2728659082533639,0.2855367654804568,0.22623608512095872,0.24708851727429826,0.2459898694915411,0.27586778691477654,0.6245798938590115,0.12068965517241385,3.8552589846462757e-07,0.14749262536873162,0.292134831460674,0.8344607155250987,0.8062211321601396,0.957808227084679,0.25097148133100405,0.7342601387894062,0.0,0.44144144144144154,0.5,0.43465045592705176,0.09691629955947137,0.16071428571428567,0.17538896746817534,9.011109802087115e-11,0.7456109351442578,0.0822003491051119,0.8120165661749501,0.07328908279242143,0.11282447151600636
1,1,4,1,0.10544442070906138,0.004826813976478137,0.14285714285714285,0.9110090790230706,2.173173866100799e-07,1.2668356811260131e-08,1.4696709899545857e-08,0.0003815107959152968,0.0,1.0,0.1682242990654204,0.10431654676258993,0.3478057708033176,0.047714739157291186,0.08028257163505625,0.09627358568362532,0.10083750486481269,0.04791663539530733,0.10143662893363359,0.10881581149681441,0.1230747655120703,0.22147261966804577,0.24522345215074548,0.24398816179040295,0.24000206256545198,0.22126579187417705,0.23455426172085714,0.2210432347518556,0.2391817285990384,0.6117795771071899,0.11576354679802957,3.459089904149881e-07,0.13569321533923312,0.3820224719101124,0.7874392648193194,0.8848490635576631,0.9790906583674044,0.1215322939996703,0.7564641326155845,0.0,0.3693693693693693,0.375,0.3752868928726506,0.1277533039647577,0.047619047619047616,0.5676567656765676,1.04455356556463e-11,0.4702875248412525,0.025405731750045783,0.5105732245008129,0.07414506801106753,0.06613819375016569
1,1,5,1,0.10871510086789161,0.006087640386798765,0.14285714285714285,0.9027402742371867,2.200403924772094e-07,6.67186953203394e-09,1.2694246380845617e-08,0.000647361623851309,0.0,1.0,0.04672897196261683,0.03237410071942447,0.19755518220265333,0.06319812791690188,0.06823449321148967,0.05827133675868146,0.10674403390987475,0.07597184473652968,0.08314879729123903,0.0766785697716611,0.13411837581092367,0.2380578460391537,0.23998468648844962,0.21726190893433428,0.24973462230402454,0.25080772745391966,0.22695125964965335,0.20163250140899402,0.25681567565078034,0.7074631493494348,0.11576354679802957,2.627862217075095e-07,0.12979351032448383,0.32584269662921317,0.7739948588953558,0.8533148497015652,0.9776098379252751,0.15043721475405075,0.675667530711297,0.0,0.2882882882882883,0.375,0.291545189504373,0.09691629955947137,0.1309523809523809,0.22835475036865388,6.081033202624474e-11,0.4871389345301159,0.03982160860024918,0.5292314693934294,0.06193429180291822,0.10507570660245555
1,1,6,1,0.1070805431263297,0.005028890957890472,0.14285714285714285,0.9091173510586128,2.18655525747743e-07,6.5215436767225574e-09,1.1130115473128823e-08,0.0005793644786619761,0.0,1.0,0.14641744548286603,0.10791366906474821,0.2848823844916097,0.08019479474265151,0.07388443833640923,0.08161007530328757,0.07682797557102239,0.1009258273541056,0.10037989077311715,0.10669511568059731,0.11345289410288406,0.24930188611814985,0.24218892981919848,0.23406677576745472,0.22214141806644128,0.27257383695886395,0.24346455548976853,0.22978020563872115,0.24169300131568072,0.7679076596566636,0.123152709359606,2.627862217075095e-07,0.13274336283185847,0.6179775280898876,0.8178813993059677,0.8881151596320578,0.9768997895617728,0.1551020147870525,0.6939923116362634,0.0,0.45045045045045,0.375,0.45902859624092784,0.16740088105726875,0.08928571428571427,0.523903818953324,1.517672675175388e-11,0.5074623332329835,0.04414038811155285,0.5423900531690276,0.04738139117053395,0.11888763245342018
1,1,7,1,0.09897297630910581,0.003705122358679508,0.14285714285714285,0.9324015273602748,2.2135620287633457e-07,9.686297123017004e-09,1.2980996486012756e-08,0.0004466811503221177,0.0,1.0,0.04361370716510904,0.046762589928057555,0.1463182897862232,0.14507450877855216,0.13191685056024127,0.1783613104187305,0.18029014343753058,0.14595685641577527,0.13942708939726145,0.193489426509878,0.2020545303441481,0.284560136988225,0.2714954376439924,0.2965383528950376,0.2906965918568385,0.2825617820301387,0.24802342173738723,0.2757449427109977,0.288327544534821,0.7591867366841507,0.123152709359606,3.6521533264361136e-07,0.13569321533923312,0.292134831460674,0.8367976743010344,0.8371561516850932,0.9730841036592963,0.19894069092339312,0.7764160870480864,0.0,0.5765765765765767,0.375,0.5892934681471375,0.23348017621145378,0.19047619047619044,0.4024913769572445,1.9739251358433865e-12,0.4728995685538125,0.033772992055110515,0.5112958036030029,0.060959748728668293,0.10009685346423727
1,1,8,1,0.10453997870729191,0.0048366331378540545,0.14285714285714285,0.9178497715948829,2.2191492426102848e-07,1.938698587752017e-09,1.1906699470744035e-08,0.002157185365497122,0.0,1.0,0.13084112149532695,0.10791366906474821,0.24695425637882146,0.07863959939855375,0.08781983208557054,0.1015880934934279,0.1409941842699427,0.09272792387397577,0.10287490634563334,0.1263918674571255,0.17114890643468927,0.21673201120197028,0.22030132444061856,0.21600452644733692,0.24184390896812136,0.2340244422234724,0.2113692890768648,0.21046792501947253,0.25547329898896143,0.5447557610107001,0.123152709359606,3.2755721954196696e-07,0.14159292035398233,0.22471910112359517,0.8482638996235545,0.8423445641907357,0.9734933160295594,0.2313856672075853,0.7277638923071106,0.0,0.2972972972972973,0.5,0.28875379939209733,0.12334801762114517,0.14285714285714282,0.26683601304736887,1.471527814138938e-11,0.5683150922540658,0.03294166414832656,0.6120473475868216,0.05796590763612224,0.06185964768621483
1,1,9,1,0.1088290797557668,0.005525453965467365,0.14285714285714285,0.9079742105701458,2.2193673876690213e-07,1.6247120287517547e-08,1.5990385668878698e-08,0.0003184374398448379,0.0,1.0,0.09034267912772587,0.06474820143884892,0.24665083135391924,0.0776667450841893,0.07592431954210821,0.08252780980965435,0.09356686794466751,0.08869406723141449,0.09956412533472936,0.10248393324649052,0.12194814898671469,0.24074821633485233,0.23681845476373242,0.22743988267277193,0.2286571803646411,0.25189357730498596,0.23102262196442824,0.21343067932784554,0.2360603700735463,0.6937224970464717,0.11576354679802957,2.7776891503295494e-07,0.13569321533923312,0.08988764044943842,0.824341813054092,0.8507310558913765,0.9759613927475126,0.2222757418018288,0.7412697259176688,0.0,0.19819819819819823,0.625,0.17879492222420884,0.14977973568281938,0.11309523809523805,0.4016973125884015,3.473999348583864e-12,0.4747170757050534,0.03422199978748029,0.5117127751272871,0.05649740434149802,0.047945953367236574
1,1,10,1,0.11432542149450894,0.006575329110634142,0.14285714285714285,0.8860175272975358,2.1651991978045945e-07,4.201032721294432e-10,1.5659164929553217e-08,0.013024920774206927,0.0,1.0,0.15264797507788164,0.13669064748201437,0.23590091618595171,0.08971567387173102,0.07210991808786538,0.07466290067831804,0.11325722005481653,0.0874477727335744,0.08509416436325401,0.09290161035066058,0.1348194310480657,0.26365414898930273,0.24819083856433388,0.2361699860466442,0.2604902980822258,0.26242266992388097,0.2313406185759579,0.21851280836008624,0.26035441613274124,0.6936975809791948,0.11822660098522172,3.2755721954196696e-07,0.13569321533923312,0.4719101123595504,0.8356155418405562,0.8961950292921621,0.982985054123561,0.1525264021001042,0.6928238161175267,0.0,0.2702702702702699,0.375,0.27293592208920026,0.2687224669603524,0.14285714285714282,0.6021418468377449,1.2717419594368738e-12,0.5221856152422705,0.05060216359561848,0.5584625286787556,0.046723300905798286,0.07691975335323079
1,1,11,1,0.0998286745584594,0.004221806918858845,0.0,0.9215364025973133,2.195661962094964e-07,8.15251810768637e-09,1.3156649065580891e-08,0.0005440134274005491,0.0,1.0,0.08722741433021808,0.06834532374100717,0.22746961017185985,0.0696366645114625,0.07007974407660578,0.08143564121630442,0.10292839195777737,0.08243523125938401,0.09899078579713538,0.1038530679225591,0.1371643674369556,0.23608646510001785,0.2339299071379115,0.2285025477839019,0.2385877279688099,0.2520210938057251,0.2359502968356999,0.22046733978469557,0.25503093702529,0.7524350366292287,0.123152709359606,3.6521533264361136e-07,0.13864306784660765,0.46067415730337125,0.7753366772140833,0.829456760158866,0.9713765180669096,0.2167898772991636,0.7010204289113815,0.0,0.2522522522522523,0.375,0.2543266546740278,0.2555066079295154,0.14285714285714282,0.571659498311347,1.2123353036823474e-11,0.49598492190491494,0.035559689929542164,0.5384285550937983,0.04275550323914991,0.05873126896362083
1,1,12,1,0.11214824306391033,0.007045751227446706,0.0,0.9048677388321171,2.217361699018402e-07,1.994283422675048e-08,1.4187944662737107e-08,0.0002221521112145573,0.0,1.0,0.0809968847352025,0.05035971223021583,0.2601466487658783,0.048202280743450565,0.0607404935379664,0.08511290108957614,0.09224577908531117,0.06492411799500031,0.08401076076601588,0.10717762548057508,0.12097296372030275,0.22144776912859654,0.2289242190227223,0.23426192255033063,0.23230897210872092,0.23986668477301853,0.22530828072502118,0.22524451720668193,0.24306932672192372,0.7474025490629721,0.11576354679802957,2.9353093641220024e-07,0.12979351032448383,0.5730337078651684,0.8024584583621657,0.9035254436550204,0.9831793516944032,0.10630925244905859,0.6775185120684581,0.0,0.4234234234234235,0.375,0.4311146951181689,0.09691629955947137,0.12499999999999997,0.24032962302441413,1.7694917739743024e-11,0.4407739329031426,0.04168740035099806,0.4823731336453389,0.04986512724608572,0.10168844245936072
1,1,13,1,0.10678030428114166,0.005153217944416713,0.0,0.8824190599348497,2.1967057315458258e-07,3.0953118239771576e-09,1.524155230669051e-08,0.0017163686777953403,0.0,1.0,0.11838006230529596,0.08633093525179857,0.267814726840855,0.034198073330401424,0.07011963469816485,0.07198373864975505,0.10334285797461751,0.03964810127001589,0.09544968239127039,0.09547639675977848,0.13227274099521125,0.2211590908083294,0.2476633372367314,0.23510072923577163,0.2533808840169408,0.2304979375673324,0.24545938320639193,0.22679475915768477,0.26420064133571697,0.5680899478542054,0.11576354679802957,3.459089904149881e-07,0.13274336283185847,0.2359550561797752,0.8572985513460596,0.9065862757014322,0.9837389784494865,0.2051429974036479,0.6672754101266865,0.0,0.35135135135135137,0.5,0.3434650455927051,0.21145374449339205,0.05952380952380951,0.7870680945645583,6.946827408808565e-12,0.46561737869414116,0.045099353175917144,0.5042132092581186,0.037268963159918685,0.09251695496713608
1,1,14,1,0.11757118915996555,0.006579550781292697,0.2857142857142857,0.9220400127493709,2.2138716523682534e-07,1.3006334290774744e-08,1.2628964977099446e-08,0.00031533903963105856,0.0,1.0,0.14330218068535824,0.10791366906474821,0.2772967588690522,0.07973150364324483,0.07861980184145512,0.08550928062293928,0.11252089713328906,0.11486543124614512,0.10737266699383885,0.11526816949973206,0.15662131914059307,0.24753361318603273,0.24452033174844168,0.2357194850098948,0.2505210943621379,0.2884113324594423,0.25454881044750466,0.24283385571872507,0.2840468775181195,0.7420925205943245,0.123152709359606,3.1011282276355746e-07,0.13864306784660765,0.25842696629213524,0.7840015393788384,0.861727407983043,0.9817298251587463,0.15112471157862223,0.7264941794243875,0.0,0.2252252252252253,0.25,0.23746200607902745,0.15859030837004406,0.07738095238095236,0.5422467058735949,8.160432951170713e-11,0.5013213629947482,0.03687506174013238,0.5465401533432985,0.044351794677012626,0.07610114596287612
1,1,15,1,0.10004080376645143,0.004334063819656642,0.14285714285714285,0.9223455059170335,2.2141505458932705e-07,3.4667960432320815e-09,1.2759325472961307e-08,0.0012800240484099937,0.0,1.0,0.05607476635514019,0.035971223021582746,0.22022395656599913,0.11476249656255083,0.0971092198595338,0.12426527224600836,0.13260671488189146,0.11109605922793742,0.10385489510482604,0.12422384570180633,0.15097004071074016,0.25780334247811776,0.24028456531337683,0.24814632424712502,0.2471885794268035,0.2520837521136966,0.21536668505296352,0.21186562416991261,0.24076144159518142,0.5809645509457164,0.10591133004926112,4.0689292278673217e-07,0.13569321533923312,0.303370786516854,0.7858731036014133,0.8381348842491931,0.9654503896048743,0.23373518551994338,0.762176692895037,0.0,0.27027027027027034,0.5,0.2613981762917933,0.10572687224669605,0.11309523809523805,0.28854314002828857,6.071511247172507e-11,0.7398928168853548,0.046204856116022416,0.7870254198742624,0.061179559144959685,0.08590439543432522
1,1,16,1,0.09762902684590011,0.004411701904234244,0.0,0.9245232526003843,2.200541644247373e-07,1.658818950826977e-08,1.2141771563069648e-08,0.00023031608989913338,0.0,1.0,0.12772585669781933,0.14388489208633087,0.16983372921615209,0.04988417453640759,0.07389636233053154,0.08515850999287966,0.11993299576399241,0.05614822171751366,0.09589857142013858,0.10505874592369835,0.14482197011798437,0.1873034418971541,0.20274145546238242,0.1957153380646519,0.21733965699627156,0.19390954516352277,0.19516115272006684,0.1803944767105914,0.2211623410068111,0.6320691807425751,0.11822660098522172,4.530190129455666e-07,0.14454277286135697,0.303370786516854,0.7457020845153668,0.8162981686462558,0.961363210640461,0.19158027883626422,0.7185452341288652,0.0,0.21621621621621584,0.5,0.20668693009118544,0.14977973568281916,0.0357142857142857,0.7053885112013503,3.053051368899309e-11,0.5449990179983121,0.041372464103930216,0.5860468224392209,0.05437800382058513,0.07479753379086838
