fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16
1,1,0,1,0.2112724642471801,0.00501573498496388,0.2,0.8805018817572823,1.9465306986898976e-07,4.376592588612425e-09,7.0613196798300806e-09,0.00034111257358406563,0.0,1.0,0.2016129032258065,0.3027522935779814,0.21499950853510705,0.16997621685709174,0.13255506169898235,0.18938234454053204,0.1956442244314469,0.19163229814004523,0.12875712432173358,0.1797794424496213,0.1972137942964307,0.1421758555236402,0.10993873005553045,0.12425440969214885,0.15511376565088508,0.16832115395527536,0.11498999323553838,0.12136081085722705,0.12398740283748622,0.790861815829321,0.13785046728971964,1.7220798329495839e-07,0.20707070707070702,0.6779661016949152,0.8103197238553252,0.8391138691440929,0.8981636976236782,0.2387021902811029,0.5455024360278067,0.0,0.3333333333333337,0.0,0.3333333333333335,0.33695652173913043,0.6000000000000032,0.33695652173913043,0.22282011435937354,0.2650397132190345,0.3421410716122326,0.4279357660188676,0.4424688461432409,0.4382850944147658,0.4670737570139323,0.4844548115951888,0.49532659104627763,0.5088462047376308,0.5167811657018802,0.5233943809018096,0.5297942240328009,0.5333504879363471,0.5366888953267099,0.540256196796691,0.540370124997207
1,1,1,1,0.19927855928351454,0.004752622292436934,0.2,0.8333998653115153,1.9363254494123062e-07,7.283609271010264e-10,8.007668577493891e-09,0.0024377209790307944,0.0,1.0,0.2741935483870968,0.3486238532110091,0.2913840743531776,0.28704305044004763,0.17386178370892313,0.17131315321204288,0.1394106628305818,0.27206582366360044,0.18263396384032626,0.15796450729801648,0.14622789753720178,0.26234207448253954,0.15105948861431773,0.10339418059662242,0.09487694475298325,0.25110014154291443,0.169518059935161,0.09804886704994809,0.06863089759999474,0.5355849976898339,0.14018691588785048,2.2226901202601988e-07,0.22474747474747472,0.3898305084745761,0.9488313181114418,0.8094549003005334,0.8914159243779611,0.3537295825659473,0.5135401198695062,0.0,0.45238095238095266,0.0,0.45238095238095244,0.2065217391304348,0.40000000000000213,0.21251109139307894,0.39679553662942246,0.41550330106890243,0.4631690198402656,0.5182098684632346,0.549020318113022,0.5960147891657968,0.5812021155422344,0.600619968674746,0.609483483017913,0.6246447032656293,0.6335194671198845,0.6356659767095303,0.6417421711705542,0.6451110765315906,0.6465883721108008,0.6498428418423596,0.6500682805067943
1,1,2,1,0.21146583913018527,0.005834197096846534,0.0,0.8397606927314938,1.977069614478875e-07,1.2719430061550525e-10,7.1747360294040894e-09,0.012582411016396084,0.0,1.0,0.13709677419354827,0.23853211009174308,0.15373021853805566,0.18107908431233088,0.14475492135829926,0.18623328077676216,0.21266492723245545,0.1968840735151257,0.12809848594320905,0.1714030081917206,0.2150289517965558,0.14001237632644647,0.10555627155411151,0.10122627532293205,0.15539831625965217,0.16128390313946384,0.09858388737734991,0.09465752739748923,0.12696630233628792,0.6958845196834043,0.1495327102803737,1.4772755462581047e-07,0.21464646464646464,0.42372881355932224,0.8745599959607211,0.8255244685188892,0.8914937254346675,0.2811336554525295,0.564169689242866,0.0,0.5714285714285716,0.0,0.5714285714285715,0.4673913043478261,0.6000000000000032,0.4673913043478261,0.21060685935956425,0.2449710319308387,0.32026818133733115,0.4029168123563538,0.4317502956813508,0.43770572367482363,0.4619708597511978,0.47445105834112944,0.48710799846917086,0.5073944203113074,0.5131366817540599,0.5239304647275478,0.5308867304307561,0.5345893400512829,0.5385155768032415,0.5416814401277532,0.5416814401277532
1,1,3,1,0.22280035108111204,0.010282071858833692,0.4000000000000001,0.895698298098877,1.938070922688103e-07,5.619905944551718e-09,8.454012926297286e-09,0.00031571588837525974,0.0,1.0,0.24193548387096783,0.31192660550458706,0.27693245041607206,0.21330820567044717,0.1983187894859717,0.15199076625287078,0.0914018088490618,0.19661830415472314,0.19902951958086668,0.15438456335821127,0.0991333963552099,0.21851381410468007,0.21542652433908616,0.13401066604606549,0.09587353682177446,0.20615504894728764,0.22332533557224665,0.1417537844422092,0.06758738899298711,0.5597923481131435,0.14719626168224295,1.5547758837091125e-07,0.22474747474747472,0.322033898305085,0.9170023511585605,0.8089451336152216,0.9244989566622182,0.31414315407045906,0.5973753956840484,0.0,0.4761904761904764,0.0,0.47619047619047616,0.23913043478260865,0.6000000000000032,0.23913043478260865,0.20041998741773726,0.2007239563101717,0.2627136386949789,0.3284229393392175,0.35336367036852967,0.3565303529342505,0.3908241058965176,0.40882222787394706,0.4262228337725784,0.43803210915564095,0.4485317952625312,0.4562750515720404,0.4619514702149763,0.46380581754992023,0.46705686036874683,0.4702214807481331,0.4703608951776115
1,1,4,1,0.22679115158795318,0.007223416516022137,0.0,0.8612063607953864,1.919347465412351e-07,2.492465991066959e-10,8.295119383311865e-09,0.007409520396493192,0.0,1.0,0.29838709677419356,0.3853211009174311,0.29162156607522094,0.1772338331150124,0.16250795114416983,0.23955610774699632,0.21900196462565003,0.177096127623404,0.15248856151538215,0.22571757701391482,0.23440175713632683,0.16090703790495042,0.15400921145454138,0.19345643441494953,0.19384806085503914,0.16763251746653396,0.1558240457098815,0.18883850300283944,0.182061390792996,0.6695381593109566,0.1331775700934579,1.2037447669157947e-07,0.20202020202020202,0.30508474576271194,0.9025168431514419,0.8351313335500983,0.9024513409705133,0.2702552391626653,0.5759373474233138,0.0,0.523809523809524,0.0,0.5238095238095237,0.3695652173913043,0.6000000000000032,0.3695652173913044,0.027621375586279195,0.0799724845786759,0.12044140729034103,0.15243491587303715,0.17223086688049571,0.20328905172974876,0.2153945554507546,0.22289704713345881,0.22808396500073758,0.24085089222741818,0.2470814376174586,0.2518153664006404,0.257077567991143,0.2585500021144165,0.26127543351896,0.2639204311781371,0.26380267097544996
1,1,5,1,0.2403416784938296,0.012324472207444075,0.0,0.8536916120516376,1.949237224251772e-07,9.40527674656705e-09,7.546364264154183e-09,0.00015912618698756212,0.0,1.0,0.3387096774193547,0.3302752293577981,0.42040508743060145,0.26195901460548143,0.19515279050756917,0.20603744844174288,0.1773171127790869,0.269145350426111,0.2005139092808106,0.21321886650459687,0.19252023409013863,0.23471296318746548,0.170605246910432,0.13821692565283472,0.1320390830598197,0.24855360830009954,0.18819087232792564,0.15798002061496108,0.11966676208169946,0.6226480620674488,0.14719626168224295,1.0592583091203759e-07,0.22474747474747472,0.30508474576271194,0.8454317295203446,0.82040286349498,0.8775459081586976,0.2793886562906706,0.5634681774771839,0.0,0.7619047619047621,0.0,0.761904761904762,0.41304347826086935,0.40000000000000213,0.42324755989352253,0.17555737438445496,0.17468208008869301,0.17625272348016363,0.23535614606637445,0.25142807001766343,0.2737239751193452,0.3002782573405318,0.30810342393553225,0.3249972098576188,0.3451996371913528,0.3484063828316546,0.35478632852700254,0.36223778113208605,0.3645862546588259,0.36698117665780416,0.3693827133613172,0.3693827133613172
1,1,6,1,0.21746538743700614,0.0066148581928833225,0.0,0.8574704873457717,1.9207996788652353e-07,8.305579848154208e-10,6.43004925703116e-09,0.0017170041124142217,0.0,1.0,0.20967741935483875,0.22935779816513757,0.32094554396541464,0.2533534410432551,0.20140939699173477,0.23131054387938899,0.20385108462160417,0.2380996260709073,0.2006724998300622,0.23304888831355108,0.21005170789075955,0.23590767466345408,0.19019719064930152,0.18133744432289445,0.17502337208245633,0.22586070408482573,0.19966353439075257,0.19223952930071397,0.15189894475895138,0.5383642683022449,0.14018691588785048,1.7220798329495839e-07,0.21717171717171718,0.3898305084745761,0.7933514163652418,0.8001759261914678,0.8699540562773445,0.2541199497474235,0.61631089817425,0.0,0.8571428571428572,0.0,0.8571428571428573,0.35869565217391297,0.6000000000000032,0.3586956521739131,0.14586945917756977,0.19587710780599443,0.2263933234609261,0.26437140314341145,0.3070725759613888,0.30561210732207233,0.31731174211344837,0.3325473145007387,0.34486833308051756,0.3542585703662564,0.3636245496957067,0.37152458355228046,0.37571042941483923,0.38117321612341026,0.38469450476683,0.3869611959562318,0.3868459327642695
1,1,7,1,0.19952105071883675,0.004452221164163706,0.2,0.8816079166654811,1.95257172228538e-07,2.670327089188094e-08,6.778908875968749e-09,3.641566171655629e-05,0.0,1.0,0.14516129032258068,0.17431192660550437,0.2530143180105502,0.14271063193431588,0.09929820457107508,0.09588912332431132,0.07912206253499621,0.13997771212030186,0.10729720723267522,0.10299244796916462,0.1012730428182429,0.13300537536650658,0.0993552602793415,0.05181309447408522,0.060052952173739294,0.136556281687657,0.11854444750135085,0.06915749958474371,0.04940827210056853,0.5709560047676145,0.1495327102803737,1.6363074180779608e-07,0.22474747474747472,0.22033898305084731,0.8532016227832675,0.9574306421855852,0.9794243958862681,0.03817737201567206,0.6025489745821186,0.0,0.45238095238095266,0.0,0.45238095238095244,0.33695652173913043,0.40000000000000213,0.3456078083407276,0.19395396356251027,0.25394145615982655,0.29279963007525245,0.3409053282486263,0.38487185082228526,0.3984340637267425,0.40559534796365937,0.4235094962770616,0.42824701707374735,0.4426743031292111,0.4490090994672393,0.4539266672658988,0.458751372068088,0.4615465993827461,0.4643211955226336,0.46673817500011205,0.46694721820030227
1,1,8,1,0.20150167000254726,0.0074318339566135615,0.0,0.8340281650698418,1.9600319532191353e-07,1.4707035723017297e-08,7.110158828464348e-09,8.782747071289969e-05,0.0,1.0,0.3145161290322581,0.3119266055045869,0.4044958232455227,0.1853819133561263,0.1400403091202136,0.18076582905460947,0.1873964905364316,0.13255776686897314,0.15831063984127547,0.17215662271746002,0.20392502449416372,0.15165036056887937,0.10951997178258277,0.10554737432273975,0.13783418491094612,0.1031658145663612,0.1400960268992979,0.10758544837230377,0.12601382978929476,0.7177608335980015,0.14018691588785048,1.6363074180779608e-07,0.21464646464646464,0.593220338983051,0.7299008091132602,0.8963168208360983,0.9168418281152846,0.175524611788405,0.5595077524048355,0.0,0.23809523809523792,0.0,0.23809523809523814,0.2934782608695652,0.20000000000000107,0.3093297101449275,0.39760576570368333,0.4866058300658269,0.5768419239845828,0.6093080037011434,0.651860419680959,0.6716156352537825,0.6988212563463503,0.7103794775275858,0.7297304190151956,0.7567539902449434,0.7670818744418324,0.7750322616495957,0.7876736976707255,0.7952357923997728,0.8025161357599948,0.8054583640592412,0.8054712702604754
1,1,9,1,0.20443886545394796,0.0039377096757968345,0.0,0.8412554846692599,1.9515783480751612e-07,3.5321637079758705e-09,8.121016721348892e-09,0.0004936653854798108,0.0,1.0,0.20967741935483875,0.23853211009174308,0.3074604370761115,0.24410246586500728,0.07435609505278373,0.08458356815187118,0.10484212302803542,0.24466672426716785,0.08654606064508008,0.047679573631725924,0.11013064533235117,0.23156269554476994,0.06991863106059704,0.03434084068023979,0.0811079590451449,0.23405676567261846,0.08867959424032068,0.0,0.04784963565987921,0.6457164715008776,0.1448598130841122,1.7220798329495839e-07,0.22474747474747472,0.2711864406779658,0.8832438074212932,0.8057235821977251,0.9301236918406466,0.3203293173867557,0.5335181949037604,0.0,0.7142857142857144,0.0,0.7142857142857143,0.3043478260869565,0.40000000000000213,0.31233362910381546,0.49950373376206736,0.4746249539235441,0.5498475232218925,0.6578521606628689,0.6530470817759353,0.6823809384885635,0.6951751249372542,0.7149228527208704,0.7347218170535126,0.7433613707492737,0.7534349805293579,0.7585890719836101,0.7660076019898632,0.7707345374550076,0.7748963876608128,0.7787303371246315,0.7786221599726026
