fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4
1,1,0,1,0.07332367825384412,0.0044368807628837065,0.1111111111111111,0.9196805021319391,2.233206753451392e-07,3.500465577022308e-08,1.88627759002244e-08,0.00016054402361841632,0.0,0.9999999999999999,0.13005272407732865,0.06517311608961304,0.4300329839556235,0.07006679153468232,0.07180693324472306,0.06937847629513844,0.07781716385665466,0.05680970382963979,0.06502534921135233,0.06544599682956564,0.08726037808488968,0.30620471488018364,0.311350512259466,0.310588899572934,0.32298174687693404,0.28021697752226615,0.3068198787633647,0.30545289601056846,0.3547252526978555,0.7400081965880196,0.10704960835509138,4.906653423201639e-07,0.1189024390243902,0.37500000000000044,0.7635120751033604,0.8978836002510029,0.9834031171735518,0.09774581747791156,0.7672080208861916,0.0,0.15675675675675682,0.047904191616766456,0.6532413999546941,0.14285714285714265,0.058047493403694125,0.2721360169032126,0.34013472585632587,0.3451009534763092,0.34800550981778566,0.3504500026432058,0.35047298460622
1,1,1,1,0.08388693908197438,0.005825172019888164,0.0,0.940478975662441,2.2747400882276394e-07,7.809001859044668e-10,1.6162359219107536e-08,0.008095176617845664,0.0,0.9999999999999999,0.054481546572934976,0.052953156822810585,0.19705491598433816,0.08649349780204352,0.09033560428673434,0.09317630338308075,0.11319619173559858,0.0821534187263433,0.09508365101054472,0.09870529848108844,0.12920112105070042,0.3409919810041181,0.34926102762009303,0.35279883186410566,0.37312090171906676,0.33201527154610877,0.3661651009704041,0.3677652997645815,0.4210190890166392,0.7561725047296037,0.1122715404699738,5.196305198241061e-07,0.12195121951219509,0.4583333333333339,0.8363330305722698,0.8669494100879263,0.9898926365582525,0.213030009444985,0.7615954918957385,0.0,0.145945945945946,0.11377245508982034,0.40668881965684656,0.19548872180451127,0.1134564643799474,0.21398156569899135,0.34020906711663934,0.3437044848774198,0.346626741906344,0.3499630045678461,0.350313674498572
1,1,2,1,0.08104484225852154,0.005543034918257678,0.2222222222222222,0.9169266809205856,2.27214702824001e-07,1.9901245217657675e-08,1.4577816191933984e-08,0.00023809727409152044,0.0,0.9999999999999999,0.07908611599297,0.04684317718940936,0.32208940156840515,0.04037794408343062,0.04685883404230609,0.04884644460397802,0.05111516067306909,0.038408850009601314,0.04779047535193609,0.05404450307557479,0.06830878384151357,0.29883913533287565,0.30822387316404054,0.3108737099597012,0.31878880337448723,0.2927998336782196,0.32299361778004043,0.3261375572558337,0.369858311079852,0.747007155871628,0.10966057441253264,3.8843523807770817e-07,0.11280487804878052,0.41666666666666696,0.8247888256398834,0.9578178206345989,0.9950156899826101,0.05980785173001951,0.7725095983133053,0.0,0.4054054054054056,0.19760479041916165,0.5081943378950233,0.13032581453634065,0.06332453825857541,0.23845964842808842,0.22023956169895564,0.22357259911064276,0.22680007062639684,0.2297454669990886,0.2296902303411794
1,1,3,1,0.07603252575298784,0.00572663663988336,0.1111111111111111,0.9275317929627324,2.2800187942136524e-07,1.854789503323618e-08,1.656020365229613e-08,0.0003006791636401572,0.0,0.9999999999999999,0.06854130052724078,0.08146639511201614,0.160528382720457,0.09450233180562001,0.0985337608185228,0.08896158133030974,0.10785067393578118,0.07233542103776575,0.07808192001062397,0.0708291171852522,0.09687471206894133,0.29114892987655216,0.2957738740876784,0.28876979715195306,0.30942923298581637,0.23835877068899936,0.25678768633113047,0.24821640765091846,0.30222706431924606,0.704447023828628,0.11749347258485636,4.631323019050472e-07,0.125,0.35416666666666696,0.7957731866543956,0.8672702912952595,0.9817091837846501,0.1505822238525843,0.8019589318886222,0.0,0.2972972972972975,0.11377245508982034,0.6063443018112771,0.09523809523809523,0.02374670184696591,0.3104748773267366,0.4822245294854972,0.4862135816134163,0.48935903226166744,0.49260669661357803,0.4927882477531169
1,1,4,1,0.07856523551417835,0.004966150230953989,0.1111111111111111,0.9232669632938698,2.2444516337206383e-07,4.274404300891954e-09,1.7654610098232846e-08,0.0015758503596703382,0.0,0.9999999999999999,0.10896309314586994,0.06109979633401222,0.3723779968692499,0.08824766748991303,0.09682478539922987,0.09022833261587543,0.10670355064068648,0.08555339491826569,0.09666371947539615,0.09172067011632162,0.11871537458287079,0.3345921909029883,0.34569290849492484,0.3424137622557062,0.36038799605676364,0.3218807890159573,0.3533718365502784,0.34885269065826985,0.4004129551728628,0.7157653778449622,0.10966057441253264,4.1208289446255764e-07,0.1189024390243902,0.4652777777777781,0.8207996420869126,0.9193733515712523,0.9901785809104968,0.13511141297773405,0.7906239831649257,0.0,0.3081081081081083,0.11377245508982034,0.6206054076794506,0.15288220551378445,0.07915567282321918,0.23159794331524086,0.25850599728374557,0.2624821881747206,0.26597487662977093,0.2700630256482772,0.2701643888665415
1,1,5,1,0.07918129742808666,0.0054881841107200435,0.2222222222222222,0.9218183562403144,2.2795023152633586e-07,2.217219955901269e-08,1.4228909092262455e-08,0.00020231918600242964,0.0,0.9999999999999999,0.08260105448154659,0.03258655804480652,0.4160068882961967,0.04077082082858488,0.04733628844410612,0.04196497516371184,0.05923462600565982,0.029353421618629805,0.038017943049940606,0.03280417737243374,0.059672817654288834,0.3126731523698405,0.32295126014368836,0.32072971494072033,0.3390865062427725,0.27683699520861205,0.3053283112062104,0.3003226396415103,0.353200705341154,0.6320403373097516,0.10704960835509138,4.3696058884037705e-07,0.10975609756097562,0.3055555555555558,0.7873404804019248,0.9170269990911635,0.9904773626163124,0.08171044777771042,0.7553600674228027,0.0,0.24324324324324342,0.053892215568862284,0.780646706866732,0.21553884711779447,0.09762532981530363,0.26825905348959805,0.20895166101398388,0.21323403325180346,0.21548785637731593,0.21793836897771945,0.21829478779794131
1,1,6,1,0.07965841988474753,0.005137379740166415,0.1111111111111111,0.9075861606513854,2.2421125465809644e-07,9.546765322541639e-09,1.527609536171057e-08,0.0005806637503134461,0.0,0.9999999999999999,0.1493848857644991,0.054989816700610844,0.559396989554422,0.03020354149331303,0.03729348844399624,0.04116939703985806,0.03644394797127093,0.023591117468052092,0.033680760188143644,0.04141974472368232,0.04563195363512762,0.3128279762433084,0.32389420188761964,0.32820170120568315,0.33132531459830616,0.29311628946564805,0.3248102414743417,0.32906837640185294,0.3662628703273325,0.8045253986830962,0.10966057441253264,3.659568024155001e-07,0.11585365853658532,0.5486111111111112,0.8236134072331911,0.9692677689377263,0.9926527610156946,0.07718018841836088,0.7202228231001186,0.0,0.3567567567567569,0.2215568862275449,0.4187459364363023,0.20300751879699247,0.04485488126649097,0.419372513815719,0.17745781766030788,0.18002589877472275,0.18298151085484426,0.18502409793300711,0.18528341924031166
1,1,7,1,0.07623723670586444,0.004371395601663844,0.1111111111111111,0.9416395519095597,2.2884819584139425e-07,4.133531472633074e-09,1.53755153742973e-08,0.0014175971206820124,0.0,0.9999999999999999,0.11072056239015815,0.0855397148676171,0.2822971387769674,0.05961624522586084,0.07141640249779499,0.0740697222146981,0.08703685374125991,0.05611436358644814,0.075189379745286,0.0819578774352629,0.10643867522848255,0.29604322305670816,0.3083197129068411,0.3112123205438745,0.3269324202032351,0.2931252309241268,0.3288929448473187,0.33228052053466406,0.382637988508859,0.7101946633894665,0.1122715404699738,5.501023273392078e-07,0.12195121951219509,0.2708333333333335,0.8116220233144436,0.9232245415919458,0.991186351557193,0.08035817197551659,0.8032528992660004,0.0,0.3351351351351354,0.08982035928143664,0.751332211471042,0.2506265664160401,0.04485488126649097,0.501405535135613,0.40574361377644097,0.4107468899114963,0.4134253422307883,0.41688059142785505,0.4168309903081979
1,1,8,1,0.0763171172176738,0.0047526636077062975,0.1111111111111111,0.9265328852877963,2.2942745699008908e-07,2.6509405937411673e-08,1.4064803710616378e-08,0.0001583663132541976,0.0,0.9999999999999999,0.042179261862917254,0.06109979633401222,0.12442259632548813,0.05942488947338881,0.06294460902486979,0.07406454354104691,0.09473559217697158,0.054999488690677195,0.05692058433517222,0.06915968226331232,0.09926107148902125,0.2823886951615028,0.2877317224457,0.29669267251053566,0.3183379157559345,0.263724369127033,0.28387663340757174,0.29088055540619073,0.34647026110742063,0.6593242929412328,0.10966057441253264,3.445897772187121e-07,0.13109756097560968,0.36111111111111116,0.823865797316742,0.8923575438507108,0.9868202146321376,0.1677419213178178,0.789493070731355,0.0,0.31891891891891866,0.16766467065868215,0.48558993799272,0.21303258145363407,0.058047493403694125,0.38069099248442617,0.42427888677150905,0.42754641071620525,0.43105161603675124,0.43343042638806994,0.4334369859363827
1,1,9,1,0.0815537359747619,0.005529160032504037,0.1111111111111111,0.9210531826502903,2.284624686989892e-07,1.4496473726180142e-08,1.796704076579863e-08,0.00043676502691613695,0.0,0.9999999999999999,0.10193321616871706,0.042769857433808386,0.4406589483347785,0.0823854893807704,0.09704517262940135,0.09516913735417631,0.08911711123044919,0.07497886354603206,0.09658325650142086,0.0981049537245145,0.10483405005572294,0.3283449953861406,0.343617147756794,0.343636925524327,0.3456134326683282,0.3142227371363454,0.3527709042985093,0.3526920018995696,0.39057575311087256,0.700722026818493,0.10966057441253264,3.049728675473088e-07,0.11585365853658532,0.29166666666666696,0.8355909113659266,0.8933713804168981,0.9896706168801757,0.18282573954015008,0.7817257054909665,0.0,0.31351351351351364,0.1497005988023952,0.522270107914021,0.19047619047619047,0.06860158311345667,0.3112714023047959,0.3427657452361079,0.3447706657069456,0.3474521085854487,0.35098769280712183,0.3512779446391052
