fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7
1,1,0,1,0.08294851111163892,0.004543569627960189,0.125,0.9121000162666179,2.2137743467283122e-07,4.8387667357042157e-11,1.8419614217897685e-08,0.30074828885297433,0.0,0.9999999999999999,0.09932279909706546,0.08136482939632547,0.2175271480281959,0.05613708570303405,0.06667852733023977,0.06453016623661206,0.08062055419675906,0.05069683970183486,0.05814788851857017,0.0532525152764351,0.07169180874768888,0.24289121732766839,0.2666314649195708,0.27249399935315155,0.28165600694835335,0.21807037533574236,0.2440423549305697,0.26989780547193265,0.2888622443838753,0.7499201785930252,0.11568123393316192,4.894608146130034e-07,0.13473053892215564,0.2884615384615383,0.7516747544106304,0.8741152694222727,0.9753897038073243,0.1714497875092254,0.7323310538547068,0.0,0.23225806451612901,0.14516129032258107,0.36174377224199283,0.13559322033898294,0.07720588235294114,0.43904667631158145,0.3342926038609879,0.34067552940095713,0.34436995369961876,0.3529815205775022,0.3578510616324053,0.3606990697048076,0.3630959711524784,0.36311850568391413
1,1,1,1,0.09391378080409069,0.005863038254978208,0.0,0.9353800735191564,2.2506724493140637e-07,7.481426372557826e-09,1.5465438208906708e-08,0.0016949292552039445,0.0,0.9999999999999999,0.08352144469525954,0.03149606299212587,0.36859194712036264,0.06160017854599553,0.10969196905149303,0.11363162100410501,0.11738367809953976,0.05870823928759489,0.10045853144351513,0.10992921488521751,0.12556454354280622,0.27360442525692386,0.32532515733363043,0.3368966424516966,0.33792706332774536,0.2592162587395911,0.31441559212298087,0.3503109550373328,0.3686978177618653,0.8154471217621322,0.11825192802056554,3.313013844193699e-07,0.12874251497005978,0.4326923076923075,0.8340330816590642,0.8559784948714828,0.9857349266457032,0.2357806324797586,0.7534638552645988,0.0,0.41290322580645167,0.3387096774193553,0.4403914590747331,0.2440677966101695,0.1985294117647059,0.2862307540661452,0.3261866671119018,0.3327681171679584,0.3433250008968818,0.35305441450159725,0.35648178062184255,0.3593471447702896,0.36261845435238627,0.3629622971552251
1,1,2,1,0.0920105899030883,0.005734100522645932,0.25,0.9134188956598084,2.250248826474701e-07,6.745073891173123e-09,1.3928524982632328e-08,0.001696832547852174,0.0,0.9999999999999999,0.126410835214447,0.10236220472440943,0.2401005279544441,0.06610430833970987,0.05447882133846671,0.05118647918461838,0.0612056377697765,0.060352672224420256,0.049176453009999566,0.04378738955296635,0.05032531265649387,0.26345985579402764,0.27059157966310654,0.27620985192168324,0.2809293864344701,0.23985284128916706,0.25348747351717693,0.27949974919601916,0.2901730365541819,0.7824051116663178,0.11825192802056554,5.169938543032157e-07,0.13473053892215564,0.26923076923076916,0.8122181856660875,0.9398224837555524,0.9920925758683659,0.07590682163236528,0.7609039286592156,0.0,0.21935483870967737,0.24193548387096775,0.2704626334519572,0.1254237288135592,0.08823529411764701,0.37037358403028753,0.22111535100733648,0.22638705341942322,0.23051978314729316,0.23542057314943388,0.2386887202735064,0.24185335674450803,0.24474140974112735,0.24468724847547318
1,1,3,1,0.08850089348824265,0.006483788063930037,0.125,0.9167671376581608,2.25554684411801e-07,6.796848642381412e-09,1.6108572734519064e-08,0.0019584945778892728,0.0,0.9999999999999999,0.03837471783295702,0.04986876640419943,0.08509437556839217,0.08989339986559969,0.09809172654794074,0.11080538189723527,0.1492368676515221,0.06610302079432084,0.08259735152474201,0.08988146188179919,0.1264177273943734,0.23928043769520047,0.2606438924643836,0.27700755622118334,0.30410552247454836,0.19070000838275736,0.21968036136818614,0.2538896267515002,0.28618991585935005,0.75737545985328,0.11825192802056554,4.3841140851456944e-07,0.1317365269461077,0.37499999999999956,0.8051996122823146,0.8469025561577794,0.9737522426402831,0.2131611004410287,0.7549019709365479,0.0,0.11612903225806454,0.17741935483871019,0.1697584614219731,0.13220338983050842,0.08823529411764701,0.3856342712039085,0.46714514925577477,0.4743866995530539,0.483863841488962,0.4923050041551069,0.4962163941664888,0.49930060661905507,0.5024850427956284,0.5026630593496808
1,1,4,1,0.08839170577813231,0.004984795482598774,0.125,0.9205961209390481,2.213669765152205e-07,2.7218443028028404e-08,1.761490066071111e-08,0.00044957046112145845,0.0,0.9999999999999999,0.08577878103837477,0.05249343832020986,0.2738087678076247,0.08960933587548492,0.09308630657513417,0.10293909269755414,0.11100235410972237,0.06885308143260283,0.08485939930381581,0.08989097831782272,0.1018597602695347,0.28589044865772906,0.30441249241644475,0.3200652974935755,0.3239258055844171,0.24715751389208263,0.2815751812568599,0.31446434167628845,0.32931440553934044,0.6241951878517957,0.11311053984575829,4.1476375275232804e-07,0.12874251497005978,0.4615384615384617,0.8138982614677568,0.9075517933413799,0.9867620600255202,0.1507421545721636,0.7755319732485588,0.0,0.27741935483870983,0.41935483870967705,0.23706376994604506,0.15593220338983052,0.08088235294117636,0.47105689818795704,0.25066393943810916,0.2601085276876789,0.26476818401171465,0.2729420065922228,0.27684078575969906,0.2802654757105618,0.28427403331353496,0.2843734231100896
1,1,5,1,0.08951441691118858,0.005713803627449941,0.125,0.913897599166549,2.2490114082374083e-07,1.964049511199771e-09,1.3783713694954935e-08,0.006036072405299329,0.0,0.9999999999999999,0.08126410835214448,0.05511811023622046,0.24437901591645167,0.08357237517081856,0.07053671037317333,0.05870290346231294,0.05517699717445179,0.06778410881874175,0.05780586296537077,0.042221294644556207,0.03270385556339139,0.2891937237655058,0.2957022083542984,0.29562893162794557,0.2907018920251577,0.24638336283596773,0.26113108321710143,0.2794851461976957,0.2783712835444745,0.6932718489162277,0.10796915167095117,2.4817861449766663e-07,0.11976047904191611,0.2980769230769229,0.7874607156872306,0.8903384538323138,0.9858956560521097,0.17426581742944885,0.731754828299813,0.0,0.2903225806451611,0.3064516129032262,0.31733257845357477,0.18983050847457636,0.05147058823529402,0.7373237437959893,0.208829435646392,0.21622667178944188,0.2196248194171051,0.22435243451076903,0.22855143403719635,0.23076137789800755,0.23316418192277832,0.23351366169104892
1,1,6,1,0.08967380753655416,0.005173651957157991,0.125,0.9063879107101867,2.2198680772134882e-07,3.0922242228276446e-09,1.4387320804766704e-08,0.003962590860325268,0.0,0.9999999999999999,0.12866817155756208,0.07349081364829382,0.350168081170607,0.0367865035859426,0.03133227980338027,0.03086197244015365,0.05040122965945859,0.029056702154452274,0.029043696095664706,0.024588544558735603,0.044761728588426974,0.2592649362976108,0.2716950104381207,0.28024399101249275,0.29239097015555815,0.23588232797310826,0.26010097058058157,0.2876332014426838,0.3089607189648287,0.7888026350519839,0.11053984575835477,3.7091829304771844e-07,0.125748502994012,0.4326923076923075,0.8076781317535984,0.9520906709426846,0.9888890635793182,0.10278560081148919,0.7054962771119275,0.0,0.32258064516129015,0.16129032258064502,0.47918923100727207,0.2271186440677966,0.08455882352941178,0.6187231002962367,0.17940663249420163,0.18688380558230056,0.18717384973826223,0.19347173895619596,0.1959898225753689,0.19888789239170324,0.20089071272061987,0.2011449853494558
1,1,7,1,0.08502019615551874,0.00421964660572541,0.125,0.9378352132823122,2.257918843260481e-07,1.2064378883803164e-10,1.439056953873519e-08,0.10036158846065568,0.0,0.9999999999999999,0.05191873589164787,0.09186351706036736,0.03176588501329436,0.04552883331620483,0.07365678262382236,0.09247983625950312,0.11481821119435587,0.031588268370676964,0.06905051583866345,0.0868227701849596,0.11436382023984548,0.23067943828842163,0.2680342798791928,0.28992926168357547,0.30415221174727614,0.20770633802544014,0.25716379335349804,0.29984648221100996,0.32589861552957067,0.7421727884983,0.12082262210796915,4.6328910223739595e-07,0.1317365269461077,0.38461538461538414,0.8144771764184027,0.8790405276628483,0.9844363016661504,0.16735059415037762,0.8059388952713569,0.0,0.3870967741935484,0.20967741935483952,0.5212615295228407,0.18983050847457636,0.07720588235294114,0.5702885860047209,0.3958228190517614,0.4042764334512525,0.41186046923085784,0.4173130812188206,0.4222189494981228,0.42484525552564145,0.42823323511649547,0.42818459967184364
1,1,8,1,0.0868286545757285,0.0048738811978860114,0.125,0.9209140824862329,2.264717911881873e-07,7.781653003338911e-09,1.4188834972630494e-08,0.001484184393449339,0.0,0.9999999999999999,0.0902934537246049,0.05249343832020986,0.29252132681357296,0.07616458274187665,0.08768286831978189,0.11304200876253517,0.12717098295324802,0.06071316457218323,0.07763015053419409,0.10275964098338602,0.12049776090089492,0.24400001371094393,0.268262559408196,0.2950514986481517,0.30276616188365335,0.2165326561437746,0.24898938352271793,0.2972153906891659,0.3154434617434657,0.6382470071126298,0.11568123393316192,4.894608146130034e-07,0.13772455089820357,0.21153846153846123,0.8343028027120427,0.8654930147664501,0.9805643837835873,0.24044936999321948,0.7683954725731897,0.0,0.4064516129032256,0.274193548387097,0.48590780903780284,0.14915254237288136,0.08823529411764701,0.4237859891379606,0.4169086421689481,0.4282171181251777,0.431289205976072,0.4354874944193228,0.43869140354595104,0.4421283666737752,0.44446086440725896,0.4444672962489411
1,1,9,1,0.09141096187965658,0.005583282179919111,0.125,0.9117669252634971,2.2576097671424025e-07,1.7945495488731246e-08,1.7207691254494386e-08,0.0007224502440676124,0.0,0.9999999999999999,0.07449209932279913,0.03412073490813647,0.31063667648954413,0.0598381705710575,0.04882488829010412,0.06708460611231665,0.08662218209334305,0.04889550403945492,0.04528130175723538,0.06081475874523151,0.07953146146355883,0.26040952008295304,0.26809035045324847,0.2899875471425818,0.30214438901685714,0.2327484592855441,0.2522062012764823,0.29368974341821774,0.31345360943299483,0.8149696370649808,0.11053984575835477,3.922853176819432e-07,0.12874251497005978,0.3173076923076925,0.8063693341141596,0.8971181969881066,0.9854564152963095,0.15095629303560282,0.7758090919429846,0.0,0.31612903225806455,0.14516129032258107,0.4862692763938312,0.17627118644067793,0.11029411764705867,0.3988705815075594,0.3297807768245813,0.3385823860620747,0.347852487544154,0.35556131712861916,0.3575272041744073,0.3601564425384942,0.3636231931262499,0.36390779409911245
