evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 214.0878028130 0.0000000000 1.0000000000 0.2918745683 67.0000000000 5.4275957605 0.8563920909 7.0993588187 -0.0890782985 5.7457488320 -0.0797689715 50.4008956369 -33.9034725552 27.1325278170 6.9118067441 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
3 158.0680395850 0.0000000000 1.0000000000 0.2918745683 67.0000000000 5.4275957605 0.8563920909 7.0993588187 -0.0890782985 5.7457488320 -0.0797689715 50.4008956369 -33.9034725552 27.1325278170 6.9118067441 -2.330300 1.801653 0.931325 -3.072487 2.976504 3.791778 2.357559 -0.359850 -2.141505 2.108903 -0.806354 2.444890 0.416550 1.953278 0.712733 1.413146 0.021000 3.571741 0.253824 0.803979 3.766301 -2.695518 -2.540970 1.938793 -2.346247 3.887242 -0.827238 -1.494910 3.845884 2.961030 3.735118 1.812089 -1.722451 3.820130 -0.536007 1.604913 1.894504 -0.310020 1.228159 1.844413
4 111.7625606341 0.0000000000 1.0000000000 0.2918745683 67.0000000000 5.4275957605 0.8563920909 7.0993588187 -0.0890782985 5.7457488320 -0.0797689715 50.4008956369 -33.9034725552 27.1325278170 6.9118067441 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
6 100.0264188207 0.0000000000 1.0000000000 0.2918745683 67.0000000000 5.4275957605 0.8563920909 7.0993588187 -0.0890782985 5.7457488320 -0.0797689715 50.4008956369 -33.9034725552 27.1325278170 6.9118067441 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
16 78.7707490822 0.0000000000 1.0000000000 1.8781981972 1.0000000000 6.3090155445 0.9975255739 2.8991104670 0.0072471179 2.4585549805 0.0061458292 8.4048414999 -1283.4683134000 26.7074229264 6.7981615314 1.731050 -1.538251 2.408244 3.608058 -0.692147 -0.305324 0.911430 -1.198942 2.918904 -0.764457 -1.680553 -0.914048 -0.607135 0.030047 1.185987 -1.375744 -2.990447 2.682625 0.774935 0.193669 -0.913525 0.157054 -0.914369 0.339960 0.874733 0.231925 -1.117650 -0.610945 -0.836864 0.632626 1.301744 1.883809 -2.105762 2.682140 0.879961 1.459665 2.667493 -0.065145 2.608676 -2.203530
43 77.3208003436 0.0000000000 1.0000000000 1.8004756158 2.0000000000 6.2971980050 0.9956404219 4.0077361425 0.0258029146 3.4518312317 0.0217714953 16.0619489878 -1202.1165381459 24.5569645302 6.2723886646 0.335773 -2.191754 1.743305 2.805073 0.796760 -2.118078 -4.484808 -0.551383 0.600239 0.907583 -3.284134 -0.158176 0.833867 -1.836042 5.000000 -1.146712 -0.063019 3.628898 4.799026 -0.109187 -1.215045 1.707568 -0.630005 2.934295 1.534152 -0.503300 -2.410473 -0.980600 -0.790316 -0.360457 3.171615 3.520627 -2.973458 1.614224 -1.616230 1.415070 1.721024 -2.761505 2.406171 2.478553
44 77.0130427416 0.0000000000 1.0000000000 1.8004756158 2.0000000000 6.2971980050 0.9956404219 4.0077361425 0.0258029146 3.4518312317 0.0217714953 16.0619489878 -1202.1165381459 24.5569645302 6.2723886646 -0.625513 -1.849418 0.642492 1.667167 2.643537 1.581598 -1.634575 -5.000000 -0.276840 -1.784034 0.952550 -1.924681 1.430710 0.125915 -2.611684 2.226175 -3.175422 3.716139 -0.390567 0.758924 -4.180841 1.305518 -2.521852 -0.119180 2.408742 -3.608277 -2.934519 0.785622 -0.546029 -0.296235 0.712656 1.869746 -0.610984 1.451056 0.027402 1.376370 1.287462 -4.492343 0.248520 2.240950
47 57.7288529293 0.0000000000 1.0000000000 1.7423392100 3.0000000000 6.2839295941 0.9935151259 4.5164404048 0.0666920386 3.9400867674 0.0565407065 20.3982339303 -1229.2251232463 26.4675732644 6.7340614557 -2.608025 -1.377175 2.140909 2.779589 0.988010 0.406768 -3.510910 -1.465183 0.935504 0.140748 0.766417 -1.400331 1.309144 0.733936 2.413948 0.739137 -2.553495 3.877537 1.400659 0.820967 -0.513726 2.550814 -1.451700 -0.535184 1.520400 -2.040791 -0.545300 0.857496 1.779139 0.492965 2.087948 0.740679 -1.695989 0.001301 -4.050244 0.176644 0.896908 -1.966176 0.935811 2.751656
59 52.9730062390 0.0000000000 1.0000000000 1.7423392100 3.0000000000 6.2839295941 0.9935151259 4.5164404048 0.0666920386 3.9400867674 0.0565407065 20.3982339303 -1229.2251232463 26.4675732644 6.7340614557 -0.258209 -3.431753 1.901282 0.695466 -0.657968 -2.420341 1.976049 -3.178891 2.943134 1.697953 -1.200196 -0.683516 -0.557298 -0.301041 -0.598805 -0.379613 0.069655 3.745890 4.414971 -0.693061 0.280516 3.395351 -0.259295 -1.149406 0.533592 -1.588477 -3.130745 0.979538 3.224623 -1.716213 1.472603 -0.333015 -3.397481 3.546512 1.185515 0.745915 1.703225 1.393379 2.818371 1.723140
61 46.7741222905 0.0000000000 1.0000000000 1.6811513928 4.0000000000 6.2701014017 0.9913104931 4.3586846596 0.1161939689 3.8651436195 0.1007274321 18.9981319614 -1166.5318402043 24.9654712448 6.3768452059 -0.767377 -2.039493 2.909508 2.769692 -1.679329 -1.828781 -1.052922 0.321615 1.313951 0.561188 1.128056 -0.729819 0.189768 -0.348458 0.077695 0.756876 -0.733345 0.451571 2.588730 -3.038519 0.397292 2.447562 0.322625 0.195273 4.225487 -0.161053 -3.687007 -3.031516 3.467762 -2.144544 0.443798 1.595868 -2.337389 2.201441 0.176442 1.775733 0.945416 -3.213836 0.713859 0.096689
76 37.3460970204 0.0000000000 1.0000000000 1.6243272301 5.0000000000 6.2562489958 0.9891001469 4.4322156752 0.0713766185 3.9793720526 0.0663784440 19.6445357915 -1127.7769654807 24.3048967150 6.2053743394 -1.950559 -2.737010 3.309355 1.229475 -3.295296 -0.299281 -1.523071 -0.829931 1.090054 1.030649 1.804833 1.420574 0.167277 0.161147 -0.051961 -0.955990 -1.088791 1.027119 4.667350 -1.102690 2.061139 5.000000 -0.559248 1.221470 1.518334 -0.524052 -2.793573 -1.421620 -1.847390 -3.470831 1.042806 -1.192972 -0.917493 3.363513 1.384989 2.915070 1.070450 1.198247 0.631035 1.270629
111 29.8696849633 0.0000000000 1.0000000000 1.5301735165 7.0000000000 6.2294270080 0.9848132294 4.6431829371 -0.0397843659 4.1926402391 -0.0229962421 21.5591477874 -1115.9079357157 25.4484428551 6.4865773350 1.314789 -3.257286 0.824968 0.037065 -0.497595 0.751667 -4.378292 0.251438 0.088708 0.487278 3.519851 -0.327897 1.879345 0.181659 -0.558203 2.706509 -1.286351 0.189687 0.460414 -2.822235 2.102748 2.121533 1.299683 -1.485927 2.418329 -3.203012 -3.782727 -1.703691 1.962177 -2.668311 -1.091929 1.267888 -0.965723 4.230549 -0.112191 2.713974 3.271027 0.646327 -1.346059 2.816490
121 29.3838998901 0.0000000000 1.0000000000 1.4921203323 8.0000000000 6.2148919806 0.9824852483 4.9281175268 -0.0259313692 4.4747939765 -0.0139749384 24.2863423580 -1089.3335098549 25.0766634213 6.3845557114 0.100836 -2.870606 1.883187 0.250076 -1.695943 -0.037914 -5.000000 -1.189012 1.322663 0.359511 4.793736 1.074029 1.016750 -0.309396 -1.437946 1.616075 -1.304819 4.405084 0.832927 -3.214077 -0.428555 3.241996 -0.777405 0.130358 4.424695 -3.408781 -1.506636 -2.033101 1.093778 -3.004441 -1.605964 0.212476 -0.703975 3.575386 -3.517426 0.443573 3.055551 0.254167 -1.163355 2.049128
