iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,550,MLSL,1.0330942102093896,2,10,0.9
6,1,550,MLSL,1.256531705726785,2,10,0.9
6,2,550,MLSL,1.0507861524381858,2,10,0.9
6,3,550,MLSL,1.1296766991605676,2,10,0.9
6,4,550,MLSL,1.2974937752551292,2,10,0.9
6,5,550,MLSL,1.2760560463418935,2,10,0.9
6,6,550,MLSL,1.1418079897911584,2,10,0.9
6,7,550,MLSL,1.1819951929545252,2,10,0.9
6,8,550,MLSL,1.3741248152812873,2,10,0.9
6,9,550,MLSL,1.2653866234151647,2,10,0.9
6,10,550,MLSL,0.9783759166196276,2,10,0.9
6,11,550,MLSL,1.0824090212787327,2,10,0.9
6,12,550,MLSL,0.9677454358452444,2,10,0.9
6,13,550,MLSL,0.8068808015752617,2,10,0.9
6,14,550,MLSL,1.0212806835978332,2,10,0.9
6,15,550,MLSL,1.081210644540838,2,10,0.9
6,16,550,MLSL,1.2248263974329192,2,10,0.9
6,17,550,MLSL,1.3505983448921701,2,10,0.9
6,18,550,MLSL,1.3804088381737651,2,10,0.9
6,19,550,MLSL,1.2916288960511522,2,10,0.9
7,0,550,MLSL,0.79317205532691,2,10,0.9
7,1,550,MLSL,1.1078137569489137,2,10,0.9
7,2,550,MLSL,0.7647208461537958,2,10,0.9
7,3,550,MLSL,1.0546422068186792,2,10,0.9
7,4,550,MLSL,0.8381588449334622,2,10,0.9
7,5,550,MLSL,1.1687514354632518,2,10,0.9
7,6,550,MLSL,1.2954288960423985,2,10,0.9
7,7,550,MLSL,0.9486536953155371,2,10,0.9
7,8,550,MLSL,1.0414832603010176,2,10,0.9
7,9,550,MLSL,0.9967271095690858,2,10,0.9
7,10,550,MLSL,0.9755998331238167,2,10,0.9
7,11,550,MLSL,1.0937208347730547,2,10,0.9
7,12,550,MLSL,0.9803369565134491,2,10,0.9
7,13,550,MLSL,1.0685795812016399,2,10,0.9
7,14,550,MLSL,1.098431883820861,2,10,0.9
7,15,550,MLSL,1.0700625574791154,2,10,0.9
7,16,550,MLSL,0.8868152923012792,2,10,0.9
7,17,550,MLSL,1.1425767256562522,2,10,0.9
7,18,550,MLSL,1.0107865032754577,2,10,0.9
7,19,550,MLSL,0.9766928271847347,2,10,0.9
6,0,550,MLSL,1.4297538782927326,2,10,0.7
6,1,550,MLSL,1.1757770557700788,2,10,0.7
6,2,550,MLSL,1.3015288952660575,2,10,0.7
6,3,550,MLSL,1.114397606762198,2,10,0.7
6,4,550,MLSL,1.2734572044757047,2,10,0.7
6,5,550,MLSL,1.0621996033508974,2,10,0.7
6,6,550,MLSL,0.9540897584502581,2,10,0.7
6,7,550,MLSL,1.4799743944054542,2,10,0.7
6,8,550,MLSL,1.3225054397577907,2,10,0.7
6,9,550,MLSL,1.449233296318549,2,10,0.7
6,10,550,MLSL,1.175042130313455,2,10,0.7
6,11,550,MLSL,1.1654119192469308,2,10,0.7
6,12,550,MLSL,1.0427839172178275,2,10,0.7
6,13,550,MLSL,1.4348069149701987,2,10,0.7
6,14,550,MLSL,1.2146708789365148,2,10,0.7
6,15,550,MLSL,1.234666313425747,2,10,0.7
6,16,550,MLSL,1.4873442268492996,2,10,0.7
6,17,550,MLSL,1.2685515818315662,2,10,0.7
6,18,550,MLSL,1.280707145056293,2,10,0.7
6,19,550,MLSL,1.3824272105862694,2,10,0.7
7,0,550,MLSL,0.8437460782813073,2,10,0.7
7,1,550,MLSL,0.9808640186636213,2,10,0.7
7,2,550,MLSL,1.0429662446444714,2,10,0.7
7,3,550,MLSL,1.2941219613963217,2,10,0.7
7,4,550,MLSL,1.5839428612515027,2,10,0.7
7,5,550,MLSL,0.7694688000732742,2,10,0.7
7,6,550,MLSL,0.9416967505228261,2,10,0.7
7,7,550,MLSL,1.3980543343412652,2,10,0.7
7,8,550,MLSL,1.3049768060972282,2,10,0.7
7,9,550,MLSL,0.7798143227281893,2,10,0.7
7,10,550,MLSL,1.5867471876813017,2,10,0.7
