iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,1000,Non-elitist,1.4120087544811533,21,22,0.5
6,1,1000,Non-elitist,0.7083107104172417,21,22,0.5
6,2,1000,Non-elitist,7.4052978045039985,21,22,0.5
6,3,1000,Non-elitist,0.9169523681275784,21,22,0.5
6,4,1000,Non-elitist,0.2145347222243833,21,22,0.5
6,5,1000,Non-elitist,0.583900052420183,21,22,0.5
6,6,1000,Non-elitist,0.659024740856229,21,22,0.5
6,7,1000,Non-elitist,7.138150345759036,21,22,0.5
6,8,1000,Non-elitist,0.577877543298712,21,22,0.5
6,9,1000,Non-elitist,0.4256155691734563,21,22,0.5
6,10,1000,Non-elitist,0.24740026249425162,21,22,0.5
6,11,1000,Non-elitist,6.779423040321111,21,22,0.5
6,12,1000,Non-elitist,1.628847496394477,21,22,0.5
6,13,1000,Non-elitist,0.720297336019635,21,22,0.5
6,14,1000,Non-elitist,7.318767707332489,21,22,0.5
6,15,1000,Non-elitist,0.4450877070665393,21,22,0.5
6,16,1000,Non-elitist,6.489336495807737,21,22,0.5
6,17,1000,Non-elitist,1.3978535047155285,21,22,0.5
6,18,1000,Non-elitist,0.6658593190925882,21,22,0.5
6,19,1000,Non-elitist,7.366855797857409,21,22,0.5
7,0,1000,Non-elitist,0.5309099670315144,21,22,0.5
7,1,1000,Non-elitist,0.8458100513441664,21,22,0.5
7,2,1000,Non-elitist,0.5252807957354362,21,22,0.5
7,3,1000,Non-elitist,0.2757098372593599,21,22,0.5
7,4,1000,Non-elitist,0.4896895594762489,21,22,0.5
7,5,1000,Non-elitist,1.3832753559287072,21,22,0.5
7,6,1000,Non-elitist,0.38593143939225055,21,22,0.5
7,7,1000,Non-elitist,0.3843101427115595,21,22,0.5
7,8,1000,Non-elitist,7.067600512880497,21,22,0.5
7,9,1000,Non-elitist,0.26819062404064586,21,22,0.5
7,10,1000,Non-elitist,0.750248080635846,21,22,0.5
7,11,1000,Non-elitist,0.528315643964067,21,22,0.5
7,12,1000,Non-elitist,0.4166764816386744,21,22,0.5
7,13,1000,Non-elitist,0.5616781082401767,21,22,0.5
7,14,1000,Non-elitist,0.9098044409592269,21,22,0.5
7,15,1000,Non-elitist,1.4905009217916478,21,22,0.5
7,16,1000,Non-elitist,0.5191989393841936,21,22,0.5
7,17,1000,Non-elitist,0.5586218530973026,21,22,0.5
7,18,1000,Non-elitist,0.5406523518064269,21,22,0.5
7,19,1000,Non-elitist,0.5407989783577575,21,22,0.5
