iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,250,BFGS,0.28148125620377484,2,10,0.9
6,1,250,BFGS,0.3230779691258451,2,10,0.9
6,2,250,BFGS,0.3297670551989633,2,10,0.9
6,3,250,BFGS,0.5130799168153016,2,10,0.9
6,4,250,BFGS,0.26927502557124844,2,10,0.9
6,5,250,BFGS,0.4798305499243086,2,10,0.9
6,6,250,BFGS,1.2520742183927904,2,10,0.9
6,7,250,BFGS,0.5013420467813271,2,10,0.9
6,8,250,BFGS,0.37554713573700405,2,10,0.9
6,9,250,BFGS,0.2599685010692806,2,10,0.9
6,10,250,BFGS,0.42955230990619386,2,10,0.9
6,11,250,BFGS,0.40008662025984776,2,10,0.9
6,12,250,BFGS,0.4077450374438955,2,10,0.9
6,13,250,BFGS,0.736024100457757,2,10,0.9
6,14,250,BFGS,0.4990199311860039,2,10,0.9
6,15,250,BFGS,0.2339477996184006,2,10,0.9
6,16,250,BFGS,0.4011712638898075,2,10,0.9
6,17,250,BFGS,1.4957532631022914,2,10,0.9
6,18,250,BFGS,1.5506412973190773,2,10,0.9
6,19,250,BFGS,0.3515670063838277,2,10,0.9
7,0,250,BFGS,0.4147240365995824,2,10,0.9
7,1,250,BFGS,0.3135869965752517,2,10,0.9
7,2,250,BFGS,0.35650250457555926,2,10,0.9
7,3,250,BFGS,0.3888166673683041,2,10,0.9
7,4,250,BFGS,0.2804894782895628,2,10,0.9
7,5,250,BFGS,0.3484072201726055,2,10,0.9
7,6,250,BFGS,0.5248191746873555,2,10,0.9
7,7,250,BFGS,0.29744482072874867,2,10,0.9
7,8,250,BFGS,0.33503889079461907,2,10,0.9
7,9,250,BFGS,0.3628014056421158,2,10,0.9
7,10,250,BFGS,0.4318058092825542,2,10,0.9
7,11,250,BFGS,0.3047845321749201,2,10,0.9
7,12,250,BFGS,0.24333106274669256,2,10,0.9
7,13,250,BFGS,0.49414438276933503,2,10,0.9
7,14,250,BFGS,0.4721277932340933,2,10,0.9
7,15,250,BFGS,0.38934290754312456,2,10,0.9
7,16,250,BFGS,0.37164090251558907,2,10,0.9
7,17,250,BFGS,0.32732371306075175,2,10,0.9
7,18,250,BFGS,0.4286955635473856,2,10,0.9
7,19,250,BFGS,0.40147597064535956,2,10,0.9
6,0,250,BFGS,0.5641672423748798,2,10,0.7
6,1,250,BFGS,0.47716715336620014,2,10,0.7
6,2,250,BFGS,0.47774440296995546,2,10,0.7
6,3,250,BFGS,0.5626076187499213,2,10,0.7
6,4,250,BFGS,0.512049785856569,2,10,0.7
6,5,250,BFGS,0.4036501470445315,2,10,0.7
6,6,250,BFGS,0.4197125551053459,2,10,0.7
6,7,250,BFGS,0.3539092901444435,2,10,0.7
6,8,250,BFGS,0.492179832489868,2,10,0.7
6,9,250,BFGS,0.4059157457504478,2,10,0.7
