iid,rep,a1_budget,algname,achieved_regret,fid_a,fid_b,alpha
6,0,1000,Non-elitist,0.6275601402214521,2,10,0.9
6,1,1000,Non-elitist,0.702214936594798,2,10,0.9
6,2,1000,Non-elitist,0.6287404332187961,2,10,0.9
6,3,1000,Non-elitist,0.8637827705684997,2,10,0.9
6,4,1000,Non-elitist,0.663329222915804,2,10,0.9
6,5,1000,Non-elitist,0.6414711776670384,2,10,0.9
6,6,1000,Non-elitist,0.7236016179831525,2,10,0.9
6,7,1000,Non-elitist,0.7979503282662624,2,10,0.9
6,8,1000,Non-elitist,0.8659400981123692,2,10,0.9
6,9,1000,Non-elitist,0.7380077963163415,2,10,0.9
6,10,1000,Non-elitist,0.5860334349021554,2,10,0.9
6,11,1000,Non-elitist,0.5346550692351583,2,10,0.9
6,12,1000,Non-elitist,0.742435789429885,2,10,0.9
6,13,1000,Non-elitist,0.6421427480644509,2,10,0.9
6,14,1000,Non-elitist,0.5106508843054356,2,10,0.9
6,15,1000,Non-elitist,0.6841745932668684,2,10,0.9
6,16,1000,Non-elitist,0.7906424968808433,2,10,0.9
6,17,1000,Non-elitist,0.99285226725244,2,10,0.9
6,18,1000,Non-elitist,0.9179711111106978,2,10,0.9
6,19,1000,Non-elitist,0.8559901773296736,2,10,0.9
7,0,1000,Non-elitist,0.4878637725037215,2,10,0.9
7,1,1000,Non-elitist,0.5778016584472961,2,10,0.9
7,2,1000,Non-elitist,0.646906109306699,2,10,0.9
7,3,1000,Non-elitist,0.5308702965275667,2,10,0.9
7,4,1000,Non-elitist,0.5432466054622265,2,10,0.9
7,5,1000,Non-elitist,0.696044328960853,2,10,0.9
7,6,1000,Non-elitist,0.6965401261087807,2,10,0.9
7,7,1000,Non-elitist,0.5690114792201972,2,10,0.9
7,8,1000,Non-elitist,0.7258050424047037,2,10,0.9
7,9,1000,Non-elitist,0.522093572683218,2,10,0.9
7,10,1000,Non-elitist,0.6497335723124714,2,10,0.9
7,11,1000,Non-elitist,0.7514269514025157,2,10,0.9
7,12,1000,Non-elitist,0.6195491346772037,2,10,0.9
7,13,1000,Non-elitist,0.808074382078117,2,10,0.9
7,14,1000,Non-elitist,0.6213780983460188,2,10,0.9
7,15,1000,Non-elitist,0.5844842414065152,2,10,0.9
7,16,1000,Non-elitist,0.6612382347851783,2,10,0.9
7,17,1000,Non-elitist,0.7009454368754214,2,10,0.9
7,18,1000,Non-elitist,0.5958230385252754,2,10,0.9
7,19,1000,Non-elitist,0.6436162413420423,2,10,0.9
6,0,1000,Non-elitist,0.888447881771603,2,10,0.7
6,1,1000,Non-elitist,0.7526510889872402,2,10,0.7
6,2,1000,Non-elitist,0.7779869905948708,2,10,0.7
6,3,1000,Non-elitist,0.7206826751188614,2,10,0.7
6,4,1000,Non-elitist,1.0786807066845243,2,10,0.7
6,5,1000,Non-elitist,0.6932866744004126,2,10,0.7
6,6,1000,Non-elitist,0.7013904305632364,2,10,0.7
6,7,1000,Non-elitist,0.7967124513718167,2,10,0.7
6,8,1000,Non-elitist,0.7609197318921792,2,10,0.7
6,9,1000,Non-elitist,0.6426787685128655,2,10,0.7
6,10,1000,Non-elitist,0.6020337133764342,2,10,0.7
6,11,1000,Non-elitist,0.46327402677641,2,10,0.7
6,12,1000,Non-elitist,0.6073421869793173,2,10,0.7
6,13,1000,Non-elitist,0.8918603479775574,2,10,0.7
6,14,1000,Non-elitist,0.6621850299947599,2,10,0.7
6,15,1000,Non-elitist,0.8140775814640129,2,10,0.7
6,16,1000,Non-elitist,0.8099459708018307,2,10,0.7
6,17,1000,Non-elitist,0.912479387363081,2,10,0.7
6,18,1000,Non-elitist,0.7275714148374116,2,10,0.7
6,19,1000,Non-elitist,0.9172354612027412,2,10,0.7
7,0,1000,Non-elitist,0.5873896177131913,2,10,0.7
7,1,1000,Non-elitist,0.6845344564621307,2,10,0.7
7,2,1000,Non-elitist,0.7325803710418601,2,10,0.7
7,3,1000,Non-elitist,0.5753537250940964,2,10,0.7
7,4,1000,Non-elitist,0.8013743670862454,2,10,0.7
7,5,1000,Non-elitist,0.5333465890123958,2,10,0.7
7,6,1000,Non-elitist,0.676901551638165,2,10,0.7
7,7,1000,Non-elitist,0.7866853239071759,2,10,0.7
7,8,1000,Non-elitist,0.8073903038840854,2,10,0.7
7,9,1000,Non-elitist,0.4781016858360258,2,10,0.7
7,10,1000,Non-elitist,0.9066699725082178,2,10,0.7
7,11,1000,Non-elitist,0.5838171963979439,2,10,0.7
7,12,1000,Non-elitist,0.7951614323490326,2,10,0.7
7,13,1000,Non-elitist,0.5844896902220224,2,10,0.7
7,14,1000,Non-elitist,0.7014876697099645,2,10,0.7
7,15,1000,Non-elitist,0.685372152918919,2,10,0.7
7,16,1000,Non-elitist,0.6417227939868402,2,10,0.7
7,17,1000,Non-elitist,0.738533570774913,2,10,0.7
7,18,1000,Non-elitist,0.7004838796317404,2,10,0.7
7,19,1000,Non-elitist,0.7854940910263154,2,10,0.7
6,0,1000,Non-elitist,0.7793253578633482,2,10,0.5
6,1,1000,Non-elitist,0.905032346707343,2,10,0.5
6,2,1000,Non-elitist,0.671356374456963,2,10,0.5
6,3,1000,Non-elitist,0.7787940755272583,2,10,0.5
6,4,1000,Non-elitist,0.8370543135312977,2,10,0.5
6,5,1000,Non-elitist,0.735104591099882,2,10,0.5
6,6,1000,Non-elitist,0.6651217496237152,2,10,0.5
6,7,1000,Non-elitist,0.5079215858010976,2,10,0.5
6,8,1000,Non-elitist,0.8040521241846532,2,10,0.5
6,9,1000,Non-elitist,0.6680057406916977,2,10,0.5
6,10,1000,Non-elitist,0.5145597917189901,2,10,0.5
6,11,1000,Non-elitist,0.7814819919439772,2,10,0.5
6,12,1000,Non-elitist,0.7530430832625813,2,10,0.5
6,13,1000,Non-elitist,0.6773029747187107,2,10,0.5
6,14,1000,Non-elitist,0.5848140776011129,2,10,0.5
6,15,1000,Non-elitist,0.7001870518663389,2,10,0.5
6,16,1000,Non-elitist,0.8665950844808182,2,10,0.5
6,17,1000,Non-elitist,0.743582870956346,2,10,0.5
6,18,1000,Non-elitist,0.639553029099216,2,10,0.5
6,19,1000,Non-elitist,1.0002761491214265,2,10,0.5
7,0,1000,Non-elitist,0.7412427627489576,2,10,0.5
7,1,1000,Non-elitist,0.6423103133676958,2,10,0.5
7,2,1000,Non-elitist,0.9087962749302906,2,10,0.5
7,3,1000,Non-elitist,0.5682725595557572,2,10,0.5
7,4,1000,Non-elitist,0.5727361299531837,2,10,0.5
7,5,1000,Non-elitist,0.4895047872780633,2,10,0.5
7,6,1000,Non-elitist,0.4512788389658057,2,10,0.5
7,7,1000,Non-elitist,0.9049558535668136,2,10,0.5
7,8,1000,Non-elitist,0.9495447946351004,2,10,0.5
7,9,1000,Non-elitist,0.6466747542553599,2,10,0.5
7,10,1000,Non-elitist,0.6350243475465839,2,10,0.5
7,11,1000,Non-elitist,0.4799754724958491,2,10,0.5
7,12,1000,Non-elitist,0.6280625549858687,2,10,0.5
7,13,1000,Non-elitist,0.5414831302032727,2,10,0.5
7,14,1000,Non-elitist,0.7743448638485982,2,10,0.5
7,15,1000,Non-elitist,0.8951580429991881,2,10,0.5
7,16,1000,Non-elitist,0.4291123084381683,2,10,0.5
7,17,1000,Non-elitist,0.7548531674706838,2,10,0.5
7,18,1000,Non-elitist,0.7648912302365014,2,10,0.5
7,19,1000,Non-elitist,0.7856770497391543,2,10,0.5
6,0,1000,Non-elitist,0.9408689379026148,2,10,0.3
6,1,1000,Non-elitist,0.7566566871834639,2,10,0.3
6,2,1000,Non-elitist,0.7993135425717025,2,10,0.3
6,3,1000,Non-elitist,0.6878948573196395,2,10,0.3
6,4,1000,Non-elitist,0.6303703785928757,2,10,0.3
6,5,1000,Non-elitist,0.7944069250196911,2,10,0.3
6,6,1000,Non-elitist,0.8969710395227223,2,10,0.3
6,7,1000,Non-elitist,0.505425318439853,2,10,0.3
6,8,1000,Non-elitist,0.761066078568404,2,10,0.3
6,9,1000,Non-elitist,0.5775164344886083,2,10,0.3
6,10,1000,Non-elitist,0.6862473128612495,2,10,0.3
6,11,1000,Non-elitist,0.6943406653050834,2,10,0.3
6,12,1000,Non-elitist,0.6201265820378904,2,10,0.3
6,13,1000,Non-elitist,0.7653258058588494,2,10,0.3
6,14,1000,Non-elitist,0.8637841507885793,2,10,0.3
6,15,1000,Non-elitist,0.9326408573019672,2,10,0.3
6,16,1000,Non-elitist,0.8497625151998923,2,10,0.3
6,17,1000,Non-elitist,0.7893382035093929,2,10,0.3
6,18,1000,Non-elitist,0.5511482114305825,2,10,0.3
6,19,1000,Non-elitist,0.8123495652410628,2,10,0.3
7,0,1000,Non-elitist,1.0770248983632713,2,10,0.3
7,1,1000,Non-elitist,0.7955803559377435,2,10,0.3
7,2,1000,Non-elitist,0.6718749699474935,2,10,0.3
7,3,1000,Non-elitist,0.7275394605475392,2,10,0.3
7,4,1000,Non-elitist,0.7302493292076029,2,10,0.3
7,5,1000,Non-elitist,0.7647939192987038,2,10,0.3
7,6,1000,Non-elitist,0.861431672838979,2,10,0.3
7,7,1000,Non-elitist,0.8740047948669719,2,10,0.3
7,8,1000,Non-elitist,0.630407913769861,2,10,0.3
7,9,1000,Non-elitist,0.6533248013653536,2,10,0.3
7,10,1000,Non-elitist,0.740200733132072,2,10,0.3
7,11,1000,Non-elitist,0.6533457361716403,2,10,0.3
7,12,1000,Non-elitist,0.8158992588413452,2,10,0.3
7,13,1000,Non-elitist,0.507414679213667,2,10,0.3
7,14,1000,Non-elitist,0.6722181024609495,2,10,0.3
7,15,1000,Non-elitist,1.0232036748221394,2,10,0.3
7,16,1000,Non-elitist,0.5792283637939171,2,10,0.3
7,17,1000,Non-elitist,0.8563570634235728,2,10,0.3
7,18,1000,Non-elitist,0.869121746444897,2,10,0.3
7,19,1000,Non-elitist,0.8519469727403818,2,10,0.3
6,0,1000,Non-elitist,0.6915079028911136,2,10,0.1
6,1,1000,Non-elitist,0.8028127024797913,2,10,0.1
6,2,1000,Non-elitist,0.7248176944564104,2,10,0.1
6,3,1000,Non-elitist,0.7663083181233294,2,10,0.1
6,4,1000,Non-elitist,0.6129508711290064,2,10,0.1
6,5,1000,Non-elitist,0.6714206479451673,2,10,0.1
6,6,1000,Non-elitist,0.8566670362901508,2,10,0.1
6,7,1000,Non-elitist,0.7998744343006872,2,10,0.1
6,8,1000,Non-elitist,0.6844307664721374,2,10,0.1
6,9,1000,Non-elitist,0.7150031287121806,2,10,0.1
6,10,1000,Non-elitist,0.5678612824062061,2,10,0.1
6,11,1000,Non-elitist,0.7948334878221007,2,10,0.1
6,12,1000,Non-elitist,0.7574838026935147,2,10,0.1
6,13,1000,Non-elitist,0.6108734661798344,2,10,0.1
6,14,1000,Non-elitist,1.0085450105888754,2,10,0.1
6,15,1000,Non-elitist,0.6622264399962594,2,10,0.1
6,16,1000,Non-elitist,0.6747292389904522,2,10,0.1
6,17,1000,Non-elitist,0.7693610085332468,2,10,0.1
6,18,1000,Non-elitist,0.7225422138929956,2,10,0.1
6,19,1000,Non-elitist,0.6623329928354816,2,10,0.1
7,0,1000,Non-elitist,0.5586830897290627,2,10,0.1
7,1,1000,Non-elitist,0.9886580045244469,2,10,0.1
7,2,1000,Non-elitist,0.5918205507151144,2,10,0.1
7,3,1000,Non-elitist,0.7296613814212247,2,10,0.1
7,4,1000,Non-elitist,0.7007663920125955,2,10,0.1
7,5,1000,Non-elitist,0.7760817291712703,2,10,0.1
7,6,1000,Non-elitist,0.7661480329759707,2,10,0.1
7,7,1000,Non-elitist,0.8850978285473703,2,10,0.1
7,8,1000,Non-elitist,0.7120260322148563,2,10,0.1
7,9,1000,Non-elitist,0.526647853004721,2,10,0.1
7,10,1000,Non-elitist,0.941852229897444,2,10,0.1
7,11,1000,Non-elitist,0.70432117781583,2,10,0.1
7,12,1000,Non-elitist,0.59435167338398,2,10,0.1
7,13,1000,Non-elitist,0.594133848706062,2,10,0.1
7,14,1000,Non-elitist,0.8240130424010407,2,10,0.1
7,15,1000,Non-elitist,0.7792619090416228,2,10,0.1
7,16,1000,Non-elitist,0.6216739981828291,2,10,0.1
7,17,1000,Non-elitist,0.599648781097575,2,10,0.1
7,18,1000,Non-elitist,0.763881528178517,2,10,0.1
7,19,1000,Non-elitist,0.7864016492648044,2,10,0.1
6,0,1000,Non-elitist,4.231969202619817,24,21,0.9
6,1,1000,Non-elitist,4.246734156891805,24,21,0.9
6,2,1000,Non-elitist,4.277542299711064,24,21,0.9
6,3,1000,Non-elitist,4.504607210885833,24,21,0.9
6,4,1000,Non-elitist,7.083217819416971,24,21,0.9
6,5,1000,Non-elitist,7.075663422116138,24,21,0.9
6,6,1000,Non-elitist,3.714461590879856,24,21,0.9
6,7,1000,Non-elitist,6.964317590830091,24,21,0.9
6,8,1000,Non-elitist,6.566688104126859,24,21,0.9
6,9,1000,Non-elitist,6.486145454195705,24,21,0.9
6,10,1000,Non-elitist,3.899723724544772,24,21,0.9
6,11,1000,Non-elitist,4.008367270692143,24,21,0.9
6,12,1000,Non-elitist,6.736554464698932,24,21,0.9
6,13,1000,Non-elitist,3.975899333456372,24,21,0.9
6,14,1000,Non-elitist,4.112875367184583,24,21,0.9
6,15,1000,Non-elitist,4.361523739995981,24,21,0.9
6,16,1000,Non-elitist,4.141024108140443,24,21,0.9
6,17,1000,Non-elitist,4.234345136299685,24,21,0.9
6,18,1000,Non-elitist,6.3768313801488326,24,21,0.9
6,19,1000,Non-elitist,4.4408144369326905,24,21,0.9
7,0,1000,Non-elitist,3.776984359328776,24,21,0.9
7,1,1000,Non-elitist,6.983261348486513,24,21,0.9
7,2,1000,Non-elitist,4.5430174964678525,24,21,0.9
7,3,1000,Non-elitist,6.948363603711186,24,21,0.9
7,4,1000,Non-elitist,6.915544311031232,24,21,0.9
7,5,1000,Non-elitist,4.349146935785733,24,21,0.9
7,6,1000,Non-elitist,6.692892325583876,24,21,0.9
7,7,1000,Non-elitist,7.096273372922164,24,21,0.9
7,8,1000,Non-elitist,4.21715921713977,24,21,0.9
7,9,1000,Non-elitist,6.974670220251044,24,21,0.9
7,10,1000,Non-elitist,4.233843140055304,24,21,0.9
7,11,1000,Non-elitist,4.303095357743605,24,21,0.9
