fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
1,1,0,1,15,1.899932681376511,1,6.310196556463874,0.9977054870633999,3.5191379353348387,-0.0230544267771984,2.9843616504060977,-0.019551023122775058,12.38433180791275,-1287.8308926946067,26.583677476551067,6.765302944297558
1,1,0,2,30,1.8272241167816163,2,6.295563257757235,0.995371018893213,4.1824207020507895,-0.0856222897589747,3.621341228689154,-0.07228852787109,17.492642928943017,-1209.1648436843502,24.504104576597022,6.245266055863772
1,1,0,3,45,1.7808150247062917,3,6.280234408355636,0.9929190893088504,4.898811776094429,-0.10401707582737992,4.3213261231906515,-0.08997582776381116,23.99835681760146,-1227.112984216431,25.959501651345953,6.603231947401739
1,1,0,4,60,1.7413414787999064,4,6.2658896959040975,0.9906277492017018,5.077263642835927,0.03203152456060334,4.591357084385726,0.020747266965515043,25.778606098863552,-1165.0987421183004,24.071883449304043,6.112711532860248
1,1,0,5,75,1.7005770151112825,5,6.252968279191455,0.9885646120326068,5.008672638989925,0.04273174424552549,4.56323436865396,0.03135600308247448,25.086801604566304,-1140.804756811459,23.710931748525244,6.056215390227702
1,1,0,6,90,1.6625028902718262,6,6.238583678673875,0.9862639924700248,5.064975525071942,0.15559843322751998,4.6163496598454055,0.12633852024246697,25.653977069577792,-1179.5995239516606,25.96025470165427,6.580508912007506
1,1,0,7,105,1.6290555311477384,7,6.22438177113001,0.9839886707538886,5.189975792516837,0.18189536422777558,4.767351823094694,0.1525942765600788,26.935848726910766,-1124.4467502479274,24.305895831540568,6.195244147738421
1,1,0,8,120,1.601723300162747,8,6.2106023933262176,0.9817783639690724,5.373388989434083,0.16060862903841852,4.945814804343741,0.1416289558897791,28.87330923177144,-1126.3502448517454,24.879362823679514,6.326643083772104
1,1,0,9,135,1.5542933983681224,9,6.197663678230532,0.9797078340843679,4.665347805188955,0.10753064507064725,4.350258168154602,0.10018559999144379,21.76547014338141,-1100.030777085065,24.605000794289296,6.275815780622485
1,1,0,10,150,1.4897657171573175,10,6.183289261732084,0.977408429877588,4.0001854296384876,0.08704082782308119,3.6818853725767204,0.08251174220667218,16.00148347149205,-1078.584894239959,24.851935545674944,6.341006504002514
1,1,0,11,165,1.4365758820665042,11,6.1691712734499236,0.9751482487014108,4.32598582828423,0.16967865825150655,3.954355364227103,0.15104600908228294,18.714153386515992,-1098.9415256282243,26.66022539606148,6.808809611833128
1,1,0,12,180,1.38684608000867,12,6.155475893537671,0.9729589902539718,4.386675488529244,0.0687207920797374,4.057096019687599,0.07572123748676338,19.242921841663293,-1030.0382917858328,24.805343083489472,6.2900552114911505
