fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
2,1,0,1,15,1.8847311327019052,1,6.309542509208384,0.9976063491056173,3.0862288880359148,-0.16732713824564924,2.61723845642711,-0.14189972192863237,9.524808749347404,-1283.3106047516862,26.61008650307945,6.761745822483052
2,1,0,2,30,1.7749604075055154,2,6.2954044414751404,0.9953582576464459,3.05146730530533,-0.10116204010102472,2.6360010920720773,-0.09030954161158754,9.311452715347372,-1204.7395761729558,25.03629571471759,6.38107831281907
2,1,0,3,45,1.6889398617404625,3,6.279897752868016,0.9928863491052471,3.6081439269204414,-0.0030251202352172047,3.139609589975107,-0.01018373812318496,13.018702597372865,-1195.9923196385826,25.978091552283924,6.618972613689382
2,1,0,4,60,1.6184020876691656,4,6.268255459317723,0.9910252651922657,3.986197389254115,-0.05345038346347443,3.5033609696635613,-0.0522775291013603,15.889769626096319,-1156.8892012072247,25.476432969612468,6.50654639610435
2,1,0,5,75,1.5384964370074687,5,6.2552087402059735,0.9889444469294275,3.5565926667185592,0.022616643293909285,3.158424485931502,0.010889276897476291,12.64935139695623,-1094.5965236028885,24.27057922478239,6.201894941243186
2,1,0,6,90,1.4793575098778013,6,6.240620212841757,0.9866103644525079,4.17287117870715,0.09791636007234006,3.691398371244576,0.07655881092567686,17.4128538740848,-1127.802692133909,26.629763003575995,6.790408457846777
2,1,0,7,105,1.4459057733402858,7,6.2274164211509095,0.9844985138883541,5.0526597065202425,0.028754781158371146,4.4813935040823685,0.022480431275706515,25.52937010989322,-1119.2439382347488,26.866820496893,6.823223455096164
2,1,0,8,120,1.4058975283861228,8,6.214424282388068,0.9824137320144029,4.773074294330555,-0.003303152663728748,4.340116511401706,-0.002035084462258319,22.782238219199126,-1055.064553570862,25.153591580392195,6.434440098539516
2,1,0,9,135,1.3738122450498573,9,6.200455900105818,0.9801673278258981,5.041102982151909,0.0006493704668913858,4.6814538990494015,0.0016483218659578802,25.412719276660866,-1035.436318042048,24.992017832957355,6.386704041777827
2,1,0,10,150,1.338624994876225,10,6.188157988821398,0.9781941711737702,4.886968408429742,-0.0027171905667811467,4.506363850378733,-0.0032826602898773814,23.88246022499033,-1022.4962405615001,25.14675942508455,6.419723980767569
2,1,0,11,165,1.3138482795998083,11,6.175692634126741,0.9761815309713484,5.278424496371294,0.043605648056879276,4.832460931328681,0.03751232278588401,27.86176516389255,-1059.0936695202859,27.09083953203629,6.87110225270646
2,1,0,12,180,1.2730569077539289,12,6.163545489810458,0.9742320802185468,4.585572517955411,0.083948043961497,4.2416075951687695,0.07055867281091815,21.02747531742792,-976.8375547060389,24.669025606174543,6.269667934970501
2,1,0,13,195,1.2303798139344262,13,6.149941312571943,0.9720466580927745,4.44768653162361,0.12446767470777005,4.0204390922851045,0.10509094593764105,19.781915483586065,-1006.7000832413269,26.77116824462899,6.813976303745899
2,1,0,14,210,1.1980745612623291,14,6.137372483567472,0.9700343456144923,4.851368734517299,0.11000748049209777,4.402234246381999,0.09818178332646399,23.535778598251984,-939.6928090884749,24.83256684271608,6.338707747690977
2,1,0,15,225,1.1662471487652837,15,6.123957670631184,0.9678854076682732,4.834257224974118,0.11186480777892276,4.416212237411553,0.10192259985193752,23.370042917214455,-917.611288650452,24.638857041393422,6.3114202529630425
2,1,0,16,240,1.1339255894645395,16,6.113063443363708,0.9661243760369846,4.770628030106624,0.016766851292839963,4.269273400701793,0.02180934681129651,22.758891801639017,-954.3605115793073,26.82455734351579,6.86252729443082
2,1,0,17,255,1.1047887833719214,17,6.098617399650053,0.9638049519695905,4.882396273294102,0.028998474239544287,4.319085405396619,0.029005012040822557,23.837793369476138,-912.2061522227029,25.93594798897638,6.584837771596937
2,1,0,18,270,1.0790871510527267,18,6.085965930182606,0.9617678258517973,5.016726400982196,0.09250112590694612,4.450754817137945,0.08168668707630651,25.167543782311782,-885.0134114349289,25.51068955924833,6.521854922093623
2,1,0,19,285,1.051553495990023,19,6.0720746094137485,0.9595381989908478,4.892341706974344,0.09999692961719404,4.395799923900212,0.08872445356497245,23.935007377800634,-868.8826506919625,25.576391023493354,6.535238307443042
2,1,0,20,300,1.0246802554185412,20,6.060130494235386,0.9575849407487684,4.890126296082521,0.13993613770625912,4.4127596083989635,0.12538865946992192,23.913335191637746,-886.5406858475201,26.920662059007423,6.882747965943366
2,1,0,21,315,0.9811333150859419,21,6.046089459742704,0.9553323988290744,3.944928035829184,0.15031343443255202,3.701992018633813,0.1327645116985425,15.562457207871105,-849.5528225361811,26.556204229511202,6.764649072473205
2,1,0,22,330,0.9328387873303884,22,6.031010129112063,0.9529380075652923,3.5650935033611875,0.06054506607890664,3.337032376977231,0.06491966384624775,12.709891687708144,-816.232327632551,26.573565752825044,6.767135021692597
2,1,0,23,345,0.8974109469266525,23,6.017891427591368,0.9508281792126031,4.198695918624158,-0.056611630549744774,3.867911908136796,-0.028672413208783165,17.629047417071163,-759.7982724245501,25.302540661456728,6.460629105226075
2,1,0,24,360,0.8609731187711911,24,6.003856050540461,0.9485801103658893,4.051464287909147,0.04817050411600549,3.6385382699074302,0.050072309601237944,16.414362876203175,-774.7359813505698,26.976394863599253,6.847904311015118
2,1,0,25,375,0.8410261118639348,25,5.991382524879392,0.9465794692981856,5.022015235562123,0.06165084849390039,4.4045829405624755,0.06168433613592739,25.22063702621809,-714.6804945876202,25.195440691523196,6.385449737075758
2,1,0,26,390,0.8209239416503752,26,5.977745880173112,0.9443889738549295,4.98150819582699,-0.03929774344768565,4.401088950918241,-0.018848944953325078,24.81542390509147,-734.7618875928317,26.70216250726054,6.793443870685598
2,1,0,27,405,0.8124492450869667,27,5.965034865913267,0.9423330905973071,5.72600314458597,-0.031552947268669106,5.16363548831114,-0.011799504502004555,32.78711201180841,-684.3943569902935,24.8981945813386,6.309718993752241
2,1,0,28,420,0.8108826504146208,28,5.953066196723896,0.940381947019674,6.181203125668611,-0.15367422878177747,5.618989186197796,-0.1120162252514147,38.2072720807754,-663.5038397331327,24.190193653395408,6.144414828860827
2,1,0,29,435,0.8075046852272213,29,5.9407278023853,0.9383924378067092,6.060254134763836,-0.11603832852178678,5.433552573329406,-0.08997496786991696,36.726680177922184,-704.033698667364,26.05997724353794,6.641274392821489
2,1,0,30,450,0.792842920557215,30,5.929289034198328,0.9365353144429716,5.297758811222984,-0.19996538228960822,4.763518890517505,-0.16059638120319333,28.06624842189076,-679.3633470041839,25.607231579132563,6.514438715541996
2,1,0,31,465,0.7809172780421638,31,5.919009056783615,0.9348518952627269,5.468472228436368,-0.11951540435233424,5.080454709861658,-0.09877249750669355,29.90418851317982,-647.1784553510279,24.63988088189452,6.287541302644974
2,1,0,32,480,0.7741626525789695,32,5.908261404754733,0.9331187299436173,5.817065015840744,-0.1987454641671682,5.242649789182528,-0.16466008242285068,33.83824539851827,-659.5695447828648,25.506633119269623,6.4858794465854
2,1,0,33,495,0.769053697818262,33,5.896671074189098,0.9312286977123059,5.9284021142665395,-0.11938207052964493,5.419564291690748,-0.1071009200941315,35.14595162843995,-638.8003844706727,24.91134365548982,6.3578255589199095
2,1,0,34,510,0.7633592951223335,34,5.886109933569407,0.9295003233840591,5.8847098891402,-0.09889200640898801,5.468875022713712,-0.09350132646021665,34.62981047934446,-635.0187691954798,24.990571238429848,6.3750598227730855
2,1,0,35,525,0.7539875878900445,35,5.872490934003978,0.9272933874381906,5.61952335500699,-0.058148385985217786,5.25527736861098,-0.06204926970650841,31.57904273746901,-649.1067750396105,26.019753806522736,6.573455681234908
2,1,0,36,540,0.737673251546171,36,5.859464247788615,0.9251855471618372,5.10638708588852,0.05418160076889904,4.780093225823131,0.02645332743615385,26.075189070929056,-609.1374651852395,24.976024759250127,6.321826563821022
2,1,0,37,555,0.7224956504990585,37,5.848355698391826,0.9233938541941914,5.16487601484178,0.06568496253002234,4.640306587070365,0.03928136332788253,26.675944248687912,-627.093224442875,26.312035625934023,6.698934315421543
2,1,0,38,570,0.7142523856611249,38,5.8364939049528335,0.9214722940933836,5.666832558181643,0.20374203014052833,5.0214909242086785,0.15194620755037788,32.11299124246751,-619.968259526589,26.326401829982718,6.675503350095896
2,1,0,39,585,0.6946486344923302,39,5.824190191149185,0.9194815941319344,4.785459359022293,0.14550833928659854,4.218179532630606,0.11317924375924988,22.90062127685406,-596.0762011305203,26.15528502908307,6.654157747155614
2,1,0,40,600,0.6823440006927641,40,5.814989732817675,0.917989473459848,5.322090569443629,0.027893040163982575,4.638808222893555,0.03195814673245249,28.324648029360816,-583.5414547056166,26.144916783958326,6.685417306047092
2,1,0,41,615,0.6603103131686576,41,5.802178814011914,0.9158955620841457,4.51634569632274,-0.01923921994593225,4.125253684405316,-0.008676336566092065,20.397378448692937,-539.1790137619488,25.214473753940545,6.421280884606384
2,1,0,42,630,0.6359792077364114,42,5.791305748352574,0.9141507115707821,4.261987951698138,-0.17250194879354858,3.7719250383717537,-0.13146094645065984,18.164541300420083,-545.972750451124,26.42687188190442,6.726821146117771
2,1,0,43,645,0.6199430112493487,43,5.781150582587477,0.9125234357623805,4.908969211477458,-0.22923649645792574,4.272289505087126,-0.18443087823826168,24.097978719233616,-522.2294663073944,26.189867666596285,6.690097950068531
2,1,0,44,660,0.5999496190330905,44,5.769654749065825,0.9106578651372219,4.518617754757374,-0.14038330272716504,3.944015469199249,-0.12239692869231884,20.41790641360857,-491.2900878817775,25.903977418189267,6.629853601711517
2,1,0,45,675,0.5775564475115874,45,5.756545267496504,0.9085471157152505,4.235287032256424,-0.026515999363533792,3.744752835366488,-0.033944872729695305,17.937656245599428,-474.7000500248031,26.245934082252944,6.68845713903566
2,1,0,46,690,0.5643056736197709,46,5.744555829448658,0.9066034631133342,5.034435239845928,0.0011218941870373977,4.489435360363555,-0.009304408287723442,25.34553818420253,-466.5062123723149,26.58608382223114,6.7755970485741015
2,1,0,47,705,0.5542257337254042,47,5.733586490693607,0.9048158099801853,5.313910769329771,-0.016142809983872575,4.806543432509755,-0.020994819791436248,28.237647664398924,-426.17715828115706,25.398977329956487,6.465555068194686
2,1,0,48,720,0.5415362262149263,48,5.722857247093161,0.9030752516858034,5.037022022161027,0.185611305333639,4.415781254816799,0.13809549170125615,25.371590851735156,-460.618217196877,27.40859793832217,7.00408352639734
2,1,0,49,735,0.5292402718654785,49,5.712804889232701,0.9014377731604128,5.0475124839409995,0.054664652198714414,4.477504898064566,0.04306962233345722,25.477382275540236,-393.6359227041344,25.230107132122406,6.436365675417343
2,1,0,50,750,0.5242645336826444,50,5.702528114589303,0.8997667806757225,5.776167908954325,0.09086825612804333,4.983842076852443,0.07357505525201656,33.364115712433794,-404.3119797750645,26.04215135533593,6.666699130893119
2,1,0,51,765,0.5221419878110778,51,5.69192185085015,0.898011008814547,6.066594500055724,0.10871814974493735,5.382068556895445,0.09168475466516587,36.80356882810635,-413.5007969345993,26.481378156030807,6.763111133521757
2,1,0,52,780,0.5139587275086523,52,5.679727166302317,0.8960307971196638,5.433945286859602,0.057128493147985605,4.893564783588158,0.05070500654411937,29.527761380583684,-388.7580912731115,26.050408993477234,6.631458859996859
