fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
18,1,0,1,15,1.896428342901369,1,6.309203552742791,0.9975476912818053,3.419649531257575,-0.10732813416016085,2.8999917327603315,-0.09101830433558958,11.694002916630154,-1286.4682575107176,26.603387187128117,6.764099956697115
18,1,0,2,30,1.8164340049504615,2,6.295476826268182,0.9953641494990538,3.9627381281925005,-0.046465501327189546,3.4290897551302932,-0.043324353374524185,15.703293472630602,-1207.4089515526427,24.573031892512667,6.26705971040082
18,1,0,3,45,1.7478045708844845,3,6.282825664433842,0.9933389491107129,4.2096749620949625,-0.11906936924188431,3.7178520677355986,-0.10554883937187239,17.721363286489222,-1224.4407031713056,26.230474948179236,6.702803460839178
18,1,0,4,60,1.699276378710119,4,6.269444357942531,0.9912001191478133,4.767797455298089,-0.13213032229200578,4.2347432508668685,-0.12089079941036655,22.73189257474693,-1154.0103246018793,24.188726530202505,6.147288225077274
18,1,0,5,75,1.6473780443585289,5,6.257493361151013,0.9892882623205494,4.613696657583909,-0.03320018050188851,4.101728925037182,-0.04104215607258206,21.286196848200937,-1137.9128786481026,24.337910747309724,6.224292219917487
18,1,0,6,90,1.6073561378763026,6,6.245475150105641,0.9873681023205425,4.959842631943008,-0.02741857470087896,4.411819178642917,-0.036805363744072325,24.600038933639347,-1167.649058424436,26.20961899050312,6.6775716945066454
18,1,0,7,105,1.5523155301436178,7,6.230197386133822,0.9849257728784547,4.407546242231865,-0.09212014749350722,4.041480320506237,-0.0884686579956856,19.426463877412235,-1136.1760861396506,25.911742194333097,6.583032288800681
18,1,0,8,120,1.5248687193885593,8,6.218726826705005,0.9830841448005451,5.323860268435367,0.0027458271774388867,4.829084160280711,-0.013239036898667744,28.3434881578247,-1120.2971145996305,25.73887817542045,6.567130354454801
18,1,0,9,135,1.4904363911228207,9,6.2070902171669085,0.9812154180752206,5.054414182478387,0.06542002767116406,4.541436950169627,0.04242009888347018,25.54710272803866,-1076.1936765775943,24.582135767608925,6.286372870214257
18,1,0,10,150,1.4474458173941642,10,6.1931583570626065,0.9789905935473389,4.707953723335058,0.024237407100550147,4.2806008553017065,0.011920694875524196,22.164828261064432,-1063.1499051579087,24.8726441656837,6.344679553300115
18,1,0,11,165,1.4082107152220327,11,6.180095797090555,0.9768996781254685,4.804300712368363,0.04015863619481104,4.34112798479119,0.026923386606848704,23.08130533486316,-1072.7106990157715,26.031700872947365,6.634062743301711
18,1,0,12,180,1.3844272204574364,12,6.167758635184068,0.9749252061577686,5.367294013059549,0.08857298187050484,4.876936570013324,0.06767447169405673,28.807845022624875,-1024.5083321993307,24.536935862232465,6.2099891997398435
18,1,0,13,195,1.3577495909288044,13,6.1541452396060325,0.9727362160109788,5.23664059670926,0.2086352023730907,4.719122661611056,0.16585111106149894,27.422404739103523,-1043.8307838802352,25.886474062991898,6.59274309282122
18,1,0,14,210,1.3369114402869906,14,6.14207527567481,0.9707945747172158,5.451730655346737,0.16666101162355923,5.025718477564161,0.13792507939121618,29.72136713844737,-990.7950885899319,24.18592619023195,6.181421156790102
18,1,0,15,225,1.2981076249261512,15,6.127989074855062,0.9685355296893882,4.697926599975887,0.14216855946739232,4.421760125615071,0.1214881451132149,22.070514338761,-989.72941441907,24.952100200710515,6.332342754128614
18,1,0,16,240,1.268089437209777,16,6.115210202246349,0.9664745791607363,5.02440963641708,0.1909881664969978,4.775202240867837,0.16374829293043405,25.244692194520816,-993.0620860914447,25.749602320778077,6.566907562529272
18,1,0,17,255,1.2461591256485127,17,6.104848868269234,0.9647859003732353,5.345099164356039,0.19040904695632033,5.076051296163318,0.16732994461240475,28.57008507679962,-965.6711212319813,25.059354612990724,6.419889272392032
18,1,0,18,270,1.2315261462765834,18,6.093224395431755,0.9628952482133768,5.648675416376177,0.2700722008460621,5.325961973313198,0.23659415044817989,31.907533959572575,-952.3738515944101,24.950065261111696,6.364126030975443
18,1,0,19,285,1.2115408980842377,19,6.080647100947271,0.9608568890169078,5.403521561367212,0.22578375338050316,5.063189015100228,0.20825444030871432,29.19804526416035,-944.4955148387969,25.11476012518041,6.396124057716228
18,1,0,20,300,1.2032449819505717,20,6.068716878369942,0.9589112744527515,5.914942771821946,0.2533729551145427,5.617524802979545,0.23434710103267037,34.98654799392868,-957.2361296829434,25.84959463741132,6.534599407048254
18,1,0,21,315,1.1852134548513713,21,6.056074334539183,0.9568701607299491,5.471529028133755,0.24074556904451594,5.216461998272651,0.226975507085399,29.937629905710324,-938.2295187248304,25.50461981649034,6.510324949723714
18,1,0,22,330,1.157983994690406,22,6.041363903923387,0.9545223385956041,5.03269846589942,0.28609681463634407,4.790915193454738,0.2686358378911934,25.32805384866637,-897.9833657562934,24.558580006124313,6.2337171239327995
18,1,0,23,345,1.135478558664027,23,6.03048934500793,0.9527513153477164,5.227561318907842,0.15547163992091434,4.949082213387894,0.1704960327811341,27.327397342941495,-893.3943111612427,24.89402102199226,6.353181436613772
18,1,0,24,360,1.1088974136748013,24,6.016148370098115,0.9504372982261469,5.008681685368028,0.1382240110596412,4.811015714681618,0.16010041574802716,25.086892225341114,-883.6912881719829,25.186813958003796,6.3631381353078496
18,1,0,25,375,1.0790668655295803,25,6.002329260860513,0.9482064088615942,4.8156740444041315,0.10923075581035402,4.745964169782968,0.13696063711122863,23.190716501947644,-844.3928934512181,24.30590610307078,6.156984985302458
18,1,0,26,390,1.0615223146259916,26,5.989490775251094,0.9461316581970631,5.40182512854882,0.12706493053261875,5.092988459498911,0.14780028802809433,29.17971471942148,-874.2462668129272,26.02523353949574,6.601234918146404
18,1,0,27,405,1.030993913633354,27,5.976362428802101,0.9440295184583398,4.712681824790397,0.058038016969058095,4.3714844538174535,0.08987112888434365,22.20936998170974,-814.7209028004256,24.34607605589379,6.213446450169303
