fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,best_precision_t+0,best_precision_t+1,best_precision_t+2,best_precision_t+3,best_precision_t+4,best_precision_t+5,best_precision_t+6,best_precision_t+7,best_precision_t+8,best_precision_t+9,best_precision_t+10,best_precision_t+11,best_precision_t+12,best_precision_t+13,best_precision_t+14,best_precision_t+15,best_precision_t+16,best_precision_t+17,best_precision_t+18
1,1.0,0.0,1,0.31000377372338606,0.06956472925644985,0.5,0.5905717268972532,0.023010210112836826,1.0038595581897159e-08,6.480345871739682e-09,0.0001485245766421323,0.8134213895791997,0.999999999999992,8.997658778524091e-13,0.9999999999999991,0.3045977011494253,0.03455284552845539,0.22016744042490252,0.7620320855614973,0.028571428571428695,0.7739086196716956,0.23142857142857137,0.13157894736842107,0.1036103896103896,0.09881616156124808,0.14634949155409682,0.14809045852408725,0.10946434545108064,0.07391393517234116,0.1395837080870834,0.1416042722945089,0.14271612578053094,0.2878524963207933,0.34893135941241504,0.32520119909758016,0.33698017443742156,0.22869559254649996,0.3143107590473296,0.3364925050958217,0.34146622855394715,0.5426451473347664,0.050761421319796926,2.3089444216727868e-07,0.07207207207207203,0.42340627973358735,0.8248316377162558,0.7720622403774238,0.9544375030011445,0.15126365702213745,0.6454585627514726,0.33595378892475103,0.3380963143769133,0.33850920134654605,0.33855624043555477,0.3385604260531388,0.33856144286487516,0.3385616117600592,0.33856172818424335,0.3385617339412467,0.33856173695936387,0.3385617387359877,0.33856173870639117,0.3385617387294748,0.33856173873491596,0.3385617387359877,0.3385617387359877,0.3385617387359877,0.3385617387359877,0.3385617387359877
1,1.0,1.0,1,0.2835187798811457,0.04452749381559157,0.25,0.7051966537236212,0.023010208052143585,2.98307058291494e-09,5.544053375585899e-09,0.0005394169458957602,0.8052040004124572,0.9999999999999899,5.430970174177385e-13,0.9999999999999967,0.3045977011494253,0.05589430894308954,0.14606570399468968,0.5053475935828879,0.11055900621118026,0.21486815626999167,0.08857142857142862,0.06232686980609414,0.09259740259740254,0.15455994158725253,0.2148444547486156,0.1881758976206909,0.18349716352526418,0.14289348435545376,0.20151655839438642,0.2005055794810659,0.22508400031251008,0.40192971570044905,0.49052669652472997,0.45632335217072084,0.5019565610260994,0.3405383926285175,0.44450645167950836,0.4806041388800752,0.5228256020522036,0.5698437679925443,0.012690355329949235,2.0643154318838708e-07,0.05405405405405399,0.3273073263558517,0.8340351599544044,0.7899402051792608,0.9425572246864955,0.2589066513512373,0.6960860355221462,0.32001049810734816,0.323035279002843,0.3231767466165575,0.3231941600847645,0.3232000039469555,0.3232032767979995,0.32320327352101463,0.32320334173364446,0.3232033413122837,0.32320334173364446,0.32320334172787346,0.3232033417297696,0.32320334173282,0.32320334173364446,0.32320334173364446,0.32320334173364446,0.32320334173364446,0.32320334173364446,0.32320334173364446
1,1.0,2.0,1,0.32442518048615354,0.06967729930762276,0.25,0.4961529392882729,0.023010204367131786,1.514163929663381e-08,5.459973289256776e-09,5.8886902041150215e-05,0.7863123267378586,0.9999999999999858,2.4982367384648527e-12,0.9999999999999967,0.3045977011494253,0.06504065040650409,0.12718263602405627,0.6149732620320855,0.17018633540372677,0.1693012939763407,0.5599999999999999,0.14958448753462603,0.2323546019198193,0.131696655839093,0.2300691789233968,0.231415575377952,0.2712618415548168,0.09131609993331267,0.211443613320681,0.2414535248909333,0.27110739476922247,0.3419052918189663,0.44465859067263486,0.4248495078791999,0.49363364671157134,0.2691123540405399,0.3999872823057761,0.4474101198888101,0.48688590068362053,0.6719299593879104,0.03045685279187821,3.986783390002824e-07,0.08708708708708704,0.2552331113225501,0.8555761078240823,0.8248037876136864,0.9567987771289062,0.12411359258083404,0.5666052516313353,0.18433642307545306,0.1978246040187247,0.20123656709384502,0.20163373988120903,0.20169463408400218,0.2017011717637469,0.20170361688291205,0.20170360060062803,0.20170361341664056,0.20170361533976383,0.2017036167956061,0.20170361683113858,0.20170361687878996,0.20170361688291205,0.20170361688291205,0.20170361688291205,0.20170361688291205,0.20170361688291205,0.20170361688291205
1,1.0,3.0,1,0.30127442123616616,0.0568701215472432,0.25,0.38674734085114726,0.023010205534994305,3.0858059542297124e-09,4.97642032085717e-09,0.0004639344320274039,0.7563591434427127,0.9999999999999826,4.508420898977419e-12,0.9999999999999953,0.3045977011494253,0.07825203252032531,0.10680435705191679,0.5588235294117646,0.042236024844720624,0.4823306524857088,0.39571428571428574,0.08864265927977838,0.2601720088422215,0.10757019402525059,0.1691109012319529,0.1579432363595675,0.1406562242690138,0.08052003374669361,0.14524172796127274,0.16130412341338846,0.17432505864502623,0.37018328381081983,0.4585216822944629,0.4320693897630824,0.47022111148515516,0.29712101025352644,0.4087603928101609,0.45343726007401175,0.48580732944664445,0.47608672863213686,0.01015228426395938,1.910591846182681e-07,0.09009009009009006,0.20718363463368217,0.8780672582975958,0.8257088813548332,0.95602611054903,0.18261900696482442,0.5576666774563379,0.10200842312438618,0.10603821580177922,0.10656950842746216,0.10660403417204278,0.10660757265556589,0.10660920397059417,0.10660926226051146,0.1066093440230518,0.10660934257017743,0.10660934499685609,0.10660934598986929,0.10660934610685441,0.10660934610479333,0.10660934610685441,0.10660934610685441,0.10660934610685441,0.10660934610685441,0.10660934610685441,0.10660934610685441
1,1.0,4.0,1,0.4092403762036033,0.14613241426338358,0.5,0.3659537202007885,0.02301020749619229,9.777695763830435e-09,4.003538108587137e-09,7.737137535446752e-05,0.7439599214104974,0.9999999999999762,4.707993945122558e-12,0.9999999999999958,0.5344827586206898,0.07621951219512198,0.15047473226099042,0.6898395721925135,0.06459627329192551,0.4238288623859764,0.5657142857142856,0.17451523545706374,0.20175657675657668,0.10341764385031743,0.20439345876735832,0.20568712560813499,0.2510607056158803,0.07996194486253869,0.19692917430104875,0.21109700356089162,0.2948075073290454,0.34287136792763534,0.4503976032547559,0.43094867835064543,0.5044780851673754,0.2811505020567489,0.4174694908278236,0.4583562383623619,0.5361731032628718,0.6820470412564976,0.015228426395939104,2.3961664124744206e-07,0.08708708708708704,0.47145575642245485,0.9151880627307248,0.8544423578524096,0.9742042151706936,0.1302088225196259,0.5456308909060186,0.09423808173570047,0.0976947814276525,0.09786048778004497,0.09793655774567162,0.09793941759670513,0.09794052313378118,0.09794090642814535,0.09794097720331799,0.09794098379183086,0.097940982468143,0.09794098345085098,0.09794098379183086,0.09794098377385854,0.09794098378960492,0.09794098379183086,0.09794098379183086,0.09794098379183086,0.09794098379183086,0.09794098379183086
1,1.0,5.0,1,0.39920386130974994,0.12245232814199318,0.5,0.6572394626249902,0.023010208810945704,6.699964452969043e-09,5.65681540645763e-09,0.00021371914055515136,0.8883542062521845,0.9999999999999883,6.267111389037221e-12,0.9999999999999989,0.3045977011494253,0.06707317073170731,0.1235937488366552,0.7245989304812834,0.06832298136645962,0.422907362774279,0.3285714285714285,0.07479224376731301,0.2491883116883116,0.10516259568579414,0.13054024626534164,0.14381792577331567,0.12554072660287868,0.07642816274407037,0.1298011641758223,0.1603399487645335,0.18982612007250743,0.4036108302593305,0.48113452122569944,0.46987181925624705,0.5127097400829526,0.33236319904772416,0.45539526548467213,0.5140951863105849,0.5648272454742269,0.5732671975879402,0.005076142131979738,1.6932593832730362e-07,0.048048048048048055,0.2552331113225501,0.8303057940290229,0.8714766583102715,0.9856815379019286,0.07865030115483967,0.7159718446339236,1.0000056338554941e-12,0.0016058163418550542,0.0019929762474807378,0.0020462261935302595,0.0020477835292797425,0.0020481459446444056,0.0020481607968080295,0.0020481583642760204,0.002048159747157191,0.002048160677926736,0.0020481607893882425,0.002048160794417206,0.0020481607966431475,0.0020481607968080295,0.0020481607968080295,0.0020481607968080295,0.0020481607968080295,0.0020481607968080295,0.0020481607968080295
1,1.0,6.0,1,0.3122083004618832,0.05993907665223282,0.25,0.5483271674298971,0.023010207266136236,6.5258177093916836e-09,5.987598212701546e-09,0.00023627520887052015,0.686256624761144,0.9999999999999815,4.827728774270423e-12,0.999999999999996,0.3045977011494253,0.06504065040650409,0.12718263602405627,0.5855614973262031,0.14658385093167703,0.18720397309023173,0.3014285714285715,0.07479224376731301,0.2297271181199753,0.08960361908276941,0.19303796544647772,0.20656875944348427,0.20703157753023438,0.0665013965239029,0.17279039464189505,0.21671373196350385,0.2571247102619561,0.3668436716400876,0.4805684609982295,0.4698624793649876,0.5184051864397742,0.2997681836297137,0.4397758283738379,0.5018820118383166,0.556019529317872,0.7223525345517023,0.027918781725888353,2.859969564124655e-07,0.07207207207207203,0.447431018078021,0.8902976527827998,0.8485056003713023,0.9575569290136212,0.18744318518000974,0.5660478899682994,0.2649616279255943,0.26812873206009014,0.2686249186935178,0.268622416961222,0.26863122385053995,0.2686337244310393,0.2686340645335741,0.26863415406321733,0.268634166166107,0.268634166166107,0.26863416616050095,0.26863416616495284,0.268634166166107,0.268634166166107,0.268634166166107,0.268634166166107,0.268634166166107,0.268634166166107,0.268634166166107
1,1.0,7.0,1,0.23683942034408123,0.01841462564632172,0.25,0.3584003029030939,0.023010203296832576,3.742162550046602e-09,3.9761260382895776e-09,0.0002917503836740343,0.6368970440587799,0.9999999999999681,1.6566443803925227e-12,0.9999999999999944,0.3045977011494253,0.04369918699186992,0.18121908839284998,0.8181818181818183,0.15776397515527954,0.23145865226919438,0.28142857142857136,0.08864265927977838,0.1869473611494888,0.07848464664103477,0.1500426160205119,0.16556391532069742,0.14536467710366002,0.051468596422777874,0.14177398285496784,0.15296139292728927,0.16718123732927692,0.36734233212274237,0.46432520563468627,0.45399432984937815,0.4923102033624026,0.2785495515489578,0.4074039578292151,0.44936669868687984,0.4821663655752389,0.3612800814914823,0.0228426395939086,1.190603798739229e-07,0.057057057057057,0.23120837297811603,0.9220974046511589,0.884432564591334,0.9857454541388391,0.18041058859461395,0.5166502526549858,0.13665056073296244,0.13933137042364802,0.13968364975472924,0.13973377611161708,0.13974005487287222,0.13974414676179742,0.13974444951277276,0.13974440329186155,0.13974446120609085,0.13974446342996227,0.13974446473534802,0.1397444652964479,0.13974446555193548,0.13974446554880265,0.13974446555193548,0.13974446555193548,0.13974446555193548,0.13974446555193548,0.13974446555193548
1,1.0,8.0,1,0.3734573213437931,0.114824097302822,0.25,0.5855742361498761,0.023010199312157094,4.047808863876103e-09,7.115643518583341e-09,0.0005000325141732454,0.8227661141328197,0.9999999999999913,2.9278827880376652e-12,0.999999999999998,0.36206896551724155,0.02032520325203254,0.3562031404724855,0.6684491978609629,0.11055900621118026,0.26836065551313515,0.3114285714285714,0.13434903047091412,0.13909908988649144,0.1683238552986665,0.19840572023478908,0.20426141062973058,0.19041244315364247,0.13559552976240616,0.19197403003861918,0.23528514166675846,0.24191018602931996,0.3985180783946786,0.46616301387509584,0.45033409774298805,0.48860102975025427,0.33603534649149774,0.4395421073594201,0.5004715751343746,0.533523393210392,0.698163635889387,0.03045685279187821,2.2260349833480479e-07,0.05105105105105097,0.39938154138915327,0.9125954330841269,0.8608592819499483,0.9641681159373157,0.22154486587531314,0.6705621603673382,0.21263048044451377,0.21733746492423106,0.2176471177151501,0.2177774821062441,0.2178030237513931,0.2178034138235569,0.21780330400668235,0.21780340806811987,0.21780341296541872,0.21780341359552247,0.2178034138009678,0.2178034138235569,0.2178034138228973,0.2178034138235569,0.2178034138235569,0.2178034138235569,0.2178034138235569,0.2178034138235569,0.2178034138235569
1,1.0,9.0,1,0.38067620726712076,0.10172262588066261,0.5,0.6618328739093273,0.023010207525413145,1.4175813462138232e-08,7.726116677338067e-09,0.00011514472551338569,0.8574883380784868,0.9999999999999891,4.71353680506258e-12,0.9999999999999987,0.3045977011494253,0.07825203252032531,0.10680435705191679,0.6711229946524064,0.06956521739130447,0.392132527298207,0.4414285714285713,0.08448753462603883,0.3007171400028542,0.10301811221495495,0.14183588380984904,0.12648143627695482,0.09350626838640508,0.08278359191675592,0.14146536170733912,0.14387552360247358,0.15513596133334606,0.3995640760231005,0.4832379204542221,0.456573179214681,0.49150151700882794,0.3387598006732316,0.4651264994711275,0.5112632041652813,0.5527256311433566,0.5175638197101207,0.01015228426395938,2.3089444216727868e-07,0.048048048048048055,0.23120837297811603,0.7984485612566931,0.865827758656236,0.9811560869017226,0.11335654178480925,0.6849113457874723,0.06414747898090947,0.0662161298180223,0.066744456946123,0.06694737111079707,0.06696174623225715,0.06696442318402335,0.06696478888742005,0.06696488664064723,0.0669648861691618,0.06696488653784219,0.0669648866361954,0.06696488663982286,0.06696488664064723,0.06696488664064723,0.06696488664064723,0.06696488664064723,0.06696488664064723,0.06696488664064723,0.06696488664064723
