fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1,0,1,800,850,MLSL,4.037745757394615,18.108614544963135,6,0.6788280940410598,115.59383172782775,0.4238474860932901,8.016939447725337,18.914679715620125,0.7761868564081407,1.0,1.0000000000000024,1.0,0.09999999999999999,0.07294117647058825,1.3709677419354835,0.26,0.05764705882352942,4.5102040816326525,0.40705882352941175,0.04705882352941177,8.649999999999999,1.632708635458394e-05,2.0597842942975203e-05,2.7568096252610643e-05,0.00010503971643330071,0.00020806554441831586,0.000256879892219383,0.0003404858039344913,0.0012312910276262561,-1.5927243988133817,-1.5927175965641012,-1.5927064946903278,-1.5925831017360028,-0.12606769488214953,-0.12606153968916148,-0.12605099749112486,-0.1259386723589953,0.577296111124333,0.971971971971972,0.00022250887981283693,-2.4854854854854853,0.5058962264150944,0.9262005833803769,0.9245593341820183,0.9837567376141421,0.1396763778800263,-0.11919560911881395
1,1,0,1,800,900,MLSL,2.9918638448878503,9.155099116145692,4,0.7525678982367869,119.00345868710961,0.5321376794062288,8.585981143497317,16.134886657674286,0.7891588099685525,1.0,1.0000000000000036,1.0,0.1,0.06888888888888889,1.4516129032258065,0.2511111111111111,0.04555555555555556,5.512195121951219,0.3633333333333334,0.03333333333333333,10.900000000000002,1.1634524472286589e-05,1.487754412904589e-05,2.0575955330463654e-05,8.295275743897659e-05,0.00011075823791903452,0.00013811787670607053,0.00018885461685188014,0.0007398789971925096,-2.2351296686313904,-2.235122419977605,-2.2351096831414776,-2.2349702612783435,-0.23684826517059834,-0.23684178436981387,-0.23682976612981083,-0.23669924250469374,0.5630629811350345,1.06006006006006,3.0795587129142294e-05,-2.3753753753753752,0.5011135857461024,0.9181929610995482,0.9160551365161598,0.9847696818616392,0.14012620700937545,-0.12920814693105886
1,1,0,1,800,950,MLSL,2.4501919957359495,5.648607221119082,5,0.762218783153692,121.18667074666173,1.4613083247731848,8.464278087973547,5.792260226319671,0.7787090728592181,1.0,1.0000000000000033,1.0,0.1,0.06315789473684211,1.5833333333333333,0.251578947368421,0.037894736842105266,6.6388888888888875,0.3326315789473684,0.034736842105263156,9.575757575757576,9.318831749241135e-06,1.2004445311218944e-05,1.7201928369381265e-05,7.315719597524061e-05,6.47993421802041e-05,8.142714567392283e-05,0.00011307286587323607,0.00047757356275196185,-2.8170258765084295,-2.8170183109950293,-2.8170036694143192,-2.8168460405086293,-0.41176416873638955,-0.41175732155901346,-0.41174429014091424,-0.411594192088205,0.5617945076113946,1.06006006006006,0.00012738113231864785,-2.1551551551551547,0.510548523206751,0.9061159268282047,0.9044138201179955,0.9811795123855428,0.14322249736809897,-0.12872080496872432
1,1,0,1,800,1000,MLSL,2.08779301826774,3.739385436447191,2,0.7674230402052316,121.85881471080971,1.1764424909171634,7.915213675673787,6.728092309470246,0.7811568917917908,1.0,1.000000000000008,1.0,0.1,0.061,1.639344262295082,0.253,0.038,6.657894736842105,0.299,0.041999999999999996,7.1190476190476195,8.132869118037009e-06,1.0363104619231603e-05,1.5677000214168695e-05,6.997390987538812e-05,2.7856838911785887e-05,3.461709843291155e-05,4.9961772553595225e-05,0.00022356929430371956,-3.2775483284643916,-3.2775410187003033,-3.2775236020090306,-3.2773456398161867,-0.9778983454480465,-0.9778917344172836,-0.9778767284678312,-0.977706953230153,0.5579820036962809,1.0820820820820811,0.00022250887981283693,-1.956956956956957,0.5200400801603207,0.8897442065882684,0.8955511899671111,0.9770799891301009,0.14523621007907633,-0.1421630970905663
1,1,1,1,800,850,MLSL,4.054826690912671,17.507902057944335,5,0.8225125557156086,117.36856713997621,0.19851473615657597,7.478642877262683,37.672986006257986,0.8661309512889058,1.0,1.0000000000000042,1.0,0.09999999999999999,0.06705882352941177,1.4912280701754383,0.2564705882352941,0.03294117647058824,7.785714285714285,0.36352941176470593,0.047058823529411764,7.725000000000001,2.2390956725375486e-06,3.1177970053017585e-06,5.2362737338737455e-06,2.6425407517162666e-05,3.33137625621184e-05,4.452691747499976e-05,7.311067631022723e-05,0.00034231593463447256,-1.5063229913066418,-1.5063216676956581,-1.5063184765783102,-1.5062865588274597,-0.10481941752069783,-0.10481824212517445,-0.104815245892407,-0.10478702701395892,0.5272970861899773,0.9279279279279278,5.777790117970507e-06,-2.507507507507507,0.47523584905660377,0.9241586366204291,0.9227910081458928,0.9887127919205232,0.12924877647592814,-0.11716874614195767
1,1,1,1,800,900,MLSL,3.062489448771494,9.34966074900302,4,0.8336228755497546,119.33071154901566,0.44314927171128626,8.280748944950451,18.68613912637861,0.8536696999825824,1.0,1.0000000000000049,1.0,0.1,0.06,1.6666666666666667,0.25,0.02333333333333333,10.714285714285715,0.3288888888888889,0.03666666666666667,8.96969696969697,1.6317055474965033e-06,2.2526849516242952e-06,3.945452250589703e-06,2.1570881652742168e-05,1.755728971920197e-05,2.3435820827042907e-05,4.043737486700109e-05,0.0002038328001431529,-2.139492770778223,-2.1394914421951094,-2.139487820525801,-2.1394501109854827,-0.20201883709938537,-0.20201764950451617,-0.2020142148100362,-0.20198120527667662,0.5332805566840096,1.0160160160160154,5.777790117970507e-06,-2.2432432432432425,0.49443207126948774,0.9281750702847821,0.9230581019109613,0.9862256942965644,0.13015826446116358,-0.12444767987417474
1,1,1,1,800,950,MLSL,2.5543602159612098,6.068331912760083,3,0.8318264520039615,120.41936163069366,0.11889104448830776,8.078617878911418,67.94975949349913,0.8503533333816912,1.0,1.000000000000003,1.0,0.1,0.05789473684210526,1.7272727272727273,0.251578947368421,0.017894736842105262,14.058823529411763,0.30526315789473685,0.0431578947368421,7.073170731707317,1.3087390070323467e-06,1.838884043204306e-06,3.3791587474771533e-06,2.0313823330853907e-05,7.1246019794281786e-06,9.700311667848151e-06,1.745100989578813e-05,9.667591311201402e-05,-2.667471001959994,-2.6674695878116323,-2.6674654791681465,-2.667420306382323,-0.4978439871189294,-0.4978427048082125,-0.4978388461422123,-0.497799404219508,0.5217583011730559,1.0380380380380387,5.777790117970507e-06,-1.9789789789789793,0.5021097046413502,0.9166766739830752,0.9136426957520368,0.9830445956487008,0.13227842998282904,-0.13054753839191108
1,1,1,1,800,1000,MLSL,2.187609577175885,4.067715580757941,2,0.8212675803810936,121.4183222636488,0.643916612324071,8.512360877550849,13.21966340770028,0.8424336180254495,1.0,1.000000000000002,1.0,0.1,0.052000000000000005,1.923076923076923,0.251,0.024,10.458333333333334,0.281,0.051000000000000004,5.509803921568627,1.1306290973259557e-06,1.6081650085539179e-06,3.063508665219706e-06,2.0924383790003794e-05,3.6651940215050666e-06,5.046877826536797e-06,9.388314981290706e-06,5.466781854301306e-05,-3.1485081559067374,-3.1485066523793264,-3.148502070212773,-3.14844583503819,-0.9819133062038395,-0.9819119495051538,-0.981907686574619,-0.9818632258646164,0.5282487810421694,1.0820820820820811,1.1169868184678226e-05,-1.8688688688688693,0.467935871743487,0.9026954693906014,0.902813365108805,0.979565659670369,0.13562541163173947,-0.1344869375923645
1,1,2,1,800,850,MLSL,4.195710869114233,18.971510131319324,5,0.7537228504776579,116.68417867362972,0.11477142146143669,7.097362394144304,61.83910858443994,0.8317861463540319,1.0,1.0000000000000029,1.0,0.09999999999999999,0.05764705882352942,1.7346938775510201,0.2564705882352941,0.04,6.411764705882352,0.3388235294117647,0.04,8.470588235294118,7.243607533366592e-06,1.0290619747659858e-05,1.5591012005968272e-05,9.556033819264746e-05,3.114559368898555e-05,4.442591575469408e-05,6.604817757006435e-05,0.0003507566037972057,-1.7723394610681031,-1.772334060688999,-1.7723246665265928,-1.772182932707453,-0.4025394127694952,-0.40253406674994446,-0.4025253626662767,-0.4024107527339783,0.5457650184320599,0.9059059059059056,3.585539857459817e-05,-1.9349349349349347,0.4964622641509434,0.9328677106115514,0.9299173561809632,0.986485050105288,0.11517909499925218,-0.11519818740804268
1,1,2,1,800,900,MLSL,3.0389707908063253,9.065662466522953,5,0.7586437975887825,120.075187940184,0.8047642824591855,7.502135550425388,9.32215272713208,0.8166687348955473,1.0,1.000000000000002,1.0,0.1,0.05,2.0,0.2544444444444444,0.03555555555555555,7.156250000000001,0.32555555555555554,0.03777777777777778,8.617647058823529,5.535022467703947e-06,7.791260939389552e-06,1.2068802295125755e-05,8.278609329467279e-05,1.6850615723032134e-05,2.304931322454479e-05,3.524470734176487e-05,0.00020336174722010563,-2.4038668444106808,-2.403861420683805,-2.4038511379870493,-2.403681142094958,-0.7899390931900385,-0.7899341965140433,-0.789924562733138,-0.7897917582732699,0.5559240384142655,1.0160160160160154,1.514189325304352e-05,-1.736736736736737,0.5300668151447662,0.9182210020438921,0.917104270967035,0.979904313186472,0.120582657730601,-0.13379898627910874
