evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 3531.8597178025 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 2755.4188745717 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
3 2364.1002128328 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 -2.330300 1.801653 0.931325 -3.072487 2.976504 3.791778 2.357559 -0.359850 -2.141505 2.108903 -0.806354 2.444890 0.416550 1.953278 0.712733 1.413146 0.021000 3.571741 0.253824 0.803979 3.766301 -2.695518 -2.540970 1.938793 -2.346247 3.887242 -0.827238 -1.494910 3.845884 2.961030 3.735118 1.812089 -1.722451 3.820130 -0.536007 1.604913 1.894504 -0.310020 1.228159 1.844413
4 1831.5672744072 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
8 1821.5964708292 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
10 1757.1746288141 0.0000000000 1.0000000000 0.5293402624 67.0000000000 5.5151366364 0.8687077895 5.9975656070 0.3521179087 5.7289542631 0.3196823231 35.9707932099 -404.9667672128 27.2414362678 6.9257361466 1.396914 0.007542 1.863697 0.679930 -0.031364 0.321856 -0.381307 -0.789699 -0.535467 -2.256023 0.560883 -1.986247 1.683263 -0.498917 0.098990 0.987674 1.286629 -3.141247 -0.413807 1.760358 -3.396212 0.774561 -4.511128 -2.045014 0.077261 -3.313430 -1.971021 -2.943670 3.296270 0.328456 1.134581 -0.445350 -0.706863 -3.232948 -0.583675 -1.522984 1.715848 2.282204 2.933157 1.705104
16 1604.9163772152 0.0000000000 1.0000000000 1.8977206807 1.0000000000 6.3092192018 0.9975546697 3.4563604684 -0.0388749399 2.9311239915 -0.0329674147 11.9464276873 -1289.1596036536 26.6770187522 6.7493927827 0.274203 -1.323753 0.494356 2.500687 -4.078047 1.111129 -0.664031 -0.815403 0.642322 -1.499516 0.981750 0.905899 2.736837 -1.542432 -0.849936 0.934872 1.969248 -2.018327 -0.466076 2.275369 -2.102127 -3.089066 -0.780572 -3.057151 -0.334333 -0.626282 -1.999127 1.925222 -1.855704 0.386154 1.926891 0.169895 -1.620152 1.387035 0.293948 -0.390827 -1.779477 -0.858868 0.639324 0.090706
19 1498.9485285214 0.0000000000 1.0000000000 1.8977206807 1.0000000000 6.3092192018 0.9975546697 3.4563604684 -0.0388749399 2.9311239915 -0.0329674147 11.9464276873 -1289.1596036536 26.6770187522 6.7493927827 -2.355452 -1.051331 1.663783 3.917270 -1.264310 -0.947280 -1.885412 0.678324 2.249884 1.175497 2.023419 -0.805318 -2.265181 -5.000000 0.578169 2.409883 2.602905 -3.601416 0.105347 1.353877 -4.684713 3.382148 -1.846136 0.352587 0.112191 -1.063865 -3.605459 -1.881673 1.974127 0.931245 2.406554 0.922749 0.840559 -5.000000 -0.587442 0.246562 -0.770680 4.230977 3.493535 -0.701002
47 1259.8634152945 0.0000000000 1.0000000000 1.8112795035 3.0000000000 6.2831809175 0.9933807319 5.4356733218 0.0799565653 4.8071636383 0.0631998175 29.5465444614 -1221.7928365064 25.3138827134 6.4330534581 -0.409556 -0.613839 -0.791759 2.645664 -1.457422 -0.217429 -0.496639 -1.496647 4.580978 1.507321 2.139496 1.375908 1.486285 -4.732210 -1.984449 0.891646 3.351675 -3.285951 0.539727 1.552332 -3.761368 -0.163660 -1.085153 0.468304 -1.027098 -3.334398 -3.473141 -1.819854 2.913829 -1.570372 -0.950631 0.214107 0.696708 -1.960949 0.564913 0.837528 -1.575681 -1.330116 2.632211 1.299925
82 1186.2570498746 0.0000000000 1.0000000000 1.7184559865 5.0000000000 6.2563120253 0.9890808463 4.9861017894 -0.0584095349 4.5524720432 -0.0510772927 24.8612110541 -1132.9756201634 23.0902331636 5.9084968794 -3.867880 -1.202470 0.585353 1.213782 -1.351524 1.651475 -3.332162 -1.008718 4.514796 2.661003 1.385248 1.091152 0.548580 -0.527248 -1.896420 2.593047 4.780827 -1.344256 0.545066 -2.790860 -2.685107 1.533402 -3.674912 1.215498 -1.718409 -2.166170 -2.394174 -0.509451 -0.602234 -0.775274 1.216091 3.797620 3.272911 0.719983 -0.984679 -0.830469 -3.440951 0.952536 4.825623 1.313792
