fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.5022242110610624,0.1360364909808201,0.0,0.4754760615471838,0.2071165678294791,4.086752530884108e-09,4.2587586349552906e-09,0.0009585251491678,0.9368597319920258,0.9999999999999896,5.799797911354952e-12,0.6019417475728155,0.6631578947368422,0.0626262626262626,0.0,0.1566530427889197,0.3193639744970203,0.2984307174141491,0.0,0.1597452988624721,0.3104148554774016,0.3431466001246761,0.3512318499881748,0.20034821692588,0.3197391863733123,0.3512172115367161,0.4286240174916507,0.2146766450058166,0.3593440941336625,0.4067690163420941,0.7130838720485,0.06265664160401,1.488421650708201e-07,0.1064935064935064,0.5,0.8866675025109484,0.6737817204578347,0.9017228311451928,0.4697047422538095,0.4371566282615351,0.4887333672977879,0.5027706579749003,0.5481476903325535,0.8304069282150097,0.2766499892524867,0.7922125524934671,0.2581870710086386,0.3753522738774508,0.3618634785525786,0.4303149013282742,1.9998094668847065e-08,0.5343341880471772,2.9276240120545928e-08,0.4873197918464356,6.8996818545178985e-09,0.6786581327961032,1e-12,1e-12,1e-12,1e-12,0.1008241716086732,1e-12,False
1,1,1,0.0,0.4580724702619104,0.0522273944950444,0.0,0.6607313777471786,0.2071165625233755,2.34441855945378e-09,6.0292581183533214e-09,0.0027125779015481,0.8840015048707297,0.999999999999986,1.2442648257213196e-11,0.3300970873786408,0.368421052631579,0.0596491228070175,0.0,0.1072763903069213,0.2137547317657132,0.2544804900445463,0.0,0.1039273562154304,0.1345339287812027,0.2696562610218525,0.7776344871422907,0.2261602210430901,0.3225339013563471,0.4177812420572665,0.7679179148243747,0.2207631095455154,0.2744302763293981,0.4233623062265166,0.620629106552286,0.0426065162907268,1.2823675279276025e-07,0.1272727272727272,0.5,0.6964434224128532,0.6711132806380662,0.8228800980115234,0.5518004047777499,0.4061010828138437,0.1706574528782249,0.3114980591160798,0.3512717670569172,0.3657811814387315,0.3194364156631195,0.3593364363025019,0.3151390717202362,0.941918774860712,0.2224721391821946,0.2282175603420836,1.0079919723454588e-08,0.2929846302761724,1.1619926915182668e-08,0.116714251804383,3.9734700167534245e-09,0.2292335848187825,1e-12,1e-12,1e-12,1e-12,0.2536105469416935,1e-12,False
1,1,2,0.0,0.4685611060463948,0.0675556817464573,0.0,0.6628622477719422,0.2071165615194947,1.0671865875801071e-08,5.20422705257363e-09,0.0002826281237144,0.9298402329644,0.9999999999999882,2.3675416580557287e-11,0.4174757281553398,0.231578947368421,0.1146666666666666,0.0,0.1659771324164904,0.2936241742711448,0.3190628721933032,0.0,0.1643371490301156,0.2825930590048111,0.345352921796325,0.4392310996819724,0.2215155917191775,0.3127970383002374,0.3894736280900698,0.4664628672397293,0.224113872383133,0.3387370669938008,0.4163507485637741,0.3662344865592868,0.0426065162907268,1.7734480553154222e-07,0.1090909090909091,0.3888888888888889,0.8440175662317729,0.8175559222444226,0.8477464307527482,0.3534939209640966,0.5415737702855958,0.2838316940947539,0.3718783032563526,0.4165936304970516,0.3155379851188388,0.3757596077948842,0.2721503618809704,0.3812269487344716,0.3332132412554389,0.6982619803727399,0.7919178040248396,2.004463831830067e-08,0.548026200395074,2.6435408094743132e-08,0.5725530321341559,4.9656581947646406e-09,0.5657861425089215,1e-12,1e-12,1e-12,1e-12,0.0420066609037098,1e-12,False
1,1,3,0.0,0.457957816501489,0.0750857978579619,0.0,0.2725936599959116,0.2071165606750324,2.652598130788757e-09,2.610365971896979e-09,0.0009563527895495,0.8404345311175863,0.9999999999999796,1.2881360705201995e-11,0.4271844660194174,0.2526315789473685,0.1086419753086419,0.0,0.1885797563820365,0.3045337282354395,0.2705601339920774,0.0,0.1862496471256968,0.3390062083017247,0.3200339926292305,0.5411930426833302,0.2550300755244378,0.3435047558651901,0.3717544167629512,0.5607715144428056,0.2557541096567406,0.4062506005113426,0.4147584085551584,0.5882745199177142,0.0200501253132832,1.6735829616287729e-07,0.1038961038961038,0.3333333333333333,0.8777716962466563,0.7818466371174999,0.8799707601637505,0.4101556129169852,0.2593395641513641,0.3008050151040707,0.4479558826453589,0.4753416222527016,0.147387565226113,0.4613491179098292,0.0451398008251439,0.4810847696612256,0.5548049369382377,0.4248031200435704,0.5060190609411175,6.6875012549467335e-09,0.3009405467757499,1.1675007111756514e-08,0.3427542569038857,2.982226648777003e-09,0.465836409412478,1e-12,1e-12,1e-12,1e-12,0.1201827399749933,1e-12,False
1,1,4,0.0,0.6158161458572923,0.2106169110317418,0.5,0.6402063257846881,0.2071165637758912,4.464919725500249e-09,4.406704019891256e-09,0.0008887093250176,0.932816730036177,0.9999999999999803,3.1427379016508387e-11,0.4271844660194174,0.3263157894736843,0.0862745098039215,0.0,0.0675550213773119,0.2118316385790024,0.2687875171705864,0.0,0.067650057089415,0.1960844578745239,0.322411847331386,0.575545366297697,0.158760940495316,0.2706100657419859,0.3786665190673202,0.6148849187687164,0.165007243639123,0.2889770136592632,0.4282398516818965,0.6945276018658395,0.0175438596491228,6.509938523036146e-08,0.0909090909090908,0.2222222222222223,0.8435917487087675,0.7553744306739838,0.9424255646624856,0.3790573363803652,0.590024562729499,0.2832183967688141,0.3810963625227526,0.4338546773654377,0.3282229263318513,0.3836774647483024,0.2766349226433831,0.3821108180839157,0.6438297081012059,0.387695207330372,0.4149923982324728,6.957069053660784e-09,0.3873623470576152,1.116244541766425e-08,0.3313599724046088,5.098577954344667e-09,0.4319227412178821,1e-12,1e-12,1e-12,1e-12,0.444229008180881,1e-12,False
1,1,5,0.0,0.5436880323147966,0.1283386069049598,0.5,0.6987165488023327,0.2071165631775212,1.839551886051007e-09,5.372683718521787e-09,0.0031466833960448,0.9361969471041331,0.9999999999999838,2.5683531710630252e-11,0.3689320388349514,0.1999999999999999,0.1151515151515151,0.0,0.0170921206876176,0.1085113265356722,0.1691863278065803,0.0,0.0175976036975991,0.1264005269547837,0.2350135927940838,0.6074462030777674,0.1236425977520803,0.1913372770601219,0.3073896152467233,0.6677044137278121,0.1351466612246566,0.2418192035018347,0.3729661727383575,0.4705140260854039,0.0200501253132832,9.40014490497303e-08,0.0831168831168831,0.3333333333333333,0.7276680965494534,0.7822108353376258,0.9485244638740866,0.2552081186627996,0.6655370178674488,0.2323336156695684,0.2677248379338803,0.3045829763891765,0.5219479567717881,0.4758748319087701,0.4785698652835271,0.4658416704093784,0.6757050939382563,0.4757392056712409,0.4571860141847153,6.989621120894071e-09,0.3939697625953867,9.778209659838852e-09,0.3011013145863914,5.241805736835356e-09,0.4100189626566808,1e-12,1e-12,1e-12,1e-12,0.0924852534170502,1e-12,False
1,1,6,0.0,0.4722055248415881,0.0745418571560664,0.0,0.433338713627227,0.2071165623689284,1.763957473724544e-09,2.8217513321476926e-09,0.0017158331701724,0.6651295675695366,0.9999999999999696,2.1388768421594807e-11,0.4660194174757282,0.5368421052631579,0.0592592592592592,0.0,0.11336882892851,0.1283319428816892,0.2874973738182327,0.0,0.1137351993205667,0.1130400323608718,0.3528320157066104,0.610993862590022,0.2027977227563195,0.2091134062015986,0.4021283251510001,0.6505025426794526,0.208773076388808,0.2259004386685483,0.459260367763493,0.7130838720485,0.037593984962406,7.725998503087696e-08,0.0883116883116882,0.3888888888888889,0.8989441610749215,0.7855353517666921,0.9210036241089892,0.4350783791580491,0.4344541132248017,0.2221650894975552,0.4279286676269387,0.4855087376654836,0.204841227565122,0.4029562642757122,0.2071047421279201,0.3729375453413059,0.5942042555899698,0.4595650119360098,0.5454256186392916,1.0566738956612086e-08,0.2514578311149064,1.1460287207007069e-08,0.2591138526395651,3.310818573725605e-09,0.3949387485057156,1e-12,1e-12,1e-12,1e-12,0.0957747775871199,1e-12,False
1,1,7,0.0,0.3212068107376446,0.0243766673894865,0.5,0.0537502504112483,0.2071165590259651,2.2615402730823052e-10,1.0180702126791792e-09,0.0065859828667432,0.5892757761053249,0.9999999999999294,1.5815028181086124e-11,0.796116504854369,0.1999999999999999,0.2484848484848485,0.0,0.2158754649531365,0.3088569826117148,0.3629998589963026,0.0,0.2085042631583487,0.2236867009807023,0.3563991215002737,0.6019115203006955,0.2852142804152254,0.3593992228111055,0.460129554532628,0.5867014992451358,0.2776678954937367,0.3072807465602079,0.4494799421232256,0.4458866878149334,0.0150375939849624,6.976687509368019e-08,0.0831168831168831,0.3333333333333333,0.9327180542381468,0.7637063529838368,0.8508822478205655,0.3994973930913322,0.2295774493841277,0.2997008623434884,0.4525874340204034,0.4987295409571315,0.3864401094886979,0.4163946215719681,0.3385646011030518,0.4129287925768417,0.6212379847779987,0.3507164077503242,0.407312844265369,1.2092120648070932e-08,0.4346166726283164,1.5142519151693345e-08,0.3533621459888705,1.3729598074878452e-09,0.3912820164110977,1e-12,1e-12,1e-12,1e-12,0.181798648379845,1e-12,False
1,1,8,0.0,0.54919402957743,0.1752327297254963,0.5,0.4653979992947188,0.2071165575321759,1.3965033791655272e-09,6.400910396049595e-09,0.0050385211202935,0.9157529570113956,0.999999999999992,8.41377574572642e-12,0.436893203883495,0.3578947368421052,0.081081081081081,0.0,0.1763781930497266,0.276127966446608,0.2900444762399075,0.0,0.1750565708802873,0.2360796263456047,0.3580413415839711,0.4406319180032134,0.2310732590927016,0.2967934932144858,0.3643774988052884,0.4713868820921318,0.2344149490526239,0.2952023948790552,0.4282500608449721,0.4782412744495043,0.0426065162907268,5.8553998455652337e-08,0.135064935064935,0.2777777777777778,0.8228456768840829,0.8016347765078562,0.8941563731529523,0.3074993926878268,0.4975062490244843,0.342695225119357,0.204820404428593,0.2075477556494851,0.3664456584479091,0.3814871298888508,0.3109799983141683,0.3954998399349353,0.544804084779519,0.5329438999342297,0.5572418471777731,1.3208469092556778e-08,0.4540347802958596,2.6783819589002494e-08,0.4735650229786705,5.6423081796992995e-09,0.5742345708891798,1e-12,1e-12,1e-12,1e-12,0.0655346883658414,1e-12,False
1,1,9,0.0,0.5062613514769125,0.0812926503864754,0.0,0.7623422572086983,0.2071165623876333,5.460412248467593e-09,7.0757442453068364e-09,0.0012072986370002,0.8703126442738787,0.9999999999999905,2.431552208252653e-11,0.3106796116504854,0.1684210526315789,0.1122807017543859,0.0,0.1765884032949633,0.1963501042331092,0.1989652705762118,0.0,0.1768798728797839,0.1760923353613849,0.2210006802261446,0.6594174383457003,0.2608132255795851,0.2789037657662591,0.3454758046258684,0.6942894523792489,0.2652993161392285,0.2900470685829128,0.369315993857076,0.5519728484391286,0.0225563909774435,1.0999228612029889e-07,0.0935064935064934,0.3333333333333333,0.7856243077812105,0.7596273994252853,0.9275019030466692,0.2904654265991693,0.5514295950806629,0.1618755691207175,0.1862341231895934,0.2154156954701336,0.2909083242493536,0.4007272530804554,0.2684076150572849,0.3936548211142768,0.8024514168328196,0.4581995233195752,0.4852995992513269,5.972049341186887e-09,0.2921991484249674,8.675353991852433e-09,0.1853120352617593,6.063480301659889e-09,0.3613295678009938,1e-12,1e-12,1e-12,1e-12,0.1154709954016897,1e-12,False
