fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.2283761741488841,0.0654157058340351,0.5000000000000001,0.6938360445128345,0.0126716088033227,5.469418236406875e-09,8.116827857248085e-09,0.0003306854315004,0.8712427650282176,0.9999999999999964,2.30535463088084e-12,0.9999999999999998,0.1520538488091129,0.0897920604914934,0.0540928007695948,0.4552961176837943,0.0631421588401395,0.1797140774504834,0.5731109980996226,0.0719543614280456,0.2217011210159018,2.8495471056860664e-05,3.681217522213865e-05,6.426837302046394e-05,0.0001833538514844,9.038292873806198e-05,0.0003214641473549,0.0003306371401649,0.001073145657568,0.7102796306844377,0.6652371432152584,0.7188042578873609,0.7108810125728888,0.7863090616922668,0.7393092655484518,0.7627918634793059,0.7780075044473747,0.460760048266384,0.0424929178470254,2.1157526611921636e-08,0.0523076923076921,0.6238095238095238,0.5958137792251943,0.9420736097334266,0.9811760132200796,0.0174372212985485,0.8386961990771732,9.859876243956788e-05,0.0107682152153472,0.0179428926499544,0.3413630755151683,0.6156443677623511,0.0197972118114374,0.4989308998751813,0.5013198927328659,0.0258553566059475,0.0763390628362793,1.3612583144503746e-14,9.428484907637488e-06,1.5987130528181683e-14,1.0570252027360313e-05,2.6217841571109495e-14,1.3019749687047632e-05,1e-12,1e-12,0.101010101011,1e-12,0.101010101011,1e-12,False
1,1,1,0.0,0.2093178609836649,0.0503703198690935,0.7000000000000001,0.8021361169423079,0.012671609324697,2.005204024414709e-10,6.3672287272055255e-09,0.008570981984332,0.8698843407209633,0.9999999999999948,1.5605678302887081e-12,0.9999999999999988,0.1337935795650673,0.0823093887838689,0.0533929834780647,0.4370814974152587,0.0270744844932728,0.3273478127556523,0.5592730387302267,0.0646239725187094,0.2363574787767607,9.112609196054205e-06,8.47291311267289e-06,1.5623518514171215e-05,5.6187279753584606e-05,3.139229818550576e-05,7.967244867855009e-05,8.445325501175378e-05,0.0003284241550685,0.7289564842628979,0.6827551154056213,0.7378145298323826,0.730209393936102,0.788161634626885,0.7410510600404383,0.7645904807475528,0.7798467039527563,0.3812088912232465,0.0396600566572238,5.804485942768972e-09,0.0584615384615384,0.5809523809523809,0.6064404785970461,0.949842605559879,0.9797256005137128,0.0237823662438974,0.8605497435851422,2.657569802792936e-05,0.0031235088350006,0.0049158305753452,0.1584763442146634,0.4829953623137515,0.0068296032782283,0.4925294436775006,0.574207264156021,0.0287374017205331,0.0768725280237374,5.865280973440196e-16,1.641619177952123e-06,8.500500660766432e-16,2.002731225698806e-06,1.595556397169e-15,2.741273610601316e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,2,0.0,0.2093249428746465,0.0543639521952364,0.6000000000000001,0.661743427889893,0.0126716039096171,1.5135529861855537e-08,7.0356108712349325e-09,5.108379549055944e-05,0.8328112533825105,0.9999999999999925,4.207768072232547e-12,0.9999999999999972,0.1442871936486019,0.0628544423440453,0.0722556872122763,0.4500919404642126,0.0396981705146761,0.2566583137099673,0.5245576938518776,0.0506379585326954,0.2688207848818804,1.6651501756640404e-05,2.015058927283832e-05,3.881219863306047e-05,0.0001780697296664,2.1071402516214128e-05,6.679145189790135e-05,7.761024516400703e-05,0.0003840278835497,0.680945969230695,0.637719405500394,0.6889366022633274,0.6804959470236205,0.7647753518609866,0.7190412854609725,0.7418315317116464,0.7564084396013202,0.3873693886918588,0.0254957507082154,2.062121803999145e-08,0.1138461538461537,0.6452380952380954,0.6295099417777203,0.9566861639404832,0.9868046032629408,0.0031729959169881,0.821688678446133,8.549255870050454e-05,0.0035785932550157,0.0053001960878417,0.2971606124505725,0.3916724014373727,0.0170532888302406,0.4885577532987236,0.5216137149136085,0.0228258261612168,0.059273808837711,6.389240039342405e-15,5.521238139643106e-06,7.893771853345887e-15,6.6267834348994665e-06,9.100616692690766e-15,7.847821050313107e-06,1e-12,1e-12,0.020202020203,1e-12,0.020202020203,1e-12,False
1,1,3,0.0,0.2175291644266793,0.0564202563822668,0.8,0.366940385267969,0.0126716022480814,1.1748025171367868e-08,6.1069045769584596e-09,6.669317554774685e-05,0.7466832776223971,0.9999999999999905,9.901014476874654e-12,0.999999999999998,0.1701760441836382,0.0673440453686199,0.0768691154727045,0.4891232696110745,0.1064233680563794,0.1216225956599918,0.5318915446588689,0.0645319592688014,0.2252944056738532,2.7073218685588667e-05,3.5581132377121726e-05,6.358110611842224e-05,0.0002179917308441,5.392533460390805e-05,0.0001952960845116,0.0002021607393414,0.0007566904991523,0.7361672805089815,0.6895210083543752,0.7451606796237814,0.7377040150810865,0.7828743371772751,0.7360763081260546,0.7594479318958489,0.7745607386345629,0.423622708711451,0.0339943342776204,5.6853179138698515e-08,0.0492307692307692,0.6976190476190476,0.6316490997528712,0.9606020293166052,0.9818555893383204,0.0072537729904881,0.8269262011170339,8.221274940665452e-05,0.0097589935686689,0.0155852775996499,0.1133288745756548,0.4703900483597196,0.0066627122001203,0.4936732543448653,0.5121131098071542,0.0441868358436432,0.1168543392208401,5.221328197177046e-15,6.610128133611871e-06,1.3126697855689766e-14,9.475727078656632e-06,1.6907346095592415e-14,1.1102352094071363e-05,1e-12,1e-12,0.020202020203,1e-12,0.020202020203,1e-12,False
1,1,4,0.0,0.2781018962737867,0.1035955109128709,0.6000000000000001,0.4208724698754683,0.0126716060336842,1.847160276809836e-11,6.121815805451985e-09,0.0791663744450345,0.7139114624686353,0.9999999999999865,1.0702269711453712e-11,0.999999999999998,0.1468760787021057,0.0703371140516697,0.0661169451598265,0.4578982062935851,0.0631421588401395,0.180637039100937,0.5769920505339793,0.0439209912894124,0.3276609290042771,3.1533761787348674e-05,3.776091311163673e-05,6.808971274022386e-05,0.0002289976559116,6.785217696368272e-05,0.000221660586209,0.0002339405358658,0.000831201877535,0.72094670161769,0.6752430150225548,0.7296645410255547,0.7219390067324594,0.7823061037123753,0.735541320790737,0.7588953726694535,0.7739935851590155,0.4143839422015065,0.0226628895184136,3.7894709190746644e-08,0.0769230769230768,0.642857142857143,0.6404440780848504,0.957932709856662,0.9883580108943226,0.0153032810905828,0.8219520641561734,9.71128376360527e-05,0.0133535291358003,0.0225656750290875,0.5374917853651312,0.4814505459950967,0.0308103287901183,0.4937987698234811,0.4975174927274884,0.0408300648210295,0.1108718787838779,7.645361094205304e-15,9.7960694557091e-06,1.922826881524444e-14,1.2663468318338875e-05,2.209494614776876e-14,1.1811866525452167e-05,1e-12,1e-12,0.020202020203,1e-12,0.020202020203,1e-12,False
1,1,5,0.0,0.3116228204089346,0.1170329671300519,0.6000000000000001,0.7068846440249661,0.0126716100063634,3.507591431084366e-09,7.526231680534551e-09,0.0005131464810076,0.9015960451724496,0.999999999999992,1.3494952049819368e-11,0.9999999999999992,0.1338280980324473,0.0808128544423439,0.0543259518620396,0.447489851854422,0.0847827634482595,0.1374759961015421,0.5141992987339739,0.0506993006993006,0.2634274847430348,1.2792289768363034e-05,1.6574034521739333e-05,3.221223204679974e-05,0.0001088384498262,2.6044230065145943e-05,8.781713074554098e-05,9.693122754550796e-05,0.000370371302818,0.7490428371501832,0.7015980484957473,0.7582670292223492,0.7510270982549117,0.7840019756212677,0.7371366135035353,0.7605430176646646,0.7756784412458381,0.4441559978822389,0.0283286118980169,1.0139254075588142e-08,0.0307692307692306,0.6047619047619046,0.6241678903242442,0.9656477248589854,0.9929581675167412,0.026014375891064,0.8734837316900543,4.411321359089424e-05,0.0025658907819393,0.0041004965756,0.2839879272403673,0.6163830197735327,0.0094522309619715,0.4977269154218208,0.5524035862720198,0.0269043718494893,0.0737270598869525,1.426634080735114e-15,2.7639102370345514e-06,1.7154424391014053e-15,3.388062227630594e-06,3.2876770036247306e-15,4.393289809298819e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,6,0.0,0.2280037215811428,0.0610761098135741,0.6000000000000001,0.6369041317612287,0.0126716086238388,2.2356079347207412e-09,8.013943062412504e-09,0.0009072839768882,0.7645452575856156,0.9999999999999892,1.0226836372651156e-11,0.999999999999998,0.1441491197790817,0.065847511027095,0.0692376295888264,0.4605002949033758,0.0414778254988966,0.2534816403945737,0.5648403415326141,0.0552999631947001,0.270005282843416,5.875405942538347e-06,8.881551586923799e-06,1.5602938529960983e-05,8.699601308290084e-05,1.4067366763467842e-05,5.802086157278803e-05,6.033445430308898e-05,0.0003196218952592,0.7332333510715218,0.6867676599875693,0.7421695283769508,0.7346462529892615,0.7850061670604169,0.738081705184337,0.7615197120438556,0.7766840953230333,0.3508178018181271,0.0311614730878187,6.758181168161111e-09,0.0830769230769228,0.6261904761904762,0.6360608705552151,0.9580295179376488,0.981080894527047,0.0157922527208788,0.8246870935778243,1.9667668991959997e-05,0.0106492870330782,0.0170575507385129,0.3132548565739053,0.4437934187448963,0.014998353628599,0.4937757728920076,0.5753575450072864,0.0293050831285974,0.0798317487384143,4.479682485293278e-16,1.2629857601359935e-06,7.941156972370779e-16,1.8556107413622376e-06,1.2069607312491288e-15,2.490305090236412e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,7,0.0,0.179309064252323,0.0333470937426835,0.6000000000000001,0.4412688186887006,0.0126716046794493,1.360062460768489e-09,6.216234777590373e-09,0.00118374092103,0.6957409541796064,0.9999999999999828,3.7357210424041054e-12,0.9999999999999976,0.1805315843976528,0.1122400756143667,0.0499293884045102,0.4943274468306561,0.0324846356453028,0.3227021362207603,0.5992077299858142,0.0420193841246473,0.3508834841263429,7.264704546097077e-05,9.05133080279734e-05,0.0001440393039957,0.000346834970389,0.0001676953690096,0.0005896491224066,0.0005566651797302,0.0013354334966692,0.742618204809935,0.6955742447797042,0.7517331646074206,0.7443991739262242,0.7858258810782393,0.7388560644725287,0.762324752656679,0.777527465380193,0.4606584245192158,0.0283286118980169,2.9408201705870604e-08,0.0553846153846153,0.6595238095238096,0.6536660191626555,0.9719022535756544,0.9946818110916762,0.0145700170184821,0.813109999252723,0.0002240681051893,0.0080667192922458,0.0121820009517879,0.3811554970762373,0.503388440965008,0.0179183188193587,0.4971864579501437,0.4711730222307684,0.0275828494699431,0.0744343318873565,4.895900044866454e-14,1.4688264341717665e-05,6.564680217375489e-14,1.9621673189280867e-05,6.699908312234353e-14,2.5322726163917943e-05,1e-12,1e-12,0.181818181819,1e-12,0.181818181819,1e-12,False
1,1,8,0.0,0.280205063643435,0.1010502399647615,0.8,0.6817109532818092,0.012671598980165,3.013374565470157e-09,9.066749618780288e-09,0.0007476415461483,0.8576209531788848,0.9999999999999948,6.088281280221351e-12,0.9999999999999988,0.1546427338626165,0.0867989918084435,0.0565604899734835,0.4605002949033758,0.0270744844932728,0.3428776457437198,0.5345681325446321,0.0622316280211017,0.2331212919211081,1.5085423516815414e-05,1.8113723027076647e-05,3.0976427661604083e-05,0.0001041448055847,2.701023003765853e-05,8.686808723723813e-05,8.562641455832785e-05,0.0002980737608248,0.7287424671771264,0.6825550712373224,0.7375981381159127,0.7299950635829118,0.7799077917669501,0.7332833315412186,0.7565581144449358,0.7715712102121485,0.3322100003118537,0.0368271954674221,1.0666649582795387e-08,0.0953846153846153,0.5833333333333333,0.647614645874647,0.9650670279614602,0.9858189662677236,0.0146121627314392,0.8276227336599482,5.992907816611308e-05,0.0049374139033531,0.0080564026250476,0.3241215911859377,0.2630106530516374,0.0141624189925229,0.4827479319117921,0.5338101900197305,0.0298517284749035,0.083959561568944,1.885346251835518e-15,3.815506026903986e-06,2.334908997046773e-15,5.057414479504666e-06,3.3472124606132117e-15,5.322505952677881e-06,1e-12,1e-12,0.010101010102,1e-12,0.010101010102,1e-12,False
1,1,9,0.0,0.2978990083740093,0.1031655236833167,0.5000000000000001,0.7357699889797821,0.012671609062477,1.4384191935632821e-08,8.543437150403752e-09,8.604995097536455e-05,0.8923271702626795,0.9999999999999928,1.0363647020097434e-11,0.9999999999999992,0.1468415602347255,0.0867989918084435,0.0544041893194001,0.447489851854422,0.0252711007759295,0.3496229267385371,0.4961055646262143,0.0485216537848117,0.2630133252381056,1.087122945984292e-05,1.4020054921813531e-05,2.3019565224745247e-05,7.625797639634248e-05,1.6515347202017513e-05,5.969336078589024e-05,5.762664881909512e-05,0.0001811893016032,0.7449332369357488,0.6977428979677663,0.7540819064736102,0.7467649088222409,0.7802129973579972,0.733570556077277,0.756854664632319,0.7718728291605016,0.4355381461264542,0.0141643059490085,7.86857150693684e-09,0.086153846153846,0.6238095238095238,0.6098732481273419,0.9569008700144216,0.9894273385628284,0.0210051317278219,0.851330852529443,3.2716085928952325e-05,0.0036159443191324,0.006224657016079,0.2024660315993046,0.452902624889209,0.0094783107067291,0.4905108031831034,0.562626397981646,0.0387657714453075,0.1046291865124462,6.772643143366158e-16,1.860900728623e-06,1.0691109729143346e-15,2.6648612609235198e-06,1.2802493372175213e-15,3.0137008332234685e-06,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
