fid,iid,rep,budget,algorithm,precision
1,1,0,50,BFGS,0.0
1,1,0,50,DE,0.0
1,1,0,50,MLSL,0.0
1,1,0,50,Non-elitist,0.0
1,1,0,50,PSO,2.9715e-06
1,1,0,50,Elitist,0.0
1,1,1,50,BFGS,0.0
1,1,1,50,DE,0.0
1,1,1,50,MLSL,0.0
1,1,1,50,Non-elitist,0.0
1,1,1,50,PSO,3.4625e-06
1,1,1,50,Elitist,0.0
1,1,2,50,BFGS,0.0
1,1,2,50,DE,0.0
1,1,2,50,MLSL,0.0
1,1,2,50,Non-elitist,0.0
1,1,2,50,PSO,3.4899e-06
1,1,2,50,Elitist,0.0
1,1,3,50,BFGS,0.0
1,1,3,50,DE,0.0403208079
1,1,3,50,MLSL,0.0
1,1,3,50,Non-elitist,0.0
1,1,3,50,PSO,1.07454e-05
1,1,3,50,Elitist,0.0
1,1,4,50,BFGS,0.0
1,1,4,50,DE,0.0
1,1,4,50,MLSL,0.0
1,1,4,50,Non-elitist,0.0
1,1,4,50,PSO,5.2337e-06
1,1,4,50,Elitist,0.0
1,1,5,50,BFGS,0.0
1,1,5,50,DE,0.0
1,1,5,50,MLSL,0.0
1,1,5,50,Non-elitist,0.0
1,1,5,50,PSO,1.88456e-05
1,1,5,50,Elitist,0.0
1,1,6,50,BFGS,0.0
1,1,6,50,DE,0.0
1,1,6,50,MLSL,0.0
1,1,6,50,Non-elitist,0.0
1,1,6,50,PSO,8.2587e-06
1,1,6,50,Elitist,0.0
1,1,7,50,BFGS,0.0
1,1,7,50,DE,0.0
1,1,7,50,MLSL,0.0
1,1,7,50,Non-elitist,0.0
1,1,7,50,PSO,2.0496e-06
1,1,7,50,Elitist,0.0
1,1,8,50,BFGS,0.0
1,1,8,50,DE,0.0
1,1,8,50,MLSL,0.0
1,1,8,50,Non-elitist,0.0
1,1,8,50,PSO,1.30732e-05
1,1,8,50,Elitist,0.0
1,1,9,50,BFGS,0.0
1,1,9,50,DE,0.0
1,1,9,50,MLSL,0.0
1,1,9,50,Non-elitist,0.0
1,1,9,50,PSO,3.9968e-06
1,1,9,50,Elitist,0.0
1,1,10,50,BFGS,0.0
1,1,10,50,DE,0.0
1,1,10,50,MLSL,0.0
1,1,10,50,Non-elitist,0.0
1,1,10,50,PSO,8.7853e-06
1,1,10,50,Elitist,0.0
1,1,11,50,BFGS,0.0
1,1,11,50,DE,0.0
1,1,11,50,MLSL,0.0
1,1,11,50,Non-elitist,0.0
1,1,11,50,PSO,8.8575e-06
1,1,11,50,Elitist,0.0
1,1,12,50,BFGS,0.0
1,1,12,50,DE,0.0
1,1,12,50,MLSL,0.0
1,1,12,50,Non-elitist,0.0
1,1,12,50,PSO,4.6151e-06
1,1,12,50,Elitist,0.0
1,1,13,50,BFGS,0.0
1,1,13,50,DE,0.0
1,1,13,50,MLSL,0.0
1,1,13,50,Non-elitist,0.0
1,1,13,50,PSO,1.3863e-06
1,1,13,50,Elitist,0.0
1,1,14,50,BFGS,0.0
1,1,14,50,DE,0.0
1,1,14,50,MLSL,0.0
1,1,14,50,Non-elitist,0.0
1,1,14,50,PSO,8.0318e-06
1,1,14,50,Elitist,0.0
1,1,15,50,BFGS,0.0
1,1,15,50,DE,0.0
1,1,15,50,MLSL,0.0
1,1,15,50,Non-elitist,0.0
1,1,15,50,PSO,4.3601e-06
1,1,15,50,Elitist,0.0
1,1,16,50,BFGS,0.0
1,1,16,50,DE,0.0
1,1,16,50,MLSL,0.0
1,1,16,50,Non-elitist,0.0
1,1,16,50,PSO,1.3565e-06
1,1,16,50,Elitist,0.0
1,1,17,50,BFGS,0.0
1,1,17,50,DE,0.0
1,1,17,50,MLSL,0.0
1,1,17,50,Non-elitist,0.0
1,1,17,50,PSO,1.4426e-06
1,1,17,50,Elitist,0.0
1,1,18,50,BFGS,0.0
1,1,18,50,DE,0.0
1,1,18,50,MLSL,0.0
1,1,18,50,Non-elitist,0.0
1,1,18,50,PSO,1.86078e-05
1,1,18,50,Elitist,0.0
1,1,19,50,BFGS,0.0
1,1,19,50,DE,0.0
1,1,19,50,MLSL,0.0
1,1,19,50,Non-elitist,0.0
1,1,19,50,PSO,5.6418e-06
1,1,19,50,Elitist,0.0
1,2,0,50,BFGS,0.0
1,2,0,50,DE,0.0
1,2,0,50,MLSL,0.0
1,2,0,50,Non-elitist,0.0
1,2,0,50,PSO,5.3111e-06
1,2,0,50,Elitist,0.0
1,2,1,50,BFGS,0.0
1,2,1,50,DE,0.0
1,2,1,50,MLSL,0.0
1,2,1,50,Non-elitist,0.0
1,2,1,50,PSO,5.4293e-06
1,2,1,50,Elitist,0.0
1,2,2,50,BFGS,0.0
1,2,2,50,DE,0.0
1,2,2,50,MLSL,0.0
1,2,2,50,Non-elitist,0.0
1,2,2,50,PSO,7.0094e-06
1,2,2,50,Elitist,0.0
1,2,3,50,BFGS,0.0
1,2,3,50,DE,0.0
1,2,3,50,MLSL,0.0
1,2,3,50,Non-elitist,0.0
1,2,3,50,PSO,2.3412e-06
1,2,3,50,Elitist,0.0
1,2,4,50,BFGS,0.0
1,2,4,50,DE,0.0
1,2,4,50,MLSL,0.0
1,2,4,50,Non-elitist,0.0
1,2,4,50,PSO,5.5331e-06
1,2,4,50,Elitist,0.0
1,2,5,50,BFGS,0.0
1,2,5,50,DE,0.0
1,2,5,50,MLSL,0.0
1,2,5,50,Non-elitist,0.0
1,2,5,50,PSO,5.8082e-06
1,2,5,50,Elitist,0.0
1,2,6,50,BFGS,0.0
