fid,iid,rep,budget,algorithm,precision
1,1,0,50,BFGS,1e-12
1,1,0,50,DE,1e-12
1,1,0,50,MLSL,1e-12
1,1,0,50,Non-elitist,1e-12
1,1,0,50,PSO,0.016067507701850576
1,1,0,50,Elitist,1e-12
1,1,0,100,BFGS,1e-12
1,1,0,100,DE,1e-12
1,1,0,100,MLSL,1e-12
1,1,0,100,Non-elitist,1e-12
1,1,0,100,PSO,0.0024214124003619007
1,1,0,100,Elitist,1e-12
1,1,0,150,BFGS,1e-12
1,1,0,150,DE,1e-12
1,1,0,150,MLSL,1e-12
1,1,0,150,Non-elitist,1e-12
1,1,0,150,PSO,0.10512851498195906
1,1,0,150,Elitist,1e-12
1,1,0,200,BFGS,1e-12
1,1,0,200,DE,1e-12
1,1,0,200,MLSL,1e-12
1,1,0,200,Non-elitist,1e-12
1,1,0,200,PSO,0.023876676692259718
1,1,0,200,Elitist,1e-12
1,1,0,250,BFGS,1e-12
1,1,0,250,DE,1e-12
1,1,0,250,MLSL,1e-12
1,1,0,250,Non-elitist,1e-12
1,1,0,250,PSO,0.048257244287718104
1,1,0,250,Elitist,1e-12
1,1,0,300,BFGS,1e-12
1,1,0,300,DE,1e-12
1,1,0,300,MLSL,1e-12
1,1,0,300,Non-elitist,1e-12
1,1,0,300,PSO,0.20922644766111817
1,1,0,300,Elitist,1e-12
1,1,0,350,BFGS,1e-12
1,1,0,350,DE,1e-12
1,1,0,350,MLSL,1e-12
1,1,0,350,Non-elitist,1e-12
1,1,0,350,PSO,0.07075905122679776
1,1,0,350,Elitist,1e-12
1,1,0,400,BFGS,1e-12
1,1,0,400,DE,1e-12
1,1,0,400,MLSL,1e-12
1,1,0,400,Non-elitist,1e-12
1,1,0,400,PSO,0.11268687854493901
1,1,0,400,Elitist,1e-12
1,1,0,450,BFGS,1e-12
1,1,0,450,DE,1e-12
1,1,0,450,MLSL,1e-12
1,1,0,450,Non-elitist,1e-12
1,1,0,450,PSO,0.025775957792700834
1,1,0,450,Elitist,1e-12
1,1,0,500,BFGS,1e-12
1,1,0,500,DE,1e-12
1,1,0,500,MLSL,1e-12
1,1,0,500,Non-elitist,1e-12
1,1,0,500,PSO,0.0040014865931658535
1,1,0,500,Elitist,1e-12
1,1,0,550,BFGS,1e-12
1,1,0,550,DE,1e-12
1,1,0,550,MLSL,1e-12
1,1,0,550,Non-elitist,1e-12
1,1,0,550,PSO,0.0016439155753313847
1,1,0,550,Elitist,1e-12
1,1,0,600,BFGS,1e-12
1,1,0,600,DE,1e-12
1,1,0,600,MLSL,1e-12
1,1,0,600,Non-elitist,1e-12
1,1,0,600,PSO,0.0011149441283898017
1,1,0,600,Elitist,1e-12
1,1,0,650,BFGS,1e-12
1,1,0,650,DE,1e-12
1,1,0,650,MLSL,1e-12
1,1,0,650,Non-elitist,1e-12
1,1,0,650,PSO,0.00025080542842919874
1,1,0,650,Elitist,1e-12
1,1,0,700,BFGS,1e-12
1,1,0,700,DE,1e-12
1,1,0,700,MLSL,1e-12
1,1,0,700,Non-elitist,1e-12
1,1,0,700,PSO,3.4200741103981654e-05
1,1,0,700,Elitist,1e-12
1,1,0,750,BFGS,1e-12
1,1,0,750,DE,1e-12
1,1,0,750,MLSL,2.2800494402654435e-05
1,1,0,750,Non-elitist,1e-12
1,1,0,750,PSO,2.2800494402654435e-05
1,1,0,750,Elitist,1e-12
1,1,0,800,BFGS,1e-12
1,1,0,800,DE,1e-12
1,1,0,800,MLSL,2.280050340265443e-06
1,1,0,800,Non-elitist,1e-12
1,1,0,800,PSO,2.280050340265443e-06
1,1,0,800,Elitist,1e-12
1,1,0,850,BFGS,1e-12
1,1,0,850,DE,1e-12
