fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6
1,1,0,1,0.21960528860925965,0.06282693367643688,0.7000000000000001,0.8141028365454166,0.0003320241073959164,2.5063038142786332e-08,1.4025945862463029e-08,8.823377875621977e-05,0.8842450759349768,0.9999999999999999,1.1519648082658485e-19,0.5496688741721855,0.03482587064676616,0.4864861523244311,9.075475474150856e-06,1.5715182157484488e-05,2.5403292971576304e-05,8.756808262999398e-05,8.195190135729885e-05,0.00013227707793144204,0.00021316770078623994,0.0004269967881187161,0.6396244941655123,0.7230555027775005,0.743871618165836,0.7099159001334648,0.6906201089349497,0.8146182669218857,0.8689655101544415,0.745258317486704,0.44229683312409884,0.03133903133903136,4.504573251759453e-09,0.27437641723356004,0.6432291666666666,0.6456527999275237,0.9380601478447305,0.9691862090182304,0.018348973078210346,0.8379833435611563,0.9999999999999999,0.14253897550111352,0.08346709470304976,0.09669120129650886,0.3761261261261261,0.0728929384965831,0.1313856266009376,0.2728029953874923,0.2728029953876596,0.27280299538767594,0.27280299538767755,0.27280299538767844,0.2728029953876796,0.2728029953876796
1,1,1,1,0.19234947617344006,0.04475262191458396,0.5000000000000001,0.7531275188243797,0.0003320172736269629,8.110367755328926e-10,1.0538607083903234e-08,0.003931929623221009,0.8750560140471353,0.9999999999999999,5.421010862427522e-20,0.48123620309050763,0.05223880597014926,0.32981398168533227,2.834313078508061e-05,4.9064362346042375e-05,7.551302762783549e-05,0.00019882493303059553,0.00012804014157007598,0.00022493517356965772,0.00034314555429500225,0.0005361555150505901,0.6405660444309107,0.7241641026573816,0.7450593894572675,0.7110802346672679,0.6833416289258359,0.8060159592069781,0.8594708688141524,0.7366563104850691,0.4257547424934851,0.02849002849002849,6.758181168161109e-09,0.3015873015873015,0.6093749999999998,0.6532204293350796,0.9584341834250777,0.9780612371414694,0.014772014003106557,0.8296773640391956,0.9999999999999999,0.13363028953229394,0.0979133226324238,0.07877900164049684,0.36711711711711703,0.04100227790432798,0.20499183756759518,0.312956920013106,0.3129569200162249,0.31295692001687647,0.3129569200166039,0.312956920016616,0.3129569200166271,0.312956920016628
1,1,2,1,0.21647516194397093,0.060028418589248914,0.5000000000000001,0.5796836084197114,0.00033201221263629477,1.906620179281611e-09,1.9003260639541535e-08,0.002960685550043638,0.7457711705871165,0.9999999999999999,6.335806445462167e-19,0.5320088300220751,0.029850746268656823,0.5153808110781403,7.135044501666948e-06,1.5606489593665447e-05,2.8037442937722978e-05,0.00011699428861846661,3.53046498567814e-05,7.591238147622524e-05,0.00013681325174914476,0.0003306600406567553,0.643823765939318,0.7279925193325031,0.7491488195898115,0.7150372473021636,0.6847442508042838,0.8076728163704229,0.8612981022118044,0.7383080197751668,0.43102937759849635,0.02849002849002849,6.758181168161109e-09,0.26757369614512466,0.6328125,0.6542072298612838,0.9582341879201904,0.9744479248350788,0.006671760938866136,0.8165070774744951,0.9999999999999999,0.1536748329621381,0.05617977528089897,0.14667046101309053,0.3986486486486487,0.0455580865603645,0.20400979491888585,0.12116547685332855,0.12116547685315292,0.12116547685320687,0.12116547685321229,0.12116547685321248,0.12116547685321248,0.12116547685321251
1,1,3,1,0.19734555626774505,0.04891845659997872,0.5000000000000001,0.40987805513656306,0.0003320118809655093,1.9367996889290425e-09,1.1660721219402831e-08,0.0017772766735859623,0.6288128040131246,0.9999999999999999,5.421010862427522e-20,0.6136865342163357,0.049751243781094585,0.43035278602044175,1.711726947819835e-05,3.4131883139019795e-05,5.9483489374926575e-05,0.00020776253257816772,0.00010702377739978283,0.00021283624222737295,0.00037236105068166235,0.0008310252784422479,0.6440717805194932,0.7282851836909133,0.7494638645428515,0.7153545579402947,0.6879958674608663,0.8115174764997583,0.8655445296851619,0.7421699639172912,0.4263024727602789,0.011396011396011374,2.8681180848267562e-08,0.2811791383219954,0.6119791666666666,0.7010440862030127,0.9759665119059416,0.9925602041001036,0.010499561150213332,0.810113258978048,0.9999999999999999,0.1358574610244988,0.06902086677367583,0.11000796812749004,0.39189189189189194,0.09794988610478352,0.10525165070619621,0.11913491011315237,0.11913491011308118,0.11913491011308934,0.11913491011309625,0.11913491011309536,0.11913491011309545,0.11913491011309547
1,1,4,1,0.29526760355628745,0.11797289397451328,0.7000000000000001,0.6344910423188034,0.00033201945747730004,9.341019187817857e-10,1.4806785087273324e-08,0.004771115455249666,0.8493530340373631,0.9999999999999999,4.743384504624082e-20,0.5253863134657837,0.049751243781094585,0.3708737223870755,2.912224944838486e-05,4.8276704766381156e-05,6.534387508301285e-05,0.00021183797443344104,0.00018198195672963622,0.00028939399792660624,0.0003874827704077895,0.0007727208761625307,0.6604207993653122,0.7475044023469413,0.7700035140614141,0.7352646385807386,0.6889220650549656,0.8126117874241722,0.866750828177125,0.7432597609463697,0.38536764225025144,0.019943019943019988,7.479522515621814e-09,0.29024943310657597,0.5807291666666666,0.6905882794439131,0.9578741649460404,0.9865611292437451,0.01686807476330897,0.7872602566495772,0.9999999999999999,0.1358574610244988,0.07544141252006425,0.10159362549800795,0.3761261261261261,0.08200455580865612,0.11861034588307318,0.05583541579514435,0.05583541579623584,0.055835415796781654,0.05583541579669478,0.055835415796693696,0.05583541579669639,0.05583541579669647
1,1,5,1,0.28803904383512746,0.1048804511750045,0.8,0.6943772227458305,0.00033202019838067434,8.409628837205821e-09,9.531317345387084e-09,0.0002692527850415638,0.8796211586499763,0.9999999999999999,1.5585406229479126e-19,0.5364238410596027,0.044776119402985044,0.40603009749894015,4.26911594583269e-05,7.207005781766501e-05,0.00011029004488404638,0.00032652457075582793,0.00023010071331520482,0.0003964401991361884,0.0005980040051185142,0.0010086983625022519,0.6703100515269487,0.7591308783017108,0.7824327431894352,0.7473241148165733,0.6889938963427961,0.8126977086344733,0.8668479227820752,0.7433513957613049,0.4240675438480104,0.014245014245014245,9.161402457138501e-09,0.30612244897959184,0.5911458333333331,0.669360935626037,0.961309662270443,0.9872045687045223,0.006301773393256466,0.8473374150483126,0.9999999999999999,0.14699331848552338,0.09149277688603538,0.09132221115537849,0.3896396396396397,0.06378132118451023,0.15208232053151846,1.8460094564076712e-12,1.0000056338554941e-12,1.0264566974171885e-12,1.0612344336635715e-12,1.0614426004806887e-12,1.0612621892391871e-12,1.0608874889683761e-12
1,1,6,1,0.21014455399034057,0.05547381299228027,0.7000000000000001,0.6382716952053838,0.000332017779841078,9.065418410530605e-09,1.2285311795168543e-08,0.0003349175275800704,0.7689259112037354,0.9999999999999999,7.115076756936123e-20,0.5452538631346578,0.0472636815920399,0.39784440124151565,1.3718555653267682e-05,2.405909413663181e-05,4.380636042795432e-05,0.00015845511436483897,0.00010134929065373924,0.0001692397336442362,0.000299121516478098,0.0007149309489579543,0.655790102182493,0.7420598912827168,0.7641851418105993,0.7296187072731202,0.6901799966033149,0.814098276642056,0.8683924652254572,0.7447461901585848,0.43260546886273077,0.02564102564102562,5.244688749495118e-09,0.28798185941043075,0.6875000000000001,0.679996552457818,0.9609614478562779,0.9710591958727557,0.01593340607020581,0.7806652228696604,0.9999999999999999,0.1358574610244988,0.07223113964686999,0.10563898253141281,0.36711711711711703,0.05011389521640101,0.17531374349556167,0.20071798195495993,0.20071798195492369,0.20071798195511448,0.2007179819551414,0.20071798195513912,0.20071798195514146,0.20071798195514118
1,1,7,1,0.19889601914729016,0.0482059210518873,0.5000000000000001,0.5191313363683603,0.00033201619130218603,4.184114857198159e-09,1.0137962151412675e-08,0.0006694044523989928,0.7075398479131041,0.9999999999999999,2.371692252312041e-20,0.5607064017660046,0.044776119402985225,0.4235551787480571,1.9789145651635402e-05,3.591536406737925e-05,5.808895357851256e-05,0.000228285965744947,9.704540871394061e-05,0.0001802513174991768,0.00028521086009129136,0.0006737191875152221,0.6721436724261379,0.7612853656403008,0.784733341417517,0.7495466584024932,0.6882429125337233,0.8118089968145483,0.8658649815738488,0.7424562382779138,0.41410978886720984,0.02849002849002849,5.404216420704246e-08,0.2970521541950112,0.6666666666666665,0.671497721772744,0.9731578547429854,0.9880103649645782,0.004071258167661601,0.8043565947431986,0.9999999999999999,0.15144766146993308,0.06902086677367583,0.12105179282868526,0.37837837837837834,0.09111617312072898,0.10866238138965414,0.045324906952410884,0.045324906952466396,0.04532490695231338,0.0453249069523609,0.04532490695238374,0.045324906952381824,0.045324906952381824
1,1,8,1,0.27960744605358506,0.10381402920981123,0.5000000000000001,0.5290036956582568,0.00033201278040784953,1.940710526332629e-08,1.2519393076715417e-08,0.00011519207360382603,0.8734015405248711,0.9999999999999999,4.641740550953566e-19,0.5121412803532008,0.05721393034825877,0.3281569403231123,1.871679620245559e-05,2.9879605909965433e-05,5.518622355153049e-05,0.00018770379826821106,8.868564683484248e-05,0.00013558114771264007,0.0002457329541727321,0.0004954561982634251,0.6460665921039414,0.7306290734162506,0.751969002561655,0.717779877190314,0.6839701949539482,0.8067575999824425,0.8602893817652759,0.7373988957443106,0.4484796573771175,0.02849002849002849,1.2419213527017819e-08,0.3242630385487527,0.6718749999999999,0.6581928622766058,0.9543029272031559,0.9796049732730192,0.006239833024958202,0.814336816157486,0.9999999999999999,0.14699331848552338,0.08667736757624404,0.095989811246816,0.3761261261261261,0.038724373576309805,0.21886852716892247,0.21251923255998972,0.2125192325588241,0.21251923255894417,0.21251923255890948,0.21251923255891192,0.21251923255891186,0.21251923255891186
1,1,9,1,0.2326764996131446,0.07104064315290225,0.6000000000000001,0.6617366100373261,0.00033201647960816555,1.9061743420584118e-08,9.848943737041892e-09,7.67232424867244e-05,0.8331799958643696,0.9999999999999999,8.809142651444724e-20,0.4966887417218543,0.05472636815920411,0.3289595697329376,5.3415732421429e-05,9.179198633715055e-05,0.00012483558029527964,0.00036287949498183095,0.00016487615978843674,0.00027711499699051924,0.0003809883134537941,0.0006829532753637305,0.6356683368467683,0.7184087306067467,0.7389090250797277,0.7051425744893839,0.6747792753958722,0.7958958175671605,0.8482992624207935,0.7265441960537107,0.4848137018634868,0.01709401709401713,3.25471160553161e-08,0.346938775510204,0.6249999999999999,0.6777244308674786,0.963349092705433,0.9897232037500165,0.011855590310265327,0.8307321470867679,0.9999999999999999,0.13363028953229394,0.0802568218298556,0.09467393583560493,0.36711711711711703,0.0842824601366743,0.11319680241456141,0.12475789418670451,0.12475789419357287,0.12475789419294737,0.12475789419267251,0.12475789419273454,0.12475789419274473,0.12475789419274398
