fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7
1,1,0,1,0.21817873648408012,0.0625405623806865,0.7000000000000001,0.8133777273019105,0.00033354460757012373,2.498405863924472e-08,1.3888775129848603e-08,4.484731574757669e-05,0.8837869573729907,1.0,3.1763735522036263e-21,0.5326633165829147,0.07124681933842242,0.21593724194880262,1.9552546171947626e-05,3.302396190282315e-05,5.169979659097478e-05,0.00018392756544460598,0.00013807142853968418,0.00024627540583825705,0.00028760293109473547,0.0011631660835022567,0.604719671960017,0.6989904246720182,0.7444740029067726,0.7510524993280421,0.6645750824335078,0.7737106924393614,0.8659394248444889,0.7940498502169707,0.4043876144259656,0.07142857142857142,8.277856966198453e-09,0.2788018433179723,0.66016713091922,0.6618424196579733,0.9352052095550085,0.9706323955323428,0.018966936320494024,0.8345618467258806,1.0,0.15633423180592984,0.08591065292096219,0.05815117421093168,0.4054794520547944,0.03685503685503688,0.2116018872918706,0.27280299538624864,0.2728029953874923,0.2728029953876596,0.27280299538767594,0.27280299538767755,0.27280299538767844,0.2728029953876796,0.2728029953876796
1,1,1,1,0.19084254490886488,0.04442729451890731,0.5000000000000001,0.7518623350930825,0.00033353777491841423,7.385401517586475e-10,1.0398151959939812e-08,0.002239610311741865,0.874373525236922,1.0,3.1763735522036263e-21,0.4698492462311557,0.07379134860050887,0.18713872832369943,4.8782782590413915e-05,8.318956550037329e-05,0.0001255253950655243,0.0004167079546696943,0.000175102461885799,0.00032604500998979855,0.00036553888524633516,0.0013219253444197035,0.6059317900146162,0.7004022416807502,0.7459866934117103,0.7526296204522273,0.6547475246939636,0.7622546096488113,0.8530430402874307,0.7818264919269877,0.3969760008130182,0.06043956043956047,2.9408201705864543e-08,0.283410138248848,0.6211699164345403,0.6692303194842117,0.9565182085228912,0.9789881852048221,0.017568520487568004,0.8255149477175794,1.0,0.14824797843665763,0.09278350515463919,0.05149169891399326,0.410958904109589,0.04914004914004918,0.16916793060323038,0.31295692000520187,0.312956920013106,0.3129569200162249,0.31295692001687647,0.3129569200166039,0.312956920016616,0.3129569200166271,0.312956920016628
1,1,2,1,0.21508689602259332,0.05975556131920579,0.5000000000000001,0.5794623504397836,0.0003335327727087657,1.908435278827984e-09,1.8829705472915666e-08,0.0015390723962413278,0.7453728364236346,1.0,4.277516383634217e-20,0.5251256281407035,0.05089058524173033,0.27866088631984587,1.9584597416849332e-05,3.8377581551597394e-05,6.600721294473337e-05,0.00025886411128219904,8.283118479825864e-05,0.00016542953905512403,0.00021073205788318911,0.0009423715610380229,0.6092270448353858,0.7042315255020494,0.7500769926328159,0.7567913120223955,0.6572245028994832,0.7651407950422815,0.8562908700841043,0.7848980418450531,0.3954942775978981,0.06043956043956047,1.0666649582795366e-08,0.2788018433179723,0.6462395543175486,0.6702092901453045,0.9563095263861814,0.9756051654361679,0.008358417370066595,0.8044517015839612,1.0,0.17789757412398913,0.07560137457044674,0.07370981921135034,0.4493150684931506,0.054054054054054126,0.16924673474525795,0.12116547685308827,0.12116547685332855,0.12116547685315292,0.12116547685320687,0.12116547685321229,0.12116547685321248,0.12116547685321248,0.12116547685321251
1,1,3,1,0.19589050929825383,0.0486298830806381,0.4,0.4100969346647509,0.00033353244887995837,1.996291493568111e-09,1.1502759823695317e-08,0.0008954335201742491,0.6287803680286802,1.0,2.964615315390051e-21,0.6180904522613065,0.04580152671755726,0.3497109826589595,4.8190438441398785e-05,8.827130181945233e-05,0.00014779692229261365,0.00035353640458219674,0.0002174002080121858,0.0004146985478621779,0.0005189642988034775,0.001503165145058798,0.6095087245305438,0.7045616963717551,0.7504352144862148,0.7571592676071968,0.6587237814749655,0.76689119782221,0.8582667767751844,0.7867775795308689,0.45929039610937716,0.04945054945054952,2.8681180848267562e-08,0.2695852534562212,0.6323119777158774,0.7170799826229546,0.9748591274567668,0.9928928306931921,0.012488355529019238,0.8083120507625062,1.0,0.15902964959568736,0.13402061855670103,0.0379085239277475,0.4383561643835616,0.08845208845208846,0.10688113674463161,0.1191349101153742,0.11913491011315237,0.11913491011308118,0.11913491011308934,0.11913491011309625,0.11913491011309536,0.11913491011309545,0.11913491011309547
1,1,4,1,0.294411760235979,0.11797289964266199,0.7000000000000001,0.6333947397107822,0.0003335399555456367,9.861892794401108e-10,1.464689474396155e-08,0.002342837787523054,0.8489387940243552,1.0,5.717472393966527e-21,0.5175879396984924,0.058524173027989845,0.24674855491329478,4.612658029875168e-05,7.529496285815612e-05,0.00012137650674832677,0.00041028379393758397,0.0002330585286115898,0.00039448541703585705,0.0004576959909639207,0.0018915513524833001,0.6269340098412496,0.7248170861014578,0.7720797331102878,0.7792959248289113,0.6623355116980015,0.7711002863582473,0.863002596999464,0.7912803306989109,0.38917591991376976,0.04945054945054952,1.5211855179861015e-08,0.3110599078341013,0.5933147632311977,0.7067475577864386,0.9559327727779168,0.9871891158586108,0.0181980741258361,0.7836665746728887,1.0,0.15094339622641514,0.08419243986254298,0.057530270877543366,0.42465753424657526,0.08599508599508607,0.10651863769130472,0.0558354157843446,0.05583541579514435,0.05583541579623584,0.055835415796781654,0.05583541579669478,0.055835415796693696,0.05583541579669639,0.05583541579669647
1,1,5,1,0.286973706799839,0.10468918800593077,0.8,0.6940720637640443,0.00033354070860696413,8.522294233721233e-09,9.396408246831285e-09,0.00013686367304495452,0.8793698737438205,1.0,0.0,0.5251256281407035,0.0610687022900763,0.24167909752004477,7.65814220960888e-05,0.00013769477422208493,0.00020778980156872212,0.000649485339373809,0.00035295748627717997,0.0006667264695822359,0.0007444856538080964,0.0027108946394790645,0.6374234017539725,0.7370150821069327,0.7851185386002559,0.792643995800088,0.6626268875263464,0.7714430434173996,0.8633909588218045,0.7916608450954179,0.46511223342904595,0.03846153846153854,2.525820026962604e-08,0.2857142857142857,0.637883008356546,0.6853559501668678,0.9595253963058306,0.9878233105112153,0.009647127015715379,0.8455143495862787,1.0,0.16981132075471694,0.09621993127147761,0.05594743668134282,0.43287671232876723,0.044226044226044224,0.19366169074798442,7.77249098415922e-12,1.8460094564076712e-12,1.0000056338554941e-12,1.0264566974171885e-12,1.0612344336635715e-12,1.0614426004806887e-12,1.0612621892391871e-12,1.0608874889683761e-12
1,1,6,1,0.20872381465454098,0.05518214095506168,0.7000000000000001,0.6369407240076815,0.00033353827696875926,9.011306618316129e-09,1.2139149120817749e-08,0.00017482824553021,0.7679312157026376,1.0,9.952637130238029e-21,0.5351758793969849,0.06361323155216292,0.23794255780346824,3.2842280179862236e-05,6.18652617466306e-05,0.00010642019644693057,0.0003179324145195104,0.0001714931102102081,0.0003220211857050773,0.00042399622636932443,0.0013926398199525674,0.621994342696274,0.719075194644273,0.7659433270530913,0.7730112160271676,0.6623071984725779,0.7710675639417808,0.8629667433287102,0.791233246348379,0.4836556665038475,0.05769230769230769,1.12214776820798e-08,0.2903225806451612,0.6685236768802227,0.6960845468695602,0.9591621350552784,0.9723721322774475,0.020548349563179094,0.7709752826055084,1.0,0.15094339622641514,0.11512027491408927,0.04220714374877402,0.410958904109589,0.03931203931203928,0.20338468907160537,0.20071798195435153,0.20071798195495993,0.20071798195492369,0.20071798195511448,0.2007179819551414,0.20071798195513912,0.20071798195514146,0.20071798195514118
1,1,7,1,0.1973469047825848,0.04785732249830727,0.5000000000000001,0.518167933973669,0.0003335366936772339,4.168943884631767e-09,9.983468678145211e-09,0.00034917228658720386,0.7067834964245768,1.0,8.682087709356578e-21,0.5527638190954774,0.043256997455470805,0.329389450867052,3.801501014681953e-05,7.150213991687075e-05,0.0001210482412915371,0.00043684500263233407,0.00017558325205981742,0.0003224194601236536,0.00040641370880144034,0.0018191748168879156,0.6393717228733123,0.7392773538825643,0.787533993588788,0.7950939600717218,0.6622461339598184,0.7709962319586248,0.8628857467619476,0.7911694685353279,0.45047391673227277,0.05769230769230769,2.7954159990670585e-08,0.2741935483870967,0.66016713091922,0.6873857199102733,0.9719206366779061,0.9885646927923266,0.008300973721070429,0.8007550801119657,1.0,0.15633423180592984,0.07388316151202742,0.06731369367120212,0.41917808219178077,0.1081081081081081,0.08516271520183073,0.0453249069534621,0.045324906952410884,0.045324906952466396,0.04532490695231338,0.0453249069523609,0.04532490695238374,0.045324906952381824,0.045324906952381824
1,1,8,1,0.2786812100332255,0.10375872223325998,0.5000000000000001,0.5276357752041906,0.00033353330783815005,1.9312023572790812e-08,1.2359076670112526e-08,5.8998468003971636e-05,0.8729626198748199,1.0,3.7692966152816365e-20,0.4924623115577888,0.04580152671755726,0.2846820809248555,4.491758308299999e-05,7.91895253423841e-05,0.00012147338413641428,0.00042815718769141805,0.0001719861239043407,0.00031489789771328963,0.00034730849655482114,0.0013128360931177988,0.6117441073935055,0.7071593955700816,0.7532081622940683,0.7600128142321079,0.6555153534964145,0.763149435173703,0.8540498590332625,0.7827815007231284,0.44481849505805904,0.06318681318681324,1.8632463119302933e-08,0.27649769585253453,0.6406685236768802,0.6742613961828512,0.952196547184819,0.9805337416168085,0.007695236399499525,0.809683905495813,1.0,0.16172506738544473,0.0945017182130584,0.05455537429138383,0.4219178082191781,0.06879606879606882,0.12947034405683724,0.21251923255747335,0.21251923255998972,0.2125192325588241,0.21251923255894417,0.21251923255890948,0.21251923255891192,0.21251923255891186,0.21251923255891186
1,1,9,1,0.23148757078376492,0.07086530734246371,0.6000000000000001,0.6605189465327816,0.0003335369869306961,1.899213196694534e-08,9.701781310691948e-09,3.874335520276401e-05,0.8328373338593833,1.0,8.682087709356578e-21,0.4949748743718592,0.03816793893129774,0.32606410930110347,7.986944534818879e-05,0.00014070666750807295,0.00022433960649393807,0.0006610121723490553,0.0001871264516720522,0.00033945629217254714,0.00039768016216508017,0.0014331349339849972,0.6007764842452727,0.6944129121713412,0.7395934126251071,0.7461248954933323,0.64060898613949,0.7457719569078701,0.8344896764136442,0.7642446066121826,0.40291283968903124,0.054945054945055034,2.9408201705864543e-08,0.3064516129032258,0.6016713091922005,0.6938432765258535,0.9616591953918421,0.990152233230772,0.013072144557702434,0.8263823100810582,1.0,0.14824797843665763,0.0945017182130584,0.05056839948519063,0.410958904109589,0.08599508599508607,0.10336647201020158,0.12475789415515491,0.12475789418670451,0.12475789419357287,0.12475789419294737,0.12475789419267251,0.12475789419273454,0.12475789419274473,0.12475789419274398
