fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17
1,1,0,1,0.2798809850025483,0.06087754039913077,0.4000000000000001,0.7644218571408858,0.00027171674029816096,2.1798005584900297e-08,1.3102975996910592e-08,1.2995285118413778e-05,0.8506866892232772,0.9999999999999999,3.049318610115481e-20,0.31250000000000017,0.06741573033707865,0.2606185567010309,0.03312704186438185,0.05163403152938917,0.07327489092758822,0.0722596327848257,0.02617615292001308,0.057333091852270895,0.07979656858803817,0.08184129915853733,0.30767187711953436,0.36249979559869383,0.3941596487010783,0.38618807156626267,0.26638284248633304,0.36496312735260505,0.44010346375246645,0.4449601597413582,0.3599873668166713,0.05221932114882505,9.685653332847943e-08,0.02922077922077919,0.36206896551724144,0.8318308811598076,0.8014312774285881,0.9615220026941484,0.13423869068764022,0.7413162386900081,1.0,0.31250000000000056,0.059701492537313494,0.10536779324055666,0.5999999999999999,0.045454545454545414,0.23177786347859616,0.2729467856788906,0.2729474707896599,0.27296021896230005,0.27296152741541324,0.2729624818987563,0.2729624655796684,0.27296247729188367,0.27296247840969473,0.2729624783342517,0.2729624783880685,0.27296247838128623,0.2729624783825296,0.2729624783826968,0.27296247838271315,0.27296247838271476,0.2729624783827157,0.2729624783827168,0.2729624783827168
1,1,1,1,0.2565595527478416,0.04123484390263301,0.2,0.6699413156696067,0.00027171010358173606,3.958115361719918e-09,9.445118734877033e-09,8.26983184639997e-05,0.8255879591027803,0.9999999999999999,1.7364175418713157e-20,0.3645833333333335,0.022471910112359494,0.5539518900343642,0.07670017703327872,0.10900899804261986,0.16040667246857837,0.2067957745929324,0.08242581997589758,0.11582662103929425,0.17508666916083757,0.23529973003146695,0.36434527788021714,0.43456344723919843,0.48616815002110325,0.510200661268339,0.31859684881382255,0.4271409315818621,0.5289055907182949,0.5654008610623833,0.6774019048956383,0.015665796344647542,1.44636791800228e-07,0.032467532467532464,0.43103448275862066,0.8366630242510726,0.8542480465307105,0.9599056533524153,0.14750352025514563,0.7123238144762547,1.0,0.4375000000000002,0.08208955223880604,0.08859343936381707,0.5750000000000001,0.06363636363636367,0.1721300938423962,0.31258747166227024,0.3130440586277896,0.3130995780884744,0.3131050616394382,0.3131072443428546,0.31310756548451,0.3131075881639152,0.31310758930562227,0.31310759038191105,0.31310759053764686,0.31310759047680853,0.3131075904847109,0.31310759048782905,0.3131075904884805,0.313107590488208,0.3131075904882201,0.3131075904882312,0.3131075904882321
1,1,2,1,0.28064671221029186,0.05917348775010976,0.2,0.5745584036548205,0.00027170803475449405,2.521659300597844e-09,1.6012121599869736e-08,0.00023058538556968482,0.7280383385667363,0.9999999999999999,1.0587911840678754e-20,0.3958333333333334,0.04494382022471917,0.4329896907216494,0.030876917668924097,0.05881508050584272,0.08924910626073247,0.1325733225488663,0.03163433888836076,0.06232402280502691,0.0931964466754841,0.14797687265206422,0.3208751949301515,0.38542029286913165,0.42450650044667093,0.4449600057491673,0.27716035320693316,0.3789552157867728,0.4612670176460162,0.4954705469213298,0.2694019995991186,0.036553524804177534,2.555391983743294e-07,0.042207792207792263,0.2413793103448275,0.8308529141422032,0.8613559268525024,0.964322482929961,0.1508697405724822,0.6800983037234756,1.0,0.31250000000000056,0.04477611940298507,0.13731894348196533,0.7,0.09090909090909095,0.14333461884560994,0.12080665415993108,0.12133587809608348,0.12135455043589388,0.12135739907936474,0.12135816176078443,0.12135822908528696,0.12135823672745141,0.12135824006714763,0.12135823950897362,0.12135823953268537,0.12135823951375657,0.1213582395139968,0.12135823951382121,0.12135823951387514,0.12135823951388056,0.12135823951388075,0.12135823951388075,0.12135823951388078
1,1,3,1,0.2642039079146689,0.04809519762333403,0.2,0.42296955826665517,0.00027170811132162445,4.507430337107588e-09,9.833695497503003e-09,7.455538278531505e-05,0.6308954988158435,0.9999999999999999,4.658681209898652e-21,0.40625000000000017,0.06741573033707865,0.3422680412371134,0.03574156366541201,0.09471407926981214,0.14105956735848987,0.18564105916705212,0.03277100831978892,0.09992972428582705,0.1467526104800614,0.2078752048003267,0.32794383375119396,0.41203590276568525,0.45967028068024507,0.4817861074454629,0.27732351974849834,0.3986126318764169,0.48984535975231314,0.5268362232436385,0.7347683591901093,0.026109660574412538,1.3176841220406353e-07,0.05194805194805195,0.39655172413793094,0.9259899771036897,0.9253243025027973,0.9884023948323608,0.09638487927722911,0.6336888365994018,1.0,0.3749999999999999,0.08955223880597014,0.0761202018657287,0.7250000000000001,0.07272727272727267,0.1793289625915927,0.1189120287375279,0.11930724524532671,0.119326651903535,0.1193277219546437,0.11932801092391482,0.11932809545181294,0.11932811242697364,0.11932811635467247,0.11932811841282798,0.11932811838247848,0.1193281184215709,0.11932811841934954,0.11932811841927837,0.11932811841928653,0.11932811841929344,0.11932811841929256,0.11932811841929264,0.11932811841929267
1,1,4,1,0.37442063076689674,0.13259114677159714,0.6000000000000001,0.5674302266706954,0.00027171204879876306,3.85129428656049e-09,1.2342227602893553e-08,0.00011274187116763376,0.8226432737975167,0.9999999999999999,1.0587911840678754e-20,0.34375000000000017,0.08988764044943834,0.22886597938144332,0.051451228308206275,0.08291018967631582,0.11238846004973088,0.14392014915000234,0.05645123188922788,0.08489588278091166,0.1156013916072007,0.15103342161404884,0.37962463232701754,0.4575694951002741,0.5032468661232499,0.5208772197789743,0.317614327698745,0.43119999159167116,0.5223486627877624,0.5480529634549041,0.5058082664591057,0.02088772845953009,1.652954725582576e-07,0.042207792207792263,0.43103448275862066,0.9141499906906698,0.8633248546562151,0.9828851174282198,0.19659625187157165,0.597309628317023,1.0,0.4375000000000002,0.059701492537313494,0.12027833001988067,0.7,0.05454545454545455,0.22252217508677205,0.05590574889746555,0.05599639594727382,0.056042712989171545,0.056042162804313206,0.05604238243997764,0.05604249705381051,0.05604251663905535,0.056042515281012006,0.0560425165106786,0.05604251633955795,0.056042516338490944,0.056042516349288335,0.05604251635037957,0.056042516350925276,0.05604251635083843,0.056042516350837346,0.05604251635084004,0.05604251635084012
1,1,5,1,0.3543481654983928,0.10672377353031898,0.4000000000000001,0.6714144647689727,0.00027171334220582165,1.4997204308471387e-08,8.735212128877605e-09,1.276724494975962e-05,0.8631371743828526,0.9999999999999999,1.3552527156068805e-20,0.3020833333333335,0.022471910112359675,0.4632302405498281,0.026378382878875534,0.05225838460031059,0.07914883894874908,0.10880282538935593,0.0236792191902708,0.0605215961247542,0.08961757290367149,0.1342934326480526,0.38675103417390133,0.46740010501808676,0.5160609408547754,0.534091375316398,0.33503507345675365,0.4690402896369894,0.5697772520552709,0.6018935498442546,0.37410808158063324,0.03394255874673635,0.0,0.022727272727272776,0.27586206896551724,0.8527207553242817,0.8817842420694038,0.9858193432682718,0.11126647629751191,0.7590959963063466,1.0,0.3749999999999999,0.04477611940298507,0.14690428855438795,0.7500000000000002,0.08181818181818182,0.165585667706763,1.0000056338554941e-12,0.00018068049294014954,0.0002115789525811984,0.00021741537054553728,0.0002190203512549005,0.00021921555012092975,0.00021934479918575556,0.00021935323421397313,0.00021935398616038104,0.00021935454925356423,0.0002193546794048845,0.00021935467347972137,0.00021935467263388408,0.00021935467266034903,0.00021935467269511288,0.00021935467269532105,0.00021935467269512676,0.00021935467269476594
1,1,6,1,0.2743366987289419,0.0536861729412793,0.2,0.5535852170079937,0.00027171030861531043,6.7979020141695e-09,1.0889666527691945e-08,5.175357302713542e-05,0.699780501158825,0.9999999999999999,1.2705494208814505e-20,0.3020833333333335,0.07865168539325851,0.22268041237113395,0.04370161816628635,0.0771975511308598,0.11264269236155533,0.14252394910504396,0.04141722203329693,0.08276077875238488,0.1235346225629703,0.15543008278075396,0.36346690220670497,0.4396370912921967,0.4864850392833471,0.502270185666837,0.30687951049182294,0.4254968660126229,0.5205376921454306,0.5442145367214455,0.5428133015393739,0.028720626631853804,1.8739911683448965e-07,0.05194805194805195,0.36206896551724144,0.8878206838199005,0.8765668976333401,0.9594743914111437,0.19734545998436598,0.5508118769211391,1.0,0.3749999999999999,0.08208955223880604,0.08300198807157057,0.6749999999999998,0.045454545454545414,0.2502892402622444,0.2007464764955238,0.20087779318027504,0.20088623503538133,0.20089293532946834,0.20089317421268882,0.20089324730617641,0.2008932866360399,0.2008932848388118,0.20089328543138385,0.20089328532330886,0.20089328534243694,0.2008932853430453,0.200893285343009,0.20089328534319978,0.2008932853432267,0.20089328534322443,0.20089328534322676,0.20089328534322642
1,1,7,1,0.25648329594736324,0.04265108554334941,0.6000000000000001,0.4421262614091123,0.0002717086877356266,3.3373469711823478e-09,8.54642649643428e-09,9.009724808560452e-05,0.645078867917068,0.9999999999999999,1.6517142471458857e-20,0.23958333333333343,0.06741573033707865,0.19711340206185557,0.07845207598460525,0.09770369340213352,0.13573778028143738,0.1352568598890014,0.0802611406103244,0.10674623520425058,0.158264058997901,0.16713379731605033,0.4189804287645885,0.49757458249383063,0.5512103196393101,0.5568896738665603,0.361579419471602,0.49180644897602416,0.6026732582086982,0.6205782212934188,0.6468512663733026,0.02088772845953009,1.5669861066879848e-08,0.01623376623376622,0.44827586206896564,0.8538195716278187,0.9031981189786422,0.9835989505384646,0.1312773369471129,0.6203664459050469,1.0,0.3749999999999999,0.17910447761194026,0.036481113320079514,0.7,0.07272727272727267,0.1750096413420748,0.045257426859642236,0.04549777424153323,0.04553209185297394,0.04553374379063685,0.04553429335967027,0.04553430285878776,0.045534311114235976,0.045534313232115986,0.04553431431405264,0.0455343141916249,0.045534314233693696,0.0455343142326427,0.045534314232698186,0.0455343142325452,0.045534314232592715,0.04553431423261556,0.04553431423261364,0.04553431423261367
1,1,8,1,0.35813788354473014,0.11535040442044504,0.4000000000000001,0.4345691629587021,0.0002717069112376269,1.589315866796015e-08,1.0477173398990162e-08,1.54892841176682e-05,0.8416886538462924,0.9999999999999999,4.658681209898652e-21,0.31250000000000017,0.022471910112359675,0.4783505154639174,0.04731430149172517,0.0964998170296009,0.14424282015251216,0.17846295274790286,0.040433783142921856,0.1123762172009576,0.1640419277099565,0.2096709621287012,0.35509503275411197,0.43741930034871024,0.4885600338751727,0.5062076120318143,0.3059682402586234,0.43921099890084964,0.5396850201545793,0.5695083934198688,0.48283324443951536,0.023498694516971272,2.555391983743294e-07,0.06168831168831175,0.31034482758620696,0.844235564676687,0.8515716812399572,0.9728701802011961,0.13964006919973165,0.6824393537557981,1.0,0.5000000000000004,0.0671641791044776,0.11431411530815105,0.7250000000000001,0.07272727272727267,0.1793289625915927,0.2121854631883588,0.2125756529953408,0.21267223943993036,0.21269015042275569,0.21269147999554644,0.21269200646741854,0.21269193993165425,0.212691945248844,0.212691945800684,0.21269194593827395,0.2126919459422542,0.2126919459447701,0.21269194594360474,0.2126919459437247,0.21269194594369006,0.2126919459436925,0.2126919459436924,0.2126919459436924
1,1,9,1,0.3060595490305801,0.07612382935459568,0.6000000000000001,0.5940899361784631,0.00027170953996868426,1.573146094422207e-08,8.481126630641538e-09,1.1116584350073295e-05,0.8194277110770406,0.9999999999999999,9.740878893424454e-21,0.34375000000000017,0.08988764044943834,0.22886597938144326,0.05384340226374333,0.13799600409330703,0.18515514124316698,0.2582667486341767,0.05882018391036786,0.1312967041835639,0.1923359627782908,0.29412956404619967,0.34167175333447813,0.44089478218204825,0.4879700685358956,0.5272700709294371,0.29776292858651465,0.42341598239913,0.5241257080174153,0.5820538719270278,0.6536032199133792,0.036553524804177534,1.9528012823631785e-07,0.03896103896103901,0.32758620689655193,0.8942412780101263,0.8602613376535069,0.981746765748569,0.20298649879549707,0.7322926238418734,1.0,0.31250000000000056,0.0671641791044776,0.0941848906560636,0.6499999999999997,0.14545454545454548,0.08574366885203752,0.12372912188594384,0.12481131001441079,0.1249338440649213,0.1249486695099832,0.1249501523394258,0.12494989828332131,0.12494985291555583,0.12494986801967586,0.12494986672251474,0.12494986867397412,0.12494986839322322,0.12494986842476588,0.12494986843163275,0.12494986843100739,0.12494986843073258,0.12494986843079461,0.1249498684308048,0.12494986843080402
