fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
1,1,0,1,0.4497375367473598,0.08696684966748827,0.3333333333333333,0.6414962326759911,0.18710539871812706,1.8033212233362594e-08,5.802265113451598e-09,0.00011549093398938074,0.7730943814266626,1.0,1.9058241313221758e-21,0.25,0.3055555555555555,0.1298701298701299,0.0,0.22551978558293154,0.2466516541348741,0.23508294425284415,0.0,0.1874547759070857,0.21214992193032925,0.24135862434478234,0.40515888065513606,0.2582250246297149,0.31180280826029033,0.26609747362443525,0.38098217725158023,0.2053970232497369,0.25081650222982993,0.29870359456310414,0.6030091029279327,0.0453400503778337,3.738262154052328e-07,0.07692307692307693,0.4,0.9720402828138006,0.7025331099569097,0.8984591801471188,0.5023023995038525,0.6113464603320654,0.2740323293478276,0.276540626851298,0.2776075848597639,0.2776082655786074,0.27762093202865645,0.2776222320938867,0.2776231804584821,0.27762316424400824,0.27762317588114194,0.2776231769917873,0.2776231769168279,0.2776231769702996,0.27762317696356087,0.2776231769647963,0.2776231769649624,0.2776231769649786,0.2776231769649803,0.2776231769649812,0.2776231769649823,0.2776231769649823
1,1,1,1,0.4113811176574162,0.03301477144651879,0.0,0.5976385573178741,0.18710539470518608,9.4658517072906e-09,5.920040393608572e-09,0.00033458772577572003,0.7927217857863802,1.0,2.541098841762901e-21,0.17499999999999988,0.1111111111111111,0.25,0.0,0.41230588347432584,0.35103644160141434,0.3239152016041542,0.0,0.3732988523651741,0.34501327420552586,0.3475030586026186,0.7670495210821597,0.5012671715301863,0.5042987833020078,0.4676296724084234,0.7348435101118351,0.44548630605649986,0.45466814555631196,0.5100844866630816,0.551285245777928,0.02770780856423176,1.6502069437364543e-07,0.07122507122507128,0.44000000000000006,0.8133946483258965,0.6512068154319546,0.8087868425723098,0.4948736291058043,0.6282608462562184,0.2716463072395916,0.31180370495182863,0.31699415288709665,0.31744781288645596,0.31750297643776326,0.3175084248362384,0.3175105935473609,0.3175109126303268,0.31751093516434503,0.31751093629873306,0.3175109373681223,0.31751093752285975,0.31751093746241144,0.31751093747026315,0.31751093747336134,0.3175109374740086,0.3175109374737378,0.3175109374737499,0.3175109374737609,0.3175109374737618
1,1,2,1,0.4581306485243418,0.07924497850232176,0.3333333333333333,0.5824386750500106,0.18710539627342213,2.901637875198336e-10,5.576689220858255e-09,0.01368712000604437,0.7461547570465505,1.0,9.952637130238029e-21,0.5,0.3055555555555555,0.2597402597402597,0.0,0.173036465240603,0.2909354159271474,0.2523551886764447,0.0,0.14912306702313105,0.28132869553527434,0.24468825992008075,0.4345118044146181,0.21448206862702784,0.36159124605536186,0.2935402487711827,0.4157936637552131,0.17510181147123932,0.32439636868597643,0.31488109545536325,0.6541315931921441,0.032745591939546556,2.7395024149466535e-07,0.05698005698005707,0.5200000000000001,0.875689058294683,0.7254123878710854,0.8412584658886965,0.4063981371404068,0.40672199157235434,0.10604393074937749,0.12397984352049915,0.12644275279123537,0.12696858411947473,0.12698713675962026,0.12698996714176594,0.12699072493399066,0.12699079182690717,0.1269907994200813,0.12699080273836827,0.12699080218377246,0.12699080220733222,0.12699080218852477,0.1269908021887634,0.12699080218858896,0.12699080218864256,0.12699080218864794,0.12699080218864814,0.12699080218864814,0.12699080218864817
1,1,3,1,0.41555274478460325,0.04650808956259705,0.3333333333333333,0.38412895231478394,0.18710539442485175,5.034920503471907e-09,3.9772677284882615e-09,0.0004717527056569235,0.6099812931452251,1.0,8.470329472543003e-22,0.42500000000000004,0.2222222222222222,0.3035714285714286,0.0,0.24597440893017686,0.24672399862618288,0.22668481523517514,0.0,0.19482634168265622,0.23405031962726017,0.24004575988788085,0.6023508895805105,0.33056282508913976,0.3767554747544034,0.3331546137420238,0.5862014257652226,0.2659830648058314,0.33276946595627654,0.3736655906869475,0.44584365899674894,0.02015113350125941,1.0116947611175674e-07,0.07407407407407406,0.24,0.9190073626991824,0.8739190316756829,0.9481749159000409,0.22932211618569448,0.4750257773445592,0.08544577570459513,0.12117564284195398,0.12456027292907848,0.12495295588810876,0.1249722381392793,0.12497330133078921,0.12497358844761308,0.12497367243364224,0.12497368929998309,0.12497369320250329,0.12497369524746493,0.12497369521730997,0.12497369525615179,0.1249736952539447,0.12497369525387397,0.12497369525388208,0.12497369525388893,0.12497369525388807,0.12497369525388816,0.12497369525388818
1,1,4,1,0.5750619361697977,0.19163152793941435,0.6666666666666667,0.457872819928762,0.18710539543849866,3.407074364199027e-09,4.483149434788164e-09,0.0008531303442669162,0.7982519024698942,1.0,2.964615315390051e-21,0.5750000000000001,0.24999999999999997,0.36507936507936517,0.0,0.2764153912309206,0.38201380143917435,0.33547765279841035,0.0,0.2678202783930857,0.3589571182623775,0.34438923440710206,0.7059548476039141,0.38231432200718934,0.5110237117627867,0.4571099183915199,0.6966195012638343,0.35424613243932634,0.45602595143460734,0.4963582835665835,0.6785384659253937,0.01259445843828716,1.322294326650117e-07,0.03418803418803421,0.44000000000000006,0.985235891720345,0.6906624368782528,0.8898072671029568,0.5912271658161483,0.6009151206673278,0.05607348182875116,0.060348600271554725,0.06195789697346929,0.06204796292730386,0.06209398305224051,0.06209343639436077,0.06209365462204336,0.0620937685011404,0.06209378796083337,0.06209378661149581,0.062093787833279596,0.062093787663255906,0.062093787662195726,0.062093787672923895,0.06209378767400814,0.06209378767455037,0.06209378767446405,0.062093787674463,0.06209378767446566,0.062093787674465745
1,1,5,1,0.5075113385812174,0.11405620531323565,0.6666666666666667,0.644457600185549,0.18710539625773054,8.744729595375819e-09,4.308712718371574e-09,0.00024748956415965317,0.8740081794131451,1.0,3.3881317890172014e-21,0.2,0.16666666666666666,0.19047619047619055,0.0,0.12193999445590241,0.2070819127488252,0.13579582669698087,0.0,0.10707183128168368,0.2038183957615057,0.11854528671508097,0.7543478685254656,0.2743162615790492,0.39858740261293524,0.32337674708081876,0.7541783093976304,0.24101852936887114,0.36254599463387177,0.34600199234804496,0.43913819067817417,0.03526448362720401,2.7395024149466535e-07,0.06552706552706555,0.16000000000000003,0.8365566007626446,0.828611257243677,0.9516823955932753,0.3243782860372955,0.6097916236039648,1.0000056338554941e-12,0.005731926521767822,0.006410533768078708,0.006590056001624212,0.006620756385646381,0.0066265553890562795,0.006628150080982609,0.006628344028519723,0.006628472449029046,0.006628480829984226,0.006628481577110268,0.0066284821365937135,0.006628482265910701,0.006628482260023508,0.0066284822591831105,0.006628482259209395,0.006628482259243937,0.006628482259244145,0.006628482259243965,0.006628482259243604
1,1,6,1,0.4392325332892576,0.058720244144246175,0.0,0.40064480275903525,0.18710539365440632,3.2622369467586784e-10,4.629489204195123e-09,0.010233400095781461,0.6453611396234119,1.0,9.740878893424454e-21,0.375,0.24999999999999997,0.23809523809523814,0.0,0.2366735750597982,0.26236460147878216,0.19748376080315388,0.0,0.24056934003184807,0.2620340489141053,0.216180882669663,0.7302607909997088,0.3567629162269386,0.43019334804451304,0.3597160348706381,0.6847788376108013,0.3292589461025186,0.3827746137126439,0.39143367818023567,0.8037385965139474,0.032745591939546556,2.233069090426934e-07,0.04273504273504281,0.4,0.9188135001518378,0.8124453840955677,0.903867783159667,0.42506069176250466,0.3658594828685029,0.19290202164794465,0.20432967816754347,0.20587011819641102,0.20600059307112048,0.2060089808094295,0.20601563815105509,0.2060158755029066,0.2060159481278259,0.20601598720556394,0.20601598541985708,0.2060159860086304,0.20601598590124823,0.20601598592025375,0.20601598592085815,0.20601598592082207,0.20601598592101164,0.2060159859210384,0.20601598592103612,0.20601598592103845,0.20601598592103812
1,1,7,1,0.3962986346432302,0.04113208777376676,0.3333333333333333,0.2883301467670316,0.18710539192533016,3.920202623889846e-10,3.6085439920203467e-09,0.006764997571410102,0.5001447866874729,1.0,2.117582368135751e-21,0.44999999999999996,0.16666666666666666,0.4285714285714286,0.0,0.1717444026549476,0.27381246128451114,0.16375614953466044,0.0,0.16409184795689638,0.24830470900966942,0.14726714719477801,0.8186640775664726,0.3329633986272454,0.4661273791813775,0.3713297156307995,0.7734956136337732,0.2907394108911299,0.3985781234302233,0.3757561103816277,0.5985733629488876,0.0151133501259446,1.322294326650117e-07,0.02279202279202283,0.5200000000000001,0.835435771726293,0.8382166566718303,0.9412668419872682,0.19120696580408114,0.5321510174669608,0.040210710549134054,0.0497573096564293,0.05137783636363222,0.05161664299051577,0.05165074060774952,0.05165238195561028,0.051652928001612836,0.05165293743983593,0.05165294564236231,0.051652947746665595,0.05165294882166646,0.05165294870002354,0.051652948741822635,0.05165294874077839,0.05165294874083354,0.05165294874068152,0.05165294874072873,0.051652948740751436,0.05165294874074952,0.05165294874074955
1,1,8,1,0.5344540857313982,0.1458466689791228,0.6666666666666667,0.29904229176401514,0.18710539378680044,1.0835085835303202e-08,3.918357541112476e-09,0.00015280124776847527,0.8117304770267222,1.0,2.117582368135751e-21,0.42500000000000004,0.3333333333333333,0.2023809523809524,0.0,0.20577847875892413,0.2209872903712966,0.1561307766984038,0.0,0.18934866201245323,0.20654889015904052,0.17639524610143503,0.6260000379505568,0.3021834688654534,0.36422387155266844,0.28379554770907545,0.6599122919627958,0.2803102384070815,0.3344062049609561,0.34959870563641865,0.6410785177033451,0.03778337531486145,1.3651805356165348e-07,0.03988603988603996,0.31999999999999995,0.8296388669085049,0.7679395291625872,0.9448678445223876,0.29695822379419895,0.6002635532757197,0.1856958036909174,0.21266371934752895,0.21723577487879034,0.21762346336083913,0.21771943063476415,0.2177372267986293,0.2177385478481488,0.21773907094505515,0.21773900483582062,0.21773901011892435,0.2177390106672268,0.21773901080393473,0.21773901080788952,0.21773901081038918,0.21773901080923133,0.21773901080935057,0.2177390108093161,0.21773901080931854,0.21773901080931843,0.21773901080931843
1,1,9,1,0.47395055866970187,0.09118141773701309,0.0,0.6275548268958241,0.18710539518108568,1.2713472200893292e-08,5.006967895456347e-09,0.00017068641889892724,0.8636244510122726,1.0,1.0587911840678754e-21,0.475,0.3055555555555555,0.24675324675324675,0.0,0.23720844560978036,0.2833532784250733,0.26524878045921496,0.0,0.222820746765266,0.2680408591575054,0.26187390947057626,0.6879731621549365,0.3458452060982832,0.4324541973084304,0.3961825096630103,0.6801930921523389,0.3134656125281309,0.38587905232760583,0.42593925546691536,0.5584118421563813,0.01763224181360197,1.5028781366763313e-07,0.04273504273504281,0.5600000000000002,0.8663253069171208,0.9107066372041248,0.9599483589851646,0.19698695871052702,0.6011545102085755,0.11141626729716347,0.12469567869868195,0.12934648593920733,0.1304217366641344,0.1305434852059765,0.13055821561202222,0.1305596889357366,0.13055943650826735,0.13055939143133344,0.130559406438628,0.13055940514978237,0.13055940708873187,0.13055940680978073,0.1305594068411212,0.13055940684794404,0.13055940684732267,0.13055940684704964,0.13055940684711126,0.1305594068471214,0.13055940684712064
1,1,10,1,0.45502090090428005,0.06236123534433521,0.0,0.5195894743317008,0.18710539290018094,4.819031177232604e-09,5.667854714087631e-09,0.0007348206590677111,0.8060549379542685,1.0,1.6940658945086007e-20,0.375,0.2777777777777778,0.21428571428571427,0.0,0.21148836616456124,0.3239823467946823,0.2766693095655428,0.0,0.2155096331181266,0.27795674393687586,0.29003530789201465,0.7601794185226809,0.34537719048642773,0.4833385622661394,0.43040278688538514,0.7494467750014164,0.32413624478981673,0.41194329789234135,0.4715868109127911,0.7460154828614478,0.03778337531486145,1.1978765804049963e-07,0.051282051282051315,0.44000000000000006,0.8731981502422725,0.7929801423980414,0.9286974256743193,0.2638849690171085,0.6379568000588418,0.039407517933682856,0.05018386667930877,0.05086414982667872,0.0512349930296484,0.051264152880647895,0.05127175443691137,0.0512740361835507,0.05127407792619798,0.05127412656572641,0.05127412380835383,0.05127412456555655,0.051274124584438335,0.051274124570917595,0.05127412457423472,0.05127412457595626,0.05127412457612815,0.05127412457621086,0.05127412457621722,0.05127412457621777,0.05127412457621788
1,1,11,1,0.5539550154570537,0.16540302659555145,0.3333333333333333,0.5068560823130263,0.1871053949769492,2.732032756122455e-09,4.1292701472747304e-09,0.0010053093278665918,0.878158291570124,1.0,2.117582368135751e-21,0.44999999999999996,0.3611111111111111,0.19780219780219782,0.0,0.3420911597709613,0.36085942895101586,0.27611222887728093,0.0,0.3356292487839683,0.3329723364980965,0.28475160442865505,0.7211167748481375,0.43833390775926995,0.4992922383491327,0.4163300238756392,0.7110178396742275,0.412039433976479,0.4406733666432167,0.4545868291017388,0.7261520941237871,0.03526448362720401,1.550341848819056e-07,0.051282051282051315,0.5200000000000001,0.9096584451629777,0.7781068873696566,0.9017526125010934,0.3983121672662881,0.6194271815813578,0.0538577134920625,0.06584014343605724,0.07004487900100376,0.07008901600754586,0.07013547599767656,0.07014308108751632,0.0701431625952488,0.07014323704387859,0.07014324818055756,0.0701432482309299,0.07014324818584142,0.07014324821089535,0.07014324821471288,0.0701432482172592,0.07014324821727361,0.07014324821733164,0.07014324821734744,0.0701432482173488,0.07014324821734844,0.07014324821734857
1,1,12,1,0.5007278498991905,0.10182547767840025,0.3333333333333333,0.7599898609379594,0.18710539449450528,4.009398400220409e-09,8.18269283339056e-09,0.0013299143193032945,0.8786191958044853,1.0,6.988021814847978e-21,0.17500000000000002,0.16666666666666666,0.1666666666666667,0.0,0.30856858386497793,0.3283497855429795,0.18133292481114327,0.0,0.2718682884356982,0.3349758134853547,0.2165058356797705,0.7611677567433586,0.4204527309205705,0.48670389557689575,0.36011269357262954,0.7673380655576347,0.37170634772533995,0.45528901413533396,0.4237605633471385,0.5726757510843365,0.03526448362720401,4.2949550282908195e-07,0.051282051282051315,0.47999999999999987,0.9127366178389911,0.8901388621929045,0.9661772311854383,0.1674400519285359,0.692003236215792,0.13917378713575043,0.15415969733613225,0.15697396418768636,0.1576738260287143,0.15779993251903582,0.15781106334852632,0.15781240931787352,0.15781263027241624,0.15781265758788313,0.15781266030605837,0.15781265960051657,0.15781265975121925,0.15781265975254835,0.15781265975213862,0.1578126597530616,0.1578126597529709,0.15781265975295464,0.15781265975296369,0.15781265975296252,0.1578126597529627
1,1,13,1,0.41536295619152325,0.04459271026887645,0.0,0.4141464142271316,0.18710539378379898,3.2603385772338226e-09,3.3261597890761804e-09,0.0006574145258818958,0.8764012949840556,1.0,0.0,0.525,0.47222222222222227,0.17647058823529416,0.0,0.34657065535846027,0.3654193433375995,0.3490559742207371,0.0,0.27311948704000183,0.31950936247546835,0.37117272082597635,0.6815442744690141,0.4341716796644593,0.49247255620996294,0.4602534037181248,0.6708079800713447,0.35345371352030497,0.42126525027421324,0.510126834098419,0.7906855210251476,0.032745591939546556,1.0835420105498626e-07,0.025641025641025716,0.68,0.9663011701455624,0.7186495540558755,0.8604022807984028,0.4048925223218051,0.4575458429208452,0.12402479768199987,0.14573116769995464,0.1513536450519488,0.15236132452099863,0.15248981279201027,0.15251403164140812,0.15252939139666136,0.1525279199595954,0.15252810966196276,0.15252813087680103,0.15252813188061867,0.1525281321471307,0.15252813217562736,0.15252813218952485,0.15252813218945557,0.15252813218984032,0.15252813218994674,0.1525281321899529,0.1525281321899539,0.15252813218995423
