fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1
1,1,0,1,0.22704408086146952,0.06614407539080533,0.4545454545454545,0.696717434920556,0.012393898006632584,5.311469454094447e-09,8.024097353079337e-09,0.0002587188082403532,0.8726967964059787,0.9999999999999999,2.202285662861181e-20,0.6496598639455783,0.04895104895104892,0.30616655344426924,2.0114798959064376e-06,3.1002020288112087e-06,5.744425553874209e-06,2.5842609435029637e-05,3.8406008337544954e-05,6.072714171558474e-05,5.458223010930329e-05,0.00028394194023473427,0.6246206073477599,0.6671927819334211,0.7220556043256202,0.6949489497429333,0.6254175541304005,0.7270037635105913,0.7495502573489728,0.7560528885087057,0.419246219891662,0.04829545454545459,8.277856966198456e-09,0.11911357340720219,0.6504504504504505,0.5572119913063209,0.9461395695154845,0.9834825003787434,0.017255023297980426,0.8510724314408469,1.0,0.16166666666666663,0.04700352526439489,0.1028292789799663,0.4019933554817276,0.05882352941176475,0.16951271286381436,0.13281250000086722,0.13281250000086722
1,1,1,1,0.20818603169099378,0.05130243028457942,0.7272727272727273,0.8044955064158004,0.012393898597923324,1.4669819458584423e-10,6.256141670704627e-09,0.008605389680412552,0.8713224196446326,0.9999999999999999,5.590417451878382e-20,0.6360544217687074,0.054195804195804165,0.27818130596146545,3.838434299182108e-07,6.252673111592413e-07,1.0842743670857056e-06,4.575736886701776e-06,5.725291254843343e-06,9.297984397656396e-06,7.773879897491313e-06,3.180136401137856e-05,0.6368217786845389,0.6802371212307746,0.736199259994456,0.7095747216779968,0.6250268509139152,0.7265495060442864,0.749081641842159,0.7555777223231183,0.4249618518293433,0.05113636363636368,3.9499954612206396e-10,0.1163434903047092,0.6612612612612614,0.5679403982259756,0.9533643806673106,0.9822446256019869,0.014372963066447628,0.8612656965602902,1.0,0.15666666666666665,0.08343125734430086,0.05795796271926346,0.3870431893687708,0.052287581699346414,0.18044156654704327,1e-12,1e-12
1,1,2,1,0.2074361281444949,0.054826019739548294,0.6363636363636364,0.6668979874756561,0.012393893137733735,1.5120865495067273e-08,6.974129508707652e-09,4.406376763446359e-05,0.8349172774410532,0.9999999999999999,4.235164736271502e-21,0.6343537414965986,0.03671328671328665,0.36555506730686776,6.74768484502739e-07,1.1025626257226208e-06,1.8939325006141458e-06,1.2075722693260677e-05,4.745371109596078e-06,7.779552660978696e-06,6.3188521183146345e-06,4.536625215438661e-05,0.6044792116302639,0.6456592728005959,0.6987065570449519,0.670797350799281,0.619294070427771,0.7198855829703659,0.7422111055583533,0.7486487565736815,0.3933070559833661,0.03409090909090912,3.7546942240733293e-10,0.14681440443213306,0.7261261261261263,0.5905569917905218,0.9597280876119568,0.9886320012122886,0.0034672147083943256,0.837308222048561,1.0,0.1383333333333334,0.0505287896592245,0.08359778257330391,0.388704318936877,0.031045751633986922,0.27352161023560617,0.01562500000098438,0.01562500000098438
1,1,3,1,0.21620226997258538,0.057221065433059444,0.8181818181818182,0.36857542959476103,0.012393891383213868,1.1633630035298235e-08,6.015110137749968e-09,5.6215883693005276e-05,0.7474206509360947,0.9999999999999999,2.286988957586611e-20,0.6156462585034013,0.022727272727272745,0.4749421246677526,6.497464119116439e-07,9.581213477999233e-07,1.8739754747268988e-06,1.6923486878701097e-05,7.3327295094533815e-06,1.0619494084223328e-05,9.530629423185666e-06,8.393535087509778e-05,0.6416603436479559,0.6854101017370315,0.7418083780479378,0.7153779485736977,0.6242903919025723,0.7256934258854458,0.7481990431357337,0.75468842768542,0.3869933025391523,0.03125000000000002,5.13701354335134e-08,0.09972299168975074,0.7009009009009008,0.5931693853083473,0.9633691726958816,0.9840950758596688,0.009445259700331624,0.8401872699391195,1.0,0.16833333333333333,0.04935370152761459,0.10195411244608385,0.41860465116279066,0.042483660130718984,0.23086852295777247,1e-12,1e-12
1,1,4,1,0.27570174908227446,0.10351523342027154,0.7272727272727273,0.42325981303399673,0.012393895225666848,2.42255342799052e-10,6.066823723565952e-09,0.0050790718374768475,0.7139421218668082,0.9999999999999999,1.8634724839594607e-20,0.6530612244897958,0.05069930069930073,0.2999228328903369,1.3387844454282137e-06,2.0185146359250265e-06,3.276070058217185e-06,2.030718062530133e-05,1.7007585470639422e-05,2.599120398769613e-05,2.0183263016663238e-05,0.00012477021307600965,0.631531020714786,0.6745807464590101,0.730066162699484,0.7032335132291662,0.6243598343362503,0.7257741881759016,0.7482823655118611,0.7547729685086437,0.4202742243815264,0.03125000000000002,1.0890229622637284e-09,0.12465373961218834,0.655855855855856,0.6016537962747288,0.9608872323629184,0.9898193537148788,0.017650774198552086,0.831710794826211,1.0,0.16666666666666663,0.0505287896592245,0.098852458408069,0.4086378737541529,0.026143790849673207,0.3250463003792222,0.01562500000098438,0.01562500000098438
1,1,5,1,0.3097883697254195,0.11751886201948633,0.7272727272727273,0.7089344288803678,0.012393899278420993,3.4146036011993197e-09,7.437782235605257e-09,0.0003966155808987173,0.9022756401618991,0.9999999999999999,6.776263578034403e-21,0.6003401360544216,0.04020979020979025,0.325884773870107,5.497726573554237e-07,9.783515656798991e-07,1.8453004052074543e-06,9.70069861840698e-06,7.1595228450911064e-06,1.3018279488122878e-05,1.1706925549966622e-05,6.939839807126554e-05,0.650179949678426,0.6945185392878213,0.7516846461313494,0.7255918886454057,0.6251860294729994,0.7267345527601167,0.7492724542604451,0.7557706262364308,0.3981084590245091,0.03693181818181825,2.940820170587055e-08,0.07479224376731303,0.6576576576576578,0.5859905284280902,0.9680616569616897,0.9938161805014621,0.014805141882185971,0.8673909480871663,1.0,0.15166666666666664,0.052878965922444204,0.08700398870207496,0.3936877076411959,0.03758169934640526,0.23954361054766732,1e-12,1e-12
1,1,6,1,0.22658806545957988,0.061869802538252146,0.6363636363636364,0.6399574888254574,0.012393897899658616,2.3986745654447464e-09,7.927923694398072e-09,0.0006264291152457351,0.7666007699876545,0.9999999999999999,7.623296525288703e-21,0.6377551020408162,0.059440559440559385,0.26001505234978606,1.0606414155244907e-06,1.356343384789404e-06,1.783306769925569e-06,5.075017870284887e-06,1.222614247971408e-05,1.5684047928160644e-05,9.983615104770249e-06,3.00121093833084e-05,0.6396525905762517,0.6832635815347328,0.7394808483106502,0.7129688651988993,0.6242671798782716,0.7256664417903371,0.7481711864897512,0.7546593696410232,0.4609351246512857,0.04545454545454546,4.838209664925947e-10,0.11357340720221609,0.6756756756756759,0.5973958077838599,0.9609774012098283,0.9834305397188084,0.012744180449398679,0.8256411545409514,1.0,0.16166666666666663,0.1104582843713278,0.045259650688453154,0.40697674418604646,0.052287581699346414,0.1895225464190982,0.023437500000976563,0.023437500000976563
1,1,7,1,0.1785871474322454,0.034487112900502624,0.7272727272727273,0.4431685807124994,0.012393893935446822,1.5898725308472872e-09,6.148612942815854e-09,0.0007489485796985059,0.696992484190484,0.9999999999999999,1.1011428314305904e-20,0.6564625850340134,0.05069930069930073,0.3014447397753579,2.3370920657707343e-06,4.058380362451217e-06,8.94132759828928e-06,5.378419815758255e-05,3.0027971283124735e-05,5.393317700915904e-05,5.975901150337838e-05,0.00036847974845667403,0.6459510266344106,0.6899974623262752,0.7467829030977929,0.7205272672129837,0.6250607978846534,0.7265890900660565,0.7491228875150194,0.7556233016799028,0.4141888821971349,0.03125000000000002,3.602106562357067e-08,0.1523545706371191,0.6846846846846848,0.6152438577857513,0.9738774206734945,0.9953389046660898,0.01712880593137986,0.829126732581943,1.0,0.1866666666666666,0.056404230317273804,0.09892148409057921,0.44186046511627897,0.049019607843137324,0.21670412806315442,0.11718750000088285,0.11718750000088285
1,1,8,1,0.27837286100423714,0.10143078106254705,0.8181818181818182,0.6848676447277585,0.01239388822462758,3.0023307001714015e-09,8.974052960332109e-09,0.0005593682104874043,0.8588246835487844,0.9999999999999999,1.1011428314305904e-20,0.5918367346938775,0.0472027972027973,0.28710677491121256,7.474301675887155e-07,1.2610216973785629e-06,2.3492413914624717e-06,9.978118073279766e-06,5.45243524494834e-06,9.142106204408857e-06,8.342544020492521e-06,3.683323873635045e-05,0.6366223725506586,0.680023962124506,0.7359682125725197,0.7093364177784798,0.6219333782704972,0.7229535852157083,0.7453742656230344,0.7518386101940666,0.4203446013956599,0.04829545454545459,1.4762814719093882e-09,0.09972299168975074,0.664864864864865,0.6090221750230034,0.9675215298654941,0.9875798967610007,0.007075540380653805,0.8362645028291045,1.0,0.14999999999999994,0.07990599294947126,0.058098545025976014,0.40365448504983387,0.04411764705882361,0.21616453883784753,0.007812500000992187,0.007812500000992187
1,1,9,1,0.2962089143304321,0.10382926033360704,0.7272727272727273,0.7381484056436308,0.012393898344931193,1.4337735036393737e-08,8.429800938153962e-09,6.937989024346307e-05,0.8932143352051332,0.9999999999999999,9.402065714522734e-20,0.5714285714285715,0.05069930069930073,0.26339706764983273,2.1442453013918734e-07,3.7347442738169357e-07,8.041971065590459e-07,6.195013541498247e-06,1.5992228417675332e-06,2.8720196824391716e-06,3.0336635486248174e-06,2.2002264877518685e-05,0.6473750639033243,0.6915197737692234,0.748433037071297,0.7222284081562137,0.6230065961963066,0.7242010938440278,0.7466603889707761,0.7531355423035401,0.38378675918994787,0.025568181818181802,1.9421746814890245e-10,0.09141274238227154,0.6576576576576578,0.5715940058269937,0.9599279121207492,0.9907045952111212,0.017581030679926835,0.8613943913761805,1.0,0.15499999999999992,0.051703877790834296,0.09060820345325107,0.3936877076411959,0.04411764705882361,0.21095632979358073,1e-12,1e-12
