fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10
1,1,0,1,0.2227710193367257,0.06489988663994296,0.625,0.68677574228305,0.013441848055514564,5.872418941713597e-09,8.006645527317393e-09,0.00035110712794433365,0.8668058242219389,0.9999999999999999,7.623296525288703e-21,0.3890339425587468,0.06690140845070422,0.35853517507227745,0.0005205848029572416,0.0007687615100771892,0.001017229161788732,0.0025678102558859143,0.0007692445232233487,0.0030139958867385196,0.003851628201707332,0.010122093878099401,0.5733972530927844,0.6314521773218987,0.6468891610129055,0.6834722009701553,0.7119081131813344,0.7400708069857319,0.7554336368017909,0.8362578675532288,0.3974851088464808,0.039548022598870025,1.9198604208348728e-07,0.09253731343283572,0.6162790697674418,0.6448993863902233,0.9302400089288596,0.9740160431381868,0.02064122094788523,0.8009448705520013,1.0,0.12669683257918551,0.10112359550561799,0.06238805970149253,0.513157894736842,0.13851351351351351,0.1765310492505353,1e-12,1e-12,1e-12,1e-12,1e-12,0.02272727272825,0.06818181818275003,0.02272727272825,0.09848484848575001,0.11363636363725003,0.12878787878875003
1,1,1,1,0.20298786005459815,0.049358425358041504,0.5,0.7962746946796129,0.013441848401723073,3.4074199724774637e-10,6.3034447276426065e-09,0.0058487667360580895,0.8654911026264248,0.9999999999999999,1.0164395367051604e-20,0.37336814621409925,0.04929577464788733,0.43626726630260193,0.0004689987145808209,0.000715390310381944,0.0010614952432268794,0.003058678687324084,0.0005750094048707083,0.0023688989994299662,0.003422443249292266,0.010069605750817124,0.598321830032194,0.658948931037284,0.6752529026232156,0.7162807860218673,0.7108920301861318,0.7390103785559012,0.754364129320224,0.8350803100722755,0.3595951286090344,0.03107344632768362,6.618831011114361e-08,0.0805970149253731,0.5852713178294575,0.6576779758742548,0.9395909385356447,0.9718662990353393,0.028044442593880087,0.8299938160632819,1.0,0.11764705882352941,0.0853932584269663,0.07063519611246098,0.48245614035087736,0.07432432432432431,0.27664571389099946,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,2,1,0.20511095881543714,0.05460538859905989,0.375,0.6487626455443025,0.013441843101970998,1.516803464520242e-08,6.8448113287868925e-09,5.992623356000708e-05,0.826602931459785,0.9999999999999999,2.541098841762901e-20,0.32375979112271547,0.04225352112676055,0.43101509797622856,0.0008344249005989207,0.001352126353334098,0.0019578664611835084,0.005450628966878216,0.0003966260297932957,0.0018316113717497266,0.0026311513510290803,0.007833659519767023,0.5391888328321545,0.5937860479267459,0.6081718635552148,0.6394301679393438,0.6070381647011571,0.6309886934175888,0.6437285856056331,0.7099271482730451,0.43327169068983085,0.016949152542372906,2.7379649331743964e-07,0.17014925373134315,0.6511627906976745,0.6877059079124221,0.9478238692359926,0.9808554216502527,0.012421657938414016,0.7906025313817596,1.0,0.11764705882352941,0.07415730337078652,0.08091123330714849,0.5000000000000001,0.043918918918918914,0.4079229122055675,1e-12,1e-12,1e-12,1e-12,1e-12,0.007575757576750001,1e-12,1e-12,0.02272727272825,0.007575757576750001,0.015151515152500005
1,1,3,1,0.21180675167849758,0.05573803275813581,0.5,0.36340791458258925,0.013441841664043679,1.2033297407574451e-08,5.996464114641456e-09,7.560658205644745e-05,0.7435673815088946,0.9999999999999999,5.082197683525802e-21,0.3420365535248043,0.0704225352112676,0.30779114878054803,0.00046799850830052045,0.0006751259274236998,0.0010172994689222762,0.00382388379776124,0.0004343729277315547,0.0017147334906443522,0.0025445178705744043,0.010514656498852575,0.607296908980985,0.6688411571414343,0.6854470195208462,0.7282123083056766,0.7019783576023222,0.7297200751653248,0.7448367675276532,0.8244459361827905,0.40750586473472716,0.03107344632768362,3.187831047926889e-07,0.11641791044776117,0.624031007751938,0.6886592867499421,0.9525557046869815,0.9748858797261739,0.012907365287010142,0.7892819580411277,1.0,0.15384615384615385,0.06067415730337068,0.11427238805970155,0.5657894736842106,0.08783783783783766,0.2819210767818905,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007575757576750001,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.27586595546098036,0.10511075471103672,0.5,0.41540194472132097,0.013441845310797744,6.887209264848692e-10,5.920274430570603e-09,0.0026816011698014767,0.7124814885221984,0.9999999999999999,2.0328790734103208e-20,0.4281984334203656,0.0528169014084507,0.4672800697535679,0.0007237334831449589,0.0009007188727340714,0.0012483881117949115,0.0030902588508331425,0.0005907776431439894,0.0020330362082464104,0.002751694455600658,0.0068700724308547855,0.5879627284586456,0.6474954447507184,0.6634479914638572,0.7026319582914256,0.6854781397036512,0.7125344145330063,0.7272256531586342,0.8041973875184506,0.4273212557735344,0.016949152542372906,9.206087854356357e-08,0.11044776119402974,0.5968992248062017,0.700500823019061,0.9493305282380244,0.9837832032267879,0.03154663280863146,0.7855388715573843,1.0,0.11764705882352941,0.11235955056179776,0.05359565807327002,0.5087719298245615,0.08783783783783784,0.2556745182012848,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.030303030304000007,0.05303030303125002,0.015151515152500005,0.045454545455500005,0.015151515152500005
1,1,5,1,0.3082155716402257,0.11702698851460354,0.75,0.7019447659415394,0.013441849086046629,3.745097032732088e-09,7.405609485239352e-09,0.0005485275742293236,0.8993380672370558,0.9999999999999999,1.0164395367051604e-20,0.3107049608355092,0.0704225352112676,0.2835503718895944,0.00021405577233120902,0.0003343041248513965,0.0004939989640202514,0.0013989648493793769,0.0001725723340783112,0.000754939296760685,0.001116469846312613,0.003172261726621243,0.6239036054776903,0.687151709136713,0.7042845292836353,0.7495302330244387,0.7022484896798106,0.7299878695764699,0.7450748637750075,0.8242573024073522,0.354390079811834,0.02259887005649712,5.684715466208531e-08,0.11044776119402974,0.624031007751938,0.6784912346486351,0.9586369779368795,0.9902993106977347,0.01753585658172857,0.8316130506322713,1.0,0.11764705882352941,0.09887640449438204,0.061072190070057854,0.4912280701754388,0.02364864864864865,0.5568790149892933,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007575757576750001,0.015151515152500005,1e-12,1e-12,1e-12
1,1,6,1,0.22262082454525609,0.06039927688033955,0.625,0.6294899874062678,0.013441847694105708,1.8215083078418142e-09,7.887134219523082e-09,0.0012997785860619925,0.7580551143903758,0.9999999999999999,2.1175823681357508e-20,0.37075718015665793,0.059859154929577454,0.37506808754312204,0.0005811688573471943,0.00080210474237417,0.001109081089185845,0.0037148679350047006,0.0005166142658647468,0.001916331422996511,0.0025610474105295816,0.008821967946771436,0.6038745540032483,0.6650651184374861,0.6815466956969563,0.723673013236703,0.6957447595058676,0.7232294555443687,0.7381727180531003,0.8167843665487973,0.3036701872480303,0.03107344632768362,2.602587637214748e-07,0.1044776119402985,0.5813953488372094,0.6946874276604498,0.9494524333101608,0.9737514920269195,0.019506550845471843,0.772734820835995,1.0,0.13122171945701355,0.06067415730337079,0.10377798507462689,0.5087719298245615,0.08108108108108109,0.27194860813704497,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007575757576750001,0.007575757576750001,0.030303030304000007,0.02272727272825
1,1,7,1,0.17158458238790933,0.03183322833699681,0.25,0.43696463973349225,0.013441843798325562,7.901564952983994e-10,6.046632290873507e-09,0.002376899875184034,0.6909878808196691,0.9999999999999999,8.470329472543003e-21,0.40731070496083555,0.0352112676056338,0.5918627529714101,0.0015211327837349675,0.0021901858812717473,0.0028956223492409504,0.005171873082722991,0.0015476838121231647,0.00581700884589512,0.007526216290527763,0.01421367378403337,0.6157204388358244,0.6781983637713651,0.6951535652586708,0.739231860030401,0.7061487388595064,0.7341136703272354,0.7493936307275093,0.8294247631477195,0.4599474989662964,0.019774011299434943,1.279636623453679e-07,0.1074626865671641,0.6395348837209303,0.715612563890133,0.9661280807515418,0.992637347840158,0.030879887398321648,0.7787425279980216,1.0,0.12669683257918551,0.16853932584269665,0.03619402985074627,0.5219298245614035,0.12837837837837837,0.19162604218871016,1e-12,1e-12,1e-12,1e-12,1e-12,0.015151515152500005,0.06818181818275003,0.10606060606150002,0.037878787879750006,0.060606060607000016,0.11363636363725003
1,1,8,1,0.27645950526354957,0.10135326162329292,0.625,0.6739411081414135,0.013441838129203632,3.0423364522761754e-09,8.956196067873103e-09,0.0008542232667891407,0.8537879029968009,0.9999999999999999,1.6940658945086007e-21,0.36814621409921683,0.04225352112676055,0.48061890994753187,0.0007151434383519851,0.001113458742166514,0.0015820843519249396,0.005202037568318208,0.0006439964256061229,0.0025474270671829754,0.003565147385412366,0.012573506000413771,0.5983813435215702,0.6590415638651695,0.6753731570280221,0.7167931479208293,0.6919397751713046,0.7192940413928964,0.7341764484168705,0.8125203018992999,0.4018479066814924,0.033898305084745686,8.75087770951545e-08,0.14328358208955216,0.6046511627906976,0.7086956783825638,0.9579198257103656,0.980326694686555,0.022006767581032177,0.7941609725844126,1.0,0.12217194570135745,0.06516853932584259,0.09328358208955226,0.48684210526315785,0.0472972972972973,0.3804115073084442,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007575757576750001,0.007575757576750001,0.007575757576750001,0.007575757576750001
1,1,9,1,0.2939660417807489,0.10273055954619992,0.625,0.729937540198187,0.01344184811611469,1.4500168891127135e-08,8.485565795604198e-09,0.00010200167268850185,0.8894741096572669,0.9999999999999999,1.5246593050577406e-20,0.29242819843342044,0.059859154929577454,0.30656154415564457,0.0004429706177186974,0.0007183056651224754,0.0012093190519648247,0.003943687869748306,0.0004106359817137686,0.0018309749636204787,0.0030053268895343477,0.010281766373111683,0.6190597781022964,0.68183234843767,0.698864916306868,0.7436419811394692,0.7057012260651125,0.733608380738315,0.7488447330361901,0.8289035307313402,0.3798607319564451,0.0028248587570621486,1.1562198864443599e-07,0.12537313432835812,0.5620155038759691,0.661203572161668,0.9481042555084898,0.9854810701081116,0.019962429613864324,0.8205228537546356,1.0,0.12217194570135745,0.07640449438202247,0.08036739380022963,0.48245614035087736,0.08783783783783766,0.24356072193331296,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
