fid,iid,rep,budget,algorithm,precision
1,1,0,50,BFGS,-12.0
1,1,0,50,DE,-12.0
1,1,0,50,MLSL,-12.0
1,1,0,50,Non-elitist,-12.0
1,1,0,50,PSO,-1.7940514832414054
1,1,0,50,Elitist,-12.0
1,1,0,100,BFGS,-12.0
1,1,0,100,DE,-12.0
1,1,0,100,MLSL,-12.0
1,1,0,100,Non-elitist,-12.0
1,1,0,100,PSO,-2.615931237840897
1,1,0,100,Elitist,-12.0
1,1,0,150,BFGS,-12.0
1,1,0,150,DE,-12.0
1,1,0,150,MLSL,-12.0
1,1,0,150,Non-elitist,-12.0
1,1,0,150,PSO,-0.9782794702737121
1,1,0,150,Elitist,-12.0
1,1,0,200,BFGS,-12.0
1,1,0,200,DE,-12.0
1,1,0,200,MLSL,-12.0
1,1,0,200,Non-elitist,-12.0
1,1,0,200,PSO,-1.6220261212048146
1,1,0,200,Elitist,-12.0
1,1,0,250,BFGS,-12.0
1,1,0,250,DE,-12.0
1,1,0,250,MLSL,-12.0
1,1,0,250,Non-elitist,-12.0
1,1,0,250,PSO,-1.3164374819466742
1,1,0,250,Elitist,-12.0
1,1,0,300,BFGS,-12.0
1,1,0,300,DE,-12.0
1,1,0,300,MLSL,-12.0
1,1,0,300,Non-elitist,-12.0
1,1,0,300,PSO,-0.6793834185270723
1,1,0,300,Elitist,-12.0
1,1,0,350,BFGS,-12.0
1,1,0,350,DE,-12.0
1,1,0,350,MLSL,-12.0
1,1,0,350,Non-elitist,-12.0
1,1,0,350,PSO,-1.150217998963682
1,1,0,350,Elitist,-12.0
1,1,0,400,BFGS,-12.0
1,1,0,400,DE,-12.0
1,1,0,400,MLSL,-12.0
1,1,0,400,Non-elitist,-12.0
1,1,0,400,PSO,-0.9481266510105983
1,1,0,400,Elitist,-12.0
1,1,0,450,BFGS,-12.0
1,1,0,450,DE,-12.0
1,1,0,450,MLSL,-12.0
1,1,0,450,Non-elitist,-12.0
1,1,0,450,PSO,-1.5887851880674755
1,1,0,450,Elitist,-12.0
1,1,0,500,BFGS,-12.0
1,1,0,500,DE,-12.0
1,1,0,500,MLSL,-12.0
1,1,0,500,Non-elitist,-12.0
1,1,0,500,PSO,-2.3977786338553266
1,1,0,500,Elitist,-12.0
1,1,0,550,BFGS,-12.0
1,1,0,550,DE,-12.0
1,1,0,550,MLSL,-12.0
1,1,0,550,Non-elitist,-12.0
1,1,0,550,PSO,-2.784120489782091
1,1,0,550,Elitist,-12.0
1,1,0,600,BFGS,-12.0
1,1,0,600,DE,-12.0
1,1,0,600,MLSL,-12.0
1,1,0,600,Non-elitist,-12.0
1,1,0,600,PSO,-2.9527468952525613
1,1,0,600,Elitist,-12.0
1,1,0,650,BFGS,-12.0
1,1,0,650,DE,-12.0
1,1,0,650,MLSL,-12.0
1,1,0,650,Non-elitist,-12.0
1,1,0,650,PSO,-3.6006630678758786
1,1,0,650,Elitist,-12.0
1,1,0,700,BFGS,-12.0
1,1,0,700,DE,-12.0
1,1,0,700,MLSL,-12.0
1,1,0,700,Non-elitist,-12.0
1,1,0,700,PSO,-4.465964483011628
1,1,0,700,Elitist,-12.0
1,1,0,750,BFGS,-12.0
1,1,0,750,DE,-12.0
1,1,0,750,MLSL,-4.642055735718112
1,1,0,750,Non-elitist,-12.0
1,1,0,750,PSO,-4.642055735718112
1,1,0,750,Elitist,-12.0
1,1,0,800,BFGS,-12.0
1,1,0,800,DE,-12.0
1,1,0,800,MLSL,-5.642055564289831
1,1,0,800,Non-elitist,-12.0
1,1,0,800,PSO,-5.642055564289831
1,1,0,800,Elitist,-12.0
1,1,0,850,BFGS,-12.0
1,1,0,850,DE,-12.0
1,1,0,850,MLSL,-12.0
1,1,0,850,Non-elitist,-12.0
1,1,0,850,PSO,-12.0
1,1,0,850,Elitist,-12.0
1,1,0,900,BFGS,-12.0
1,1,0,900,DE,-12.0
1,1,0,900,MLSL,-12.0
1,1,0,900,Non-elitist,-12.0
1,1,0,900,PSO,-12.0
1,1,0,900,Elitist,-12.0
1,1,0,950,BFGS,-12.0
1,1,0,950,DE,-12.0
1,1,0,950,MLSL,-12.0
1,1,0,950,Non-elitist,-12.0
1,1,0,950,PSO,-12.0
1,1,0,950,Elitist,-12.0
1,1,0,1000,BFGS,-12.0
1,1,0,1000,DE,-12.0
1,1,0,1000,MLSL,-12.0
1,1,0,1000,Non-elitist,-12.0
1,1,0,1000,PSO,-12.0
1,1,0,1000,Elitist,-12.0
1,1,1,50,BFGS,-12.0
1,1,1,50,DE,-12.0
