fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,var_BFGS,var_DE,var_Elitist,var_MLSL,var_Non-elitist,var_PSO,switch
1,1,0,1,0.2270948479606072,0.066149101204739,0.4545454545454545,0.6967369513265613,0.0123920393106922,5.311066021279532e-09,8.021475089678466e-09,0.0002522832612164,0.8727141092783773,0.9999999999999964,3.2740996803374937e-12,0.9999999999999996,0.1389590874940235,0.0466098608986964,0.1075080712531989,0.3924253807800014,0.0457186522297033,0.2076283798482809,0.6560223690537675,0.0525931596845121,0.2709496572834023,4.615281655535456e-06,5.363046620725111e-06,7.3898408275026945e-06,2.5058025036030936e-05,9.539070734439912e-05,0.0001107819714088,7.008990856488577e-05,0.000282125050092,0.5743104643122183,0.6713714557445114,0.7107885354307196,0.6915207923117475,0.5397537038603298,0.728954714602448,0.7521608291842063,0.7513829063560644,0.4744735817282266,0.0501474926253687,1.0139254075588144e-08,0.034375,0.5631326408677269,0.7082819201391659,0.9461694241665984,0.9878492683451834,0.073377968415117,0.852079404916273,-5.4635502131331855,-5.536075504101273,-5.50172743894635,-5.349998046113659,-5.589923297413643,-5.626661526329404,0.5298280899490821,0.6551774877662409,0.668188581947157,0.9283134571196536,0.3565039795004836,0.476249070523463,False
1,1,1,1,0.2082398792414588,0.0513090469460632,0.7272727272727273,0.8045120116889809,0.0123920399025348,1.4712905344699848e-10,6.2533760496507475e-09,0.0084078344766217,0.8713396675022472,0.9999999999999948,2.211447740424824e-12,0.9999999999999986,0.3466293285977732,0.039618381763892,0.2879149870342457,0.3466293285977732,0.0443345492293718,0.1887125248375041,0.6427184811839924,0.0558156924884717,0.2533578798140466,3.452945544832695e-06,4.012389561003803e-06,3.987504200040555e-06,4.780356497993552e-06,4.4849536667410005e-05,5.208599691844487e-05,2.477508442945237e-05,3.381817904291632e-05,0.5852526502333615,0.6841739790273682,0.7243671280033319,0.7057091201003514,0.5393568290443385,0.7284187221491252,0.7516075634662152,0.7508277728171473,0.3956331655771422,0.0442477876106194,8.277856966198456e-09,0.09375,0.5067403870319176,0.7153479697441703,0.9533900610847872,0.986938835245534,0.1233567147564887,0.914217403593742,-5.963062983444197,-5.945548584331397,-5.867560214498853,-5.928019934952584,-5.975913489438269,-5.999986099618614,0.044162735797621,0.0758491989699555,0.4512055116431909,0.0786339704310487,0.0117770650152637,1.3418827147022996e-08,False
1,1,2,1,0.2074842257709677,0.0548289998515155,0.6363636363636364,0.6669348783980368,0.012392034441989,1.5121554797849e-08,6.971751879629059e-09,4.308201240854616e-05,0.83494151468675,0.9999999999999928,5.935103530331758e-12,0.9999999999999972,0.2061163854927943,0.0302964095841526,0.2200042152380187,0.3794481251280651,0.0249571072247292,0.3147278990695438,0.6406525494665978,0.0388840422312033,0.3328100692695631,2.906173623888454e-06,3.377030005122661e-06,3.3560852266101343e-06,1.1794343017050117e-05,2.0593680187801253e-05,2.391646475092111e-05,1.137604094217236e-05,4.44406905227338e-05,0.5558086417255577,0.6497240430476284,0.687828111173253,0.6675226824763576,0.5344608194589404,0.7218065006540062,0.744784838003407,0.7440132493812652,0.4249537401244567,0.0353982300884956,1.1221477682079802e-08,0.146875,0.5730700588570343,0.7302406629814879,0.9597506109398312,0.9916385646950812,0.1166547242997608,0.8512107710789657,-5.877806228061868,-5.844423236712924,-5.912216926292539,-5.837575988351908,-5.908861090325504,-5.870475500877866,0.2170203786715126,0.1960079004357934,0.090594234014202,0.2017702593249208,0.0910564245018922,0.1643132994399019,False
1,1,3,1,0.216253957024203,0.0572266583988153,0.8181818181818182,0.3685818154286474,0.0123920326867253,1.1633544161131898e-08,6.012498105145947e-09,5.492666397040091e-05,0.7474382286683948,0.9999999999999908,1.4062318624548202e-11,0.9999999999999978,0.2647360152995014,0.0244701769718156,0.3275889299423982,0.4086469503449219,0.0373996164881269,0.2526510861904399,0.6216139201054336,0.025566613847989,0.4299478215110018,4.307805776138824e-06,5.005753697123188e-06,4.974707362824865e-06,1.6785951709569882e-05,4.573017157862024e-05,5.310872202732881e-05,2.5261551088819463e-05,8.410208798927255e-05,0.5897896161873115,0.689482297920647,0.7299973490143379,0.7115950621462823,0.5387056301710139,0.7275392567165746,0.7507000997333757,0.749922156125341,0.4049048139142184,0.0471976401179941,8.107909806725929e-08,0.0375,0.5538401748846247,0.7319634702601503,0.963389631352094,0.9882999959012442,0.1322412891292448,0.8834249262478141,-5.567048042596631,-5.573171728568056,-5.548176335981983,-5.57144813145479,-5.570728876476691,-5.599762379029778,0.9999141736404272,0.9252771773251066,1.0855486620151915,0.6996633522294221,1.1201745491463069,0.9841370279435312,False
1,1,4,1,0.2757402975698826,0.1035139569158248,0.7272727272727273,0.4232726898281541,0.012392036529632,2.452107514224279e-10,6.064503745422421e-09,0.0049063437390473,0.7139557767340754,0.9999999999999868,1.5195346649249198e-11,0.999999999999998,0.2286899801926098,0.0442793678537615,0.1770883592354859,0.3972918516494775,0.0235585864848108,0.3419080704920855,0.6593349837040728,0.0491747823455053,0.2869460108938741,4.28139177568055e-06,4.975060117300671e-06,4.944204148569181e-06,1.965948071600289e-05,5.551513291727181e-05,6.447248415293518e-05,3.066680744858421e-05,0.0001203563075278,0.5806458096714735,0.6787839057843229,0.7186501949716184,0.6997364825896033,0.5388056066338434,0.7276742782080557,0.7508394197136024,0.7500618343984049,0.4797260166344212,0.0353982300884956,9.161402457138504e-09,0.078125,0.5766697502312673,0.7375496004344737,0.9609085618644456,0.9925110289850588,0.0958851171075727,0.8408060805804938,-5.174419659358392,-5.399742223454205,-5.336934930858745,-5.271408419512208,-5.324979844393322,-5.424771649050551,1.1646074857788633,0.8014326961473344,0.9869107891989044,0.8594584299596871,1.0963967292453012,0.842163146196551,False
1,1,5,1,0.3098285700122418,0.1175219906368834,0.7272727272727273,0.7089475273631417,0.0123920405830218,3.414713694133576e-09,7.435193843092546e-09,0.0003866598114935,0.9022855335086372,0.9999999999999922,1.9157903900974584e-11,0.9999999999999992,0.2714295471620792,0.0547665865559682,0.1729300716975629,0.3843145959975412,0.0304935192260557,0.2770112540755273,0.6064934371048459,0.042462656007976,0.2957232572684199,4.711918992150359e-06,5.47534107645932e-06,5.4413823002704736e-06,9.706492924901773e-06,5.807353527330435e-05,6.744368401661815e-05,3.20800803402365e-05,6.96974183818574e-05,0.5976116761147034,0.698634226526323,0.7397042603289813,0.7217389087867644,0.5394978167185238,0.7286091306263829,0.7518040337095486,0.7510244205963034,0.460488222946397,0.0412979351032448,1.180516528568803e-08,0.0406249999999999,0.5499352451433858,0.7272372111414811,0.9680787357662414,0.995450986979494,0.1415458844966147,0.9172032529747848,-5.735229793836712,-5.675077568668399,-5.707248977884973,-5.534866119145874,-5.783613182008436,-5.667437186046058,0.3329473787882832,0.5395587122529625,0.5858095521237823,0.7192113902951786,0.2419813851527289,0.5055931909151238,False
1,1,6,1,0.2266382218177777,0.0618753376628294,0.6363636363636364,0.6399777910388457,0.0123920392042896,2.400800218232209e-09,7.925354372313102e-09,0.0006101198525858,0.7666277713640242,0.9999999999999896,1.4517779692172286e-11,0.9999999999999978,0.3580527286387541,0.039618381763892,0.2969573326145677,0.3580527286387541,0.0443345492293718,0.1947171986076739,0.6441254519225631,0.0575248811579752,0.247842855777983,4.177453581182243e-06,4.854281923384844e-06,4.824175036691972e-06,5.326460360984781e-06,4.598192775196044e-05,5.340109898912529e-05,2.540062232374421e-05,3.0611451385198664e-05,0.5880670519859418,0.6874668717111874,0.7278597052105719,0.7093592970740225,0.5387234472223882,0.7275633192287126,0.750724928289767,0.749946003527688,0.3471828900798887,0.0383480825958702,4.8621265367957694e-09,0.1124999999999999,0.51185806200039,0.7347460715033776,0.960997931416571,0.9878112212367554,0.169344774607022,0.8514077885899105,-5.633264878527816,-5.535064497499273,-5.527396760458675,-5.5049313924606365,-5.610335346341274,-5.546123139585676,0.7112204724610425,0.9332817683217872,1.0535678807495668,0.9051227167486484,0.7501578036540776,1.0438531833492397,False
1,1,7,1,0.1786465728671604,0.0344953534106897,0.7272727272727273,0.4431777655023298,0.0123920352399185,1.5925358255498171e-09,6.146192800912784e-09,0.0007289794664262,0.6970164000584059,0.9999999999999832,5.312245516522415e-12,0.9999999999999974,0.1501092821528584,0.0489403539436312,0.1104242335277941,0.4313571477358104,0.036029931227382,0.273885802620399,0.6609734812730412,0.0491035661509426,0.2879648901667851,5.682290305602044e-06,6.602931325954476e-06,1.0396087954016417e-05,5.2016237232978485e-05,7.588168075550119e-05,8.812516881293561e-05,6.86449810712733e-05,0.0003574622311107,0.593871817614567,0.6942585354288002,0.7350636418463574,0.7168941231253128,0.53940869385398,0.7284887672752979,0.7516802109672653,0.7509042523208647,0.4488962999648782,0.0294985250737463,1.1221477682079802e-08,0.0593749999999999,0.5509072525048259,0.746501677192362,0.9738912334921682,0.9965712077517144,0.0689547184582287,0.8342151123154715,-4.881961614351538,-5.194548841320257,-5.072342077073154,-4.9654355675498,-5.02255335378464,-5.1981616623516285,1.16822273683403,0.7971325038199414,1.248387340561367,0.8714580399450519,1.1606941458672395,0.7729564482917375,False
1,1,8,1,0.2784155994838772,0.1014330861067961,0.8181818181818182,0.6848891913390502,0.0123920295290091,3.003085740799153e-09,8.971429476359234e-09,0.0005451463464214,0.8588407179161647,0.9999999999999948,8.646552319079535e-12,0.9999999999999988,0.2632333856976984,0.0582623261233705,0.159057590645449,0.3891298408578648,0.0387981372280453,0.2342796854104633,0.5963953053482696,0.04903234995638,0.2607909157200772,4.463254794411188e-06,5.186388465348165e-06,5.154221810766517e-06,9.992248767825552e-06,3.232406121216135e-05,3.753953948674062e-05,1.7855955827878364e-05,3.637661272129857e-05,0.5852810449920851,0.6842072013252062,0.7244023649367343,0.7057466018608667,0.5366951790062442,0.7248240764918005,0.7478984801461682,0.7471228858183298,0.44606633369857,0.0501474926253687,7.109709432312425e-09,0.1156249999999999,0.5181963870845383,0.7424033196512743,0.9675389038924316,0.990863571247362,0.1207059533436527,0.8671933750488289,-5.9378471753892805,-5.937479832245368,-5.936885023618337,-5.888569291625853,-5.976304174472698,-5.986279932416575,0.0647445022025057,0.076633838821647,0.0633709514387369,0.154927673696584,0.0111460442580929,0.0050092186530875,False
1,1,9,1,0.2962513311293471,0.1038337796210737,0.7272727272727273,0.738164405831434,0.0123920396496147,1.4338179371409352e-08,8.42701194912336e-09,6.774345291410454e-05,0.8932262584717321,0.9999999999999928,1.4718830612604674e-11,0.9999999999999988,0.3205382146028276,0.0302964095841526,0.3325332303706576,0.3663342667850557,0.0318776222263872,0.2561265439875986,0.5778553491602698,0.0524329232467462,0.2399895093631145,4.056824283578158e-06,4.71410834457409e-06,4.684870832614948e-06,7.787345014420782e-06,2.850617966087283e-05,3.310564381040241e-05,1.5746941001788658e-05,2.763831021960443e-05,0.5947220361934311,0.6952533040454065,0.7361183151038856,0.7179909743756456,0.5373811559816082,0.7257505108915995,0.7488544081310059,0.7480776007089878,0.4686464262721773,0.0265486725663716,6.4240336593941795e-09,0.134375,0.5560155133700756,0.7177553015459628,0.9599500326292636,0.9931619364736322,0.0952507997490254,0.8882126523413432,-5.96594662503618,-5.850553215118519,-5.869321295418611,-5.87684645812052,-5.983159250329952,-5.908590858917191,0.043564511103268,0.3927398525113149,0.4505471376255738,0.3419828296450421,0.0089244288719258,0.3040296273846025,False
