fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,var_BFGS,var_DE,var_Elitist,var_MLSL,var_Non-elitist,var_PSO,switch
1,1,0,1,0.2225602305161796,0.0649002191487673,0.625,0.6869882952242351,0.0134207820687534,5.8589390688520005e-09,7.997675296994966e-09,0.0006687207249243,0.8669157517394669,0.999999999999996,4.656578459077425e-13,1.0,0.1209302325581394,0.1080472955086915,0.0882443031724263,0.5017814726840856,0.1418270820930079,0.1740276137938057,0.3848324514991182,0.0598831890788826,0.3702107652118956,0.0005694842327523,0.0007727791522174,0.0009770934388118,0.002481783752843,0.0008313168595064,0.0030012000185992,0.0037886362508438,0.0098252523116094,0.5975766937125719,0.6430785992613675,0.6469848825452861,0.6864015632718622,0.6690093622656987,0.744030974600461,0.7560408787666895,0.8377975987160104,0.4079736571859327,0.0396600566572237,1.0991097009294815e-07,0.0956521739130434,0.5494505494505495,0.6413985965260738,0.930640145163372,0.9737990512267,0.0213055121189547,0.8050125891318095,-5.850326257006275,-5.919703969451788,-5.943611243983375,-5.828579321570655,-5.870473549478987,-2.133875272351188,0.0973004256566546,0.0478237159321558,0.0561753564417254,0.2070874016342107,0.2295509903537054,0.4172866971480086,False
1,1,1,1,0.2027859225507447,0.0493707076756505,0.5,0.7964446922809054,0.0134207824192163,3.3364340784476524e-10,6.293338912136934e-09,0.0112124897063682,0.8655997073362464,0.9999999999999944,3.169480762303038e-13,0.9999999999999984,0.1121544537077664,0.0787964351892702,0.1154214330488957,0.4720902612826602,0.0676060064827678,0.2989309831785379,0.3748551272360796,0.0503131377102244,0.409873825891485,0.0004830114556768,0.0006748321019461,0.0009908194488983,0.0029217093345457,0.0005620056025477,0.0021441922951223,0.0032562262929162,0.0096644107635129,0.623305274535644,0.670824472417858,0.6750378011975335,0.7188663716159446,0.6684185412027699,0.7433706565314298,0.7553916828171854,0.8370951388650686,0.3687529876903159,0.0311614730878186,9.440064789416972e-08,0.1246376811594202,0.5677655677655677,0.65411792937484,0.9399406908906623,0.9716351532540246,0.0254062535210261,0.8297954401617882,-5.929574807502387,-5.95242997787366,-5.969777392738182,-5.941772109007154,-5.891680225229217,-2.25176351071031,0.0400945915797513,0.0140289243590735,0.0375615123105014,0.0962154470699712,0.2345928292966278,0.3185599913096016,False
1,1,2,1,0.2048544971071753,0.054585905805497,0.375,0.6491275966237224,0.0134207771165804,1.5163597193453524e-08,6.837864125224402e-09,0.0001148759397832,0.826754437530237,0.999999999999992,8.647066564640277e-13,0.9999999999999972,0.1121544537077664,0.0810465013676872,0.1123530836100955,0.4890566677977603,0.0507375802077132,0.3755201999795736,0.325925925925926,0.0351136443600028,0.4592601172825199,0.0008372632424428,0.0012813265153067,0.0018538699963895,0.0052310937601713,0.0004040910119708,0.0017439203660038,0.0024773018903954,0.0075396873441449,0.562115960819298,0.6049030248676346,0.6085352406501139,0.6426140008929013,0.5709400877134299,0.6348849594870589,0.6448410473628454,0.7121230077924159,0.3435293824802086,0.0254957507082152,3.187891292677625e-07,0.1739130434782609,0.6080586080586081,0.6839487470354986,0.9481255411873286,0.9807200897068484,0.0121264589605236,0.7884302073913677,-5.716219889350331,-5.806902067506621,-5.620453230366426,-5.678678635803088,-5.622835972308911,-1.8352620799596169,0.6092640573814628,0.3852567452507844,0.8147377452214424,0.758691152987557,0.8093070800553347,0.1880818118427793,False
1,1,3,1,0.2115935406191644,0.0557422412044049,0.5,0.363574107348616,0.0134207756734087,1.2022684312365606e-08,5.987465579585618e-09,0.000144727328745,0.7436424428852657,0.99999999999999,1.999647884647385e-12,0.999999999999998,0.1472575691092585,0.0517956410482662,0.1971999113917566,0.5526806922293857,0.0912218032678442,0.2751629768189049,0.3377173091458805,0.0598128210541129,0.3305561448992669,0.0004317110565672,0.0006426522032358,0.0009444337551178,0.0036222324520454,0.0003904615852701,0.0016407774066015,0.0024536987937099,0.0101579301671197,0.632577921038927,0.680829664616853,0.6851400319173684,0.7306836848570522,0.6603992042740705,0.734445711691717,0.7462804596885227,0.8269293621715287,0.400854230636932,0.0283286118980169,3.711671819475738e-07,0.1217391304347826,0.6263736263736264,0.6849414847484698,0.9528311511395172,0.9746779746054104,0.0124510732669315,0.7917267754650259,-5.558252273587002,-5.642299798977323,-5.461942693943349,-5.420597752708845,-5.471637519110281,-2.085109566936524,1.1365630296025313,0.6628350988747768,1.2634709983475063,1.5525577126806824,1.115262903800848,0.2713275732782228,False
1,1,4,1,0.2755947827793221,0.1050613197525566,0.5,0.4156077560660881,0.0134207793234649,6.68737992156125e-10,5.913453335314779e-09,0.0052192768578471,0.7125136402441393,0.9999999999999856,2.163239106718433e-12,0.999999999999998,0.1165423431329532,0.1170475602223595,0.079612338748371,0.4975398710553105,0.0811007475028115,0.2738369650851167,0.4296800201562107,0.038491309548941,0.5515750287591834,0.0007643877226947,0.0009194489044947,0.0012298409668045,0.0029588387944858,0.0006129907086925,0.0020899094096717,0.0027626679734489,0.0066812841820818,0.6126048513573614,0.6592687721040142,0.663364611413239,0.7053478991630944,0.6452589803421678,0.7175695115946404,0.7290730159327155,0.8071599493446142,0.37809566562232,0.0169971671388101,9.440064789416972e-08,0.1362318840579709,0.6007326007326008,0.6966980796323134,0.9496206169362232,0.9836515080149812,0.0317604706458556,0.7832706092871806,-5.394108895654565,-5.626050852833384,-5.398391734668002,-5.649454911396735,-5.525072682178833,-2.131038765332672,1.3354242341736065,0.6953233405261996,1.4101894373476835,1.0014698502725357,1.0053706388918504,0.4885501631481803,False
1,1,5,1,0.3079898654063484,0.1170160591215119,0.75,0.7021032437880393,0.0134207831034783,3.7356342880346864e-09,7.396888171496956e-09,0.0010438996094013,0.8993937359696855,0.9999999999999916,2.728586523460569e-12,0.9999999999999992,0.1121544537077664,0.0900467660813554,0.1014433967165838,0.4805734645402101,0.0304954686776478,0.4972135161972068,0.3152431342907534,0.0631904862430511,0.2989165353209276,0.0002050714866007,0.000309611698734,0.0004706394080071,0.0013359270436471,0.0001668836267921,0.0007178683146253,0.001100579370599,0.0030669307020219,0.6497484010515159,0.6993303562288431,0.7037995949358107,0.7518324340098492,0.6606331794965588,0.7346863749339367,0.7464928040238917,0.8267370271806569,0.3677624588598922,0.0198300283286118,1.96016347431866e-08,0.1391304347826086,0.6227106227106227,0.6748496362537972,0.9588758793631758,0.9902178354753328,0.0179359987876931,0.8286588698513523,-5.908122963831645,-5.915659223801562,-5.906318838830995,-5.73531927680666,-5.901489722071622,-3.065928556728385,0.0457658809105873,0.056883714178236,0.1187321742585493,0.6717334426906025,0.1473675267608883,1.2826018568692523,False
1,1,6,1,0.2224042535477511,0.0604035172111546,0.625,0.6297172852517096,0.0134207817117444,1.828068915260761e-09,7.87857406800229e-09,0.0024530634346154,0.7582144917701389,0.9999999999999885,2.068034110318663e-12,0.999999999999998,0.1209302325581394,0.0652960381187681,0.1433583839127912,0.4975398710553105,0.0743533769927897,0.2923319619650373,0.3740992693373647,0.0498205615368377,0.4119573374865928,0.0006153078905434,0.0008149270806136,0.0010449333322977,0.0035240855915733,0.0005356533988771,0.0019516855819465,0.0024805499267876,0.0084695210274908,0.6290467162948385,0.677014919313026,0.68127087356067,0.7261777945969563,0.6545851990627081,0.7279624943592515,0.7396497600257655,0.8193118522164957,0.3371857918688914,0.0283286118980169,3.030271082866399e-07,0.1362318840579709,0.5677655677655677,0.6909251417634588,0.9497415664521732,0.9735356569980462,0.0199322315391342,0.7737800980998443,-4.910252166425942,-5.639559554451208,-5.207090882552436,-5.566595978521393,-5.250636672200116,-1.951680297323226,2.467646173063975,0.7744808308849273,2.016421979751039,1.3003992885818618,1.858199434623372,0.2254716728592504,False
1,1,7,1,0.1714029162010921,0.0318575480435851,0.25,0.4371392696653506,0.0134207778147866,8.005083325962737e-10,6.039044727981873e-09,0.0044315954475398,0.6911031766131216,0.999999999999982,7.522047822602364e-13,0.9999999999999972,0.1209302325581394,0.1710491485043678,0.0541516424415443,0.5102646759416355,0.1350797115829861,0.1845047694668029,0.4120433358528597,0.0248399127436493,0.6820783542401262,0.0014113607127949,0.0020595584120271,0.0027729663796714,0.0050588613977652,0.0013662158676313,0.0054883174927002,0.0073621683100198,0.0142680123832977,0.6412583942597088,0.6902591884932642,0.6947451137102841,0.7416240825322955,0.6645261515735108,0.7391057718509539,0.751099757993701,0.8322416044866398,0.4161998866888183,0.0254957507082152,2.1248453524988392e-07,0.1478260869565216,0.575091575091575,0.7117573665196915,0.966335353178289,0.9925763416970784,0.028209317811205,0.7769381288860517,-4.778213292452701,-5.462101903554638,-5.19335102812989,-5.498010883729367,-5.225439751092276,-1.897002159375192,2.377866603506516,1.3064486153789454,2.052477206320494,0.7733832520914804,1.7190566084740255,0.4459408777140835,False
1,1,8,1,0.2762273098915898,0.1013342470411194,0.625,0.6741732588362491,0.0134207721449511,3.038029821434297e-09,8.947232342983827e-09,0.0016224076318031,0.8538824288523067,0.9999999999999944,1.2298167101319217e-12,0.9999999999999988,0.1165423431329532,0.0652960381187681,0.1404901138035617,0.4763318629114352,0.0473638949527023,0.3832973323974126,0.3663391282438902,0.0389838857223278,0.4759116770341528,0.0006730238597014,0.0010803777742241,0.0015194964574352,0.0049535132799579,0.0005731491620154,0.0024974923754525,0.0035444526845058,0.0120932093463549,0.623343192173093,0.6709100533875314,0.6751514086595558,0.7193384819408876,0.6512152931443517,0.7242524418627456,0.7359171661696109,0.8153218938613583,0.3335450516447964,0.036827195467422,1.0447659715607569e-07,0.1507246376811593,0.5860805860805862,0.7048637796081652,0.9581705827993674,0.9801648568342772,0.0201322860197067,0.795602957140709,-5.923218216644726,-5.893960370152296,-5.900435026248072,-5.914023164992509,-5.866125875909414,-2.0655043173597103,0.0273597631543394,0.1441576278426088,0.0995061789793774,0.0814199088777779,0.2294298272196328,0.4328097954722096,False
1,1,9,1,0.2937468606076285,0.1027299009496197,0.625,0.7301147874158109,0.0134207821341752,1.4493707985698612e-08,8.475330070438114e-09,0.0001946280061905,0.8895445938286387,0.9999999999999925,2.093275892046617e-12,0.9999999999999992,0.1121544537077664,0.0720462366540193,0.1256216217238259,0.4720902612826602,0.0743533769927897,0.2788170173893644,0.2904509952128999,0.0562944198156358,0.3037476342606394,0.000434887246309,0.0006777986960184,0.0011176629769495,0.0037530097757545,0.0004089683120588,0.0017189054467926,0.0029071559379642,0.0101522026156767,0.6447296375282023,0.6939403661853262,0.6984094728467193,0.7459596399662398,0.6646578576544284,0.7391875490465565,0.751138555362247,0.8323616930029569,0.3478124413615604,0.0169971671388101,1.0447659715607569e-07,0.1362318840579709,0.5274725274725276,0.657642611929184,0.9484056914822644,0.9853579157939332,0.0191111786827351,0.818534594583819,-5.908709043293031,-5.949943437559337,-5.883346171722451,-5.8886173273002855,-5.810239124813478,-2.1939358881116333,0.0382494453790389,0.0147405154629716,0.1421963630665753,0.1809351003669745,0.4044203008859963,0.3448013297190571,False
