evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 2037.6665222949 0.0000000000 1.0000000000 0.3886926118 67.0000000000 5.4575077805 0.8609931513 5.5972952594 0.2292524561 4.7430303517 0.1823420520 31.3297142204 -219.1786613785 27.5407710118 6.9912172485 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
8 1821.3488065650 0.0000000000 1.0000000000 0.3886926118 67.0000000000 5.4575077805 0.8609931513 5.5972952594 0.2292524561 4.7430303517 0.1823420520 31.3297142204 -219.1786613785 27.5407710118 6.9912172485 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
21 1683.3098193183 0.0000000000 1.0000000000 1.9023693521 1.0000000000 6.3097542912 0.9976380843 3.5882070815 0.0238629601 3.0429348904 0.0202366898 12.8752300597 -1291.6868934145 26.7007791259 6.7609416268 1.407291 2.006752 2.304126 2.832207 3.914038 -1.653658 -2.156772 -0.761352 -0.547580 -0.301348 -0.254489 0.113687 2.032174 -3.890421 0.441382 -0.544292 1.222375 -2.102144 -1.527450 0.053605 0.542717 3.152183 -1.508485 -1.425678 1.333123 -0.624248 -1.743959 -2.450786 -0.814983 -3.482025 -1.392504 -0.477114 -0.059703 -3.119328 -3.031712 -1.340383 0.685446 0.378850 -1.115163 -1.548844
23 1566.0706239368 0.0000000000 1.0000000000 1.9023693521 1.0000000000 6.3097542912 0.9976380843 3.5882070815 0.0238629601 3.0429348904 0.0202366898 12.8752300597 -1291.6868934145 26.7007791259 6.7609416268 0.072773 3.738004 2.137235 2.718969 -0.765071 -3.941853 -0.359493 3.670353 -2.630962 0.669162 0.246851 -0.035696 -0.339294 -0.922086 0.665387 0.385900 1.254855 0.950748 0.057486 4.162602 -5.000000 0.768231 -0.673044 -4.163883 0.247766 -3.047003 -3.088953 -3.122926 0.256928 1.819618 -1.452560 2.657934 0.536771 -0.129225 0.122426 3.097754 -3.898202 1.784904 1.742202 -2.069792
26 1425.4377560298 0.0000000000 1.0000000000 1.9023693521 1.0000000000 6.3097542912 0.9976380843 3.5882070815 0.0238629601 3.0429348904 0.0202366898 12.8752300597 -1291.6868934145 26.7007791259 6.7609416268 -0.386614 0.507415 0.116272 2.087186 2.172176 0.493941 -3.048067 3.098918 1.367066 -1.568091 -3.505844 -1.259685 1.205285 -2.643413 1.683474 1.846129 -0.444305 2.374207 3.702659 2.232074 -5.000000 2.981045 -0.073498 0.747471 0.492764 -2.281085 -0.575580 -2.615488 0.831828 2.048453 -0.782764 0.589463 -2.005944 -5.000000 -1.571982 2.016673 2.459635 -1.197053 0.767848 -0.661321
29 1421.9601770419 0.0000000000 1.0000000000 1.9023693521 1.0000000000 6.3097542912 0.9976380843 3.5882070815 0.0238629601 3.0429348904 0.0202366898 12.8752300597 -1291.6868934145 26.7007791259 6.7609416268 0.642470 3.709887 0.661593 5.000000 0.522386 -1.844902 -0.087421 3.787859 0.856529 -0.901828 -1.861672 -2.470520 1.908498 -0.845108 -0.060459 -0.898677 2.683328 0.542023 0.271019 0.876871 -3.739716 3.027864 -0.048046 -0.064868 0.919859 -1.148491 -2.486746 -3.194129 2.077162 0.037264 -1.957512 -0.672124 -5.000000 -2.625518 0.493774 2.103765 0.603733 -0.818119 -0.786971 -3.079984
33 1160.6472073838 0.0000000000 1.0000000000 1.8573302201 2.0000000000 6.2966685829 0.9955430363 4.9940212418 -0.0377098731 4.3313452876 -0.0300099207 24.9402481636 -1233.0230924766 25.0486258876 6.3310960139 -0.747282 3.052689 1.152358 5.000000 0.710957 -1.311382 -0.172455 3.304245 -2.465755 -1.459574 -2.801533 1.270028 0.295111 -3.706507 2.166400 3.116816 1.282044 -1.138851 0.832118 0.394397 -5.000000 5.000000 -0.854235 0.533512 -1.510143 -3.587781 0.353617 -2.076767 -0.636364 1.428397 -0.570368 1.889418 -3.767473 -2.746066 -0.852320 3.196215 -0.883007 0.374443 0.642028 -3.287549
50 1042.9105747783 0.0000000000 1.0000000000 1.8279576920 3.0000000000 6.2816462419 0.9931362387 5.4261760385 0.0445836990 4.8334804024 0.0379030718 29.4433864007 -1210.7523647769 24.6814169830 6.2861963262 0.642055 5.000000 2.428218 5.000000 1.808105 -1.999655 -3.259823 4.785103 -0.508405 0.016413 -0.700001 -2.429695 -0.545713 -2.850234 3.516648 0.320781 4.672717 -0.385142 1.967961 -1.308926 -1.834217 5.000000 1.360373 -0.874161 0.020868 -1.353371 0.185052 -1.965088 0.137001 2.380725 0.134462 0.215879 -4.261106 -0.893229 -0.214748 2.733102 1.464516 -1.639699 -0.688390 -4.271063
65 1021.3454161237 0.0000000000 1.0000000000 1.8025170478 4.0000000000 6.2684255117 0.9910144838 5.5299392386 0.0776486842 5.0286917360 0.0658185003 30.5802279830 -1165.0645503521 23.1673897030 5.8921944109 -0.494373 3.177556 3.679719 3.061481 -0.307320 -3.777372 -1.686000 3.327122 -1.574963 -2.445491 -3.694518 -1.146397 3.878279 -1.543170 4.536591 4.146145 3.558096 -1.979190 5.000000 1.872002 -3.473345 3.392384 0.093900 -1.016321 0.361111 -0.557406 -5.000000 -2.119581 0.603077 4.482374 -0.790475 -0.400516 -2.359368 -1.176646 0.475697 5.000000 2.102994 -3.881754 2.636125 -1.945596
124 1001.2287888712 0.0000000000 1.0000000000 1.7025715845 8.0000000000 6.2155665473 0.9824887579 5.2006853466 0.0326025371 4.9170162448 0.0369119022 27.0471280745 -1153.3594748604 24.4680383677 6.2281173526 1.286960 4.511323 2.600623 0.712118 1.338055 0.717957 0.612105 0.723050 -0.292783 -2.454907 -3.614103 0.832501 -1.043402 -3.024031 4.822262 2.541862 0.090699 1.761229 5.000000 0.759016 -3.506468 0.539732 -1.845997 -1.142597 0.246977 -5.000000 -4.576575 1.064291 -2.533830 3.483403 2.963415 1.386006 -0.908145 -0.579343 -0.257569 1.175182 1.613626 -0.377107 0.393118 -1.724766
141 787.3979638779 0.0000000000 1.0000000000 1.6601548081 9.0000000000 6.2029093064 0.9804476734 4.9256407345 0.0757952906 4.6726605573 0.0743705348 24.2619366455 -1133.7892799625 24.3264741118 6.2008843564 -0.558423 3.713591 4.798148 2.472517 1.156410 -1.335040 -1.617155 1.778676 -2.639339 -1.268300 -4.337512 -1.415415 -0.451381 -1.164792 0.008044 3.006234 1.471618 0.531972 5.000000 1.876032 -2.681686 0.483720 -1.281431 -1.055297 0.838850 -3.203257 -2.784396 -1.231608 -2.296180 4.001797 1.951386 0.293198 -0.053493 0.816854 0.701304 4.340248 0.594481 -2.478408 2.145133 -4.996002
209 762.4590378117 0.0000000000 1.0000000000 1.5155385586 13.0000000000 6.1500006754 0.9719347555 5.2667610850 -0.0485787693 4.8089396966 -0.0407569920 27.7387723268 -1081.7414143940 24.8089697027 6.3047249926 -2.894932 2.942869 5.000000 0.774969 0.939884 -1.763638 -1.615084 0.327562 -3.575226 -0.699494 -1.257139 2.193768 -0.695109 -3.113821 1.322664 3.074212 2.665057 1.499970 0.450675 3.387855 -3.839496 0.612066 1.712076 -1.472550 2.663330 -5.000000 -2.677752 -4.009531 -2.498521 4.312257 2.204642 -0.161346 -2.769052 -1.047993 -0.579067 1.523782 0.082818 0.791138 2.243489 -3.913428
240 739.8600812235 0.0000000000 1.0000000000 1.4300882580 15.0000000000 6.1243433238 0.9678159332 4.8754476980 -0.1764817507 4.5426936888 -0.1490992697 23.7699902564 -1044.9696556524 24.8129481614 6.3023011988 -5.000000 2.067677 3.035195 0.951150 2.600951 -0.667637 0.585752 -0.539937 -4.635634 -2.290380 -2.871198 -0.219573 0.145279 -3.883651 3.225518 5.000000 2.179903 -1.022428 2.248359 4.822807 -3.669908 0.981884 -0.706380 0.061646 0.116028 -5.000000 -4.582305 -2.471273 -1.763095 2.157356 0.669790 -0.296673 -2.013786 0.862285 -3.028122 1.847970 -0.548785 -2.866910 -1.600690 -5.000000
276 618.9182401645 0.0000000000 1.0000000000 1.3472925023 18.0000000000 6.0849897693 0.9614949838 5.2609647777 0.0246549217 4.7508249999 0.0020192518 27.6777503917 -1028.1004158146 25.9188599810 6.5784151675 -5.000000 5.000000 3.150616 2.436254 2.858234 -4.115232 -1.389380 0.924356 -5.000000 -1.131907 -1.592589 0.766851 0.139385 -4.249090 3.242006 3.564777 -1.108081 1.511835 0.152802 1.435254 -3.380612 0.904213 1.825625 2.209569 1.682638 -5.000000 -2.707828 -0.905146 -2.068697 3.997290 -0.258614 -0.355833 -3.815082 2.238801 -1.969800 3.751367 -1.714890 -1.348070 1.021669 -2.147413
288 593.5960226993 0.0000000000 1.0000000000 1.3224820228 19.0000000000 6.0729422462 0.9595610205 5.2835861110 -0.0092319052 4.8131155475 -0.0242953936 27.9162821921 -986.6646560350 24.7169127422 6.3040213577 -4.220078 5.000000 2.966257 1.376670 2.172324 -3.718358 0.014276 -0.116635 -5.000000 -1.073302 -2.945482 1.887377 -2.255557 -5.000000 4.023063 1.884468 1.989810 -0.902892 0.252316 0.963971 -3.569284 2.671943 1.364596 2.364452 2.439575 -2.499086 -4.489254 -2.067201 -1.600320 5.000000 1.702510 1.910723 -4.219793 1.142021 -1.857595 1.754295 -1.212810 -2.276594 2.531523 -1.624716
312 550.9870938131 0.0000000000 1.0000000000 1.2917514545 20.0000000000 6.0589753968 0.9573319626 5.0182051328 -0.0278066049 4.5206275355 -0.0359410536 25.1823827550 -977.7259906904 25.0487110912 6.3491372283 -3.185880 5.000000 1.756494 2.475887 2.337713 -2.624441 -2.738743 0.968021 -3.467915 -1.810602 -2.156605 -0.190336 -2.373688 -4.160125 3.513606 2.524434 0.333985 -0.429294 -2.018492 2.030427 -1.214214 2.513704 2.021797 2.914592 4.430041 -3.236827 -3.470401 -3.007370 -1.550744 4.236716 2.007069 1.031666 -4.052918 1.510488 -2.543671 3.096876 -1.287254 -4.237807 2.660753 -1.390546
403 480.9857246590 0.0000000000 1.0000000000 1.0749360246 26.0000000000 5.9769656502 0.9442108025 4.0392372746 0.1997323487 3.6238985941 0.1503838561 16.3154377609 -899.1361781553 26.7970752814 6.8105528807 -1.998321 3.858828 3.167311 3.157513 1.521576 -2.753544 -4.085659 2.066627 -2.855643 -1.024484 -2.062145 0.541152 0.393275 -3.406069 3.218847 2.330303 2.703566 0.394497 -0.451608 2.229438 -3.182592 -0.008605 0.516923 2.449224 3.316495 -3.495794 -4.290334 -1.716369 -0.948182 2.724825 1.226955 0.735260 -3.548119 4.151245 -1.412870 1.601974 -1.298278 -1.118275 0.969002 0.525352
477 466.5115552023 0.0000000000 1.0000000000 0.8911575337 31.0000000000 5.9139758084 0.9341721139 4.3781038706 0.0578829880 3.7958824078 0.0595148263 19.1677935016 -723.8379430565 24.6172254118 6.2750167269 -2.114044 3.025180 4.176344 2.841530 1.242632 -4.122535 -3.970836 1.032125 -2.526957 -3.130450 -2.377876 -1.020773 1.551631 -3.342085 3.489515 2.903509 4.005953 -0.781818 -1.897739 0.053699 -4.262828 0.099173 2.392233 4.067272 2.827950 -5.000000 -4.002664 -1.295089 0.246769 3.384934 0.542493 1.792332 -3.960228 2.335830 -2.710959 1.530735 0.245183 -2.057326 0.083260 -2.203946
