fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.2265160965360957,0.0660068531417676,0.4545454545454545,0.6961697855574164,0.0124423986170296,5.341664251127773e-09,8.028238363967388e-09,2.909304216058436e-06,0.8724112351169249,0.9999999999999964,8.043873307544936e-14,0.9999999999999998,0.1361566744775293,0.085897961975106,0.0457943166217098,0.3791445104785736,0.0505404568205161,0.191893383211879,0.6533496982714533,0.0470368114176311,0.3038799132745914,5.362199771636691e-06,8.54632943813906e-06,1.309056650529442e-05,4.731690589418219e-05,7.0547525598399e-05,7.335837705196497e-05,9.219171317748845e-05,0.0003861772029528,0.5741102877155723,0.6528673651001503,0.7271383520544932,0.7103376614521382,0.5969856275649396,0.754945753945665,0.8155562375232395,0.696934741308901,0.4937223045936171,0.0476190476190476,6.106407542232038e-09,0.034375,0.6412213740458015,0.6687985973755435,0.945392676913386,0.984659582845648,0.0530349214964648,0.8608771214373335,2.7506033502558497e-06,0.0058542542395989,0.0126084149943102,0.2335158122731438,0.5245079801149921,0.0054339703338567,0.5071856924676464,0.5230181495011581,0.0750316634245697,0.1204818707043361,0.0,3.624790486170583e-07,3.125940644440306e-15,4.542668527786447e-07,7.752338618438051e-15,5.198334921553441e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,1,0.0,0.2076004314921932,0.0511263231008107,0.7272727272727273,0.8040472608926443,0.0124423991949218,1.5684742051297419e-10,6.263772526702977e-09,9.317151486528316e-05,0.8710396710485614,0.9999999999999948,5.4354987680672445e-14,0.9999999999999988,0.279381227258006,0.0423334701135275,0.1645386321270071,0.3562324053800438,0.037187994195999,0.2314265335728381,0.6386212539633834,0.0664868157688625,0.2277660841045518,3.618232455364541e-06,4.134344173252836e-06,4.315811294507329e-06,1.0089302458054534e-05,4.130488206280607e-05,3.0972123842111805e-05,2.6402800088673908e-05,7.329244090426675e-05,0.5860881605894006,0.6665224926016099,0.7425254326403694,0.7262780538903324,0.5971670203380343,0.7551748402209127,0.8158031607908521,0.6971428539952043,0.3724346811121939,0.0446428571428571,8.708431497690725e-09,0.096875,0.5053231905569692,0.6768896499793946,0.9527166466876492,0.983503803376052,0.140401385477776,0.8772355602309643,7.076342934060151e-07,0.0019615912564506,0.0043823198095762,0.3464437990652212,0.6017112254382936,0.0035302416150694,0.5082344038108262,0.5805063157510028,0.0414036234623298,0.0784146978295785,0.0,7.363155617975913e-08,0.0,5.963364341119105e-08,0.0,9.293735060559225e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,2,0.0,0.2069917207373082,0.0547385788040742,0.6363636363636364,0.6659195081536935,0.012442393743349,1.5124022771656244e-08,6.972308099556402e-09,4.433190484668582e-07,0.834503218872724,0.9999999999999928,1.4601135098286553e-13,0.9999999999999972,0.134537349259873,0.0473122691834223,0.076451703172634,0.3650688145136064,0.0282700490731531,0.28964082304479,0.6054822542702261,0.0625924636672177,0.2272128390597305,3.2573700699636093e-06,3.7220076750224736e-06,5.7724450427038654e-06,2.4778966135226416e-05,1.693740665575419e-05,1.270037415210548e-05,1.5118643325091893e-05,8.023008374228978e-05,0.5544743439551185,0.6304808985981076,0.7019111434145691,0.6841934306735413,0.5901359594637474,0.7462833801048706,0.8061980698612563,0.6889362114730103,0.4083263211128272,0.0327380952380952,7.1097094323124405e-09,0.1218750000000001,0.6008127726281351,0.6940410318043522,0.95916882405418,0.9894055837037984,0.0770951104905387,0.840327274881742,1.670563166917002e-06,0.001769366567604,0.0033250244828715,0.4081643396524948,0.494246196416222,0.0063309543598125,0.5058394064716271,0.5542345127517014,0.0401769626923922,0.0705693351237521,0.0,2.0821839553599765e-07,0.0,1.5018730216233257e-07,0.0,1.9776515731176425e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,3,0.0,0.2156619212691398,0.0570699420158545,0.7272727272727273,0.36826776231679,0.0124423920068203,1.165576782155325e-08,6.019012525002234e-09,5.82556288261294e-07,0.7472612701181893,0.9999999999999906,3.454822201788517e-13,0.999999999999998,0.1964336743441732,0.0348652715086856,0.137763383735847,0.3932006568658117,0.0312535663628804,0.2880043888631886,0.6110054208857523,0.0410973805586981,0.3143951816606354,4.763782092521219e-06,5.443297239695176e-06,5.682217716275344e-06,3.796278793318906e-05,3.959859373148237e-05,2.969267766362493e-05,2.5312110866100288e-05,0.0001829171634021,0.5908514896222875,0.6719529653943899,0.7486449373137535,0.7326231024754958,0.5959238421731337,0.753602720555334,0.814104819992272,0.6956934656778125,0.3930344842565937,0.0476190476190476,5.13701354335134e-08,0.053125,0.5783149561775516,0.695948339159344,0.962859875046626,0.9852256604214374,0.08838909579132,0.8399756480672429,1.0581798641584156e-06,0.0024567488210583,0.0053477496095517,0.2184074583522772,0.4636149497979709,0.0030175738735988,0.504976685988309,0.5654273796742475,0.0340335770055851,0.0640929264678396,0.0,1.474905867471897e-07,0.0,1.11911058874782e-07,0.0,1.6242029432608881e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,4,0.0,0.2754265836122375,0.1035318450092448,0.5454545454545454,0.422807635146135,0.0124423958383083,1.9107671298696827e-10,6.063652409650662e-09,7.425995133385228e-05,0.7139146861827911,0.9999999999999865,3.733424882197282e-13,0.9999999999999982,0.1361376235926157,0.0535357680207905,0.0696522668255902,0.3791445104785736,0.0342044769062718,0.2607183425515398,0.6533087859261534,0.0510181881472456,0.2860304192889505,4.891438552738121e-06,5.589162865794828e-06,8.048397487215878e-06,4.196072893802498e-05,4.55278637765154e-05,3.413869171709324e-05,3.888945532746443e-05,0.0002421548681914,0.5809216243876644,0.6606323401299388,0.7358882400226182,0.7194044726883468,0.5959044052488913,0.7535781406747484,0.8140785074569971,0.6956716822357049,0.4686601150720025,0.0327380952380952,8.708431497690725e-09,0.0656250000000001,0.5877862595419848,0.7024031918440024,0.960343403331052,0.9905387479520136,0.0730367716753175,0.8356044618211768,1.585202751223929e-06,0.0049011692722209,0.0106659237519521,0.2410969671546638,0.4550124583962015,0.0036202249305221,0.5049946990434409,0.5440540370822372,0.0551609350225253,0.0971836510820939,0.0,2.555087657910981e-07,0.0,2.22821459411866e-07,0.0,2.819510069514132e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,5,0.0,0.3094414171042856,0.117428417760413,0.6363636363636364,0.7085453108727167,0.0124423998756476,3.432355915698453e-09,7.441088650322872e-09,4.49827852973424e-06,0.9021393545984528,0.999999999999992,4.707131113316773e-13,0.9999999999999992,0.2034825017622068,0.0647380659280536,0.0855700998943229,0.3615303409446355,0.0460733325725092,0.198202030127566,0.5925744093280148,0.0549995648768602,0.2462830591927875,5.087491754420623e-06,5.813181477650973e-06,6.068337135688334e-06,2.0725601138888985e-05,4.453394311364891e-05,3.3393408536942134e-05,2.8466872158166578e-05,0.0001050157323448,0.5992125026746656,0.6814850077092371,0.7593864288410027,0.743751639921097,0.5967221801370732,0.7546122965343232,0.8151954520299755,0.6966239674074809,0.4592180565081522,0.0386904761904761,9.637934799615797e-09,0.028125,0.5691632347112849,0.690480854709828,0.9676164216523524,0.9942577148334658,0.1046058786590574,0.878280317238132,9.551456637772498e-07,0.0011784845271859,0.0021701274174255,0.103311123828422,0.5912058751154429,0.0013704395009027,0.508901500825438,0.5754006036933171,0.0505602986719924,0.0873514378558501,0.0,1.014636892134684e-07,0.0,9.081105074920393e-08,0.0,1.372673753242173e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,6,0.0,0.2260753988227915,0.0617201336914712,0.6363636363636364,0.6393770582604842,0.0124423984961666,2.367486946987839e-09,7.930771864128577e-09,7.288131676089937e-06,0.7661924699898928,0.9999999999999892,3.567072634261915e-13,0.999999999999998,0.2880303290087824,0.0498016687183696,0.1483873582200431,0.3720675633406318,0.0282863524463211,0.2944853409677437,0.6385803416180832,0.0665303280828474,0.2276324987645921,4.366490873712144e-06,4.989335628375118e-06,5.208330548853969e-06,1.0393421424045033e-05,3.76437093295842e-05,2.822682377980224e-05,2.406251470501449e-05,5.10801489690949e-05,0.588887870714383,0.669714325363197,0.7461222530732351,0.7300052440935811,0.5960416842609658,0.753751743333359,0.814265807396335,0.6958288950405054,0.3699334869943957,0.0416666666666666,9.637934799615797e-09,0.08125,0.5014204050332881,0.6991682943976019,0.960434287959946,0.9846058022183272,0.1339998499481653,0.834041334654938,6.821496669542654e-07,0.0064380935125737,0.0139580944350678,0.3926972192834996,0.7049981019575673,0.0064939724357094,0.5120834902382622,0.5689165292973507,0.0409010904282461,0.0786818944288156,0.0,1.3999553261231093e-07,0.0,1.002712780026668e-07,0.0,1.2815912568103318e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,7,0.0,0.1778930074305898,0.0342712954133382,0.7272727272727273,0.4428103187021895,0.0124423945357789,1.5456958239852614e-09,6.147859651283387e-09,8.859274271875339e-06,0.6967324503504585,0.9999999999999828,1.3047983023663364e-13,0.9999999999999976,0.1790211655331389,0.0597592668581589,0.0814177489470696,0.4037769784172661,0.0727945611947111,0.1491942922419591,0.655149841464662,0.0725785397267426,0.2173606687558662,7.013804918246351e-06,1.2557306140576031e-05,2.001079134504826e-05,9.811354475576536e-05,7.761805070666014e-05,8.935632200112198e-05,0.0001178584867009,0.0007337909674882,0.5950613846928294,0.6767529966344394,0.7540548373987835,0.7382349519670122,0.5971818113509744,0.7551939794220192,0.8158245733876437,0.6971676024039801,0.4836512402619825,0.0386904761904761,9.637934799615797e-09,0.046875,0.6469465648854963,0.7126180392647823,0.973514014263623,0.9956701183901744,0.012463517420882,0.8369160507811546,3.535130815900941e-06,0.0032044635408609,0.0066416408430545,0.2506534141610897,0.6420174605474044,0.0045720124849508,0.5107511880418527,0.5228751247284272,0.0645848220039068,0.0995345912095707,0.0,5.369703233344513e-07,3.125940644440306e-15,4.5625572043338406e-07,1.1424840469624038e-14,6.244977339735563e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,8,0.0,0.2779930539454208,0.1013601636133334,0.8181818181818182,0.6842680006594772,0.0124423888271582,3.004419997226533e-09,8.978200410740264e-09,6.40563420959703e-06,0.8585854747714392,0.9999999999999948,2.1243078118545326e-13,0.9999999999999988,0.1913851898420682,0.0697168649979483,0.0757208857614281,0.3809039724741945,0.0446060289873974,0.2131692853124351,0.5833895878081211,0.0626142198242101,0.2192908174948152,4.9947328803505925e-06,5.7071912972908544e-06,5.957694770578908e-06,2.0083859353161304e-05,2.894932793992599e-05,2.1707413877563864e-05,1.8504914676601835e-05,7.04055343081727e-05,0.5859321782965253,0.6663446636941869,0.7423250403593353,0.7260716069827962,0.5935664032015224,0.7506215097584339,0.8108842560387777,0.6929398848904587,0.4260501957999174,0.0476190476190476,1.12214776820798e-08,0.0999999999999999,0.5207039864291773,0.7079419949988599,0.9670688470563524,0.9884609105931352,0.0854783132530368,0.8414122373648394,1.4053295148255704e-06,0.0023655544137791,0.0051051190650292,0.2375118957308791,0.4423016748424075,0.0032305854150373,0.5048681355022997,0.5562425058626895,0.0601126906337524,0.0976767263169058,0.0,2.21375774823165e-07,0.0,1.717275498932766e-07,0.0,2.0579333338355482e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,9,0.0,0.2958205005535548,0.1037048248912768,0.5454545454545454,0.7376967874236713,0.0124423989401661,1.4346911886435424e-08,8.437952142893957e-09,7.374510769963967e-07,0.8930380504866884,0.9999999999999928,3.61614060279857e-13,0.9999999999999992,0.2535482273151587,0.0423334701135275,0.1501288348356798,0.3650297153581482,0.0549912776953551,0.1729744446651584,0.5649381200777334,0.0586545992515881,0.2239636897989853,4.121560118345911e-06,4.709467473470522e-06,4.916178252554008e-06,1.3358721599238438e-05,2.300260814042528e-05,1.724831527017852e-05,1.4703667797096527e-05,4.3457568079300974e-05,0.5963969367150972,0.6782750983718493,0.7557692382314851,0.7400025186309248,0.5943229702396363,0.7515782623402674,0.8119178236350945,0.6938225448059324,0.4538263110670318,0.0238095238095237,6.106407542232038e-09,0.1218750000000001,0.5578253234419238,0.6796182905486694,0.9593707609422863,0.9913702169138752,0.1460154669340753,0.8729280043007956,3.952113373203173e-07,0.0012239891613744,0.0026208790095419,0.1117379812925869,0.61051756126841,0.0014941481245129,0.5089033568327646,0.6036337831137002,0.0731795358711502,0.122200491247673,0.0,2.1257142733456435e-08,0.0,1.1112700890258417e-08,0.0,5.260525621942135e-08,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
1,1,10,0.0,0.2211152050456754,0.0596198593161845,0.8181818181818182,0.6356674820884979,0.0124423939116437,1.3221821964727612e-09,8.580450040742684e-09,1.4680294083359356e-05,0.7562990353614579,0.9999999999999926,3.611975642270549e-13,0.9999999999999984,0.1189346745156312,0.0722062645328956,0.0474657699484367,0.3650688145136064,0.0342207802794397,0.2519315192778456,0.6329139817940063,0.0469280306326689,0.2953643436422591,5.3019185927313855e-06,6.058194577415955e-06,9.019883142444763e-06,3.255611312488661e-05,2.7624915006247164e-05,2.071431380436616e-05,2.4972645334251817e-05,0.0001033300571299,0.5874078419863222,0.6680270063296438,0.7442212002769923,0.7280378618753166,0.5929649678881975,0.7498609363262846,0.8100629148502694,0.6922387454765242,0.4761944957601566,0.0327380952380952,7.47952251562183e-09,0.06875,0.6183206106870229,0.7091902754862955,0.975416075087038,0.9967333713676582,0.0691618706808035,0.8376779357707056,1.8877706592508824e-06,0.0052252755594141,0.0104272162439779,0.4502838179660443,0.5567702848194562,0.0099986374624118,0.5062354038686865,0.5394611656631155,0.0614784752803814,0.1054249020374501,0.0,3.4094494926275093e-07,0.0,2.90173118979344e-07,0.0,3.145239579880138e-07,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,False
