fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.4673636595489616,0.1212610950153598,0.0,0.4990514990695248,0.1518702034882323,5.992248434382256e-09,5.028994842026061e-09,0.00058457797973,0.8192880875217222,0.9999999999999872,5.356189972072992e-13,0.7894736842105263,0.3214285714285714,0.2556818181818181,0.40625,0.3793103448275862,0.196969696969697,0.0,0.1794474877628565,0.3176256193213383,0.4217503347619247,0.0,0.1858998798366268,0.3247769403749782,0.4520655129026043,0.3739907398970863,0.2042519141111811,0.359028886138075,0.4674171916921251,0.4219145575287935,0.2150207256304481,0.400162878720468,0.513369662639581,0.5794269007928876,0.0453400503778336,3.113616739072774e-07,0.1095505617977528,0.3499999999999998,0.9487750003165438,0.7203368779522266,0.9255112229103994,0.3927851398660092,0.4938625302960509,0.4275501882924264,0.4106517881421085,0.4451297606645377,0.3260960790752543,0.3670551712969689,0.1531784561838672,0.438960099199823,0.3969365624807717,0.4602331376714383,0.4739973027904874,2.6422192212032042e-08,0.6607121158664165,2.1490907673320364e-08,0.5704345075683551,7.266629669759831e-09,0.6349761243282628,1e-12,1e-12,1e-12,1e-12,0.1559966981194595,1e-12,False
1,1,1,0.0,0.4205285239385617,0.0506795861894409,0.0,0.6523193180358609,0.1518701978338977,1.3855070405140451e-09,6.5276414487117395e-09,0.0037864697188111,0.8586957556398047,0.9999999999999796,2.2858958361571913e-13,0.5789473684210527,0.25,0.2291666666666666,0.34375,0.2413793103448276,0.25,0.0,0.1829789921852955,0.0766719920438457,0.2599332332468528,0.0,0.1874810089845319,0.0672555353886176,0.2172760602621631,0.8508336139429431,0.2841604141165165,0.298178986670485,0.456750372715947,0.8367565202483165,0.2858023853961942,0.3129243132611342,0.4472486709499757,0.7161197423939138,0.0201511335012593,1.5397828513081599e-07,0.0533707865168539,0.6499999999999999,0.7711909264991479,0.6518577175252012,0.8717286622354998,0.565951041063609,0.3903184827974258,0.1200366539767064,0.213464829023859,0.2315571641247316,0.1853437218768953,0.4406871425156944,0.1024670229959902,0.5107860355603493,0.6850537625013586,0.6053455080539647,0.5949165935256132,2.498377796357462e-08,0.1068149834972259,1.3673532614671638e-08,0.1772668152515639,4.171374831026898e-09,0.1525797670557378,1e-12,1e-12,1e-12,1e-12,0.0840775942134516,1e-12,False
1,1,2,0.0,0.4425151155226824,0.0671537914923752,0.3333333333333333,0.6335489350829622,0.1518701970225178,2.099040105241204e-08,4.989121223555987e-09,7.09249526423954e-05,0.9157147640485488,0.9999999999999872,1.814133645721219e-12,0.7368421052631579,0.2857142857142857,0.2624999999999999,0.5,0.2413793103448276,0.3636363636363636,0.0,0.1971952909868191,0.2935183861879527,0.307273561934849,0.0,0.2014601365848954,0.2788690395971783,0.3578281001534314,0.5209861630098569,0.2434289761395067,0.3717033043182268,0.4018167773083664,0.534083476774424,0.2470590118735712,0.3840711809989543,0.4599446744499453,0.5634237832008941,0.0327455919395465,1.5397828513081599e-07,0.0870786516853932,0.5000000000000002,0.8995091300477569,0.8299416337779548,0.8879190567528692,0.3445699267270569,0.5077673387866588,0.2558227087638069,0.2252560040382203,0.2475087432111289,0.3263196845898796,0.4264344958882899,0.2751211569081969,0.4971563579177382,0.3909918824545657,0.8126359515302264,0.778247229115581,1.6504388380949244e-08,0.3932029059786619,1.9718610583898927e-08,0.4591944096369977,5.190284869449932e-09,0.4729598299446125,1e-12,1e-12,1e-12,1e-12,0.0911342191862155,1e-12,False
1,1,3,0.0,0.4298277084330214,0.0718427498128546,0.0,0.2787825086663331,0.1518701961317755,7.745380027973182e-09,2.6139960360369413e-09,0.0001821625288751,0.8037446979730563,0.9999999999999788,1.541829631057244e-12,0.7368421052631579,0.2142857142857143,0.3281249999999999,0.625,0.4482758620689655,0.2597402597402597,0.0,0.1993714722248355,0.2312866222536376,0.3241181463960609,0.0,0.2018426701925955,0.2137233332345227,0.3498344586943361,0.6098258910399066,0.2587599709174465,0.3402760453715941,0.4380763310852932,0.6026584595474576,0.2582507113003491,0.3470343262046362,0.4709762200838601,0.6668732365394514,0.0176322418136019,2.111549447505208e-07,0.0786516853932584,0.6000000000000001,0.9513730916997212,0.7215023278811858,0.8903366951303735,0.5100114993852323,0.3373190725862367,0.2644953534301623,0.3913413887824912,0.4097820851716811,0.3104309938484987,0.4068518396715262,0.2235424591501075,0.4522153663175974,0.5996774740861806,0.4031953608306093,0.4337064825397285,1.1413322188442883e-08,0.3977427959196469,6.7827441049323115e-09,0.3063387782018075,3.068633882495762e-09,0.3837160856010078,1e-12,1e-12,1e-12,1e-12,0.0800362289772221,1e-12,False
1,1,4,0.0,0.5927577010460581,0.2164995970961256,0.3333333333333333,0.5780147188792326,0.1518701996401095,1.26167182467616e-09,4.2845887392100605e-09,0.0028054952849193,0.923028455637968,0.9999999999999784,2.7489576760064307e-12,0.631578947368421,0.2142857142857143,0.2812499999999999,0.5,0.3103448275862069,0.2909090909090909,0.0,0.0913006222025306,0.2451268490043429,0.3458278929066782,0.0,0.0941092815095462,0.2484219508593341,0.3712867801858571,0.6203147534792197,0.1732672596641995,0.3551446490191182,0.4575394818992923,0.6359171711982492,0.1788555940316161,0.3838635817531152,0.495349456891967,0.7277441038479804,0.0151133501259446,9.763308296123705e-08,0.0814606741573034,0.4499999999999999,0.8835288038786158,0.7689984695356724,0.9514166773667329,0.3628838660258369,0.5918982976914043,0.2525681600252437,0.3165184181067983,0.3616107951683176,0.3183462042851254,0.4598646070880611,0.2271465197743248,0.5143928458490783,0.5857039775898569,0.4571305614306877,0.4973366597621288,1.0723159832030758e-08,0.2885611332477439,6.897250287142433e-09,0.296735490549879,4.906107548282553e-09,0.3730495512008593,1e-12,1e-12,1e-12,1e-12,0.3136328720642475,1e-12,False
1,1,5,0.0,0.5113968203748277,0.1246655237233859,0.6666666666666667,0.671304829593331,0.1518701986993097,7.73950762857402e-09,5.456709255076586e-09,0.0004654276566671,0.9282178716639656,0.9999999999999842,2.1929066965821627e-12,0.6842105263157895,0.2142857142857143,0.3046874999999999,0.34375,0.2758620689655172,0.2222222222222222,0.0,0.0401276557882199,0.1435702489973747,0.1706640990187668,0.0,0.041821855515127,0.1779838487914044,0.2393389109463591,0.71276440268278,0.1542261418910395,0.2995220883369615,0.3525554620627535,0.7325213790773837,0.162393455891547,0.3565124006953417,0.4280521373978656,0.8270395136884483,0.0327455919395465,6.128709770026696e-08,0.0702247191011236,0.55,0.8384179639648328,0.7044597085255755,0.914425973622942,0.4947358725256112,0.5854293503934082,0.2393700061323196,0.1913391794172314,0.213159296656304,0.4072158587129089,0.2917575372443708,0.2986205577816289,0.3448398797632681,0.5770869788910111,0.5828693494701969,0.6219406279018017,1.4162947248173893e-08,0.1747732124506246,9.613379954184309e-09,0.2540120424495613,5.424410671595077e-09,0.2997271114683622,1e-12,1e-12,1e-12,1e-12,0.02890292698124,1e-12,False
1,1,6,0.0,0.4248847143741864,0.0623096756941121,0.0,0.4463591500852351,0.1518701977506953,4.1878354314090865e-09,3.8088142445015194e-09,0.0006686761065149,0.6715855089177045,0.9999999999999704,1.5894293361659857e-12,0.7894736842105263,0.1071428571428571,0.5624999999999999,0.3125,0.2068965517241379,0.2597402597402597,0.0,0.1080096009965453,0.0841774392706885,0.1546989085928312,0.0,0.1111582374196064,0.0619381306138702,0.1445713818641384,0.7075251666284166,0.2043734883468466,0.2499363930565894,0.3391784796982461,0.7124736919887749,0.2085722109642866,0.263502752903616,0.3554946448145712,0.7277441038479804,0.0327455919395465,9.161866655183557e-08,0.0898876404494382,0.4,0.8998670784417844,0.8219781205075329,0.9403076006630278,0.3528308661929546,0.4560848725176383,0.1565641352577129,0.282134014207553,0.316231130736647,0.1723385129592108,0.4564117502252117,0.0832343831478698,0.4995790673090194,0.6549069553869893,0.5633564581305524,0.4800687592290636,1.086679838766286e-08,0.1693640621853842,1.1714934869360027e-08,0.1709763516404673,3.77414991819162e-09,0.2922285885073397,1e-12,1e-12,1e-12,1e-12,0.1802391571038774,1e-12,False
1,1,7,0.0,0.3077190384966597,0.0120817744590908,0.3333333333333333,0.1129582378433151,0.1518701944378113,6.33670223146052e-10,1.6270271587186175e-09,0.0024861455684478,0.6283328783989255,0.9999999999999292,7.650519080011285e-13,0.7368421052631579,0.25,0.2916666666666666,0.59375,0.2758620689655172,0.3838383838383838,0.0,0.2276849521569232,0.1908294995391772,0.4034905695872463,0.0,0.2263079146201568,0.1696457134848965,0.4242906252530176,0.6546571757060293,0.2878245297545179,0.319328661374303,0.5094041544170891,0.6196892367133287,0.2804158971988377,0.316175650729106,0.5312502678599023,0.5889405878129121,0.0302267002518891,9.763308296123705e-08,0.0870786516853932,0.5000000000000002,0.9119594009650004,0.7668923092798483,0.8843368914107927,0.3293358668447632,0.2680034090559746,0.2246594552709477,0.3483410270848979,0.371405942135091,0.1956158178269394,0.3697652506501837,0.1045369997698066,0.4290193449848898,0.5397621994130444,0.5995600168008559,0.5869514257394867,1.093567649030858e-08,0.3465587434938481,1.1938205896967904e-08,0.3699323028398525,1.6574940018207536e-09,0.3239504257842018,1e-12,1e-12,1e-12,1e-12,0.0333856895553272,1e-12,False
1,1,8,0.0,0.5186391372338678,0.1638693350356508,0.3333333333333333,0.4481309897651491,0.1518701930659465,4.270965682540959e-09,5.4967795029717104e-09,0.0009574197768017,0.8095262475275926,0.9999999999999888,1.7643079498855544e-12,0.7894736842105263,0.1785714285714285,0.4017857142857142,0.46875,0.2758620689655172,0.303030303030303,0.0,0.2332422855960801,0.210353911382929,0.3045239440070069,0.0,0.2351006960753906,0.2202143310813023,0.3612000830286596,0.5311092373214794,0.275809327844446,0.2986216851287028,0.4021869708264904,0.5243537132425986,0.2742151047610924,0.3310349198524326,0.4602329681053995,0.5794269007928876,0.0377833753148614,1.6798272182387752e-07,0.0674157303370787,0.4,0.9004738190271229,0.7722387357440081,0.8596966664746228,0.4181623278870987,0.4774370586676386,0.3020020980480423,0.1344806031922729,0.1253480844170198,0.3176540132804264,0.4426399296141944,0.2503320674661417,0.5048760688704726,0.5272382171548233,0.6118512027614551,0.6264837813743612,1.3326263104124009e-08,0.3669704291187045,1.3654020307730894e-08,0.3758538220275798,5.805293246959924e-09,0.4705554974105446,1e-12,1e-12,1e-12,1e-12,0.0730598580658868,1e-12,False
1,1,9,0.0,0.4845601971912406,0.0885778196516029,0.0,0.7270275894942813,0.1518701981880393,1.1600575492980512e-08,7.967963920918778e-09,0.0004334029936381,0.8500713642695272,0.9999999999999888,1.8970334446716188e-12,0.631578947368421,0.1785714285714285,0.3214285714285714,0.3125,0.2413793103448276,0.2272727272727273,0.0,0.146503683262711,0.1896749535022586,0.2031627404590189,0.0,0.1524085751426094,0.2067074098873535,0.2273959417713159,0.7533067004753833,0.2418051572011202,0.3491395933780249,0.3889445584246458,0.7664464297714164,0.2492482678368883,0.3872137266479072,0.4308321085095211,0.5078724987558472,0.0176322418136019,1.7796923118630668e-07,0.0898876404494382,0.2499999999999999,0.8379715829598411,0.7360599496059761,0.9408752227157222,0.467898226349195,0.6158692387896589,0.1334285840572333,0.1052832810812915,0.1214844471364426,0.2572754891840753,0.4926071552829046,0.1908427854201266,0.551639417903362,0.6780636032879794,0.6372744318841412,0.6451998108391629,1.160321502908061e-08,0.1814013315385078,6.558271765987669e-09,0.1896450272506394,6.160539873594165e-09,0.2646356952764608,1e-12,1e-12,1e-12,1e-12,0.0573988512213775,1e-12,False
