fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
16,1,0,1,8,1.9550378616485444,1,2.2049317085648314,0.9837182826675983,1.9475622161274646,0.7687743120030212,2.1056472575274046,0.831176281980577,3.7929985856873203,-89.58037894050604,7.358900383194766,2.4015009060900274
16,1,0,2,16,1.9749264702271727,2,2.167406450945809,0.9655586322262799,2.20907843252144,0.5313417686633513,2.1983265506128244,0.5052680013522168,4.8800275210313835,-74.8727322281451,5.131521576003148,1.6784822318562436
16,1,0,3,24,1.8910695688655736,3,2.133866409783358,0.9476828313397052,1.7832076848154363,-0.21617498884601966,1.9332388440545034,-0.39415778977200155,3.179829647184828,-83.61894274110328,7.101975373837442,2.400387100001824
16,1,0,4,32,1.969776509015931,4,2.1635847721307675,0.9499691045141395,2.4530590795545177,-0.6055706645429222,2.8496089451680415,-0.7954157876112923,6.017498847784857,-82.2657222050172,6.387528651455272,2.207899496569678
16,1,0,5,40,1.88999605079187,5,2.1010830247307473,0.9169811751378345,1.7994691813641173,-0.32628528360721504,1.9211501639802444,-0.4133902074166942,3.238089334679246,-80.87026444537551,7.233940609572035,2.4911299358694325
16,1,0,6,48,1.7850543590181123,6,2.0540972470689405,0.8969652652848575,1.6738769928035275,0.37320497442013806,1.5150516663837033,0.4291686814084101,2.80186418703698,-71.37887691520156,6.034013384188775,1.9375589940557914
16,1,0,7,56,1.772496651780089,7,2.042292646363011,0.8919803505680461,2.0723372166431657,0.4791212985222912,1.962143156080383,0.5219333137355042,4.294581539484343,-77.66747055560992,7.021225398678567,2.3787118378766694
16,1,0,8,64,1.7226041776243157,8,1.9958132631964765,0.8721309108515933,1.9012883008948906,0.2092149837959818,1.7368399456919121,0.23352581892894703,3.61489720311978,-69.96354551608215,6.494495447740098,2.1625671597827507
16,1,0,9,72,1.8511056276234366,9,2.012942867627879,0.8718681128813708,2.7011183996378088,0.6560204334178703,2.5060183536718137,0.6647644925292425,7.296040608861917,-68.21533138602501,5.372382386155382,1.830995238997825
16,1,0,10,80,1.7185918194709484,10,1.9505544636247198,0.8450193635800062,1.5373698054817508,0.32151908743360014,1.3618485491261965,0.21969027991931891,2.363505918806996,-73.64790844137522,7.515737426733559,2.520409456687055
16,1,0,11,88,1.6314192755357606,11,1.931665659082932,0.8311756357228631,1.7142353427582333,0.18288304580849918,1.8400366899520413,0.023708640913132118,2.938602810361438,-68.24459371387124,6.926979775046688,2.328708471076974
16,1,0,12,96,1.753762842329627,12,1.932278720213392,0.8205127478485548,2.7040426069271772,-0.5630019631897771,2.6518572488720027,-0.6238078397972429,7.311846420077526,-68.04987777920603,7.289710348619682,2.275401883314883
16,1,0,13,104,2.1119215588618157,13,1.942669736218832,0.8227643407507312,3.6075222197439247,-0.8310876080299954,2.8447370189914634,-0.7479182230371016,13.014216565946136,-72.32453959088835,6.314425599965995,2.145327162976431
16,1,0,14,112,2.466516847527761,14,1.9213794787811902,0.8140742401704095,3.363781141469492,-0.4701561339249073,2.282902004026308,-0.2241552611306104,11.315023567705799,-79.01607612756521,6.656095529755062,2.1957056655983216
16,1,0,15,120,2.3939227660197155,15,1.886272000584516,0.7909175383897562,1.8907689963056395,-0.11321561854682707,1.139622647295425,0.08893722646144073,3.5750073973906353,-74.07056966031165,5.992031905685555,2.049633408402876
16,1,0,16,128,2.161171155603793,16,1.8180295368837875,0.761561429205883,1.3144851277685907,-0.2231057046537384,1.0750060333784428,-0.18944379867679967,1.7278711511248082,-72.05577313482696,6.521669722710832,2.221408734130299
