fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
18,1,0,1,8,1.8921781723041644,1,2.1241654260790246,0.9465706052144227,1.6874650815955416,0.38731603523458447,1.8244378494362614,0.4187547594806665,2.847538401604248,-89.02345159078611,8.057221866710751,2.4881733963490484
18,1,0,2,16,1.8738635062802944,2,2.0558475447487763,0.9134379863364697,2.0511152711837997,0.8688915520721817,2.0658310488736316,0.8711544456598105,4.207073855683392,-73.01902656426412,5.8328886536972755,1.8071127262599351
18,1,0,3,24,2.0137226839791804,3,2.044044570375788,0.9049251937453281,2.7014116805065287,0.5779180233914893,2.454873146780376,0.5362078647378212,7.297625067577107,-82.25236113757697,6.757394337231652,2.2993873429891556
18,1,0,4,32,2.1381125745467062,4,1.9904143671817447,0.8767620589397147,2.6055543426047203,0.5587227260051286,2.3506121764956345,0.5403282155011793,6.788913432266315,-76.17361736685089,5.761254282182437,1.8526574901365436
18,1,0,5,40,2.070730708319292,5,1.9145113706691723,0.8434852931048639,1.8736714022556984,0.00364035792418691,1.5077891899784281,-0.1319992458580288,3.510644523630835,-83.87681765696769,7.641604708668465,2.5662626119931784
18,1,0,6,48,1.9791276390174042,6,1.8332135274545596,0.8074603615585317,1.7684300482271147,0.23761267556240845,1.411147060103152,0.11556111218075431,3.127344835472555,-70.87506216452365,6.329654479115244,2.083193748141614
18,1,0,7,56,1.7472499747202312,7,1.7055386997162685,0.7502474763941623,1.136767842980461,-0.05855983852335751,1.0975651046072843,-0.17277835047359205,1.2922411288344502,-69.87906188240461,7.753275136490162,2.4595589935347495
18,1,0,8,64,1.591184635870704,8,1.6235547497402085,0.7137884585787926,1.3838749252766065,-0.1174306195848264,1.0183969787820393,-0.15200829382159564,1.9151098088093335,-58.07747878117542,7.004761620140929,2.2977811217829416
18,1,0,9,72,1.5587168944562737,9,1.5405473317284857,0.6798026611557753,1.9644490090986704,0.190543162064516,1.3319323015302473,0.045349647594225495,3.859059909348748,-54.025654466659645,6.506363810232,2.135085210053994
18,1,0,10,80,1.5852861091235881,10,1.4954524655714938,0.6563785022957365,2.263040814909228,-0.29151839624168013,1.5760671762070613,-0.280251853387442,5.121353729945021,-52.12218273360751,6.826599112675238,2.2520816361926013
18,1,0,11,88,1.5256578108448027,11,1.429926539321838,0.6250675976102738,1.8233939126066439,0.00045020079904809494,1.1880029081350636,-0.06750645870067352,3.324765360530965,-49.96743781489022,7.1449341400863995,2.387939912191489
18,1,0,12,96,1.433384267866988,12,1.375337327133505,0.60239658569417,1.632002155682308,-0.36082856751322606,1.0147385979996635,-0.27316149644886356,2.663431036151701,-44.736439023398546,7.252369204587355,2.4296105364577607
18,1,0,13,104,1.2300705197969055,13,1.2886065530714568,0.5618097707538815,0.911109576736745,-0.14854957166876992,0.5169692782224214,-0.08759450577154708,0.8301206608214104,-44.291941277725506,9.21265358515854,3.020461577088603
18,1,0,14,112,1.035363537118076,14,1.2005912149465303,0.5222268819734734,0.7570921355752304,-0.028736696480386497,0.3127575709241789,-0.010349506389360828,0.573188501749863,-30.305935718330563,8.867786034833335,2.8615330383626585
18,1,0,15,120,0.8819926980677765,15,1.140494481688835,0.49455672317221167,0.8525548141290319,-0.2468719942377462,0.5103434456023125,-0.14256918883068073,0.7268497110945882,-18.15032975724263,7.901391377607794,2.5169804269843183
18,1,0,16,128,0.7916652328051796,16,1.1189899838294608,0.48135065835910157,1.2686264594661951,0.45930562166279937,0.9875626740314394,0.31765879661204666,1.6094130936577336,-6.974462730709462,6.426009344328516,2.1818885193584503
18,1,0,17,136,0.7717593102946081,17,1.0943053648685916,0.4686352956170074,1.92584878765479,0.7372897046136055,1.121837680038297,0.40893390504969584,3.708893552911425,-5.749004369571232,6.962012721146523,2.3854925111860066
18,1,0,18,144,0.6504330497881646,18,1.0314600221580101,0.4397388829378504,0.7673153564327684,0.13166156967111106,0.44984796494050744,-0.036801842064696264,0.5887728562175464,-0.9843091276432752,8.994670882931752,2.986791738130123
18,1,0,19,152,0.6276786783903149,19,0.9957346669367558,0.4233865279931758,1.845115059628778,0.6180839375911508,0.8826024827512953,0.28302158819401635,3.404449583268909,4.598954271678904,7.869765185393504,2.65174002733624
