fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
14,1,0,1,8,1.9662355094824204,1,2.1723329995504255,0.9674403904288031,1.9930162179612447,0.19545285143117944,2.154790793745341,0.2113179015201426,3.9721136450565435,-88.30161693301815,7.46914842882676,2.402108054232195
14,1,0,2,16,1.9265844103933754,2,2.093034040423755,0.9293212920298085,1.9663885989233936,0.3580703837813306,1.9779924006410468,0.35916574963666387,3.8666841219759065,-74.59372134462139,5.774981876352028,1.815077816415772
14,1,0,3,24,1.8791850951618947,3,2.0311671774603894,0.8986031493522086,1.9302691421366198,0.05366464004608573,1.9651661837732346,0.003829535376899651,3.725938961084842,-90.91146998941463,8.690474246452172,2.862604828856946
14,1,0,4,32,1.8737930619564704,4,1.9918820737773664,0.8790065176358242,2.1056547080392187,-0.5479581926544761,1.9152233816368327,-0.49794963587114366,4.433781749487727,-75.50418994223159,6.552678182430561,2.2011027347143126
14,1,0,5,40,1.8905135894243468,5,1.9370817908700035,0.8538019682003627,2.1992269597172966,-0.1753763314441837,1.7891930774280198,-0.0694064168511486,4.8365992203473835,-81.64595642697867,7.676342954340414,2.5675794778354644
14,1,0,6,48,1.9360500276984947,6,1.871139884407549,0.8241461247648221,2.317950756087735,-0.6189423299614525,1.7989182071401986,-0.4158116587029861,5.372895707647701,-67.17837748453915,5.514489327308514,1.785412755301236
14,1,0,7,56,1.6595260005652053,7,1.7263942859931867,0.7630826360851442,0.9019488027260508,-0.322336403257075,0.4646090873259025,-0.17926052486784674,0.8135116427389565,-68.84198350351608,7.629040685095612,2.4259943762701597
14,1,0,8,64,1.52722704993268,8,1.647077182492823,0.7269647232489709,1.4673296997892904,-0.48572049134112244,1.060583075752467,-0.33411066796765215,2.153056447883729,-56.8098420810924,6.8968741625137335,2.273607578303729
14,1,0,9,72,1.3309217751467193,9,1.5353389187571822,0.6802430667973114,1.033552570186083,-0.30402917653827144,0.7037921641127444,-0.16104777933163067,1.0682309153382583,-51.27793880074996,7.245343644259119,2.416484478778443
14,1,0,10,80,1.1418563511663467,10,1.440839240363037,0.6372046423197728,0.9091224387219697,-0.12239050192668577,0.5757698595761621,-0.04225277969001451,0.8265036085877817,-46.93024370571844,8.891993470830874,2.777264118220903
14,1,0,11,88,1.0230972898965445,11,1.3720444066081565,0.6048842358940704,1.2544952529764686,-0.04029110474446355,0.8830394930414811,-0.012751227271997073,1.573758339740494,-35.53558985005322,7.800748950812237,2.59147544249784
14,1,0,12,96,0.9136271189636999,12,1.2926246433587283,0.5672051767192083,1.2278606364723494,0.23040464830438045,0.8806658786815491,0.12231361426105983,1.5076417425982833,-30.39294865777734,9.144070938146964,2.9316247015507164
14,1,0,13,104,0.7821942315642414,13,1.1947328191564015,0.525081015525513,0.8923854496518873,-0.022719426394139885,0.5410873565331038,-0.026538022579496057,0.796351790750401,-23.181713886531472,9.350967964607971,3.063393350275724
14,1,0,14,112,0.6799890391468811,14,1.1215136305383984,0.491595156211735,1.0140978110306893,-0.07547243791409933,0.5872781631794568,-0.028702215084104817,1.0283943703372356,-12.379117583787679,9.290995098159721,3.030800625452506
14,1,0,15,120,0.6215762353751412,15,1.0485575474990738,0.46175646038360474,1.4136897784268456,-0.08563901987332484,0.7771273559405105,-0.03724503657443031,1.9985187896285437,2.019476715842206,6.99834590320447,2.24487297795407
14,1,0,16,128,0.5740258486158939,16,1.0016437593140923,0.44132070059417894,1.4951387360560748,-0.3343019933068541,0.7199490761761154,-0.14791051591279128,2.2354398400553563,10.159162814923462,6.2901689189516725,2.1087579435589365
14,1,0,17,136,0.6336666439514811,17,0.9922214973965339,0.43696856460794853,2.9152284546102165,0.2694944043125313,1.275383993236936,0.10106111119677663,8.49855694256907,5.287354877715007,6.549499198251733,2.1297626729397683
14,1,0,18,144,0.5810807998832286,18,0.9237690625698988,0.4049490738008699,1.4390374849517946,-0.002978725452772513,0.483043867897858,-0.013690323260792236,2.070828883096387,8.954333936300587,8.529266436989985,2.8021216994897324
14,1,0,19,152,0.6134312099566921,19,0.9084492605446536,0.39515696006649986,2.559711832313575,-0.20320425417122406,1.2005110011688196,-0.11476734421739776,6.55212466448612,10.326483039404035,7.079724037554225,2.3191104597492496
14,1,0,20,160,0.5734348905970134,20,0.8715921907657505,0.37849736892669383,1.5919195874057634,0.26028975603901616,0.6105905460233516,0.08755008131046083,2.534207972766137,18.90994043235374,5.968670179466277,1.9779332413754123
14,1,0,21,168,0.5128942960026083,21,0.8340152873902126,0.3615665129075375,1.2405365513447488,0.3981699988036109,0.42086921382113895,0.1399534965697733,1.5389309352223224,25.444693756701486,6.152700469185617,2.030768555400607
14,1,0,22,176,0.4652313431214906,22,0.8027695244730211,0.34682191252979344,1.352273671215977,-0.08361183816975151,0.5235306766628547,-0.04832181497284208,1.828644081863936,25.519003556086687,8.574080250864116,2.8236170126525044
14,1,0,23,184,0.42370148960986137,23,0.7518623683283073,0.3249116528598336,1.3843420639702815,-0.3438654081735159,0.5166341205466908,-0.12427840394981063,1.9164029500774993,34.71201540613076,7.888668682481908,2.5883772791185713
14,1,0,24,192,0.38996864515257545,24,0.7253073906857627,0.3125472669564136,1.4682487677192275,0.08757169834012253,0.5551224147713799,0.029589061010418534,2.1557544439090304,39.49805746614199,8.05114513748004,2.6788556363567055
14,1,0,25,200,0.31774734692172685,25,0.6820613138513656,0.29454026929380867,0.4985074383148899,-0.010964686298249426,0.18764123299716665,0.0007684440913112257,0.24850966605527375,52.700253382520444,6.57281350941535,2.1158896692886544
14,1,0,26,208,0.2994590033905096,26,0.6626558669406744,0.2841955105633416,1.656740638954231,-0.023646588061275793,0.6982273441626388,0.01577978392892444,2.7447895447624737,55.884151852103145,7.0384094080013835,2.2868636277062064
14,1,0,27,216,0.2664347030822411,27,0.6198405450215488,0.266519368265293,1.198564833505224,-0.10762435585441854,0.4086068354973722,-0.007240275753098152,1.436557660115405,63.19313291623036,7.220163618418875,2.2913259962288897
14,1,0,28,224,0.25121358333575566,28,0.5785527881383822,0.2508489551449924,1.6603486740574527,-0.1664138941411132,0.40464685775393877,-0.009088891697117397,2.756757719444341,67.15242380647705,7.797654941870216,2.544338329449494
14,1,0,29,232,0.23794157894034784,29,0.5574388370516974,0.2412597643889362,1.696539676119235,-0.02886764717832535,0.37463816913717307,0.020775218915231642,2.8782468726467596,73.63848936482114,6.6176424151390005,2.1948437935301444
14,1,0,30,240,0.21496123522109728,30,0.5397950952851012,0.23318940189937987,1.3201803810358477,0.461016325424591,0.38788609441779587,0.11075789464526231,1.742876238471956,76.20755103851815,7.758994165357236,2.668578386273551
