fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
22,1,0,1,8,1.8499017860079094,1,2.113480794819799,0.9434058818550964,1.5076299518279117,-0.2754382043753092,1.6300053714047036,-0.2977957237301342,2.2729480716486314,-93.26478990850654,8.611561901129638,2.785177389422638
22,1,0,2,16,1.9422369352057243,2,2.117336002241616,0.9417479581271417,2.5161738993919536,-0.3064190995301609,2.456106574132745,-0.26488393752632045,6.33113109198131,-78.47286443931803,5.971835393410059,2.029930949451672
22,1,0,3,24,1.9571019166844434,3,2.028895600409965,0.9006535310347612,2.189203921599024,-0.5309327019392,1.9515025400422668,-0.4679977030114312,4.792613810344546,-80.91318838713673,7.149345005433834,2.3718350223773887
22,1,0,4,32,1.9670819990674109,4,1.9741013982915865,0.8728796663336228,2.1690052904713024,-0.6237995334753504,1.9513119832117007,-0.5463501762277073,4.704583950092499,-74.82419601674005,6.209892655047975,2.0778345295267098
22,1,0,5,40,1.8588120944299542,5,1.878051739020082,0.8291011583151263,1.6779539911907104,-0.2904169888463174,1.4523929778347566,-0.2217107079744554,2.815529596552835,-75.00792340812131,7.249993196648929,2.4190097668807358
22,1,0,6,48,1.6709576682602814,6,1.8034174642503915,0.7955167101342282,1.28059991649509,-0.021602167056151055,1.074295462270708,0.040912345332213884,1.6399361461272317,-66.79069462710824,6.869859469436892,2.2723698878003784
22,1,0,7,56,1.5290938481207375,7,1.6945661455894534,0.746522219279678,1.422416474703052,0.017535716533540757,1.1804722043556524,0.05406531602784339,2.0232686275066585,-59.13713209782845,6.93744355209464,2.2025385624604294
22,1,0,8,64,1.3475303695629586,8,1.6098545525372423,0.7085027322079307,1.1225322227526902,0.12940615480909284,0.8477351994328535,0.09177618894084119,1.2600785911180952,-51.67767245844508,7.1074323547958285,2.3343364760566643
22,1,0,9,72,1.3403058117919522,9,1.5405626253563045,0.6787318350918743,2.0857398155444957,0.03008704743435562,1.5247303535182442,0.027357416519127663,4.350310578147587,-44.46011927940292,5.893079046590338,1.9539082849530094
22,1,0,10,80,1.1815939255697752,10,1.4555413345932087,0.6407023703532773,1.1254629942677694,-0.2319075059013052,0.8251730198402998,-0.15659052340999824,1.266666951466173,-47.48474580526357,8.466014973942231,2.649436920858263
22,1,0,11,88,0.9859865420221314,11,1.3726233628876061,0.6047734640737346,0.6881859076364285,-0.1607674004164291,0.6497170275968376,-0.07695634692673828,0.47359984346937484,-38.67258259203211,8.58489902103399,2.8301124847614183
22,1,0,12,96,0.8160826974269826,12,1.2765906957880775,0.5608099895535893,0.6233216312175838,0.2537255309019998,0.3607875166767488,0.13717890893775356,0.38852985594374956,-26.127480024485724,9.380978698143235,2.9662095815539176
22,1,0,13,104,0.7401575042482985,13,1.2028503689412253,0.5298782471801494,1.351336868186641,0.17319169980558008,0.7192018430100505,0.03906173818239771,1.8261113313204793,-18.74477064324275,8.676331183309946,2.908318804236628
22,1,0,14,112,0.6705118778428995,14,1.1296627119953346,0.4972120666813633,1.3420339458855546,0.43509545344279765,0.6681209048502602,0.1752884745442721,1.8010551119091516,-9.609056511482585,8.54217783587827,2.7633553055412583
22,1,0,15,120,0.6243383080659597,15,1.064851903869875,0.46961935639886365,1.5606793233945722,0.40894301580893827,0.752593436872716,0.13720190252355619,2.4357199504713396,0.14812649417107338,7.258265677546983,2.2533894657540414
22,1,0,16,128,0.581756247960737,16,1.0219040174003124,0.4500170042248331,1.566315630834107,0.46971836869384836,0.7585290061972407,0.17287146015243196,2.453344655395247,9.227006647519872,6.093577600032599,2.0418837068961775
