fid,iid,rep,iteration,evaluations,sigma,t,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,ps_squared,loglikelihood,mhl_norm,mhl_mean
13,1,0,1,8,1.90215965380133,1,2.1183976526253177,0.9452590830311497,1.7293378111812372,-0.27639507718259354,1.8697094189333436,-0.2988302665990482,2.9906092651811127,-95.84243859118048,8.791734075726067,2.8103772083784664
13,1,0,2,16,1.77140710891333,2,2.0106622974107258,0.895618273367573,1.5617405553368626,-0.027914067651153247,1.5017500064321572,-0.015621397003420823,2.439033562183892,-69.56841880333616,5.901065140536406,1.8800986970113314
13,1,0,3,24,1.8797021378733085,3,1.9906184061110879,0.8837893459769143,2.6007850594137087,0.18017336174802248,2.408247462210573,0.1291097049781981,6.764082925269569,-77.59443683666203,6.706148816628992,2.2121122885479596
13,1,0,4,32,1.8098994376044517,4,1.9232286424979608,0.8531556009908503,1.8273508948007078,0.25734779266593455,1.5680198288700125,0.2000191584950318,3.3392112927289475,-69.72514212565203,6.048571872984412,2.1120293680723967
13,1,0,5,40,1.9309534913752917,5,1.9091154325755673,0.8413275973666654,2.6437899206103816,0.638025770989399,2.329063142456798,0.5200227631753986,6.989625144321048,-75.14719970532701,6.655870315228848,2.146280563183277
13,1,0,6,48,1.7730387971083832,6,1.8164361817113954,0.799941331896077,1.4494967203274505,0.450016572693657,0.950328205476013,0.2854420339471916,2.1010407422400355,-64.4179761580526,6.026594134834112,2.0005819325920453
13,1,0,7,56,1.6054124985116216,7,1.7014488853623042,0.7466852482963025,1.3381135984434818,0.25427420649451704,1.0500738932702909,0.161954273694974,1.7905480023393638,-64.21153200941271,7.587572571940587,2.3833107944493284
13,1,0,8,64,1.4486313045345216,8,1.625155073695384,0.7113477569196938,1.310677052448862,0.07826213107061941,0.9511018739289065,0.026849742596352134,1.717874335816037,-51.81651492420423,6.631353505569928,2.167520678912764
13,1,0,9,72,1.212180221185161,9,1.5210196212952394,0.6665260076702355,0.7102973293567604,0.04476839146343895,0.4715751277641304,-0.0024476455992119006,0.5045222960913461,-41.66703058906531,6.457732612395106,2.1874187460850893
13,1,0,10,80,1.0483392136384397,10,1.4439448822197116,0.6316426816408173,0.9728164769543779,-0.33019087294862715,0.666662739365717,-0.24317682659612166,0.9463718978339277,-37.02157433804364,7.692364006915491,2.5154649633559822
13,1,0,11,88,0.9264421207411266,11,1.3845551911589287,0.6024599521630953,1.1447435237574972,-0.03778972170935291,0.8739805027955512,-0.023556621597500403,1.3104377351847316,-30.453220163740244,7.868514134616948,2.5718295373069573
13,1,0,12,96,0.8590357039888598,12,1.305187471276013,0.566073438472743,1.5273161096799308,-0.2681315957289801,0.8698338557573335,-0.13787210509637626,2.332694498887838,-22.65901793046663,8.028420436870734,2.554466106034041
13,1,0,13,104,0.7813369638285179,13,1.2402561749028533,0.5363618558295749,1.3740088544189921,-0.054664049420894555,0.8787010298128562,0.031171260096859287,1.8879003320217906,-16.54569953362553,8.02322554160082,2.6140713873884702
13,1,0,14,112,0.720683738852846,14,1.171042159694349,0.5056729467448247,1.485413457617038,-0.07052198069178943,0.7127696587195683,-0.027786845973575815,2.2064531400698035,-11.750095528657464,8.29399370646547,2.7134242369502326
