fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7
1,1,0,1,0.22462906293852616,0.0649649677647303,0.5555555555555556,0.6917199959873565,0.012898617703722364,5.593907041800045e-09,8.023881235513487e-09,0.00028452381770398207,0.8698789099411596,1.0,6.3527471044072525e-21,0.43956043956043955,0.0332409972299168,0.4598598598598599,0.00010719896776490665,0.0001395952853007221,0.00019775596319614674,0.0004712403979346319,0.0001650917643879646,0.0007868663005256895,0.0006645425315409982,0.0014967523155596037,0.6691561896574119,0.6910378199058981,0.6889800471153235,0.676237370369301,0.7880025437189931,0.775286279777666,0.7513461518095409,0.7252591949216407,0.4807598093115988,0.03977272727272725,3.4240061379705717e-08,0.15281501340482573,0.6666666666666666,0.6188670307192441,0.9386274417291329,0.9790597577630673,0.019199717065438132,0.8275704708871074,1.0,0.13888888888888898,0.11359724612736666,0.057190082644628076,0.44594594594594583,0.08153477218225419,0.08390295306427717,0.337204226389918,0.33720422641805614,0.3372042264216144,0.3372042264237428,0.3372042264229158,0.3372042264230095,0.33720422642296277,0.3372042264229672
1,1,1,1,0.20529903130778437,0.04976401653090194,0.5555555555555556,0.800378798766107,0.01289861817147236,2.449760885995906e-10,6.288444150417843e-09,0.006240031277890763,0.8685315377521463,1.0,2.117582368135751e-21,0.42307692307692313,0.06648199445983377,0.28807092807092805,2.8984631330568043e-05,4.2349586468923125e-05,5.803624102863163e-05,0.00029133521224273466,4.3879895597898277e-05,0.00025209304828626697,0.00020150669846788466,0.0007898157089566106,0.6903542379645169,0.7131617861666735,0.7114358427892084,0.699318213825002,0.7912463241924954,0.7784940076164639,0.754495938763081,0.7283712141301999,0.3538149502188055,0.03693181818181815,8.277856966198454e-09,0.16890080428954418,0.643478260869565,0.6301504748942739,0.9468598713889642,0.9774112555708072,0.015411575308023617,0.8388258438445405,1.0,0.1305555555555557,0.05507745266781408,0.10866238138965413,0.4243243243243242,0.04796163069544353,0.12999106883820946,0.3218143083872099,0.3218143083902373,0.32181430838926517,0.3218143083892703,0.3218143083892948,0.3218143083893007,0.3218143083893005,0.3218143083893005
1,1,2,1,0.2059195656196552,0.054130063483926176,0.4444444444444445,0.6578561021543721,0.012898612791302382,1.514825449785998e-08,6.9183693744337065e-09,4.6391067447379926e-05,0.8308868184959609,1.0,6.352747104407253e-22,0.3992673992673992,0.0332409972299168,0.41907124515820166,8.907467504878924e-05,0.0001286363669607862,0.00020220247190082057,0.0006473874552130775,4.552521435992851e-05,0.00026657401042750657,0.0002543942956093509,0.0007070157132249017,0.6371282471416089,0.6576100019684855,0.655042757595544,0.6413897089315139,0.7410579175282839,0.7288622832019326,0.7056491996680263,0.6798360702245546,0.3842475050446026,0.019886363636363702,3.7894709190740344e-08,0.21983914209115274,0.6550724637681158,0.6552251335677983,0.9541090226377591,0.9851045543365236,0.005260290158296169,0.8102640255889224,1.0,0.1305555555555557,0.08089500860585197,0.07589261599956787,0.4405405405405406,0.038369304556354886,0.16367918356666236,0.20006522177755945,0.20006522182399503,0.2000652218287354,0.2000652218268352,0.20006522182702194,0.20006522182705358,0.20006522182705075,0.2000652218270508
1,1,3,1,0.21371427545653568,0.055915375059585784,0.8888888888888888,0.36591144821881044,0.0128986111995759,1.18376654667452e-08,6.013579513688619e-09,5.9541024283716115e-05,0.7456695165245043,1.0,6.352747104407253e-22,0.4010989010989011,0.06094182825484758,0.29058149058149063,0.0001199765972143725,0.0001870296800992908,0.0002635812523518054,0.00052516845408699,0.00010373244436820573,0.0006694278492440968,0.0005609959971139341,0.0010377929047289886,0.6983862531987026,0.7215535542781885,0.7199678627850283,0.7080985140562053,0.7812280534134242,0.7685934923451225,0.7447583186199669,0.7186941308579675,0.4781884393185949,0.02840909090909091,2.9408201705864543e-08,0.1501340482573726,0.681159420289855,0.6570978496093052,0.9582578748402133,0.9797993878546958,0.008613054351792673,0.8166793481641277,1.0,0.16111111111111118,0.16523235800344233,0.04414325068870524,0.4729729729729729,0.07913669064748191,0.09142352479392911,0.10477578298199774,0.10477578296019874,0.10477578296293982,0.10477578296235476,0.1047757829623581,0.10477578296236348,0.10477578296236326,0.10477578296236367
1,1,4,1,0.27549896653691913,0.10376958722221735,0.4444444444444445,0.4192468529881192,0.012898614942175325,2.2555087430576187e-10,6.000467352928213e-09,0.006479563026680035,0.7133928616754678,1.0,1.4823076576950256e-21,0.4413919413919415,0.027700831024930785,0.5065637065637066,0.00015410010550457432,0.0002058446843621716,0.0002722727111234984,0.0006643689192417843,0.00015127516372935774,0.0008365164191542748,0.0006311895864515981,0.0013778568622498785,0.6813531066349986,0.7037716890486152,0.7019111665868983,0.6895599489993484,0.7806324694942673,0.7680028128600451,0.7441748639229734,0.7181361941092386,0.44130823284834864,0.017045454545454572,7.707027114212002e-08,0.17962466487935647,0.6173913043478261,0.6667662922845674,0.9554294578366938,0.9870141550897,0.020341903501871456,0.8079055299900477,1.0,0.1305555555555557,0.11015490533562826,0.05623075676551612,0.4432432432432432,0.10791366906474814,0.06375114483841424,0.09608963004712243,0.09608962998994003,0.09608963000535187,0.09608963000668624,0.09608963000675755,0.09608963000668777,0.09608963000668758,0.09608963000668641
1,1,5,1,0.30877153802493995,0.11675834705900742,0.6666666666666665,0.7054076665436554,0.012898618853981985,3.581809158778893e-09,7.430071791594381e-09,0.000441789153082233,0.9008919753923496,1.0,0.0,0.38095238095238093,0.038781163434902996,0.36775175175175173,5.550916011981167e-05,8.416002785882487e-05,0.00011950627752774512,0.00025980785080309483,5.563383972207278e-05,0.0003290480280093396,0.0002739968719938821,0.0005623861046324863,0.7128575877113061,0.736652703330531,0.7352920495010156,0.7238340495408471,0.7862266321017457,0.7735308243820646,0.7496120172334937,0.7235024353030729,0.4990020724633606,0.02272727272727268,2.0621218039990728e-08,0.15281501340482573,0.6405797101449273,0.6488446377091799,0.9636062808239616,0.9921712637413265,0.018220257137724502,0.8458442242427762,1.0,0.1305555555555557,0.13080895008605847,0.047382920110192836,0.4297297297297297,0.09832134292565933,0.06766441069070929,1.0000056338554941e-12,2.330025061780816e-12,2.832581391665201e-12,3.299818751578698e-12,3.4063724063670975e-12,3.3921476738640877e-12,3.3919256292591626e-12,3.3919256292591626e-12
1,1,6,1,0.22432100475999908,0.060575244182038884,0.6666666666666665,0.6346794533972584,0.012898617468573664,2.1121415990930695e-09,7.915902144313997e-09,0.0008494026384709993,0.7625299509275076,1.0,2.541098841762901e-21,0.4285714285714286,0.04155124653739618,0.3958958958958959,3.363905949178545e-05,5.841822024587713e-05,9.660705875039e-05,0.00039301479304479017,3.319860644553904e-05,0.00023233162584295706,0.00022843599236014515,0.0007402409565442055,0.6951646637120246,0.7181848900584356,0.7165405327555061,0.7045800653716334,0.7836929305823016,0.7710253524012501,0.7471467608501521,0.7210674759562684,0.32282743643399336,0.02556818181818181,1.5211855179861015e-08,0.16353887399463807,0.5971014492753621,0.6619712127102162,0.9555339255113238,0.9789222236096204,0.009952588985247604,0.7922487436871593,1.0,0.15000000000000002,0.07917383820998282,0.08610468319559228,0.4432432432432432,0.06235011990407673,0.10706213032434457,0.2671331369820795,0.2671331369845056,0.26713313698468044,0.2671331369847394,0.2671331369847586,0.26713313698477237,0.2671331369847728,0.2671331369847735
1,1,7,1,0.17478739115359812,0.03258253260357844,0.4444444444444445,0.4400082078305196,0.012898613539271877,1.187029135962641e-09,6.1045881931498396e-09,0.001199932906178862,0.6942334051667972,1.0,6.352747104407253e-22,0.45421245421245415,0.038781163434902996,0.43597997997997995,0.00019665374987580807,0.00023830135824558395,0.00033763773772663245,0.001203667822869567,0.00020285495616210718,0.000979128244112495,0.0008133340611324502,0.0026881432736382306,0.7056106235580879,0.7290883261489662,0.7276220669313826,0.7160793992296547,0.7860513510977791,0.773357678047816,0.7494504766489136,0.7234449250453192,0.4590393103759933,0.017045454545454572,2.8804441533962115e-07,0.1769436997319035,0.7420289855072462,0.680601337182283,0.9702314426550205,0.9940784836144294,0.018899455784338992,0.8007434986166656,1.0,0.1555555555555556,0.05679862306368334,0.1206611570247934,0.4621621621621622,0.09112709832134283,0.07818727801303922,0.13797890749626116,0.13797890774976126,0.13797890774770402,0.13797890775221197,0.13797890775293817,0.13797890775281188,0.13797890775279983,0.13797890775280927
1,1,8,1,0.27716271119749225,0.10086177517958841,0.7777777777777777,0.679382511883622,0.012898607848953282,3.024340870087502e-09,8.973749309909029e-09,0.0006565369185294944,0.856431138122916,1.0,2.541098841762901e-21,0.41025641025641035,0.04432132963988919,0.3650984317650985,6.30428642767565e-05,8.677324914789664e-05,0.00011893891341319288,0.0004786248931486769,6.185292879547258e-05,0.00032283860838255374,0.00026088110069559344,0.0008434997225486684,0.6901937953495583,0.7129956453563382,0.7112702614464409,0.6991741472730458,0.7809420167482084,0.7683034789247477,0.7444662053979089,0.7184105085864976,0.37418481620116517,0.03125000000000004,2.1693835183843673e-08,0.19571045576407503,0.5942028985507245,0.6742700644223099,0.9629902133008803,0.9842011637607286,0.010924083192300094,0.8209596068747677,1.0,0.1472222222222223,0.07401032702237526,0.0904636305023152,0.43243243243243235,0.038369304556354886,0.16076630146608178,0.21619806142179224,0.21619806142231326,0.21619806142359185,0.21619806142349915,0.21619806142364464,0.21619806142363554,0.21619806142363449,0.21619806142363449
1,1,9,1,0.29485144452544,0.10275565262908049,0.5555555555555556,0.7340245254787786,0.012898617902134424,1.4421798647010747e-08,8.46652126227259e-09,7.752929413335672e-05,0.8914433842427067,1.0,1.7364175418713157e-20,0.3571428571428571,0.038781163434902996,0.34557757757757757,3.464758073851034e-05,4.847071364693346e-05,7.411700504091611e-05,0.0003301137617643168,3.5056279896930683e-05,0.00018847228553103306,0.00016590923157658823,0.000630514526613126,0.7083451356150661,0.731940590509354,0.7305058136004716,0.7189320683557694,0.785372690880285,0.7726845053051042,0.74877755330846,0.7226840055493804,0.37671592855155844,0.019886363636363702,1.8632463119302933e-08,0.19571045576407503,0.6086956521739129,0.6336388393547301,0.9543385103762985,0.988256846511296,0.01970806512023568,0.8366408883557652,1.0,0.13611111111111127,0.06196213425129089,0.10060606060606062,0.43243243243243235,0.03117505995203837,0.19135156352217716,0.06504995862055621,0.06504995862151014,0.06504995862172192,0.06504995862184365,0.06504995862184909,0.06504995862184784,0.0650499586218477,0.0650499586218477
1,1,10,1,0.21927122916305616,0.05847650047091693,0.7777777777777777,0.630161646304331,0.01289861295727102,1.3663308232238501e-09,8.54453115537312e-09,0.0014580211513844693,0.7522340880178582,1.0,3.5998900258307764e-21,0.4413919413919415,0.038781163434902996,0.42404004004004003,8.809669002040065e-05,0.00012949221572710107,0.0001620295735337022,0.00035047682539933797,8.480432813214833e-05,0.0005029690213470043,0.0003769202798353962,0.0006896120962867012,0.6928404821416162,0.7157610461607504,0.7140782743209656,0.7020271729921423,0.7827924000334886,0.7701366744430026,0.7462711657097436,0.720184053069987,0.45041181666279684,0.02840909090909091,2.282224474185277e-08,0.17962466487935647,0.6579710144927535,0.6756044970768091,0.9723707108037847,0.9954971859857298,0.01605979697558424,0.8041924447693573,1.0,0.1416666666666667,0.12392426850258177,0.05326953748006379,0.43243243243243235,0.04796163069544353,0.13239736274738464,0.10308449426708421,0.10308449427226835,0.10308449427887445,0.10308449428053243,0.10308449428071181,0.10308449428067043,0.10308449428068528,0.10308449428068561
1,1,11,1,0.2852967550483361,0.10786249000390473,0.7777777777777777,0.44091270295481094,0.012898614358221,1.3995944479460213e-08,4.368200586042658e-09,1.2325596473328725e-05,0.733154665687087,1.0,3.5998900258307764e-21,0.4157509157509157,0.02216066481994459,0.5294346978557504,6.616008321002062e-05,0.00011066731645311003,0.0001576601080872358,0.00044359222392244236,5.3935894563565765e-05,0.00037903008988318665,0.00032501808980757034,0.0007384445738239584,0.6920873904395918,0.7149759791828658,0.7132838671113467,0.7012298231813369,0.7786094584281419,0.7660010856444385,0.7422023689488018,0.7161483833166594,0.4085481376148292,0.02272727272727268,3.513056350163142e-08,0.16085790884718504,0.643478260869565,0.6613425419976711,0.9680416767321445,0.9885605491574059,0.01908950302602125,0.7856727929703725,1.0,0.1583333333333333,0.09982788296041303,0.07189193992713054,0.4783783783783784,0.059952038369304454,0.11953514887572196,0.045310913430767485,0.045310913438160294,0.045310913440205075,0.04531091344008942,0.04531091344013288,0.04531091344018212,0.0453109134401706,0.04531091344017288
1,1,12,1,0.2765174211458778,0.09509980613410811,0.5555555555555556,0.4702119721595066,0.012898618862956849,4.599743324354863e-09,9.822132031408739e-09,0.00045304605538973455,0.7864184617648071,1.0,1.2705494208814505e-21,0.41025641025641035,0.06648199445983377,0.27954239954239957,0.00010223896506487845,0.00016911232507536885,0.00025743132112128453,0.0008568552113702217,6.931370250394472e-05,0.0004587578827056599,0.0004141430340617404,0.0012080778236873261,0.6641508692886776,0.6858211969428141,0.6836900891109955,0.6708771361039013,0.7638794186600212,0.7514370450748759,0.727873082637333,0.7019597198256246,0.35195812052391107,0.019886363636363702,7.325965428213868e-08,0.21983914209115274,0.6666666666666666,0.678877263053774,0.9628711497858,0.9915853571407651,0.01682772330064669,0.8012657198665544,1.0,0.13888888888888898,0.08605851979345952,0.07495153555759615,0.4486486486486486,0.05755395683453234,0.11653364734615558,0.1690445097256709,0.16904450972046028,0.16904450972470417,0.16904450972449828,0.16904450972461396,0.1690445097246254,0.16904450972462245,0.1690445097246224
1,1,13,1,0.17569452484254913,0.036330462552583376,0.6666666666666665,0.6836922653095622,0.012898615171158355,1.5005494594424381e-09,7.602212339976859e-09,0.0011726118225908173,0.8676144232335955,1.0,1.4823076576950256e-21,0.43223443223443225,0.07756232686980616,0.26304766304766297,4.4648355897383765e-05,7.216938414158935e-05,0.00010421771081918435,0.00048545698667812695,3.551963555008169e-05,0.0002371969561541482,0.00020341668767946935,0.0007666781020698715,0.6785932665229787,0.7008883189891112,0.6989765228400459,0.6865392285825248,0.7751037162411167,0.7625313622434949,0.7387841859684592,0.7127654169300496,0.3664199645224899,0.02272727272727268,1.5211855179861015e-08,0.1930294906166219,0.6144927536231883,0.6256769583495596,0.951100526405593,0.9860857672762506,0.01664860764569702,0.8070241618655276,1.0,0.1472222222222223,0.06196213425129089,0.10677685950413221,0.4486486486486486,0.04316546762589929,0.15050185977832195,0.2025181105246455,0.2025181105244541,0.202518110524352,0.20251811052433485,0.20251811052434202,0.2025181105243429,0.20251811052434324,0.20251811052434324
1,1,14,1,0.16304518463650192,0.029297614718362522,0.5555555555555556,0.6508200763272108,0.012898613005221554,6.862775638624753e-09,7.604991867905592e-09,0.000205301258160455,0.7785936432466616,1.0,3.5998900258307764e-21,0.39560439560439564,0.02216066481994459,0.5047468521152731,0.00033375190062936094,0.00046860812194481484,0.000765179703986723,0.0021330624820527365,0.00023802945466325576,0.0013274411378372101,0.0012432877979372794,0.0032812090385587276,0.6663598108023295,0.6881367459449781,0.6860874263246403,0.6735283427760975,0.7661241219964432,0.7536653754346873,0.7301005628736883,0.7043266910459708,0.5162993756749887,0.019886363636363702,2.3516428844941886e-07,0.23056300268096513,0.6202898550724637,0.6161504412256285,0.9478637088651618,0.9722822712130816,0.018581427086491145,0.7938492096775016,1.0,0.1666666666666668,0.08261617900172122,0.08980716253443526,0.45405405405405397,0.10071942446043164,0.0697980723101749,0.19759631291443921,0.19759631285653653,0.19759631293927457,0.19759631296318544,0.19759631296515226,0.1975963129658682,0.1975963129658789,0.1975963129658789
