fid,iid,rep,vbs_regret,switch_budget,selected_algorithm,achieved_regret,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,1.6484591469634324e-12,100,BFGS,1.6484591469634324e-12,3.097966327914037e-12,1.6484591469634324e-12,2.7853275241795927e-12,1.0459189070388676e-11,7.673861546209082e-12,5.7980287238024175e-12,1.0334133548894896e-10,4.1524117477820255e-11,4.567368705465924e-11,1.7827517240220912e-09,1.2944440186402062e-08,1.5848797829676187e-08,1.0942795825030771e-06,9.63718690627502e-07,7.559801360912388e-06,0.0027249569043306,0.0155973814019034,0.0089366704943927,1.4999508642948456,1.4999508642948456
1,6,1,1.1652900866465645e-12,150,BFGS,4.774847184307873e-12,3.353761712787673e-12,1.1652900866465645e-12,4.774847184307873e-12,2.8421709430404007e-12,3.268496584496461e-12,6.59383658785373e-12,1.2448708730516955e-11,1.4239276424632408e-11,3.2713387554395006e-11,1.9750245883187742e-10,1.4571440942745541e-08,4.963033006788464e-08,3.86399051421904e-07,2.273071771696777e-06,1.1056731892722382e-05,0.0002495838369327,0.0044673924245159,0.0076582790867689,1.7807191857537532,1.4396156095195352
1,6,2,1.7337242752546445e-12,150,BFGS,3.922195901395753e-12,1.7337242752546445e-12,1.7337242752546445e-12,3.922195901395753e-12,3.126388037344441e-12,2.188471626141109e-12,2.7853275241795927e-12,8.355982572538778e-12,1.4836132322670892e-11,9.663381206337364e-12,8.756444458413171e-10,5.2807536121690646e-11,4.1683847484819125e-09,1.3156335398889496e-07,1.737271304591559e-07,1.8455469330547205e-07,3.199657774644038e-05,0.0029484254447993,0.0111597086506094,1.7134128509972868,1.0980756975618815
1,6,3,1.4495071809506044e-12,150,BFGS,3.893774191965349e-12,4.547473508864641e-12,2.8137492336099967e-12,3.893774191965349e-12,1.4495071809506044e-12,2.501110429875553e-12,6.622258297284134e-12,1.6967760529951192e-11,4.9539039537194185e-11,2.6005864128819667e-11,2.7815758585347794e-09,3.4072229482262632e-09,9.575018111718236e-09,3.6056093222214265e-08,1.98926670691435e-07,4.7336115471807727e-07,7.325250749090628e-05,0.0055316278802877,0.0085610446548116,1.5869288621982491,1.5869288621982491
1,6,4,2.131628207280301e-12,50,BFGS,3.865352482534945e-12,3.865352482534945e-12,3.865352482534945e-12,5.542233338928781e-12,1.0544454198679888e-11,2.131628207280301e-12,4.376943252282217e-12,1.5944578990456648e-11,7.750600161671173e-11,1.1567635738174433e-11,1.3132250842318172e-09,1.1585541415115586e-09,1.9578010324039492e-09,2.611245122352557e-07,3.083305841755646e-07,2.498847638321422e-05,0.0004501611068974,0.0081434208159123,0.0186395617539858,1.225438226272928,1.225438226272928
1,6,5,1.8474111129762605e-12,150,BFGS,3.154809746774845e-12,1.8474111129762605e-12,3.609557097661309e-12,3.154809746774845e-12,3.211653165635653e-12,2.557953848736361e-12,8.01492205937393e-12,1.2704504115390591e-11,7.30437932361383e-12,2.8023805498378348e-11,4.3276600081298974e-09,8.451422672806075e-09,3.952837346332672e-08,4.2987201709365763e-07,4.634761978650204e-07,7.839706995582674e-06,7.833696449210947e-05,0.0038781290811016,0.0136379012481597,2.3118023999873856,1.549963604953092
1,6,6,1.9610979506978765e-12,150,BFGS,2.586375558166765e-12,1.9610979506978765e-12,2.700062395888381e-12,2.586375558166765e-12,7.531752999057062e-12,3.808509063674137e-12,4.291678123991005e-12,5.1727511163335285e-12,2.4226665118476376e-10,4.2859937821049237e-11,1.2444445474102395e-09,7.117620270946645e-09,1.5087948668224271e-09,2.75825698281551e-07,9.878920081973774e-08,1.126148055163867e-05,0.0001280825821936,0.0171469682732094,0.0127223842168291,1.6818351525229218,1.7736008078678085
1,6,7,3.552713678800501e-12,150,BFGS,4.519051799434237e-12,3.552713678800501e-12,3.552713678800501e-12,4.519051799434237e-12,4.547473508864641e-12,7.958078640513122e-12,1.3216094885137863e-11,2.4385826691286638e-11,1.1567635738174433e-11,6.051834589015924e-10,2.7089868126495276e-09,2.083908157146652e-09,4.0364341202803196e-08,6.325625463432516e-07,4.927129850784695e-07,1.4811028961503324e-05,0.0002855608266827,0.0161437925077336,0.0084220393999032,1.557182269600787,1.67958788761959
1,6,8,1.7905676941154525e-12,150,BFGS,1.7905676941154525e-12,2.245315045001917e-12,6.73594513500575e-12,1.7905676941154525e-12,4.177991286269389e-12,1.3528733688872308e-11,1.1226575225009585e-11,9.862333172350189e-12,1.759303813742008e-11,1.9895196601282805e-11,3.2000002647691867e-10,4.416733645484783e-11,1.1131760402349757e-08,1.823389084165683e-08,1.4137526704871561e-07,6.953875413273636e-07,0.0001830236328146,0.001830546516004,0.0046613724028077,1.1051129456559463,1.254361719599359
1,6,9,2.444267011014745e-12,100,BFGS,3.467448550509289e-12,6.45172804070171e-12,3.467448550509289e-12,2.444267011014745e-12,5.542233338928781e-12,4.831690603168681e-12,1.020339368551504e-11,1.5376144801848568e-11,5.542233338928781e-12,2.0008883439004418e-11,1.0618350643198936e-10,4.882139137407648e-09,2.3241369717652564e-08,3.185425896390371e-07,2.712817774863652e-07,3.2538713469421054e-05,6.830299884086344e-05,0.009144158918815,0.0208581700015599,1.5155219935467414,1.4886686295779157
