fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor
1,1,0,1,700,750,BFGS,6.134527782297109,47.758913595430926,6,0.6919914014068023,100.87469368982997,0.7143969905708317,5.335720582635216,7.468845268191516,0.8692547811811422,1.0,1.0000000000000067,1.0,0.10533333333333332,0.06133333333333333,1.717391304347826,0.2626666666666667,0.05733333333333333,4.58139534883721,0.3973333333333333,0.048,8.277777777777777,1.330085013166082e-05,9.955829495935847e-06,6.15082000954669e-05,0.00024588161289046634,0.00010869931083952689,5.0156087834319806e-05,0.0008710607896655629,0.002936152674926665,-0.9400947834069301,-0.9400979280852071,-0.9400494633259117,-0.9398761325368973,-0.07885741749155413,-0.0788620345608042,-0.0787972930986588,-0.07863442758233496,0.5875541058164422,0.8178178178178177,5.113387538414331e-05,-2.4634634634634627,0.4939759036144578,0.9408437829140033,0.9347515543518184,0.9885476381429726,0.16998846403121096,-0.10821852403085125
1,1,0,1,700,800,BFGS,6.347426909610369,51.149384417361915,6,0.6929757536566079,100.84535979961228,0.708844603592774,5.3400942737386785,7.5335189781687655,0.8698773673527455,1.0,1.0000000000000029,1.0,0.10625,0.021249999999999998,5.0,0.26125,0.065,4.019230769230769,0.40374999999999994,0.0475,8.499999999999998,1.0334297687759973e-06,8.775695364748874e-07,1.6844560414425173e-05,0.00015648536408954212,1.3180980694293576e-05,1.3204544738458091e-05,5.987279894473009e-05,0.0021496237431518047,-0.8845714953876364,-0.8845716332572975,-0.8845575092977037,-0.8844339868955279,-0.06186558510609457,-0.06186558364827198,-0.06186269645136354,-0.061733411082366206,0.5749050114736592,0.7737737737737733,6.588989550799956e-05,-2.727727727727727,0.5106649937264742,0.9407930238512795,0.9347515354353414,0.9886425819024387,0.19328421596808762,-0.10241181350472711
1,1,0,1,700,850,BFGS,6.553472907539578,54.5411040615024,6,0.6938401285970228,100.81965857644583,0.7039803630725296,5.343925953418038,7.5910156500593535,0.8704228635139033,1.0,1.0000000000000036,1.0,0.10705882352941176,0.02235294117647059,4.789473684210526,0.26235294117647057,0.047058823529411764,5.574999999999999,0.4129411764705882,0.043529411764705886,9.486486486486484,8.113162548868704e-07,6.3476132384843326e-06,8.705346517485853e-06,8.794452884279911e-05,9.634525670960584e-06,0.00010321239385654437,0.0001281883651571296,0.0013957560999465096,-0.8352133937888466,-0.8352087697957025,-0.8352068005836911,-0.8351406189036059,-0.046386359843237995,-0.04638201906474963,-0.04638086050919532,-0.046322062089628815,0.5545669506397224,0.7737737737737733,6.588989550799956e-05,-2.6396396396396398,0.5194805194805194,0.9407489414536369,0.9347514513647978,0.9887250579211477,0.2180319927477671,-0.10158717417407873
1,1,0,1,700,900,BFGS,6.753283019589558,57.93385518283975,6,0.6946051950664782,100.79695503481506,0.6996837051358604,5.347310686163142,7.642468513862036,0.870904746279886,1.0,1.0000000000000042,1.0,0.10777777777777778,0.07333333333333333,1.4696969696969697,0.26555555555555554,0.042222222222222223,6.289473684210526,0.4155555555555555,0.03888888888888889,10.685714285714285,1.1201148852496174e-07,1.4799236693823002e-07,3.732740979810577e-06,4.1872891966708944e-05,1.1869452841636046e-06,3.061960308160764e-06,1.374464455667136e-05,0.00041218368612797144,-0.7910588996387395,-0.7910588711757423,-0.7910560354281314,-0.7910258643188801,-0.03634294451284115,-0.03634287636919329,-0.03634248812853157,-0.036328007663364484,0.5403043456657861,0.7737737737737733,6.588989550799956e-05,-3.0800800800800796,0.5083612040133779,0.9407102846444446,0.934751450058558,0.9887973708113051,0.24496491582566354,-0.09394796429549372
1,1,0,1,700,950,BFGS,6.947387671050445,61.3274681101274,6,0.6952871169612307,100.77675247049909,0.6958603579253133,5.350322564080884,7.688787704522656,0.8713335257474091,1.0,1.0000000000000042,1.0,0.11052631578947367,0.030526315789473686,3.620689655172413,0.26421052631578945,0.010526315789473684,25.099999999999998,0.4189473684210527,0.04105263157894737,10.205128205128206,6.990390591474033e-08,7.375799729086828e-08,1.1054883020812879e-07,1.8218701713043518e-05,8.525869222437715e-07,8.391754523350133e-07,9.463069774552258e-07,0.0005246437707790657,-0.7513275819806222,-0.7513275790849369,-0.7513275514429675,-0.7513139462872968,-0.0253084506630687,-0.025308451002492516,-0.025308448291157283,-0.025295194308432117,0.5322925308803116,0.7517517517517519,5.2205675278469754e-06,-2.8818818818818817,0.4815205913410771,0.9406761176095032,0.9347514424798203,0.9888612900432314,0.35908853590748174,-0.07512616695157233
1,1,0,1,700,1000,BFGS,7.13624655057542,64.72180845327146,7,0.6958987469497364,100.75865920281382,0.6924361962369128,5.353019979845037,7.73070502226249,0.8717175196383126,1.0,1.000000000000003,1.0,0.10600000000000001,0.06999999999999999,1.5142857142857147,0.266,0.004,66.5,0.425,0.048,8.854166666666666,2.0071243983335633e-08,5.601280325340924e-08,7.71131511092284e-08,8.205755020916027e-06,1.174429003930945e-07,1.1848967908491633e-06,1.183215097654777e-06,8.816037583012686e-05,-0.715388412087223,-0.7153883863750475,-0.7153883712801028,-0.7153825561437864,-0.01781030567273054,-0.017810286661048225,-0.0178102866909997,-0.01780873760099858,0.5294892726473807,0.7297297297297298,5.2205675278469754e-06,-2.925925925925925,0.46138415245737213,0.9406457002541385,0.9347514381361731,0.9889181968815566,0.4351487384052379,-0.05852294919726079
1,1,1,1,700,750,BFGS,5.612633834157583,36.5736274033534,7,0.8009373532278301,101.50822558904449,0.026636067681047856,4.206960818882871,157.94226344740127,0.8678758160492309,1.0,1.00000000000001,1.0,0.10266666666666666,0.058666666666666666,1.7499999999999998,0.2533333333333333,0.029333333333333333,8.636363636363635,0.388,0.04666666666666667,8.314285714285715,2.8384334538401427e-06,1.821761193765321e-06,1.3113950621587066e-05,7.675511881919387e-05,2.0486781639695216e-05,6.567771014165132e-06,0.00018549737065135538,0.000913702943059371,-0.8192888946501495,-0.819289727600806,-0.8192804760091514,-0.8192283353588068,-0.06458867056123319,-0.06458956959004322,-0.0645780125283116,-0.06453097773490295,0.5633954651259677,0.7517517517517519,1.3681576279674705e-05,-2.3533533533533526,0.5073627844712182,0.9472950211507385,0.9404960356303417,0.9877892130970645,0.1752876341517856,-0.10277936488941794
1,1,1,1,700,800,BFGS,5.810525373963276,39.26054013378409,8,0.8017264169070915,101.50442439318384,0.02452370340346405,4.20817662380227,171.59629418808956,0.8684951309857399,1.0,1.0000000000000095,1.0,0.10250000000000001,0.021249999999999998,4.8235294117647065,0.2525,0.042499999999999996,5.9411764705882355,0.39249999999999996,0.041249999999999995,9.515151515151516,8.342450355939273e-08,1.107314408666757e-07,4.279467941132238e-06,4.228390306155151e-05,5.762974238161217e-07,7.179912949955598e-07,3.194573654531956e-05,0.0006149367219111497,-0.7713473546338045,-0.7713473335706689,-0.771344118026529,-0.7713148034035889,-0.048976089852648626,-0.04897608291303286,-0.048974553499294186,-0.04894600086395681,0.5314797244704009,0.7517517517517519,1.2362095437367691e-05,-2.419419419419419,0.48431618569636137,0.9472347845645567,0.9404960235547957,0.9878967887714049,0.22728123743280676,-0.09585088095493884
1,1,1,1,700,850,BFGS,6.001955094938579,41.94841121650789,9,0.802418091119323,101.50109897734023,0.02267573528305708,4.209240251313063,185.62750882253133,0.8690379261439506,1.0,1.0000000000000155,1.0,0.0976470588235294,0.025882352941176474,3.772727272727272,0.2588235294117647,0.047058823529411764,5.499999999999999,0.4011764705882353,0.03764705882352941,10.656250000000002,3.516255765590684e-08,5.244167341228888e-08,7.148022484311694e-08,2.089063680535196e-05,5.239018918293022e-07,4.923962283578994e-07,5.659550732032439e-07,0.00028824986457411697,-0.7286824496172881,-0.7286824370262993,-0.7286824231532405,-0.728667252598691,-0.03971029086560468,-0.0397102921167044,-0.03971028919565974,-0.03969886517795104,0.5367269613835213,0.7517517517517519,1.2683603979550896e-05,-2.3753753753753752,0.47107438016528924,0.9471825133075588,0.9404960183552069,0.9879901465216598,0.3387903186036786,-0.07385175438931788
1,1,1,1,700,900,BFGS,6.187512770132987,44.63707436712447,9,0.803029356053561,101.49816527302123,0.021045445351512735,4.210178590687828,200.05176988973545,0.8695175531435746,1.0,1.0000000000000138,1.0,0.08666666666666667,0.01,8.666666666666666,0.25555555555555554,0.034444444444444444,7.419354838709677,0.4066666666666666,0.05,8.133333333333331,1.403410220594627e-08,3.052672634088266e-08,4.0399389906039e-08,8.106753032134126e-06,1.1257836880372134e-07,5.713759782156092e-07,5.831673499547403e-07,5.2400423267971684e-05,-0.6904735477065684,-0.6904735363188476,-0.6904735295020344,-0.6904679598981398,-0.03354147563440533,-0.033541460245654756,-0.033541459850154706,-0.033539721822732224,0.5080691004778225,0.7517517517517519,1.2362095437367691e-05,-2.4854854854854853,0.43924191750278707,0.9471367260042176,0.9404960138982905,0.9880719303210495,0.42761131952131975,-0.04594494894621519
