fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
4,1,0,1,1000,50,Non-elitist,2.777741225537179,10.6023104353004,2,0.021520186540065378,4803.520282921285,2.6587786769418167,1554.777066615892,584.7711507917724,1.0,1.0,0.45999999999999996,0.48,0.9583333333333333,0.0,0.8039944603368036,0.8425476059479704,0.8838649378370443,0.0,0.8321320508172413,0.8422020564991562,0.8821737012841757,-16.651683992382594,-3.2638223072279597,-2.6218475095984974,-1.933844355573246,-16.439731981271798,-2.759704092810308,-2.594155898349742,-1.9370327712334205,0.9472093718969161,2.865865865865866,69.49945713814752,2.3373373373373365,0.7708333333333334,0.9950957796352294,0.9695259735611771,0.8900312540408943,0.051358570588337024,-0.4021743808053505,,,,,,,
4,1,0,1,1000,100,Non-elitist,2.626622623056175,10.171859290692291,3,0.31557483485935967,5117.308323868732,3.680736071426431,848.3925893645069,230.49536095526707,1.0,0.8671177543373555,0.5599999999999999,0.45999999999999996,1.2173913043478262,0.7627719919944224,0.8525548878849425,0.813910963908733,0.8600489406617987,0.7709574373744271,0.8709962393451393,0.8204109335352402,0.8725589386209119,-3.8506685745102605,-2.393318834735757,-3.0205843288145804,-2.2716758897640865,-3.678330160847194,-2.07174779324839,-2.884127177775305,-2.046651480089313,0.8872590882423113,3.1961961961961958,69.49945713814752,2.3373373373373365,0.6530612244897959,1.0131384609015677,0.9732941458141862,0.9038971949226295,0.04794369910407572,-0.36262411656866467,1.0,0.16000000000000003,0.1,1.6000000000000003,0.33000000000000007,0.25,1.3200000000000003
4,1,0,1,1000,150,Non-elitist,2.859904893305047,12.517171644140811,4,0.3965468682899914,5227.71546155203,3.079527499649313,553.8387787215977,179.84537523521615,1.0,0.860831172066472,0.29333333333333333,0.39333333333333337,0.7457627118644067,0.6128587664101379,0.6863106695175356,0.7225823245202799,0.8021472392292154,0.5764976680650359,0.6968428747025271,0.718719905076593,0.7989666529467897,-6.182729666299775,-5.009686804971825,-4.430420588992266,-3.1597516033974724,-6.746002212307397,-4.829013877183472,-4.480532926375323,-3.202276119170886,0.8062998026437098,3.152152152152152,35.03842245290676,1.984984984984985,0.6418918918918919,0.9814264200464969,0.9791719472192504,0.9499877422751475,0.0418761664837601,-0.28908977987648243,1.0,0.18666666666666668,0.1,1.8666666666666667,0.20666666666666664,0.2533333333333333,0.8157894736842105
4,1,0,1,1000,200,Non-elitist,3.106060544306313,14.936082359750063,4,0.4358212856016148,5081.634488479497,9.879858183396683,468.0086178818868,47.36997325208427,1.0,0.8532793829584113,0.2,0.31500000000000006,0.6349206349206349,0.6455726447802109,0.6725285009684394,0.684588541672616,0.75806926778429,0.6275423889493821,0.6715933572768438,0.6785099170975187,0.7511862585390902,-5.647528419475114,-5.218007498890694,-5.025839988077012,-3.85498090260376,-5.970498607157074,-5.264361217989082,-5.153488706459049,-3.988486347865271,0.7905204170231271,2.9099099099099104,42.91732378422149,1.9629629629629637,0.6262626262626263,0.9872050432897627,0.9806729875687805,0.9556064553624997,0.04511663539891162,-0.2741965410198486,1.0,0.175,0.1,1.7499999999999998,0.25,0.25,1.0
4,1,0,1,1000,250,Non-elitist,3.339969460304231,17.357497257770873,4,0.46916492433520807,5089.731031697013,1.2041407024537525,408.86664101833674,339.55055267641376,1.0,0.8415364034602557,0.22000000000000003,0.272,0.8088235294117647,0.601196171375522,0.63882130555047,0.6708763653143066,0.7351378231272896,0.5894070091932089,0.6280681277283747,0.6666422188831094,0.7251796638048122,-6.309320827164978,-5.714068159973543,-5.206937481510495,-4.190281860219525,-6.551183591890291,-5.934329210391885,-5.318863387294355,-4.384873871475522,0.8072008768655994,2.9979979979979987,18.124175473742394,1.9189189189189195,0.6370967741935484,0.9794842021626816,0.9820924733723829,0.9688304419220451,0.040550441525298596,-0.23789397253994188,1.0,0.184,0.1,1.8399999999999999,0.244,0.24800000000000005,0.9838709677419353
4,1,0,1,1000,300,Non-elitist,3.5498407575399815,19.68137277473835,4,0.4850850527300825,4986.175847694829,2.9042601246767443,368.95102732885147,127.03787246671548,1.0,0.8237625542743536,0.22666666666666666,0.2833333333333334,0.7999999999999998,0.5800328572113259,0.6033143581197459,0.6550286561271471,0.72068681537441,0.5741846819361849,0.5889795619320266,0.644846284696443,0.715108528247481,-6.546982972999029,-6.184041269938259,-5.37785289466,-4.354289842141403,-6.668355166231393,-6.436664312781966,-5.561779982503641,-4.461458845854548,0.8100355904109099,2.9979979979979987,19.06690840512252,1.8968968968968964,0.610738255033557,0.9796302070951044,0.9821452914933886,0.9731286856215583,0.04004220183346416,-0.2241759131957269,1.0,0.19,0.1,1.9,0.2533333333333333,0.24666666666666667,1.027027027027027
4,1,0,1,1000,350,Non-elitist,3.7659230090608693,22.099425045552703,4,0.5073419806343004,4901.818694180778,0.9508736705624753,349.71205971176585,367.7797277790843,1.0,0.8243350316146355,0.26571428571428574,0.26857142857142857,0.9893617021276596,0.5337865277652285,0.5953762493329032,0.6411828692387573,0.7082304397086371,0.5420087473013112,0.5924713568557739,0.6354932269404556,0.7087684711706735,-7.11935942148088,-6.1788474229593024,-5.479352855739428,-4.455496230095266,-6.976399369962277,-6.207722423780474,-5.5523873151188425,-4.436214539614241,0.8069758441127105,2.8878878878878886,18.124175473742394,1.8968968968968964,0.6235632183908046,0.9856725670334417,0.9812343555423071,0.9773437582634924,0.04127931187116936,-0.207594992491343,1.0,0.21428571428571427,0.1,2.142857142857143,0.24285714285714283,0.23142857142857146,1.0493827160493825
4,1,0,1,1000,400,Non-elitist,3.9389568448415715,24.235728584162636,5,0.516456333096802,4648.735469712041,2.998428898843958,329.701362915349,109.95803937270786,1.0,0.829519979931913,0.2675,0.2525,1.0594059405940595,0.5882353059942136,0.5847596978043799,0.6206530718273375,0.7000359938538171,0.5808739290632158,0.5877328735982598,0.6225997434753701,0.7033186685296784,-6.149551441128699,-6.201458347339289,-5.6654042534281945,-4.479850053042854,-6.198040113036672,-6.0966099794583,-5.580998393590251,-4.387326202667863,0.8038562628323912,2.9099099099099104,17.22805447131392,1.8308308308308305,0.6180904522613065,0.9944587805741991,0.9802597080330971,0.9780644204315546,0.04596353154301257,-0.20080860955223023,1.0,0.18500000000000003,0.1,1.85,0.305,0.215,1.4186046511627908
4,1,0,1,1000,450,Non-elitist,4.0910412846249145,26.226630093345776,5,0.5250943997042579,4413.453827132904,1.0771422337148355,323.2830121783055,300.1302911161239,1.0,0.8373795023769588,0.2644444444444444,0.2511111111111111,1.0530973451327432,0.48924742347289873,0.5575651677030276,0.5744454881284915,0.670182645929272,0.49298269674514106,0.5438354779172038,0.5678585973214348,0.6743260740840021,-7.463211510704472,-6.46493994330376,-6.218281566051271,-4.819352434926266,-7.317439108788443,-6.583515182819264,-6.236805687275178,-4.700232333121177,0.8166591715691511,2.8878878878878886,19.06690840512252,1.7867867867867862,0.6227678571428571,0.9922947925306894,0.9807320078049354,0.9814492108680314,0.045986629952588155,-0.19393655051346753,1.0,0.13333333333333336,0.1,1.3333333333333335,0.26222222222222225,0.19555555555555557,1.340909090909091
4,1,0,1,1000,500,Non-elitist,4.254510619386758,28.399416351868794,5,0.5326279422402536,4417.663386985698,0.8784590268505802,312.5242473566871,355.7641708995101,1.0,0.8355472910729915,0.258,0.23200000000000004,1.1120689655172413,0.47431266153512047,0.5280699619225577,0.57599935291566,0.661268265756821,0.47952353780086737,0.5071486995150912,0.5674560496638502,0.6614318180413248,-7.6081607935782625,-6.830142844029276,-6.1364709848616705,-4.902392185315874,-7.439020059046786,-7.0441815849720495,-6.1822260114788286,-4.839057440376569,0.8265648196859057,2.8878878878878886,21.102034285685964,1.7207207207207207,0.6184738955823293,0.9885802735361325,0.9811359863615922,0.9836598249797579,0.04657723874901553,-0.18483271008125549,1.0,0.186,0.1,1.8599999999999999,0.27199999999999996,0.20800000000000002,1.3076923076923075
