fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
21,1,0,5,1000,50,Non-elitist,-1.3466245829577628,1.4336637668646013,2,0.3295047695502794,123.61145987528872,0.012181446743677028,1.2665745836698414,103.97571079373449,1.0,1.0,0.34,0.4600000000000001,0.7391304347826086,0.0,0.8314053678533548,0.8644289484675853,0.863949306593111,0.0,0.8238391836093302,0.8515559130333442,0.8605074906547423,-16.375180743067034,-2.760767573712215,-2.2200004723709448,-2.227854694757406,-16.298048702069458,-2.8710775649314524,-2.4193489589167907,-2.273455710882889,0.827341321871326,-0.34934934934934964,0.02614673211801092,-1.1861861861861869,0.7291666666666666,0.9944953616743929,0.9844373749496467,0.9418801392108509,0.04159919260506908,-0.6309145764039168,,,,,,,
21,1,0,5,1000,100,Non-elitist,-1.008376658235371,0.9572827822687415,2,0.30003289426404045,125.50361307802602,0.0015443299480864768,0.28347793157870727,183.5604703062027,1.0,0.5195311321329223,0.37,0.47000000000000003,0.7872340425531914,0.663593938250599,0.9003765940769994,0.8556509312609317,0.8490746918290126,0.668814213267924,0.9094540902082642,0.8615086871839689,0.8449547910171565,-5.259941291746985,-1.5576808090610896,-2.2569974605613687,-2.359821509428043,-5.137900512090697,-1.4046975894621632,-2.1485058101639947,-2.4053171680178487,0.8002350222912584,-0.34934934934934964,0.049298336304231846,-0.9879879879879879,0.5816326530612245,0.9873971492121797,0.9813728796190172,0.905789723033142,0.05046788678576256,-0.6166609524716019,1.0,0.26,0.1,2.6,0.34,0.25,1.36
21,1,0,5,1000,150,Non-elitist,-1.4986550165967816,1.9321844618168456,2,0.7430070426150454,124.61390801061968,0.006850808933598469,0.41676351499617603,60.83420498741979,1.0,0.7795966771077085,0.3066666666666667,0.4133333333333334,0.7419354838709677,0.7084698357345112,0.7173359887989833,0.7545279913245531,0.8194069146273215,0.7529760807158487,0.7294616157527788,0.7520640552888642,0.8092651765765388,-4.498885144625026,-4.362062924487967,-3.7881170068066474,-2.7869073207301103,-3.795652100331429,-4.156964189395072,-3.809665849435243,-2.9307406150447743,0.8041718930754941,-0.19519519519519515,0.09288978720164498,-0.9659659659659656,0.6148648648648649,1.028900811856125,0.9827695419871232,0.9609766111487561,0.03983718851680895,-0.3524019495071622,1.0,0.02,0.1,0.19999999999999998,0.21333333333333332,0.2533333333333333,0.8421052631578948
21,1,0,5,1000,200,Non-elitist,-1.6212976392017058,3.2427669925140314,2,0.7915014495945429,124.51638166822464,0.013741719615121406,0.6610471195708333,48.105123527874646,1.0,0.8432800003410035,0.20500000000000002,0.215,0.9534883720930234,0.6195799802423465,0.6265112535307934,0.6916623646450596,0.7616091165996359,0.592963757625759,0.6438707563831896,0.6949588562087812,0.7631252280152334,-5.99628397467389,-5.887031357080115,-4.8601017970755045,-3.757582039853192,-6.369600901063325,-5.572970941862719,-4.773506980657247,-3.7067897253387727,0.8206282275870896,0.1571571571571573,0.05594325706169377,-0.8118118118118121,0.6060606060606061,1.0112369977451143,0.9864308587545855,0.9723646743171142,0.03860906497930861,-0.2705765944905347,1.0,0.13999999999999999,0.1,1.3999999999999997,0.145,0.25,0.58
21,1,0,5,1000,250,Non-elitist,-0.8395811853527833,-0.09081817595702057,3,0.8445182951939127,124.52643120623033,0.010720946021544673,0.606657414265003,56.586183070586515,1.0,0.8802354407334698,0.06,0.11199999999999999,0.5357142857142857,0.5428081035778394,0.6389613085095345,0.6627554670270536,0.7278675219206858,0.5526559128000096,0.6500337734710665,0.6713583912933183,0.7363789823273513,-7.374736573993818,-5.82373673636388,-5.439924922463041,-4.389634538075798,-7.138101605140351,-5.584279651413587,-5.244010733009464,-4.2065015795248595,0.8077014241119764,0.1131131131131129,0.07978144572076629,-0.8118118118118121,0.6653225806451613,1.0111853575361474,0.9858680277341342,0.9740962774267665,0.0384879460541937,-0.25641465077268094,1.0,0.164,0.1,1.64,0.124,0.22800000000000004,0.5438596491228069
21,1,0,5,1000,300,Non-elitist,-0.6046161021151676,-0.36373659904446587,2,0.8219967905828478,124.92134177469197,0.004844542747018941,0.6286588189832137,129.76638907150834,1.0,0.8631805842178109,0.10666666666666666,0.10666666666666666,1.0,0.5714678719320473,0.6108069958868312,0.6584592869342311,0.7101676638916666,0.5678336845661619,0.6176646463445871,0.6670255230657586,0.720161676839974,-6.943170170517135,-6.30578918065161,-5.533716460576247,-4.695926159822434,-6.918958174980343,-6.121167305930644,-5.330902471959723,-4.4801956667010785,0.8076847393149958,0.33333333333333304,0.07978144572076629,-0.6796796796796799,0.6442953020134228,1.0043790520997813,0.9867416769692215,0.9763739391767402,0.03548428712554473,-0.2861083622235199,1.0,0.2166666666666667,0.1,2.166666666666667,0.19666666666666666,0.23000000000000004,0.8550724637681157
21,1,0,5,1000,350,Non-elitist,-0.36253230168742007,-0.8141710654076024,2,0.8369016173732902,124.9792781814329,0.012203981037968907,0.7034244138227157,57.638930414118846,1.0,0.8824818110347953,0.10285714285714284,0.11714285714285715,0.8780487804878048,0.5981506171857383,0.590197129093015,0.6269617408410705,0.686660397173249,0.6176260669097824,0.5992364953839416,0.6328667432766389,0.69875467768638,-6.453782962389731,-6.581517601634186,-5.991070446392088,-5.032297862455449,-6.049152678177936,-6.3400755581636865,-5.808045295368812,-4.765698680176664,0.8035145805936464,0.26726726726726735,0.0905933933782929,-0.6576576576576577,0.646551724137931,1.016285035852595,0.9849046204453349,0.9748810828060799,0.04067867649619005,-0.27733121657145376,1.0,0.1657142857142857,0.1,1.657142857142857,0.2342857142857143,0.21142857142857144,1.1081081081081081
21,1,0,5,1000,400,Non-elitist,-0.7554680906123068,0.0718234098751469,2,0.7872985766089495,126.478028589789,0.015656982545233598,1.1344628915842532,72.45731342592663,1.0,0.8445769289402748,0.10750000000000001,0.1375,0.7818181818181819,0.4775447829946584,0.5149080574230995,0.559578430389644,0.6401107166489998,0.4836242234568404,0.529631884948505,0.5696939745666229,0.6514472596384312,-8.231589918447419,-7.642909505094028,-6.939101446917562,-5.670267805095095,-7.986011172222657,-7.274479540859307,-6.654899169729845,-5.390543486122761,0.7877098755805203,0.4214214214214209,0.08829699955494083,-0.5695695695695697,0.6030150753768844,1.0057752272482667,0.9863694103666851,0.9832717176940909,0.03773598515926779,-0.27422592674713653,1.0,0.11000000000000001,0.1,1.1,0.2475,0.16999999999999998,1.4558823529411766
21,1,0,5,1000,450,Non-elitist,-0.7452985411308237,-0.24752420407500342,2,0.7926473093195443,127.58960738408574,0.027054993602578754,1.5915912395662497,58.828002805905186,1.0,0.8590654411290983,0.13111111111111112,0.16444444444444445,0.7972972972972974,0.4532078735260018,0.4864769256473981,0.5247380452221377,0.6063587685115035,0.46134661303428415,0.4955186121767729,0.5376579332679047,0.6243548589385343,-8.355398983024617,-7.847022598650095,-7.262363632096076,-6.015136989014318,-8.015093724142556,-7.506618733553109,-6.8795910081363285,-5.58955180730727,0.777600420999574,0.44344344344344316,0.17069949340384077,-0.5255255255255254,0.609375,1.0021349161057618,0.98692223310164,0.9872796546579168,0.03681499633229733,-0.26304757735997214,1.0,0.11777777777777779,0.1,1.1777777777777778,0.1288888888888889,0.14444444444444446,0.8923076923076922
21,1,0,5,1000,500,Non-elitist,-0.6552773078406342,-0.6984003233986762,3,0.8238862727814777,128.51167802921077,0.0024038552929215307,1.848635720114177,769.0295358284374,1.0,0.8864900287530335,0.172,0.16599999999999998,1.036144578313253,0.4228186674839158,0.4420707570683534,0.47071083350515097,0.5579941078990405,0.4407026242679207,0.45714932345890563,0.48374611569247916,0.5761207379327375,-8.557823852902633,-8.272374580408485,-7.847730338691,-6.553587847437338,-8.013160931667517,-7.777525913284704,-7.3964685622560395,-6.07299960614964,0.7841799642251556,0.46546546546546536,0.17069949340384077,-0.41541541541541527,0.6124497991967871,1.0023048304916768,0.9868214139108761,0.9899733327890925,0.03753613378702127,-0.22842491822272193,1.0,0.078,0.1,0.7799999999999999,0.10600000000000001,0.08,1.3250000000000002
