evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 253134.9391330759 0.0000000000 1.0000000000 0.4759747208 67.0000000000 5.5291963206 0.8720360090 5.5204865129 0.0989410429 4.5933877565 0.0788685951 30.4757713392 -360.8309306002 27.8286056668 7.0790165025 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 141779.4213851441 0.0000000000 1.0000000000 0.4759747208 67.0000000000 5.5291963206 0.8720360090 5.5204865129 0.0989410429 4.5933877565 0.0788685951 30.4757713392 -360.8309306002 27.8286056668 7.0790165025 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
8 112327.3870695937 0.0000000000 1.0000000000 0.4759747208 67.0000000000 5.5291963206 0.8720360090 5.5204865129 0.0989410429 4.5933877565 0.0788685951 30.4757713392 -360.8309306002 27.8286056668 7.0790165025 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
21 106694.6967196528 0.0000000000 1.0000000000 1.8937604498 1.0000000000 6.3106194564 0.9977791681 3.3437845320 -0.1030520838 2.8356553531 -0.0873920524 11.1808949963 -1291.5048995805 26.7874423401 6.7853045477 1.102589 -0.079343 -1.028717 3.199109 -2.335649 -1.770098 1.452084 1.939109 0.699190 -0.197044 -3.373378 0.345901 0.164817 -1.326679 2.287501 0.406619 -1.661832 2.271909 -0.639424 1.064539 -1.522553 -1.734495 -1.759294 0.764192 1.730410 -1.353636 -2.712867 0.153753 2.394968 -0.270041 0.580666 1.583631 -2.373326 -0.586787 0.904158 -4.851913 -0.677017 -1.580592 -3.176761 -2.004002
57 105610.5798762142 0.0000000000 1.0000000000 1.7873238689 3.0000000000 6.2823532373 0.9932644520 5.0468782039 -0.1927601691 4.4561028694 -0.1727687700 25.4709796053 -1215.1953154807 25.3927441207 6.4601162606 -0.100617 -1.841781 -4.640684 -1.054777 -0.021348 4.068381 -1.194820 5.000000 0.763491 2.143413 -4.379001 -0.059795 -2.758224 -1.378743 0.681755 2.582241 -0.276744 -0.390561 -1.073872 0.709461 -1.190699 -3.171101 -1.983289 -0.058296 0.187506 -0.693256 -3.656885 2.022608 0.497483 0.131645 2.895287 1.681185 1.540949 3.065038 -1.751136 -5.000000 -0.350966 0.545760 -3.763440 0.538733
58 97464.0638233886 0.0000000000 1.0000000000 1.7873238689 3.0000000000 6.2823532373 0.9932644520 5.0468782039 -0.1927601691 4.4561028694 -0.1727687700 25.4709796053 -1215.1953154807 25.3927441207 6.4601162606 -0.090106 -0.546295 -1.063876 1.624292 -3.806069 1.786591 -0.672340 2.070772 -2.028890 3.995264 -2.200974 -0.395270 0.821405 -4.549096 1.796641 -0.465091 1.411675 -0.209387 -1.321603 3.356178 -2.087164 1.038277 -2.165261 -0.898683 -2.527992 0.102358 -4.307423 -0.108904 1.836484 -0.996021 1.784504 -0.429064 -4.100008 -2.182815 0.630863 -2.082275 0.678580 -0.097685 -0.148613 -4.440628
64 91989.1593181604 0.0000000000 1.0000000000 1.7288833776 4.0000000000 6.2687863058 0.9911008373 4.4937300345 -0.1046976485 4.0463614855 -0.1043276955 20.1936096234 -1157.9986767946 23.9401079037 6.1312960777 1.819182 -0.744225 -5.000000 0.581907 -2.394700 2.978510 1.204434 -0.035100 -0.181966 1.785763 -3.101469 2.150812 3.401426 -1.607847 0.433448 -0.422418 1.011228 0.801459 1.550275 1.138954 -3.139310 -0.085339 -3.776268 0.687335 -3.618403 0.197261 -2.093538 0.285152 1.124141 -0.896524 0.196306 1.810040 -2.023056 -0.788486 0.471551 -1.867654 0.495394 -0.770601 -1.345732 -1.296940
68 53402.2084471680 0.0000000000 1.0000000000 1.7288833776 4.0000000000 6.2687863058 0.9911008373 4.4937300345 -0.1046976485 4.0463614855 -0.1043276955 20.1936096234 -1157.9986767946 23.9401079037 6.1312960777 -1.090923 -2.502980 -4.350400 -0.305613 -1.895693 0.364119 -0.575426 3.180539 -1.538667 5.000000 -0.403676 -2.404973 -0.488015 -1.467146 2.219732 1.948663 -0.999988 -2.215040 -3.110561 0.795571 -1.856861 1.637298 -0.421487 -2.161636 -1.924234 -0.686192 -0.596669 1.653575 0.946488 3.158201 0.005854 0.864695 -2.168088 0.859872 1.156257 -4.338666 -2.507654 -0.916801 -2.903590 -2.585224
89 51175.2088161286 0.0000000000 1.0000000000 1.6600680978 5.0000000000 6.2552045315 0.9889346918 4.0963800507 -0.0674067135 3.7076916623 -0.0738289673 16.7803295195 -1147.0194096956 24.5515882428 6.2736448795 -0.072974 -0.612984 -0.982146 -2.746458 -3.549363 0.797121 0.372009 3.671765 -2.599927 2.807961 -3.601068 -0.977544 1.304036 -2.010542 4.888833 -0.217516 -0.281967 -3.285400 -0.344884 3.638364 -3.444101 0.821269 0.687418 1.771354 0.723464 0.576371 -0.370084 2.576993 -1.994929 -0.884232 2.817894 -0.133569 -1.737381 1.637319 -0.046627 -1.914503 -3.015941 -2.038029 -2.989590 0.036889
92 48443.1361622639 0.0000000000 1.0000000000 1.5859305076 6.0000000000 6.2425049505 0.9869053439 3.8231503296 0.0245132513 3.4467055725 0.0026391789 14.6164784428 -1182.9132044057 27.1046994371 6.9191861750 -0.424346 1.456057 -0.854313 -0.211768 -2.246967 1.392967 0.941694 0.245919 1.311963 0.058932 -3.663523 -2.881102 -0.494214 0.104266 2.890043 -1.557555 -0.918224 1.588281 -1.626822 1.163849 0.514563 1.572498 0.543756 -0.025497 0.372414 -1.372874 -0.479808 0.177206 -2.564687 2.229322 -0.661409 -0.229217 -3.363747 2.204749 -0.813501 0.005341 -4.258463 0.233043 -0.048858 -0.179463
